T_MeV,muB_MeV,muQ_MeV,muS_MeV,V_fm3,chi1_B,chi2_B,chi3_B,chi4_B,chi2_Q,chi2_S,chi11_BQ,chi11_BS,chi11_QS,C200,C020,C002,C110,C101,C011,Ssigma,kappa_sigma2
1.5000000000000000e+02,2.4000000000000000e+02,3.0000000000000000e+01,1.0000000000000000e+01,3.2000000000000000e+01,1.0582933092994127e-02,1.1703315578778071e-02,1.1312133237174121e-02,1.3212121608845148e-02,2.8158555884472084e-02,1.4691283205450344e-02,5.8044711497822182e-03,-4.7974725981116935e-03,4.6036955818102169e-03,1.7260065980270364e-01,3.9579902793499916e-01,2.0650191137968013e-01,8.1588134284522829e-02,-6.7433678014876750e-02,6.4709931988875355e-02,9.6657508387509505e-01,1.1289212462836629e+00
