# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# title: relaxation_times_vs_T
# schema: scan_csv_v1
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,p_cut_factor
125.0,0.0,0.0,0.0,0.6334662767892888,0.0,true,8,2.5589252938829077e-12,0.0154089396196994,0.0154089396196994,1.8607397686362175,2.783195755847304,0.0007230424167244446,0.0002510893792394279,0.0007230424167244446,0.0002510893792394279,1829.4892693353086,1460.1693005626444,1476.0592230269947,1426.991018983375,0.000546600636998172,0.0006848520918873392,0.0006774795918752317,0.0007007752583561638,6,2,6,6,12,8.0
126.0,0.0,0.0,0.0,0.6385340070036032,0.0,true,2,5.974301608979715e-11,0.016204643747519547,0.016204643747519547,1.8605184189037516,2.783061434386392,0.000791126983616519,0.00027758580891276317,0.000791126983616519,0.00027758580891276317,1668.614385901577,1328.83833415476,1346.593008551036,1298.289363471762,0.0005992996395387573,0.0007525369898634616,0.0007426148759498033,0.0007702443138915464,6,2,6,6,12,8.0
127.0,0.0,0.0,0.0,0.6436017372179175,0.0,true,2,7.206833740891483e-11,0.017036959992394022,0.017036959992394022,1.860278754832563,2.7829156516605016,0.0008649918287505261,0.0003066024823930253,0.0008649918287505261,0.0003066024823930253,1523.0632717735134,1210.4205526567666,1229.392199677544,1182.1189427327204,0.0006565715414012719,0.0008261591376692076,0.0008134100739066743,0.0008459385632449865,6,2,6,6,12,8.0
125.0,800.0,266.6666666666667,0.0,0.6334662767892888,1.3513947238171495,true,8,6.661338147750939e-16,0.07508452948942712,0.1343823272820807,1.757923127590392,2.7297714549375303,0.057504186596324065,0.012364425889747715,0.0007879981570331078,0.00027367773027530003,70.59938601143674,65.49313490795183,29.53634563685789,59.62509672719934,0.014164429133108966,0.015268775901557667,0.033856591884952665,0.016771461261945883,6,2,6,6,12,8.0
126.0,800.0,266.6666666666667,0.0,0.6385340070036032,1.3513947238171495,true,3,4.468647674116255e-15,0.08042669511099901,0.13966532017505415,1.749327763108297,2.7251426544178767,0.06230950305166158,0.013718761929401444,0.0008725747183314027,0.00030542370439059856,64.85234569819289,60.260922474478896,27.061877918157762,54.490508895918474,0.015419642716606702,0.016594502024483777,0.036952350573166544,0.018351819798748538,6,2,6,6,12,8.0
127.0,800.0,266.6666666666667,0.0,0.6436017372179175,1.3513947238171495,true,3,6.827871601444713e-15,0.08620770452233091,0.1452606233954276,1.739846887685835,2.720039273146179,0.06760940287621282,0.015232085471891482,0.0009668803357842725,0.00034093596868557875,59.50359343002089,55.319115061960964,24.750641074033577,49.68647426523594,0.01680570772882899,0.018076934146179592,0.040402993886454165,0.02012620164316365,6,2,6,6,12,8.0
