# script: scripts/relaxtime/run_gap_transport_scan.jl
# tau_phi_nodes: 8
# tr_p_max_fm: 8.0
# sigma_grid_n: 60
# schema: scan_csv_v1
# tau_n_sigma_points: 6
# tau_p_nodes: 20
# tr_p_nodes: 24
# integration_mode: finite_15
# title: gap_transport_scan
# gc_every_n: 5
# tau_angle_nodes: 4
T_MeV,muq_MeV,muB_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_d,m_s,rho_baryon,rho_norm,omega_fm4inv,P_fm4inv,epsilon_fm4inv,s_fm3inv,omega_MeV_fm3,P_MeV_fm3,epsilon_MeV_fm3,eps_minus_3P_over_T4,n_u,n_d,n_s,n_ubar,n_dbar,n_sbar,tau_u,tau_d,tau_s,tau_ubar,tau_dbar,tau_sbar,tauinv_u,tauinv_d,tauinv_s,tauinv_ubar,tauinv_dbar,tauinv_sbar,eta,sigma,zeta,eta_over_s,zeta_over_s
120.0,0.0,0.0,-0.6,0.6081276257177173,0.0,true,3,2.409194926888958e-10,0.019326689465925126,0.019326689465161733,1.85926088524469,1.85926088524469,2.782348331118241,3.347958484519372e-14,2.0924740528246075e-13,-21.6095899832127,21.6095899832127,-21.589821678867363,0.03250683492960367,-4264.155562617412,4264.155562617412,-4260.25474242586,-631.8707519625823,0.0011584638250181675,0.0011584638250181675,0.00038376897178393895,0.0011584638249754276,0.0011584638249754276,0.00038376897176898,814.9219989061996,814.9219989061996,595.6839683086727,814.9219988952307,814.9219988952307,595.6839682973684,0.0012271113080052016,0.0012271113080052016,0.001678742509789718,0.0012271113080217185,0.0012271113080217185,0.0016787425098215754,3.3699272154636573,0.03270909904089527,2.452659433028932,103.66826615884084,75.45057642001676
130.0,0.0,0.0,-0.6,0.6588049278608604,0.0,true,3,1.395802917691924e-11,0.03272402656618416,0.032724026566184165,1.8534923285172367,1.8534923285172367,2.778847255832531,-7.228014483236696e-20,-4.5175090520229345e-19,-21.612303177242612,21.612303177242612,-21.558606322328373,0.08150645607432311,-4264.690949055753,4264.690949055753,-4254.095109766091,-458.63146415997653,0.002931819399445933,0.002931819399445933,0.0010761802194293557,0.002931819399445933,0.002931819399445933,0.001076180219429356,322.203913052407,322.203913052407,231.50766962568753,322.20391305240446,322.20391305240446,231.50766962568753,0.0031036246286597654,0.0031036246286597654,0.004319511321663109,0.0031036246286597897,0.0031036246286597897,0.004319511321663109,3.5365945103011733,0.031288358270243864,2.6580282923911795,43.39036047741135,32.61126075666214
140.0,0.0,0.0,-0.6,0.7094822300040036,0.0,true,3,9.135565359752462e-10,0.05551567320795475,0.05551567320795475,1.8399971538705997,1.8399971538705997,2.7705024304254677,0.0,0.0,-21.61896498288486,21.61896498288486,-21.478077188827584,0.19857832669957343,-4266.005503177721,4266.005503177721,-4238.20453743978,-340.7380734645962,0.007149826751422801,0.007149826751422801,0.0028593848058805116,0.007149826751422801,0.007149826751422801,0.0028593848058805116,132.34465998981128,132.34465998981128,92.80237855747266,132.34465998981062,132.34465998981062,92.80237855747266,0.0075560283284341525,0.0075560283284341525,0.010775585879845723,0.00755602832843419,0.00755602832843419,0.010775585879845723,3.6743292409925847,0.03002090370459278,2.959084301060096,18.503173543966003,14.90134573213952
150.0,0.0,0.0,-0.6,0.7601595321471466,0.0,true,4,1.8540724511240114e-14,0.10015954873915361,0.10015954873915361,1.8053061857629278,1.8053061857629278,2.7488454809023484,0.0,0.0,-21.635527094139956,21.635527094139956,-21.247597250832772,0.5103268812685113,-4269.273654905355,4269.273654905355,-4192.724622715078,-258.022371611647,0.018121580573926335,0.018121580573926335,0.007775290751773699,0.018121580573926335,0.018121580573926335,0.007775290751773699,51.926196112835505,51.926196112835505,36.219136133433366,51.926196112835314,51.926196112835314,36.219136133433366,0.019258102361802167,0.019258102361802167,0.027609714276893377,0.01925810236180224,0.01925810236180224,0.027609714276893377,3.7653066036247194,0.028760055254429123,3.4703107917083296,7.378225098128002,6.800172436698286
160.0,0.0,0.0,-0.6,0.8108368342902897,0.0,true,4,5.9018484543926775e-12,0.23363793111714676,0.23363793111714676,1.668213251175251,1.668213251175251,2.664940902629617,0.0,0.0,-21.685356597655147,21.685356597655147,-20.199512117924954,1.8324827103232488,-4279.106361345497,4279.106361345497,-3985.9091276937775,-197.23725308023145,0.06125500437902911,0.06125500437902911,0.027514127960785256,0.06125500437902911,0.06125500437902911,0.027514127960785256,14.322963387092818,14.322963387092818,10.214996610092479,14.322963387092681,14.322963387092681,10.214996610092479,0.06981795407653929,0.06981795407653929,0.0978952845673971,0.06981795407653996,0.06981795407653996,0.0978952845673971,3.601796699409851,0.026411233026464555,3.9033844448559836,1.9655283398414691,2.1301071070773863
170.0,0.0,0.0,-0.6,0.8615141364334329,0.0,true,8,2.2502222307707598e-11,0.4499451971948285,0.4499451971948285,1.2156779874179495,1.2156779874179495,2.419752719158805,0.0,0.0,-21.874079600101165,21.874079600101165,-16.82578228620358,5.859796259173346,-4316.346505249163,4316.346505249163,-3320.181141189694,-149.668568117551,0.19453520058282145,0.19453520058282145,0.0864491707447974,0.19453520058282145,0.19453520058282145,0.0864491707447974,0.17110580663973832,0.17110580663973832,2.761537483932841,0.1711058066397383,0.1711058066397383,2.761537483932841,5.844337019523193,5.844337019523193,0.36211711983566885,5.844337019523194,5.844337019523194,0.36211711983566885,0.5538516570902906,0.002115148352797263,0.3533867050998574,0.0945172208373715,0.0603069952383823
180.0,0.0,0.0,-0.6,0.9121914385765759,0.0,true,6,1.2878587085651816e-14,0.5699036883483443,0.5699036883483443,0.33108778806527567,0.3310877880652757,2.1094006773695853,0.0,0.0,-22.30363662620033,22.30363662620033,-12.404585935935318,10.851944308655133,-4401.109704538232,4401.109704538232,-2447.7597289803084,-114.55500697689074,0.4064802627463554,0.40648026274635535,0.17516725575923903,0.4064802627463554,0.40648026274635535,0.17516725575923903,0.002871902569834982,0.002871902569834982,0.474245899458671,0.0028719025698349713,0.0028719025698349713,0.474245899458671,348.20122747320755,348.20122747320755,2.1086107463268573,348.20122747320886,348.20122747320886,2.1086107463268573,0.15674438254248754,0.00043411082156265344,0.035788607454007776,0.014443898538759886,0.0032978981863613166
190.0,0.0,0.0,-0.6,0.9628687407197191,0.0,true,4,9.994054472883818e-10,0.6227735662802132,0.6227735662802132,0.1567289384847416,0.1567289384847416,1.9905088521218215,0.0,0.0,-22.942841079196654,22.942841079196654,-9.09092252488887,14.386092276662591,-4527.242001634638,4527.242001634638,-1793.8844690687458,-90.65202378263302,0.5242467440065852,0.5242467440065852,0.2571737074415981,0.5242467440065852,0.5242467440065852,0.2571737074415981,0.1001019453312328,0.1001019453312328,0.6808222673564143,0.10010194533123278,0.10010194533123278,0.6808222673564143,9.989815849143044,9.989815849143044,1.4688121231447537,9.989815849143048,9.989815849143048,1.4688121231447537,0.5096706904251664,0.0024665001629641517,0.09097677127708469,0.03542801482317506,0.0063239390883561225
200.0,0.0,0.0,-0.6,1.0135460428628622,0.0,true,4,5.3224091800530005e-12,0.6643269671437355,0.6643269671437355,0.10346500470977119,0.10346500470977113,1.8615364546481274,0.0,0.0,-23.766981091540135,23.766981091540135,-5.317087352195024,18.203310909518763,-4689.86707785034,4689.86707785034,-1049.2048959465876,-72.60341607172782,0.6433359671553356,0.6433359671553356,0.3595027707600808,0.6433359671553356,0.6433359671553356,0.3595027707600808,0.46826230840568056,0.46826230840568056,0.5557097164252032,0.46826230840568,0.46826230840568,0.5557097164252032,2.1355551835994597,2.1355551835994597,1.799500657344718,2.1355551835994624,2.1355551835994624,1.799500657344718,1.458557165234462,0.009861775779440885,0.2412039916877529,0.08012592722743433,0.01325055606019584
210.0,0.0,0.0,-0.6,1.0642233450060052,0.0,true,4,6.945555242054979e-13,0.6989468226614839,0.6989468226614839,0.07703980002512169,0.07703980002512176,1.7124271163130615,0.0,0.0,-24.79466973634672,24.79466973634672,-0.931208160681873,22.42335848733913,-4892.657795064089,4892.657795064089,-183.75251272287196,-58.71534377908686,0.7722160975378428,0.7722160975378428,0.48673847447051277,0.7722160975378428,0.7722160975378428,0.48673847447051277,0.46589435778367283,0.46589435778367283,0.4725713577978053,0.4658943577836695,0.4658943577836695,0.4725713577978053,2.1464093378532105,2.1464093378532105,2.1160825418197704,2.146409337853226,2.146409337853226,2.1160825418197704,1.7353444026120413,0.011120543771563188,0.23987476504172323,0.0773900307392341,0.010697539584766635
