# y_unit.tau_ubar: fm
# y_unit.tau_u: fm
# sigma_cache_max_refine: 6
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# sigma_grid_n: 18
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# y_unit.tauinv_s: 1/fm
# p_cut_factor: 8.0
# y_unit.tauinv_ubar: 1/fm
# x_unit: MeV
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_unit.tauinv_sbar: 1/fm
# title: relaxation_times_vs_T
# y_unit.tauinv_u: 1/fm
# y_scale.tau_u: log
# y_scale.tau_ubar: log
# sigma_cache_rtol: 0.01
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,p_cut_factor,sigma_cache_rtol,sigma_cache_max_refine
135.0,800.0,266.6666666666667,0.0,0.6841435789324319,1.3513947238171495,true,3,4.904548989159707e-13,0.15624011627295678,0.20777263478605432,1.6080521771592116,2.6502439440299472,0.14060347821146962,0.03703391725011035,0.0023368290086686902,0.0008551514015993623,27.23377385812453,24.028037641741875,10.801295633661136,21.85536576749891,0.03671911227615906,0.0416180470045038,0.09258148595466659,0.04575535411478214,6,2,6,6,18,8.0,0.01,6
136.0,800.0,266.6666666666667,0.0,0.6892113091467462,1.3513947238171495,true,3,1.5261680808009714e-12,0.16953114720960705,0.21915324643290102,1.5787697552755668,2.635175422168419,0.15653823430445804,0.04185449576698187,0.0026492331830679375,0.0009697278134401789,24.491980460482967,21.67005844021515,9.53058420788611,19.278924918446258,0.04082969123764688,0.04614662220495938,0.104925362201044,0.0518701122718306,6,2,6,6,18,8.0,0.01,6
137.0,800.0,266.6666666666667,0.0,0.6942790393610606,1.3513947238171495,true,3,5.301190042494852e-12,0.18436127404127842,0.23180879927291465,1.5440346625012895,2.6175537399448388,0.17526924713774544,0.047498597630879436,0.003021815721674878,0.00110447637702023,21.94766061826336,19.498200016289204,8.336085968708973,16.870658751915613,0.045562942556523205,0.05128678540401571,0.11996037513932598,0.05927450816859496,6,2,6,6,18,8.0,0.01,6
138.0,800.0,266.6666666666667,0.0,0.6993467695753749,1.3513947238171495,true,3,2.1030926999898725e-11,0.20095997758712109,0.24595988250714965,1.5021901518021068,2.5967102449487847,0.19756893813718457,0.054166557868606934,0.0034727872978141338,0.0012646036159266402,19.552832264499518,17.32116616953381,7.210600774349125,14.618941127289474,0.051143485837375,0.05773283335615701,0.13868469927740057,0.06840440708344325,6,2,6,6,18,8.0,0.01,6
139.0,800.0,266.6666666666667,0.0,0.7044144997896892,1.3513947238171495,true,3,9.801787159702258e-11,0.21958319898440243,0.26185976030174474,1.4508159442585964,2.571723829985059,0.22452349416101305,0.062126842207715104,0.004028493304680442,0.0014571939147787825,17.314988421394098,15.194143174243292,6.1481437136639245,12.512582922022197,0.05775343163177732,0.06581483329018338,0.16265071972497208,0.07991955028245974,6,2,6,6,18,8.0,0.01,6
140.0,800.0,266.6666666666667,0.0,0.7094822300040036,1.3513947238171495,true,3,5.563430549582193e-10,0.24051457676203994,0.2797970236667336,1.386184950678084,2.5412771911733745,0.25772781349245627,0.07175214236102961,0.004728853816897578,0.001692184538049147,15.225601672268823,13.187180480225924,5.135549724394631,10.540387510485887,0.06567884944877757,0.07583122119997465,0.19472112113915482,0.09487317226289552,6,2,6,6,18,8.0,0.01,6
141.0,800.0,266.6666666666667,0.0,0.7145499602183178,1.3513947238171495,true,4,1.7763568394002505e-15,0.2640760836887147,0.30010529173048606,1.3021335397168134,2.5033907837591984,0.29966498305457256,0.08358878895753903,0.0056384718079855786,0.001984173066497397,13.32273177284078,11.474859168252864,4.126471869212537,8.688245672603411,0.07505968123133443,0.08714703904747423,0.2423377722409706,0.1150980344804583,6,2,6,6,18,8.0,0.01,6
142.0,800.0,266.6666666666667,0.0,0.7196176904326321,1.3513947238171495,true,4,9.08162434143378e-14,0.29059965124136483,0.32313769559807004,1.1878406991455903,2.4550638520963997,0.35432918203296004,0.09846597404603528,0.006868807156471386,0.0023553475766520146,11.554011411246305,9.952155465967111,3.031713345073289,6.942470377066455,0.08655002703447497,0.10048074544450697,0.32984648816652085,0.1440409459006652,6,2,6,6,18,8.0,0.01,6
143.0,800.0,266.6666666666667,0.0,0.7246854206469464,1.3513947238171495,true,4,1.7252865802674933e-12,0.31963418947587263,0.34856928578594026,1.028578165066813,2.393894359117344,0.42592015288912344,0.11718902987650266,0.008578185425411064,0.002829814228150168,9.983473466055054,8.501246813393903,2.1523429155751854,5.332426050942117,0.10016553891790406,0.11762980442168526,0.464609980483878,0.18753190207360176,6,2,6,6,18,8.0,0.01,6
144.0,800.0,266.6666666666667,0.0,0.7297531508612608,1.3513947238171495,true,4,1.3322676295501878e-15,0.3460935686207946,0.37196692468224624,0.845677537193629,2.3320128240592157,0.5022666424600672,0.13719070840272493,0.01061834778912134,0.0033583345556047455,9.017626750731084,7.4479618558480265,1.7897201601805093,4.09959330192963,0.11089392227494083,0.1342649196323173,0.5587465695749558,0.2439266352419182,6,2,6,6,18,8.0,0.01,6
145.0,800.0,266.6666666666667,0.0,0.7348208810755751,1.3513947238171495,true,4,1.467714838554457e-13,0.3648280227761171,0.38870433268722204,0.7058977102692997,2.289633778302367,0.5580658586871747,0.15340255723288063,0.012395790309983981,0.0038267596122130037,8.509616259760392,6.876860452653027,1.5602677453199514,3.3830092361047397,0.11751411220841082,0.14541519446046192,0.6409156396391045,0.2955948181659175,6,2,6,6,18,8.0,0.01,6
146.0,800.0,266.6666666666667,0.0,0.7398886112898894,1.3513947238171495,true,4,2.831068712794149e-15,0.378601531058542,0.4011203762701925,0.6110705321209859,2.2622642731364406,0.5963051444847828,0.16644813469594155,0.013857453084743525,0.004242579198672705,8.169385742344376,6.543361778863429,1.366378296491218,2.9453670167232446,0.12240822401330619,0.15282664076900518,0.7318617417796692,0.3395162620896433,6,2,6,6,18,8.0,0.01,6
147.0,800.0,266.6666666666667,0.0,0.7449563415042036,1.3513947238171495,true,4,5.273559366969494e-16,0.3899796995021327,0.41144642906331386,0.5427181650289983,2.242481937609155,0.6252564655128321,0.1779421064754127,0.01514610982996363,0.004639202125905456,7.902384507079339,6.30429556165944,1.222568714728375,2.6286113808290326,0.12654408287829472,0.15862200466641452,0.817949934390539,0.3804290003814151,6,2,6,6,18,8.0,0.01,6
148.0,800.0,266.6666666666667,0.0,0.750024071718518,1.3513947238171495,true,3,1.8998996820229763e-10,0.40006182354137987,0.4206429300802113,0.49031505457863217,2.2267512556896287,0.6490914106527156,0.1886830254429432,0.01634521715001606,0.00503383973378304,7.622892836554454,6.112767774740309,1.0828900760020506,2.3644762447358674,0.13118379353368947,0.16359201540949808,0.9234547643948547,0.4229266427295863,6,2,6,6,18,8.0,0.01,6
149.0,800.0,266.6666666666667,0.0,0.7550918019328323,1.3513947238171495,true,3,3.91283117018304e-11,0.40934296289027766,0.42914290767803676,0.44834611859712425,2.213392382951317,0.6698476907177883,0.1990556333488255,0.017498307110128862,0.005435156149179837,6.921717815195144,5.93818542263615,0.717154727225388,2.0984078103001744,0.14447280670770987,0.168401612416486,1.3943992307893123,0.4765517908823221,6,2,6,6,18,8.0,0.01,6
150.0,800.0,266.6666666666667,0.0,0.7601595321471466,1.3513947238171495,true,3,1.1353806783631626e-11,0.4180747298568185,0.4371663694290445,0.413678249820422,2.201519800283043,0.6886188453178066,0.20926440731344695,0.018629859156584206,0.005848072854292851,6.791825098844945,5.782229873605248,0.6967977900945208,1.8880478650312413,0.14723582916910882,0.17294366046649323,1.4351365836914463,0.5296475891957607,6,2,6,6,18,8.0,0.01,6
151.0,800.0,266.6666666666667,0.0,0.7652272623614609,1.3513947238171495,true,3,4.2967296387530496e-12,0.42639831450266213,0.4448365794579842,0.38438209948098584,2.1906223920888226,0.70604432993345,0.21942816573212123,0.01975478712670298,0.006275737543339405,6.539733824554572,5.654221477329987,0.6369117395724633,1.773555188648204,0.15291142221191412,0.17685900773597144,1.5700762568315436,0.5638392345502344,6,2,6,6,18,8.0,0.01,6
152.0,800.0,266.6666666666667,0.0,0.7702949925757753,1.3513947238171495,true,3,2.0071166950685893e-12,0.43439918344395495,0.4522279480657772,0.3591905461189723,2.180383742834941,0.7225240644257608,0.22962098657040347,0.020882798589249435,0.006720377859328045,6.445328630014175,5.541605377826601,0.6337078069440585,1.6920946031217299,0.15515112687090413,0.1804531235661888,1.578014329383631,0.5909835053874111,6,2,6,6,18,8.0,0.01,6
153.0,800.0,266.6666666666667,0.0,0.7753627227900896,1.3513947238171495,true,3,1.1019518630916991e-12,0.4421322428001832,0.45938808637067463,0.3372284938632283,2.170597109480224,0.7383215710660868,0.2398916858168058,0.022020559544206106,0.007183707779234622,6.255692483339251,5.441466780333711,0.6001190182387106,1.6278906051293263,0.15985440503402207,0.18377397866585388,1.6663361260153031,0.6142918921265941,6,2,6,6,18,8.0,0.01,6
154.0,800.0,266.6666666666667,0.0,0.7804304530044038,1.3513947238171495,true,3,6.870060076380469e-13,0.44963452780555213,0.46634893800989385,0.3178671289633502,2.1611215640268577,0.7536178260411883,0.25027390375822384,0.02317285374011431,0.007667137877329877,6.1189696319425835,5.350111279799331,0.5814524226375315,1.5721864131340253,0.16342620737644206,0.1869120000878762,1.7198311694427053,0.6360568897212269,6,2,6,6,18,8.0,0.01,6
155.0,800.0,266.6666666666667,0.0,0.7854981832187182,1.3513947238171495,true,3,4.750644322371045e-13,0.4569320860836687,0.47313282179556054,0.30063996263029014,2.151857725317087,0.7685413525758379,0.2607917006099452,0.02434324474102556,0.008171891877403432,6.029831792091348,5.26377517922686,0.5785507559136843,1.5223973522969072,0.16584210546496297,0.18997771864315818,1.728456820388621,0.6568587356587664,6,2,6,6,18,8.0,0.01,6
156.0,800.0,266.6666666666667,0.0,0.7905659134330325,1.3513947238171495,true,3,3.5599301284605644e-13,0.4640439342187392,0.4797559072738094,0.2851917634306122,2.142733542055118,0.7831859949874387,0.27146283971145985,0.025534474671475623,0.008699074998358336,5.956545936933627,5.18034645502603,0.5784924749575986,1.476882532105111,0.16788252967201836,0.19303728209718266,1.7286309559571995,0.6771019212845759,6,2,6,6,18,8.0,0.01,6
157.0,800.0,266.6666666666667,0.0,0.7956336436473468,1.3513947238171495,true,3,2.8177460364986473e-13,0.4709844403853464,0.48623030872322565,0.2712460638297519,2.133695565195569,0.7976219056036201,0.2823008041313712,0.026748715173828402,0.009249715916795201,5.862197560324418,5.102481491310502,0.5721089049534692,1.4350030870033024,0.17058449322282127,0.19598307249188351,1.7479189562367186,0.696862612392205,6,2,6,6,18,8.0,0.01,6
158.0,800.0,266.6666666666667,0.0,0.8007013738616611,1.3513947238171495,true,3,2.2637447472106942e-13,0.4777648143865319,0.4925653950768793,0.2585836921010778,2.1247033778531192,0.8119025984699036,0.2933160828948769,0.027987731255116305,0.009824793517669145,5.755535452925838,5.030137228598718,0.5622303250540496,1.3960402306835054,0.17374578059312412,0.19880173334328244,1.7786304925901424,0.7163117351642488,6,2,6,6,18,8.0,0.01,6
159.0,800.0,266.6666666666667,0.0,0.8057691040759755,1.3513947238171495,true,3,1.9206858326015208e-13,0.4843940687944645,0.4987686348869544,0.24702813021637882,2.1157259222141906,0.8260696248595968,0.30451701743913095,0.029252991616289192,0.010425254476317227,5.647437377267252,4.959540429186969,0.5513988894285465,1.359723279355179,0.17707146324903414,0.2016315854821921,1.8135691224122166,0.7354437591700493,6,2,6,6,18,8.0,0.01,6
160.0,800.0,266.6666666666667,0.0,0.8108368342902897,1.3513947238171495,true,3,1.6819878823071122e-13,0.4908796550296873,0.504846155298778,0.2364352521231857,2.1067390090047833,0.8401557580574607,0.31591037339269745,0.030545744921821633,0.011052025098811162,5.54751981496793,4.892163135216983,0.542129623556573,1.3257169657902337,0.18026073513101656,0.20440855555313503,1.8445773050356964,0.7543088199100777,6,2,6,6,18,8.0,0.01,6
161.0,800.0,266.6666666666667,0.0,0.815904564504604,1.3513947238171495,true,3,1.482147737874584e-13,0.4972278934358805,0.5108031196385869,0.22668596097959987,2.0977235878540785,0.8541872143878535,0.32750173533340154,0.031867073726938165,0.01170601944409363,5.460562011572749,4.8278605247224515,0.5356543707759984,1.2936849848900691,0.1831313329801341,0.20713108733759225,1.8668754602922546,0.7729857049279852,6,2,6,6,18,8.0,0.01,6
162.0,800.0,266.6666666666667,0.0,0.8209722947189183,1.3513947238171495,true,3,1.432187701766452e-13,0.5034442693806139,0.516643986950886,0.2176807968814672,2.088664520856082,0.8681852342760663,0.3392957843338898,0.033217933359722694,0.012388144965150423,5.385101239109543,4.765275144788897,0.5316210723512892,1.2633583158465573,0.18569753020378788,0.20985147124055525,1.8810390558394032,0.7915410754469251,6,2,6,6,18,8.0,0.01,6
163.0,800.0,266.6666666666667,0.0,0.8260400249332327,1.3513947238171495,true,3,1.1612932837579137e-13,0.509533640296891,0.52237269301279,0.20933591566153206,2.0795496969808656,0.8821672282930861,0.35129649605294666,0.0345991804378224,0.013099306449144171,5.316426782555078,4.7044928722806745,0.5291165345620594,1.2345893625167468,0.1880962610604033,0.21256276226755416,1.8899428286203204,0.8099859194975327,6,2,6,6,18,8.0,0.01,6
164.0,800.0,266.6666666666667,0.0,0.831107755147547,1.3513947238171495,true,3,1.0902390101819037e-13,0.5155003824103169,0.5279927781461828,0.20158004156893106,2.0703693822928626,0.896147621339215,0.3635072838518941,0.03601159409897926,0.013840408761487606,5.250216322358929,4.644701998400136,0.5275462777136098,1.2071653456375504,0.19046834236930998,0.21529906554703598,1.8955682984514812,0.8283869344110948,6,2,6,6,18,8.0,0.01,6
165.0,800.0,266.6666666666667,0.0,0.8361754853618613,1.3513947238171495,true,3,9.514611321037592e-14,0.5213484959663011,0.5335074784176277,0.19435212451470352,2.0611157363883406,0.9101384834935451,0.375931103184117,0.03745589201804183,0.014612358728657295,5.191442181743028,4.588229494390488,0.5263937342290262,1.1809711714408087,0.19262470138196738,0.217948993445639,1.8997186610981098,0.8467607204839555,6,2,6,6,18,8.0,0.01,6
166.0,800.0,266.6666666666667,0.0,0.8412432155761755,1.3513947238171495,true,3,8.426592756904938e-14,0.5270816815141998,0.5389197913097842,0.18759951549726625,2.0517824479711817,0.9241500076049434,0.3885705282707454,0.03893274263402892,0.015416066386479734,5.129393400872605,4.532652675613538,0.5251960569249645,1.1558836242983614,0.19495482639913747,0.2206213605070987,1.9040508526568611,0.865138997541396,6,2,6,6,18,8.0,0.01,6
167.0,800.0,266.6666666666667,0.0,0.8463109457904899,1.3513947238171495,true,3,8.104628079763643e-14,0.5327033957714911,0.5442325233952674,0.18127652882459191,2.0423644571054695,0.9381908751481849,0.40142780866902056,0.04044277458280825,0.016252445750407456,5.072916460201901,4.479048636436535,0.5236381222996234,1.1317611435266508,0.1971252646963952,0.22326169710797897,1.9097158083303272,0.8835786647383269,6,2,6,6,18,8.0,0.01,6
168.0,800.0,266.6666666666667,0.0,0.8513786760048042,1.3513947238171495,true,3,7.793765632868599e-14,0.5382168929384825,0.5494483252051392,0.17534329697463186,2.032857741376877,0.9522685395246747,0.4145049110776333,0.04198658404302235,0.01712241521776344,5.013840308985052,4.426006082720272,0.521462847943194,1.1086307331081955,0.1994479158436598,0.22593733070185687,1.9176821588427637,0.902013601225329,6,2,6,6,18,8.0,0.01,6
169.0,800.0,266.6666666666667,0.0,0.8564464062191185,1.3513947238171495,true,3,7.327471962526033e-14,0.5436252555585104,0.5545697169169577,0.16976484959162086,2.0232591497433807,0.9663894476221091,0.42780355019302463,0.043564740505662405,0.0180268976805275,4.953953230620511,4.372206047978734,0.5188618671420947,1.086369844604267,0.20185899088004594,0.22871749158809634,1.9272952269705754,0.9204968316883564,6,2,6,6,18,8.0,0.01,6
170.0,800.0,266.6666666666667,0.0,0.8615141364334329,1.3513947238171495,true,3,7.327471962526033e-14,0.5489314178115622,0.5595991074205643,0.16451036609313502,2.013566272354596,0.9805592146841272,0.44132521137837966,0.04517779134036393,0.018966820405728158,4.890231799817378,4.321702632153095,0.5158109543103016,1.0649214514254852,0.20448928413523143,0.2313902841347959,1.9386947711048803,0.9390363943382092,6,2,6,6,18,8.0,0.01,6
171.0,800.0,266.6666666666667,0.0,0.8665818666477472,1.3513947238171495,true,3,6.661338147750939e-14,0.5541381832972666,0.5645388085835458,0.15955256415069544,2.0037773377581396,0.9947827635099327,0.4550711671725172,0.046826265434441926,0.019943114725574036,4.834888551319836,4.2724101844981845,0.5125437396049036,1.0442611653381906,0.2068300001924591,0.23405992327898517,1.951052998463807,0.9576148507601963,6,2,6,6,18,8.0,0.01,6
172.0,800.0,266.6666666666667,0.0,0.8716495968620614,1.3513947238171495,true,3,6.52811138479592e-14,0.559248238782848,0.5693910460240815,0.15486719552984404,1.9938911311325476,1.009064436145166,0.46904248914629265,0.048510676111157676,0.020956715568997843,4.774888667155169,4.223854673393541,0.5090912914689626,1.0243483414445937,0.20942896676914355,0.23675056963940885,1.9642842389123176,0.9762304086808435,6,2,6,6,18,8.0,0.01,6
173.0,800.0,266.6666666666667,0.0,0.8767173270763757,1.3513947238171495,true,3,5.4067861299245124e-14,0.5642641649823298,0.5741579673357358,0.15043262751262704,1.9839069287787234,1.0234080841721227,0.48324005624191385,0.05023152348327104,0.02200856085889682,4.713723635284408,4.176742660093961,0.5055429326051332,1.0051360450287603,0.21214650611133332,0.23942102288329722,1.978071367444226,0.994890199138552,6,2,6,6,18,8.0,0.01,6
174.0,800.0,266.6666666666667,0.0,0.8817850572906901,1.3513947238171495,true,3,5.10702591327572e-14,0.5691884451420599,0.5788416484500679,0.14622949310487382,1.973824445257269,1.0378171422155251,0.4976645604610284,0.05198929636092738,0.0230995907941202,4.65555367938645,4.130973164783829,0.5020313607234402,0.9866261097055479,0.21479722260055412,0.24207371002186823,1.991907434943853,1.0135551757275545,6,2,6,6,18,8.0,0.01,6
175.0,800.0,266.6666666666667,0.0,0.8868527875050044,1.3513947238171495,true,3,5.140332604014475e-14,0.5740234719986141,0.5834440986370621,0.1422403969511981,1.963643790406834,1.052294688184203,0.5123165105701012,0.05378447380548769,0.024230747031548247,4.60025929928773,4.085954338670747,0.4986220300658674,0.9687657939924771,0.2173790508189033,0.2447408651965804,2.0055271121251925,1.0322412353958128,6,2,6,6,18,8.0,0.01,6
