# y_unit.tau_ubar: fm
# y_unit.tau_u: fm
# script: scripts/relaxtime/scan_relaxation_times_vs_T.jl
# sigma_grid_n: 60
# schema: scan_csv_v1
# y_unit.tau_sbar: fm
# x_unit: MeV
# y_scale.tau_s: log
# y_scale.tau_sbar: log
# y_unit.tau_s: fm
# y_scale.tau_u: log
# title: relaxation_times_vs_T
# y_scale.tau_ubar: log
# integration_mode: finite_lambda
# gc_every_n: 5
# x_label: T
T_MeV,muB_MeV,muq_MeV,xi,T_fm,muq_fm,converged,iterations,residual_norm,Phi,Phibar,m_u,m_s,n_u,n_s,n_ubar,n_sbar,tau_u,tau_s,tau_ubar,tau_sbar,tauinv_u,tauinv_s,tauinv_ubar,tauinv_sbar,tau_p_nodes,tau_angle_nodes,tau_phi_nodes,tau_n_sigma_points,sigma_grid_n,integration_mode,gc_every_n
150.0,800.0,266.6666666666667,0.0,0.7601595321471466,1.3513947238171495,true,9,2.6771473926601175e-11,0.4180747298596426,0.43716636943133486,0.4136782497975739,2.2015198002776315,0.6886188453235677,0.20926440731566986,0.01862985915681538,0.005848072854350323,6.993985625835807,6.624503396741151,0.6977291602158476,1.146971173620916,0.14297999073746973,0.1509547116379982,1.433220878557867,0.8718614931211067,20,4,8,6,60,finite_lambda,5
160.0,800.0,266.6666666666667,0.0,0.8108368342902897,1.3513947238171495,true,5,6.328271240363392e-15,0.4908796550296799,0.5048461552987736,0.23643525212320754,2.10673900900479,0.8401557580574534,0.31591037339269207,0.030545744921821254,0.011052025098811015,5.617283570127368,6.139914924170486,0.4623110284560728,0.912266238920106,0.17802199008039854,0.1628687062199159,2.163045954883632,1.0961712242949477,20,4,8,6,60,finite_lambda,5
170.0,800.0,266.6666666666667,0.0,0.8615141364334329,1.3513947238171495,true,4,1.1626211104953654e-10,0.5489314178119066,0.5595991074222664,0.1645103660921705,2.0135662723541112,0.9805592146848405,0.44132521137889763,0.0451777913404955,0.018966820405791215,5.658111550782953,5.969073221466268,0.5346376743219646,0.8086477400168012,0.17673741336217078,0.16753019487242204,1.8704256135114585,1.2366324055752917,20,4,8,6,60,finite_lambda,5
180.0,800.0,266.6666666666667,0.0,0.9121914385765759,1.3513947238171495,true,4,2.220446049250313e-14,0.5969378720984859,0.6053039936572147,0.1250062497861317,1.911295486149293,1.1257980992997518,0.5889931362189195,0.0633376567749332,0.030521362699633285,5.831354071797893,5.803188989016237,0.6210246675055971,0.7413544960339177,0.17148675722441342,0.17231904766374342,1.6102419957271459,1.3488823570232304,20,4,8,6,60,finite_lambda,5
190.0,800.0,266.6666666666667,0.0,0.9628687407197191,1.3513947238171495,true,5,1.4654943925052066e-14,0.6372387692342648,0.6439291603444736,0.10016301497629006,1.8001428845800977,1.2790881678874784,0.7591852536001524,0.0855068859683618,0.046645892318489916,6.0620857328408295,5.731504928248101,0.7152631525823419,0.7338278092017331,0.16495972575620066,0.17447424586018132,1.3980868389342604,1.3627175032897871,20,4,8,6,60,finite_lambda,5
200.0,800.0,266.6666666666667,0.0,1.0135460428628622,1.3513947238171495,true,5,1.6902035326893383e-12,0.6714863996716414,0.6769166453139639,0.0832392298983198,1.6830535136218137,1.4416658532408941,0.9503814726146409,0.11210779821600309,0.06820481170658686,6.335188499078098,5.624332095193504,0.8196438367847656,0.7344093180854628,0.157848499716389,0.17779888937472055,1.2200421147833203,1.3616384969173696,20,4,8,6,60,finite_lambda,5
210.0,800.0,266.6666666666667,0.0,1.0642233450060052,1.3513947238171495,true,6,3.6193270602780103e-14,0.7008941836954211,0.7053531724855352,0.07107305926048094,1.5642454329203443,1.614139531732875,1.1596147468971998,0.14353412123285555,0.09588738529752516,6.653554573717386,5.554378703103673,0.9386735809886485,0.7554488735019713,0.15029560348842125,0.1800381380983656,1.0653330617303196,1.323716316319837,20,4,8,6,60,finite_lambda,5
220.0,800.0,266.6666666666667,0.0,1.1149006471491483,1.3513947238171495,true,7,1.438849039914203e-13,0.7263772713006221,0.7300734143553179,0.061969051216053284,1.4480367990042105,1.7968266951257739,1.383264027703248,0.1801558892181516,0.13014717215308624,7.028506412875426,5.030267085470302,1.0768856697304021,0.688236386408914,0.14227773886186024,0.19879660125571752,0.9286036838528547,1.4529891469670893,20,4,8,6,60,finite_lambda,5
230.0,800.0,266.6666666666667,0.0,1.1655779492922915,1.3513947238171495,true,9,8.43769498715119e-14,0.7486426084932959,0.751730571773086,0.05493101931826305,1.337854326698074,1.9898736261890748,1.6179965786401995,0.22231923171206633,0.1712232696774718,7.476087628007575,5.831686656109713,1.2388583805579008,0.9037932944783276,0.13375980188537548,0.17147697723990793,0.8071947655144129,1.1064476867768789,20,4,8,6,60,finite_lambda,5
240.0,800.0,266.6666666666667,0.0,1.2162552514354346,1.3513947238171495,true,11,4.999307634534489e-10,0.7682444185403233,0.7708414508762031,0.04933695489840181,1.2357898899820545,2.1933038357106023,1.861354608623486,0.2703440003017283,0.21921524284230845,8.01293261692754,6.305860513051836,1.4295155636075638,1.0590334459489148,0.1247982539984765,0.15858263878977427,0.6995376793774621,0.9442572411903198,20,4,8,6,60,finite_lambda,5
