table,legacy_row,key,accepted_exact,strict_exact,same_xi_distance,reason,disposition
crossover,312,"{""muq_MeV"":180.0,""xi"":0.45}",False,False,3.8543822077679977,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,313,"{""muq_MeV"":210.0,""xi"":0.45}",False,False,8.690722523163998,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,314,"{""muq_MeV"":240.0,""xi"":0.45}",False,False,11.636596846044995,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,315,"{""muq_MeV"":270.0,""xi"":0.45}",False,False,6.800256530650017,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,316,"{""muq_MeV"":300.0,""xi"":0.45}",False,False,1.9639162152540166,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,317,"{""muq_MeV"":330.0,""xi"":0.45}",False,False,2.872424100141018,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,318,"{""muq_MeV"":360.0,""xi"":0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,319,"{""muq_MeV"":390.0,""xi"":0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,320,"{""muq_MeV"":420.0,""xi"":0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,321,"{""muq_MeV"":450.0,""xi"":0.45}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,322,"{""muq_MeV"":0.0,""xi"":0.5}",True,True,0.0,accepted_primary_exact,exact_accepted_key
crossover,323,"{""muq_MeV"":30.0,""xi"":0.5}",False,False,4.735648617012998,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,324,"{""muq_MeV"":60.0,""xi"":0.5}",False,False,9.471297234025002,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,325,"{""muq_MeV"":90.0,""xi"":0.5}",False,False,11.057405531949996,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,326,"{""muq_MeV"":120.0,""xi"":0.5}",False,False,6.321756914936998,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,327,"{""muq_MeV"":150.0,""xi"":0.5}",False,False,1.5861082979249943,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,328,"{""muq_MeV"":180.0,""xi"":0.5}",False,False,3.149540319088004,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,329,"{""muq_MeV"":210.0,""xi"":0.5}",False,False,7.885188936101002,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,330,"{""muq_MeV"":240.0,""xi"":0.5}",False,False,12.620837553113006,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,331,"{""muq_MeV"":270.0,""xi"":0.5}",False,False,7.907865212862021,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,332,"{""muq_MeV"":300.0,""xi"":0.5}",False,False,3.1722165958490223,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,333,"{""muq_MeV"":330.0,""xi"":0.5}",False,False,1.5634320211630097,accepted_key_grid_differs_from_legacy,nearest_accepted_support
crossover,334,"{""muq_MeV"":360.0,""xi"":0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,335,"{""muq_MeV"":390.0,""xi"":0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,336,"{""muq_MeV"":420.0,""xi"":0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
crossover,337,"{""muq_MeV"":450.0,""xi"":0.5}",False,False,,legacy_derivative_peak_not_physical_crossover,excluded_above_cep_proxy
cep,2,"{""xi"":-0.5}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,3,"{""xi"":-0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,4,"{""xi"":-0.3}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,5,"{""xi"":-0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,6,"{""xi"":-0.1}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,7,"{""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,8,"{""xi"":0.1}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,9,"{""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,10,"{""xi"":0.3}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,11,"{""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
cep,12,"{""xi"":0.5}",True,False,0.0,accepted_primary_exact,exact_accepted_key
spinodals,2,"{""T_MeV"":50.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,3,"{""T_MeV"":55.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,4,"{""T_MeV"":60.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,5,"{""T_MeV"":65.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,6,"{""T_MeV"":70.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,7,"{""T_MeV"":75.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,8,"{""T_MeV"":80.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,9,"{""T_MeV"":85.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,10,"{""T_MeV"":90.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,11,"{""T_MeV"":95.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,12,"{""T_MeV"":100.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,13,"{""T_MeV"":105.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,14,"{""T_MeV"":110.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,15,"{""T_MeV"":115.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,16,"{""T_MeV"":120.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,17,"{""T_MeV"":125.0,""xi"":0.0}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,18,"{""T_MeV"":130.0,""xi"":0.0}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,19,"{""T_MeV"":130.625,""xi"":0.0}",False,False,1.625,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,20,"{""T_MeV"":130.9375,""xi"":0.0}",False,False,1.9375,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,21,"{""T_MeV"":50.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,22,"{""T_MeV"":55.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,23,"{""T_MeV"":60.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,24,"{""T_MeV"":65.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,25,"{""T_MeV"":70.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,26,"{""T_MeV"":75.0,""xi"":0.2}",False,False,2.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,27,"{""T_MeV"":80.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,28,"{""T_MeV"":85.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,29,"{""T_MeV"":90.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,30,"{""T_MeV"":95.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,31,"{""T_MeV"":100.0,""xi"":0.2}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,32,"{""T_MeV"":105.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,33,"{""T_MeV"":110.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,34,"{""T_MeV"":115.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,35,"{""T_MeV"":120.0,""xi"":0.2}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,36,"{""T_MeV"":122.5,""xi"":0.2}",False,False,1.5,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,37,"{""T_MeV"":122.8125,""xi"":0.2}",False,False,1.8125,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,38,"{""T_MeV"":122.96875,""xi"":0.2}",False,False,1.96875,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,39,"{""T_MeV"":122.98828125,""xi"":0.2}",False,False,1.98828125,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,40,"{""T_MeV"":122.998046875,""xi"":0.2}",False,False,1.998046875,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,41,"{""T_MeV"":50.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,42,"{""T_MeV"":55.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,43,"{""T_MeV"":60.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,44,"{""T_MeV"":65.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,45,"{""T_MeV"":70.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,46,"{""T_MeV"":75.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,47,"{""T_MeV"":80.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,48,"{""T_MeV"":85.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,49,"{""T_MeV"":90.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,50,"{""T_MeV"":95.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,51,"{""T_MeV"":100.0,""xi"":0.4}",False,False,1.0,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,52,"{""T_MeV"":105.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,53,"{""T_MeV"":110.0,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,54,"{""T_MeV"":112.5,""xi"":0.4}",True,True,0.0,accepted_primary_exact,exact_accepted_key
spinodals,55,"{""T_MeV"":112.8125,""xi"":0.4}",False,False,0.3125,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,56,"{""T_MeV"":112.96875,""xi"":0.4}",False,False,0.46875,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,57,"{""T_MeV"":113.0078125,""xi"":0.4}",False,False,0.5078125,accepted_key_grid_differs_from_legacy,nearest_accepted_support
spinodals,58,"{""T_MeV"":113.017578125,""xi"":0.4}",False,False,0.517578125,accepted_key_grid_differs_from_legacy,nearest_accepted_support
