xi,T_MeV,certificate_kind,deep_geometry_converged,deep_position_error_MeV,deep_density_error,deep_area_residual,final_bracket_low,final_bracket_high,final_bracket_width
-0.5,5.0,endpoint_limited_first_order,True,0.012288118127401049,0.0004463228433715302,6.633136833337537e-07,0.00046691894531249997,0.00046997070312499996,3.051757812499989e-06
-0.5,20.0,endpoint_local_geometry_first_order,True,0.009702390460915922,0.0014135496947476002,2.3342188424006135e-07,0.00146484375,0.00146636962890625,1.5258789062499133e-06
0.0,5.0,endpoint_local_geometry_first_order,True,0.003605117658821655,0.0013083467969123984,2.8891638538754605e-06,0.00137939453125,0.00138092041015625,1.5258789062499133e-06
