contract_version,contract_pass,physical_classification,certificate_kind,source_verdict,xi,T_MeV,candidate_mu_MeV,candidate_area_residual,rho_hadron_representative,rho_hadron_lower_bound,rho_hadron_upper_bound,rho_hadron_interpolated_diagnostic,rho_quark,targeted_cap,base_rho_step,final_position_error_MeV,final_density_error,max_abs_area_residual,unique_candidate_gate,endpoint_gate,bracket_halving_gate,final_bound_gate,area_solver_gate,geometry_gate,convergence_trend_gate,crossing_bound_gate,trace_accounting_gate,curve_gate,cost_gate,strict_positive_rho_claimed,author_decision_status,author_decision_date
endpoint_limited_first_order_v1,True,confirmed_first_order,endpoint_limited_first_order,candidate_only_endpoint_inconclusive,-0.5,5.0,331.5739309844038,-2.9237516382062305e-07,0.0,0.0,7.62939453125e-07,3.096454379960572e-07,2.8043699741472983,12,0.003125,4.280598489003751e-06,2.905779225515383e-07,3.48633954401384e-06,True,True,True,True,True,True,True,True,True,True,True,False,accepted,2026-08-05
