source_file,sha256,stored_in_repository,role
curve_points.csv,b21de598429ac005a07a84c7410ccbf12bb3e6decb2426a91cb2163dadd4bdd6,false,immutable Actions input
manifest.json,ee2c74821d11d4b79cde932ccffc247e4602b7246697ebd6fe8ab4f937ffced5,false,immutable Actions input
method_costs.csv,f9b9e84c35673b80987610099b8f639ef72b686a3745e7aee150e021a8e40eaf,false,immutable Actions input
policy_frontier.csv,4510eb2da59f8ed081a55900d154e4b0b9f3a11c3d3d4f5b6cded16eca7bd6c5,false,immutable Actions input
selected_policy.json,a52574e136f2d471133e58a7748b875b59880ef385c8f499a47d054d7d1b23bf,false,immutable Actions input
slice_metrics.csv,304855dd628e6394faedf2dfe10a78426ae7f91080c2a352ea0cac05dd09257c,false,immutable Actions input
