artifact,match_status,xi,match_key,metric,candidate_value,reference_value,abs_diff,rel_diff
boundary,matched,-0.5,-0.5|60.0,mu_transition_MeV,322.2462342435699,322.175572679635,0.07066156393489109,0.00021932626160070659
boundary,matched,-0.5,-0.5|60.0,rho_hadron,0.04885980596715683,0.0488564796475493,3.326319607532824e-06,6.808348926342825e-05
boundary,matched,-0.5,-0.5|60.0,rho_quark,2.7822654059428156,2.7857868506317347,0.0035214446889191287,0.001264075422037608
boundary,matched,-0.5,-0.5|65.0,mu_transition_MeV,320.1450505423604,320.09846921015117,0.0465813322092572,0.00014552188370096705
boundary,matched,-0.5,-0.5|65.0,rho_hadron,0.049638279286777595,0.04963105595872931,7.223328048283628e-06,0.00014554048687358544
boundary,matched,-0.5,-0.5|65.0,rho_quark,2.785681324276557,2.7880968384004223,0.0024155141238653144,0.0008663666521895757
boundary,matched,-0.5,-0.5|70.0,mu_transition_MeV,317.71680968286836,317.68693804845236,0.02987163441599705,9.402852569104099e-05
boundary,matched,-0.5,-0.5|70.0,rho_hadron,0.061342452924103855,0.061231056073953134,0.00011139685015072037,0.001819286768730208
boundary,matched,-0.5,-0.5|70.0,rho_quark,2.7905073092692914,2.7921962022309654,0.001688892961674071,0.0006048618504403972
boundary,matched,-0.5,-0.5|75.0,mu_transition_MeV,314.9419185448107,314.92337190465673,0.018546640153942917,5.889254913591464e-05
boundary,matched,-0.5,-0.5|75.0,rho_hadron,0.0799618937561672,0.07989847130892767,6.342244723953061e-05,0.0007937879936939911
boundary,matched,-0.5,-0.5|75.0,rho_quark,2.7976161574932017,2.7988070991520875,0.0011909416588857802,0.0004255175925652689
boundary,matched,-0.5,-0.5|80.0,mu_transition_MeV,311.76894328929325,311.7578853113546,0.011057977938662589,3.546976182372714e-05
boundary,matched,-0.5,-0.5|80.0,rho_hadron,0.09679732699160316,0.09676244276691812,3.488422468504726e-05,0.0003605140970766578
boundary,matched,-0.5,-0.5|80.0,rho_quark,2.8070562945584845,2.8078971385784244,0.0008408440199398903,0.00029945684561849404
boundary,matched,-0.5,-0.5|85.0,mu_transition_MeV,308.14630599694124,308.14001447967667,0.006291517264571667,2.0417722362983216e-05
boundary,matched,-0.5,-0.5|85.0,rho_hadron,0.1233991097512223,0.12336387626232154,3.523348890076272e-05,0.00028560620797811237
boundary,matched,-0.5,-0.5|85.0,rho_quark,2.8188180420976607,2.8194015752108528,0.0005835331131920363,0.00020697055656159798
boundary,matched,-0.5,-0.5|90.0,mu_transition_MeV,304.02522491414663,304.02186997266836,0.003354941478278306,1.1035197825011457e-05
boundary,matched,-0.5,-0.5|90.0,rho_hadron,0.1503012048559137,0.15027394791099505,2.725694491864661e-05,0.00018138170519610278
boundary,matched,-0.5,-0.5|90.0,rho_quark,2.832933949402415,2.8333300071320524,0.00039605772963735575,0.00013978524514984136
boundary,matched,-0.5,-0.5|95.0,mu_transition_MeV,299.3466048818723,299.34494999020217,0.0016548916701140115,5.528376777921851e-06
boundary,matched,-0.5,-0.5|95.0,rho_hadron,0.18848474093815837,0.18847246598137887,1.2274956779495527e-05,6.512864738931307e-05
boundary,matched,-0.5,-0.5|95.0,rho_quark,2.8490387220426188,2.8492983972441004,0.00025967520148162393,9.113654144921679e-05
boundary,matched,-0.5,-0.5|100.0,mu_transition_MeV,294.0496472630167,294.0488799517609,0.000767311255799541,2.609468384730523e-06
boundary,matched,-0.5,-0.5|100.0,rho_hadron,0.23267223604618759,0.23266481425064142,7.421795546164178e-06,3.1899088695761904e-05
boundary,matched,-0.5,-0.5|100.0,rho_quark,2.866461442482334,2.8666216925670245,0.00016025008469044977,5.5902069361286315e-05
boundary,matched,-0.5,-0.5|105.0,mu_transition_MeV,288.0715993048941,288.07126391170254,0.00033539319156261627,1.1642716007432747e-06
boundary,matched,-0.5,-0.5|105.0,rho_hadron,0.28580871043467043,0.2858047409765344,3.969458136021675e-06,1.3888706403045925e-05
boundary,matched,-0.5,-0.5|105.0,rho_quark,2.8841210319476587,2.884213825708301,9.279376064252887e-05,3.217298239659492e-05
boundary,matched,-0.5,-0.5|110.0,mu_transition_MeV,281.34628394710757,281.3461337273506,0.00015021975696072332,5.33932188690745e-07
boundary,matched,-0.5,-0.5|110.0,rho_hadron,0.3495268471267342,0.34952476202450916,2.0851022250467643e-06,5.96553506815793e-06
boundary,matched,-0.5,-0.5|110.0,rho_quark,2.900402383381426,2.900451285786465,4.890240503918619e-05,1.686027456445495e-05
boundary,matched,-0.5,-0.5|115.0,mu_transition_MeV,273.8064156526624,273.8063451650024,7.048765996842121e-05,2.5743618149514986e-07
boundary,matched,-0.5,-0.5|115.0,rho_hadron,0.4303192931992087,0.43031794592713,1.347272078677797e-06,3.1308758824247217e-06
boundary,matched,-0.5,-0.5|115.0,rho_quark,2.9127949979940313,2.912818154189651,2.315619561965576e-05,7.949756693993773e-06
boundary,matched,-0.5,-0.5|120.0,mu_transition_MeV,265.3834132295046,265.38346426973595,5.1040231369370304e-05,1.9232634372989033e-07
boundary,matched,-0.5,-0.5|120.0,rho_hadron,0.528399117369858,0.5284004711790705,1.3538092125120471e-06,2.5620893363156225e-06
boundary,matched,-0.5,-0.5|120.0,rho_quark,2.918138336594071,2.918150783708776,1.244711470471671e-05,4.265411771799281e-06
boundary,matched,-0.5,-0.5|125.0,mu_transition_MeV,256.01005381683535,256.01007827622004,2.445938469008979e-05,9.554071017352501e-08
boundary,matched,-0.5,-0.5|125.0,rho_hadron,0.6506045272468699,0.6506055250177526,9.977708826935938e-07,1.5336034575887876e-06
boundary,matched,-0.5,-0.5|125.0,rho_quark,2.912080050722052,2.9120843903875477,4.339665495844969e-06,1.4902265573654736e-06
boundary,matched,-0.5,-0.5|130.0,mu_transition_MeV,245.62567310398555,245.6256827645567,9.660571151925978e-06,3.933046024827164e-08
boundary,matched,-0.5,-0.5|130.0,rho_hadron,0.8107313136740991,0.8107319078403019,5.941662027941774e-07,7.328763023241172e-07
boundary,matched,-0.5,-0.5|130.0,rho_quark,2.8884623498936706,2.888463126310137,7.764164662305006e-07,2.6879916144968513e-07
boundary,matched,-0.5,-0.5|135.0,mu_transition_MeV,234.18960902053215,234.18961097453746,1.954005313109519e-06,8.343689137098275e-09
boundary,matched,-0.5,-0.5|135.0,rho_hadron,1.0262663609530909,1.0262666122296062,2.5127651537282247e-07,2.448452598754177e-07
boundary,matched,-0.5,-0.5|135.0,rho_quark,2.8382887919976176,2.8382882782321803,5.137654373044143e-07,1.8101242260860535e-07
boundary,matched,-0.5,-0.5|140.0,mu_transition_MeV,221.70778612919003,221.70778558287168,5.46318347005581e-07,2.4641369520213527e-09
boundary,matched,-0.5,-0.5|140.0,rho_hadron,1.3298353906331586,1.3298355730364972,1.824033386554902e-07,1.3716232469176408e-07
boundary,matched,-0.5,-0.5|140.0,rho_quark,2.7450751909974835,2.7450748464041608,3.445933227652631e-07,1.2553148531328906e-07
boundary,matched,-0.5,-0.5|145.0,mu_transition_MeV,208.25539872912327,208.25539689840713,1.8307161440134223e-06,8.790726056941023e-09
boundary,matched,-0.5,-0.5|145.0,rho_hadron,1.7851972819450936,1.7851969882065337,2.937385599199871e-07,1.645412589537731e-07
boundary,matched,-0.5,-0.5|145.0,rho_quark,2.551160492857513,2.5511605287678383,3.5910325379973074e-08,1.4076074388512538e-08
boundary,matched,-0.25,-0.25|60.0,mu_transition_MeV,340.2434388185085,340.1560395544383,0.08739926407019993,0.0002569387395992792
boundary,matched,-0.25,-0.25|60.0,rho_hadron,0.0717442920505409,0.0713595421425056,0.0003847499080353034,0.0053917093143192344
boundary,matched,-0.25,-0.25|60.0,rho_quark,2.6471679487883426,2.623681447457671,0.02348650133067176,0.008951735110003549
boundary,matched,-0.25,-0.25|65.0,mu_transition_MeV,338.3867818507331,338.32577414830325,0.061007702429833444,0.00018032236114263954
boundary,matched,-0.25,-0.25|65.0,rho_hadron,0.08824563698961461,0.08800174096387904,0.00024389602573557378,0.002771490916704508
boundary,matched,-0.25,-0.25|65.0,rho_quark,2.640328195447684,2.6246291098887453,0.01569908555893873,0.005981449150201719
boundary,matched,-0.25,-0.25|70.0,mu_transition_MeV,336.2556739261639,336.21355677694305,0.0421171492208714,0.00012526903919229387
boundary,matched,-0.25,-0.25|70.0,rho_hadron,0.1058516777715785,0.10554953506138035,0.00030214271019815553,0.002862567893098251
boundary,matched,-0.25,-0.25|70.0,rho_quark,2.6378568595228886,2.6276933427686533,0.010163516754235324,0.0038678473582943267
boundary,matched,-0.25,-0.25|75.0,mu_transition_MeV,333.8210364169704,333.79224343074804,0.028792986222356376,8.626020163446388e-05
boundary,matched,-0.25,-0.25|75.0,rho_hadron,0.13171882958723743,0.13153129172809855,0.00018753785913888654,0.0014258041312828036
boundary,matched,-0.25,-0.25|75.0,rho_quark,2.63944081820154,2.6330926238291332,0.006348194372406635,0.002410927103344687
