m_fm,g_fixed_fm,m_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,3.0978494657714286,434.11935688000005,0.1642033970422822,0.13469582168473831,0.2123810725548588,-0.6728841902801086
2.21,3.0978494657714286,436.092626684,0.16184854014710712,0.1343634026348615,0.2103532122772734,-0.6770508515402954
2.22,3.0978494657714286,438.065896488,0.15954158036461516,0.1340312103324357,0.20836957841397236,-0.6811656869625058
2.23,3.0978494657714286,440.039166292,0.157275913463482,0.1336975017037841,0.20642367819028423,-0.685240487676721
2.24,3.0978494657714286,442.01243609600004,0.1550462104204079,0.13336088313653643,0.2045102748437993,-0.6892848676279514
2.25,3.0978494657714286,443.98570589999997,0.15284810273535995,0.13302022154799398,0.20262507705236427,-0.6933068069939641
2.26,3.0978494657714286,445.95897570399995,0.15067796075021855,0.13267458220114992,0.20076452031694766,-0.6973130345151549
2.27,3.0978494657714286,447.932245508,0.1485327334814572,0.1323231841102248,0.1989256091320121,-0.7013093034075562
2.28,3.0978494657714286,449.905515312,0.14640983034206534,0.13196536735503434,0.19710580052840027,-0.705300594896565
2.29,3.0978494657714286,451.878785116,0.14430703211762153,0.13160056866399222,0.19530291649456336,-0.7092912712639223
2.3,3.0978494657714286,453.85205491999994,0.14222242282842273,0.13122830286626197,0.19351507700524537,-0.71328519289262
2.31,3.0978494657714286,455.825324724,0.14015433679646117,0.130848148591697,0.19174064804503682,-0.7172858091337754
2.32,3.0978494657714286,457.79859452799997,0.13810131697468145,0.13045973709875885,0.18997820073371238,-0.721296229806148
2.33,3.0978494657714286,459.771864332,0.13606208174853482,0.13006274344170593,0.18822647879968427,-0.7253192821430963
2.34,3.0978494657714286,461.745134136,0.13403549820056898,0.12965687941177564,0.18648437241944554,-0.7293575566508429
2.35,3.0978494657714286,463.71840394000003,0.13202056036797513,0.1292418878407442,0.18475089697350233,-0.7334134444097438
2.36,3.0978494657714286,465.69167374399996,0.1300163714019924,0.12881753796282294,0.1830251756435277,-0.7374891676955224
2.37,3.0978494657714286,467.664943548,0.1280221288086812,0.1283836216073616,0.1813064250426023,-0.7415868053302722
2.38,3.0978494657714286,469.638213352,0.12603711214666982,0.12793995005003747,0.17959394326390382,-0.7457083138347453
2.39,3.0978494657714286,471.611483156,0.1240606727014469,0.12748635139058975,0.17788709987523113,-0.7498555452052212
2.4,3.0978494657714286,473.58475295999995,0.12209222476279818,0.1270226683550416,0.17618532749228727,-0.7540302619538357
2.41,3.0978494657714286,475.55802276400004,0.12013123821242407,0.12654875644273877,0.17448811464295724,-0.7582341499126679
2.42,3.0978494657714286,477.53129256799997,0.11817723218990096,0.1260644823554533,0.1727949996950553,-0.7624688291966263
2.43,3.0978494657714286,479.504562372,0.11622976965201352,0.1255697226587419,0.17110556566620935,-0.7667358636394347
2.44,3.0978494657714286,481.477832176,0.11428845267677798,0.12506436263571072,0.16941943577030552,-0.7710367689544833
2.45,3.0978494657714286,483.45110198000003,0.11235291839178986,0.12454829530109461,0.16773626958282117,-0.7753730198234551
2.46,3.0978494657714286,485.42437178399996,0.11042283542881891,0.12402142054962247,0.16605575972933412,-0.7797460560771282
2.47,3.0978494657714286,487.39764158800006,0.10849790082422904,0.12348364441744027,0.16437762901890593,-0.7841572881021486
2.48,3.0978494657714286,489.370911392,0.10657783729890224,0.12293487843916788,0.16270162795794105,-0.788608101583034
2.49,3.0978494657714286,491.344181196,0.1046623908626628,0.12237503908621206,0.16102753259129549,-0.7930998616688677
2.5,3.0978494657714286,493.317451,0.10275132869735773,0.12180404727441933,0.15935514262646633,-0.7976339166379508
2.51,3.0978494657714286,495.29072080399993,0.1008444372801898,0.12122182793112264,0.15768427980404653,-0.8022116011204395
2.52,3.0978494657714286,497.263990608,0.09894152071498163,0.12062830961327084,0.15601478648368003,-0.8068342389279238
2.53,3.0978494657714286,499.23726041199996,0.0970423992440552,0.12002342416964021,0.15434652441972244,-0.81150314552967
2.54,3.0978494657714286,501.210530216,0.09514690791753563,0.11940710644121931,0.15267937370493986,-0.8162196302073934
2.55,3.0978494657714286,503.18380002,0.0932548954003217,0.1187792939947602,0.1510132318640278,-0.8209849979136629
2.56,3.0978494657714286,505.157069824,0.09136622289981651,0.11813992688523103,0.1493480130816165,-0.825800550853157
2.57,3.0978494657714286,507.13033962799994,0.08948076319990808,0.11748894744352989,0.1476836475518754,-0.8306675898007657
2.58,3.0978494657714286,509.103609432,0.08759839978869724,0.1168263000863419,0.14602008093890526,-0.8355874151658093
2.59,3.0978494657714286,511.07687923599997,0.08571902606916844,0.11615193114545158,0.14435727393887882,-0.8405613278073266
2.6,3.0978494657714286,513.0501490400001,0.08384254464343362,0.11546578871420371,0.14269520193643265,-0.8455906296012865
2.61,3.0978494657714286,515.0234188439999,0.08196886666240356,0.11476782250910454,0.14103385474913538,-0.8506766237566944
2.62,3.0978494657714286,516.996688648,0.0800979112337789,0.11405798374483178,0.13937323645503336,-0.8558206148737242
2.63,3.0978494657714286,518.969958452,0.07822960488215039,0.11333622502113638,0.13771336529930212,-0.8610239087331997
2.64,3.0978494657714286,520.943228256,0.07636388105574977,0.11260250022033252,0.1360542736769657,-0.8662878118028352
2.65,3.0978494657714286,522.91649806,0.07450067967507619,0.11185676441420012,0.1343960081894629,-0.8716136304416778
2.66,3.0978494657714286,524.889767864,0.07263994671915826,0.11109897377931394,0.13273862977362255,-0.8770026697799042
2.67,3.0978494657714286,526.863037668,0.07078163384573546,0.11032908551989708,0.13108221390230074,-0.8824562322466867
2.68,3.0978494657714286,528.836307472,0.06892569804205004,0.10954705779742167,0.12942685085659586,-0.8879756157140114
2.69,3.0978494657714286,530.809577276,0.06707210130332066,0.10875284966626861,0.12777264607018565,-0.8935621112191031
2.7,3.0978494657714286,532.78284708,0.06522081033629376,0.10794642101483198,0.12611972054692383,-0.8992170002224472
2.71,3.0978494657714286,534.756116884,0.06337179628554944,0.10712773251153343,0.12446821135342082,-0.9049415513521504
2.72,3.0978494657714286,536.729386688,0.06152503448048869,0.10629674555526175,0.12281827218889452,-0.910737016578562
2.73,3.0978494657714286,538.702656492,0.05968050420115182,0.1054534222298125,0.12117007403514621,-0.9166046267555119
2.74,3.0978494657714286,540.6759262960001,0.057838188461201166,0.10459772526194815,0.11952380589007115,-0.9225455864562132
2.75,3.0978494657714286,542.6491961,0.055998073806582845,0.10372961798273743,0.11787967558867875,-0.9285610680226601
2.76,3.0978494657714286,544.6224659039999,0.054160150128521815,0.10284906429187136,0.11623791071615797,-0.934652204737205
2.77,3.0978494657714286,546.595735708,0.05232441048964428,0.10195602862468266,0.11459875961809493,-0.9408200830137609
2.78,3.0978494657714286,548.569005512,0.050490850962138685,0.10105047592162655,0.11296249251352472,-0.9470657334936944
2.79,3.0978494657714286,550.542275316,0.04865947047696825,0.10013237160000045,0.11132940271706986,-0.9533901209178702
2.8,3.0978494657714286,552.51554512,0.04683027068324824,0.09920168152770607,0.10969980797700021,-0.9597941326313253
2.81,3.0978494657714286,554.488814924,0.04500325581696931,0.09825837199888418,0.10807405193661747,-0.9662785655606903
2.82,3.0978494657714286,556.4620847279999,0.043248164183829554,0.039530337488983165,0.05859224596535266,-1.232159854242625
2.83,3.0978494657714286,558.435354532,0.04172602413128154,0.03834791883306937,0.05667119169941608,-1.2466376547832636
2.84,3.0978494657714286,560.408624336,0.040205176943476216,0.03715256936010328,0.05474275900165716,-1.2616733181973603
2.85,3.0978494657714286,562.38189414,0.03868569101856427,0.03594425847741052,0.052806935217589765,-1.2773090371453384
2.86,3.0978494657714286,564.355163944,0.037167635019302626,0.034722955639374886,0.05086370750606062,-1.2935919868512333
2.87,3.0978494657714286,566.3284337480001,0.03565107787510531,0.033488630345793906,0.04891306283697691,-1.3105751416859597
2.88,3.0978494657714286,568.3017035519999,0.03413608878414145,0.03224125214020686,0.046954987989000496,-1.3283182662086295
2.89,3.0978494657714286,570.274973356,0.0326227372154826,0.03098079060819428,0.04498946954720863,-1.3468891273962984
