xi,T_MeV,mu_pass,density_pass,area_pass,spinodal_pass,all_pass,mu_abs_diff,rho_hadron_abs_diff,rho_quark_abs_diff,area_abs_diff,rho_spinodal_hadron_abs_diff,rho_spinodal_quark_abs_diff
-0.25,75.0,True,True,True,True,True,3.5816913168673636e-06,4.64528076016546e-05,6.015596434316706e-07,8.219397650836206e-08,1.9293220826943625e-05,3.046929267114251e-06
-0.25,77.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,79.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,81.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,83.0,True,True,True,True,True,3.244125537094078e-06,3.012078664266227e-08,9.248836185804521e-08,2.0648600550054303e-06,0.0,0.0
-0.25,85.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,87.0,True,True,True,True,True,3.0236121233429003e-06,3.1465457572821265e-08,8.835193954226384e-08,7.410856091928371e-06,0.0,0.0
-0.25,89.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,91.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,93.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,95.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,97.0,True,True,True,True,True,2.44321040554496e-06,3.752129568157514e-08,7.691696835010475e-08,4.780642615875353e-06,0.0,0.0
-0.25,99.0,True,True,True,True,True,2.322730949799734e-06,3.9117332428784124e-08,7.45074841823623e-08,5.50715830471569e-06,0.0,0.0
-0.25,101.0,True,True,True,True,True,4.401992612201866e-06,8.064323564482834e-08,1.4410103155171328e-07,8.864753114942725e-06,0.0,0.0
-0.25,103.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,105.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,107.0,True,True,True,True,True,3.658684988749883e-06,8.512592575282696e-08,1.2868352827766216e-07,2.464051731228766e-06,0.0,0.0
-0.25,109.0,True,True,True,True,True,3.4074110430992732e-06,8.862732941983253e-08,1.2326406828577774e-07,7.700176852815782e-06,0.0,0.0
-0.25,111.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,113.0,True,True,True,True,True,5.802463135751168e-06,1.8344973007344834e-07,2.2367869956241293e-07,6.637307068377318e-06,0.0,0.0
-0.25,115.0,True,True,True,True,True,5.2939488455194805e-06,1.821769143317553e-07,2.1332224120484966e-07,5.11793286939638e-06,0.0,0.0
-0.25,119.0,True,True,True,True,True,4.276352797205618e-06,1.86757139641891e-07,1.8895574660504622e-07,5.717310565640702e-06,0.0,0.0
-0.25,121.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,123.0,True,True,True,True,True,3.2660954047969426e-06,1.854753799435116e-07,1.6511654532536113e-07,6.32341772502845e-06,0.0,0.0
-0.25,125.0,True,True,True,True,True,5.536671608297183e-06,3.719265095902813e-07,3.0461612610110933e-07,2.5355084759990297e-06,0.0,0.0
-0.25,127.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,129.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,131.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,133.0,True,True,True,True,True,7.361673056038853e-06,1.1650729276890814e-06,8.016399073440539e-07,9.722959383503152e-06,0.0,0.0
-0.25,134.0,True,True,True,True,True,5.7709771112968156e-06,1.0928950826549766e-06,7.421180523436988e-07,7.2760667898716505e-06,0.0,0.0
-0.25,135.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,136.0,True,True,True,True,True,1.1687550909300626e-05,3.511295750158183e-06,2.404047013904176e-06,2.967642035721758e-06,0.0,0.0
-0.25,137.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,7.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,9.0,True,True,True,True,True,2.814367405790108e-06,1.6520107269733363e-11,7.109616007028308e-08,4.23519229286436e-06,0.0,0.0
-0.2375,11.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,13.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,15.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,17.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,19.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,21.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,25.0,True,True,True,True,True,2.7013611543225124e-06,1.413418814280587e-09,6.837300015050118e-08,4.5376130695709e-06,0.0,0.0
-0.2375,27.0,True,True,True,True,True,2.679610531686194e-06,1.7835155531262248e-09,6.785522721486359e-08,7.013125031479631e-06,0.0,0.0
-0.2375,29.0,True,True,True,True,True,2.656358901731437e-06,2.1838173240237846e-09,6.729868795574134e-08,6.944732709247406e-06,0.0,0.0
-0.2375,31.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,33.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,35.0,True,True,True,True,True,2.578141163667169e-06,3.2609477184503133e-09,6.550563380613994e-08,6.7156249651296345e-06,0.0,0.0
-0.2375,37.0,True,True,True,True,True,5.098829319649667e-06,7.543435761453443e-09,1.296953620055774e-07,3.5927404823197368e-06,0.0,0.0
-0.2375,43.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,45.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,47.0,True,True,True,True,True,4.775202285145497e-06,1.1099528858526941e-08,1.2253404158002468e-07,6.722132465557435e-06,0.0,0.0
-0.2375,49.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,51.0,True,True,True,True,True,2.135045644990896e-05,3.017746367826174e-05,6.118569295665566e-07,4.7348193104102053e-07,2.042144685193703e-05,2.7676560057088295e-06
-0.2375,53.0,True,True,True,True,True,2.2769193037674995e-06,6.929643199538038e-09,5.889572207706806e-08,5.73031668290319e-06,0.0,0.0
-0.2375,55.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,57.0,True,True,True,True,True,4.395541679969028e-06,1.6223724821906593e-08,1.1450984294114619e-07,1.6305674974341978e-06,0.0,0.0
-0.2375,59.0,True,True,True,True,True,3.9246413734872476e-05,8.264046167380523e-05,1.1711182015261556e-06,2.7308183530178946e-06,1.7048973298960934e-05,3.1459285891877187e-06
-0.2375,61.0,True,True,True,True,True,3.4363803649739566e-05,8.006391072287733e-05,1.2061537231211616e-06,6.172476777311348e-06,1.25256805773577e-05,1.5111059048500408e-06
-0.2375,63.0,True,True,True,True,True,8.852021551319922e-06,5.6111022958868495e-05,7.840876912190708e-07,8.747854675584147e-06,2.744795035591885e-06,1.2641907212174175e-06
-0.2375,65.0,True,True,True,True,True,4.1430340615988825e-06,2.5018627611117505e-05,1.0203729434721254e-06,4.476387839646713e-06,1.207994825414005e-05,1.3432727237194797e-06
-0.2375,67.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,69.0,True,True,True,True,True,3.87098174314815e-06,2.2291977513910766e-08,1.0415963958010366e-07,1.0002933061536946e-06,0.0,0.0
-0.2375,71.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,73.0,True,True,True,True,True,6.6173647610412445e-06,4.418154576775468e-05,1.0432180670427726e-06,1.0191078352740777e-06,1.9839301612756266e-05,3.478447641480642e-06
-0.2375,75.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,77.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,79.0,True,True,True,True,True,3.3788896303121874e-06,2.7294282750611742e-08,9.455102967237394e-08,8.371065062055705e-06,0.0,0.0
-0.2375,81.0,True,True,True,True,True,3.2747228146945417e-06,2.8424174569607885e-08,9.267016265468442e-08,8.084306633842177e-06,0.0,0.0
-0.2375,83.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,85.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,87.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,89.0,True,True,True,True,True,2.8400760925251234e-06,3.378192117708956e-08,8.434802456491752e-08,6.896121269679733e-06,0.0,0.0
-0.2375,91.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,93.0,True,True,True,True,True,5.2254101774451556e-06,6.998805418545473e-08,1.5978161371776878e-07,2.9815658829506167e-06,0.0,0.0
-0.2375,95.0,True,True,True,True,True,4.993482377813052e-06,7.174469762727398e-08,1.5521251750527654e-07,7.78179777346623e-06,0.0,0.0
-0.2375,97.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,99.0,True,True,True,True,True,4.521348159869376e-06,7.852140593289647e-08,1.4582698382170634e-07,5.5736278340259745e-06,0.0,0.0
-0.2375,101.0,True,True,True,True,True,4.281516339688096e-06,7.821381653450032e-08,1.4099741285633627e-07,7.78116313531553e-06,0.0,0.0
-0.2375,103.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,105.0,True,True,True,True,True,3.7953786318212224e-06,8.268195522687094e-08,1.3101602247544974e-07,1.5350320304274823e-06,0.0,0.0
-0.2375,107.0,True,True,True,True,True,3.5495342558533594e-06,8.467803014333697e-08,1.258342940957391e-07,7.447441607118574e-06,0.0,0.0
-0.2375,109.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,111.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,113.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,115.0,True,True,True,True,True,5.108004529574828e-06,1.8384628241996381e-07,2.0824716306933055e-07,7.499131096780137e-06,0.0,0.0
-0.2375,117.0,True,True,True,True,True,4.6075427917458e-06,1.830431431981694e-07,1.9757340963266756e-07,1.9578560204577735e-06,0.0,0.0
-0.2375,119.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,121.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,123.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,125.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,127.0,True,True,True,True,True,4.299856584566442e-06,3.564454866822331e-07,2.749561054393723e-07,3.4612013902462487e-06,0.0,0.0
-0.2375,129.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,130.0,True,True,True,True,True,5.842275811573927e-06,6.570467081523645e-07,4.73235215903145e-07,6.7274920526026884e-06,0.0,0.0
-0.2375,131.0,True,True,True,True,True,4.96718524800599e-06,6.311337235054282e-07,4.54071495070707e-07,7.399793700246478e-06,0.0,0.0
-0.2375,132.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,133.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,134.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,135.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,136.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2375,137.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,5.0,True,True,True,True,True,2.7693186552824045e-06,0.0,6.992376588854654e-08,6.233975714642673e-06,0.0,0.0
-0.225,7.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,9.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,11.0,True,True,True,True,True,2.7511828761817014e-06,5.2853979385421995e-11,6.947542985358268e-08,7.216059472582722e-06,0.0,0.0
-0.225,13.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,15.0,True,True,True,True,True,5.461014552565757e-06,6.164548591643809e-10,1.3793721631571998e-07,5.037682548818923e-06,0.0,0.0
-0.225,17.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,19.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,21.0,True,True,True,True,True,5.37233864861264e-06,2.1063991111243408e-09,1.3578568314187578e-07,4.627424148281699e-06,0.0,0.0
-0.225,23.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,25.0,True,True,True,True,True,2.6481654344934213e-06,1.3851809950796157e-09,6.701121302299384e-08,3.780009922417591e-06,0.0,0.0
-0.225,27.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,29.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,31.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,33.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,35.0,True,True,True,True,True,5.054051257502579e-06,6.388903335194374e-09,1.284123980482832e-07,5.1896191812013e-06,0.0,0.0
-0.225,37.0,True,True,True,True,True,4.997498137981893e-06,7.388707388977789e-09,1.2712173802498228e-07,3.87231395688407e-06,0.0,0.0
-0.225,43.0,True,True,True,True,True,4.813168743567076e-06,9.737550817762175e-09,1.2303552354708813e-07,6.296210128576332e-06,0.0,0.0
-0.225,45.0,True,True,True,True,True,2.373523386722809e-06,5.1699760583723275e-09,6.07923698048296e-08,6.11451982318017e-06,0.0,0.0
-0.225,47.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,49.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,51.0,True,True,True,True,True,6.715067570439714e-05,3.464647286634953e-05,1.8396705687706572e-06,8.280847418566168e-06,2.3199595075018564e-05,3.121022273955276e-06
-0.225,53.0,True,True,True,True,True,4.460446689336095e-06,1.3560873236839743e-08,1.1554904988386738e-07,2.790888118160955e-06,0.0,0.0
-0.225,55.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,57.0,True,True,True,True,True,2.7394213191200834e-05,3.9682467565048396e-05,8.669943531991464e-07,6.331446426317751e-06,2.3628308896850303e-05,2.7238722424272055e-06
-0.225,59.0,True,True,True,True,True,2.7136278674788628e-05,3.5621546215863775e-05,7.729980189274954e-07,1.1875504859785383e-06,2.3193387830133805e-05,2.079023945444902e-06
-0.225,61.0,True,True,True,True,True,2.223282706381724e-05,2.1520795783908087e-05,6.860206025471882e-07,3.1277549608989036e-06,2.0983412142849822e-05,1.3262289206839029e-06
-0.225,65.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,67.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,69.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,71.0,True,True,True,True,True,3.6938325251867354e-06,2.372287193075362e-08,1.0016393359180142e-07,2.133819440209472e-06,0.0,0.0
-0.225,73.0,True,True,True,True,True,1.3391907941695536e-05,1.0037758356659654e-05,1.6644940625809568e-06,7.004577401561096e-06,2.1479703086191293e-06,5.228489444064621e-06
-0.225,75.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,77.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,79.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,81.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,83.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,85.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,87.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,89.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,91.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,93.0,True,True,True,True,True,5.093065851724532e-06,7.071450058848683e-08,1.5643880191262838e-07,5.613281535494511e-06,0.0,0.0
-0.225,95.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,97.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,99.0,True,True,True,True,True,4.399378667585552e-06,7.618986541668704e-08,1.4334570863638874e-07,8.975892388804604e-06,0.0,0.0
-0.225,101.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,103.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,105.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,107.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,109.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,111.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,113.0,True,True,True,True,True,2.708781664750859e-06,8.93544369606758e-08,1.0755562040998257e-07,5.852945760103571e-06,0.0,0.0
-0.225,115.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,117.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,119.0,True,True,True,True,True,3.942784019272949e-06,1.826995735809689e-07,1.8138858859373386e-07,7.971498981143692e-06,0.0,0.0
-0.225,121.0,True,True,True,True,True,3.454160605542711e-06,1.852873756647e-07,1.7143230568450463e-07,4.756783789749812e-06,0.0,0.0
-0.225,123.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,125.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,127.0,True,True,True,True,True,4.047883919611195e-06,3.4761068623545555e-07,2.697484369207359e-07,3.3325032463257977e-06,0.0,0.0
-0.225,129.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,130.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,131.0,True,True,True,True,True,4.558735099635669e-06,6.125506772924894e-07,4.3821163142609976e-07,6.632558946021995e-06,0.0,0.0
-0.225,132.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,133.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,134.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,135.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.225,136.0,True,True,True,True,True,7.639414207005757e-06,3.015830648100959e-06,2.1781066950055106e-06,6.818591888520428e-06,0.0,0.0
-0.225,137.0,True,True,True,True,True,1.443556112690203e-05,9.183168418580578e-06,7.108671951083778e-06,7.290102259337218e-06,0.0,0.0
-0.2125,5.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,7.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,9.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,11.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,13.0,True,True,True,True,True,2.6875590037889197e-06,1.748278448550876e-10,6.785998651892555e-08,7.028073755873494e-06,0.0,0.0
-0.2125,15.0,True,True,True,True,True,2.676568101378507e-06,3.0211347984941683e-10,6.759177306747688e-08,6.996492637612641e-06,0.0,0.0
-0.2125,17.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,19.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,21.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,23.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,25.0,True,True,True,True,True,5.1916950383201765e-06,3.221004814431272e-09,1.3136940424374188e-07,6.356815136317824e-06,0.0,0.0
-0.2125,27.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,29.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,31.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,33.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,35.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,37.0,True,True,True,True,True,4.897820474525361e-06,7.236660805320927e-09,1.2461491083470833e-07,6.942167433807718e-06,0.0,0.0
-0.2125,43.0,True,True,True,True,True,4.716264470516762e-06,1.0775116812689056e-08,1.2061138487950984e-07,5.262951302505901e-06,0.0,0.0
-0.2125,45.0,True,True,True,True,True,4.651107587960723e-06,1.1310142281062419e-08,1.1918741149585799e-07,4.411511740982496e-06,0.0,0.0
-0.2125,47.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,49.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,51.0,True,True,True,True,True,5.020694754875876e-05,9.742795510533225e-05,1.6060458740696504e-06,1.506527863816753e-07,8.549331007134953e-06,3.511100770348108e-06
-0.2125,53.0,True,True,True,True,True,4.368578800040268e-06,1.5342273160245945e-08,1.1327287419149457e-07,3.2126523690163334e-06,0.0,0.0
-0.2125,55.0,True,True,True,True,True,4.292647929560189e-06,1.6474143597899893e-08,1.1170885816369491e-07,1.5809022939616553e-06,0.0,0.0
-0.2125,57.0,True,True,True,True,True,5.1247191379388823e-05,2.0192078749953213e-05,1.735231828003947e-06,2.4592909895056013e-06,2.3726965437009806e-05,3.3599544184692576e-06
-0.2125,59.0,True,True,True,True,True,4.2437689330654393e-05,2.275763235039252e-05,1.4252034539197211e-06,1.8892307331212842e-06,2.3326800982048645e-05,1.965274280646412e-06
-0.2125,61.0,True,True,True,True,True,2.12425072163569e-05,3.5298654759097214e-05,7.02863458545977e-07,1.4665184907073346e-06,1.7608434601079637e-05,7.889536419725118e-07
-0.2125,63.0,True,True,True,True,True,1.4480619256573846e-05,5.6074265426794834e-05,5.088070627046193e-07,5.284124140054883e-06,0.00045700703905215967,2.28794144518929e-07
-0.2125,65.0,True,True,True,True,True,3.882448993408616e-06,2.0421227556188803e-08,1.03426475384083e-07,6.288404560200727e-06,0.0,0.0
-0.2125,67.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,69.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,71.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,73.0,True,True,True,True,True,3.1520660286332713e-06,4.109279547523381e-05,1.0880655416656282e-06,2.8799707905539533e-06,1.968183810496793e-05,5.351841259937373e-06
-0.2125,75.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,77.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,79.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,81.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,83.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,85.0,True,True,True,True,True,2.916864616508974e-06,3.138682272418869e-08,8.509071047768657e-08,7.078162654153942e-06,0.0,0.0
-0.2125,87.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,89.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,91.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,93.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,95.0,True,True,True,True,True,4.737767369533685e-06,7.284448522160147e-08,1.4934997727422683e-07,5.7789338429572925e-06,0.0,0.0
-0.2125,97.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,99.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,101.0,True,True,True,True,True,4.046822766667901e-06,7.832319726119863e-08,1.35696326175605e-07,6.598548070858249e-06,0.0,0.0
-0.2125,103.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,105.0,True,True,True,True,True,3.5753810152527876e-06,8.204624973862096e-08,1.2610539323887338e-07,6.859760168366198e-06,0.0,0.0
-0.2125,107.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,109.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,111.0,True,True,True,True,True,5.713513075988885e-06,1.7593701040485854e-07,2.2124757448338528e-07,4.61929006154348e-06,0.0,0.0
-0.2125,113.0,True,True,True,True,True,5.230611407114338e-06,1.8072112273337382e-07,2.119928335098109e-07,6.503804414442001e-06,0.0,0.0
-0.2125,115.0,True,True,True,True,True,4.7469701485169935e-06,1.8223658670990517e-07,2.0029076353011988e-07,5.564518144346198e-06,0.0,0.0
-0.2125,117.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,119.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,121.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,123.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,125.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,127.0,True,True,True,True,True,3.8028050539651304e-06,3.382411746244429e-07,2.643469625418504e-07,5.745441605989617e-06,0.0,0.0
-0.2125,129.0,True,True,True,True,True,5.83927828756714e-06,6.479239673673476e-07,4.7383107970588867e-07,4.093039306689257e-06,0.0,0.0
-0.2125,130.0,True,True,True,True,True,4.988316959497752e-06,6.282698197246361e-07,4.5688678840249963e-07,4.777197954970502e-06,0.0,0.0
-0.2125,131.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,132.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,133.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,134.0,True,True,True,True,True,7.708388352511975e-06,1.9263219639409357e-06,1.3483270882019838e-06,2.953440328560679e-06,0.0,0.0
-0.2125,135.0,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0
-0.2125,136.0,True,True,True,True,True,1.1716514677573286e-05,5.4396196054185e-06,4.0435157160345625e-06,2.400730971424712e-06,0.0,0.0
-0.2125,137.0,True,True,True,True,True,1.903163138194941e-07,4.190486608823818e-06,4.878247523221191e-05,9.294970422531699e-08,7.1649635935422396e-06,5.344981311772301e-06
-0.2,5.0,True,True,True,True,True,2.6590316224428534e-06,0.0,6.711824562799507e-08,6.941147847167506e-06,1.643407632201388e-13,1.2145839889399213e-13
-0.2,7.0,True,True,True,True,True,2.6547754146122315e-06,5.0089876687473825e-12,6.701312527113146e-08,6.929107776936167e-06,1.8318679906315083e-15,1.9984014443252818e-15
-0.2,9.0,True,True,True,True,True,3.0331648304127157e-10,3.5610959168465295e-15,7.65698615623478e-12,7.91551043731898e-10,8.770761894538737e-15,3.8191672047105385e-14
-0.2,11.0,True,True,True,True,True,8.368488124688156e-10,3.2157870116789056e-14,2.112798824782658e-11,2.1833041532462114e-09,1.1379786002407855e-13,2.1538326677728037e-13
