artifact,match_status,grid_change_kind,xi,match_key,metric,candidate_value,reference_value,abs_diff,rel_diff,exception_kind
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|9.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|11.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|13.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|15.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|17.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|21.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|23.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|25.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|27.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|29.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|31.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|33.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|35.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|37.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|39.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|41.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|43.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|45.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|47.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|49.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|51.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|57.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|59.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|61.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|63.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|65.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|67.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|69.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|73.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|75.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|77.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|79.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|81.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|83.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|85.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|87.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|89.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|91.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|93.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|95.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|97.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|98.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|99.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|100.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|101.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|102.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|103.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|104.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|105.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|106.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|107.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|108.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|109.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|110.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|111.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|112.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|113.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|114.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|115.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|116.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|117.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|118.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|119.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|120.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|122.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|123.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|124.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|126.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|127.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|128.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|129.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|130.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|131.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|132.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|133.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|134.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|135.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|136.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|137.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|138.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|139.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|140.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|141.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|142.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|143.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|143.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|144.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|144.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.46875,-0.46875|145.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|5.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|7.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|15.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|17.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|19.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|21.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|23.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|25.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|27.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|29.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|31.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|33.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|35.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|37.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|39.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|41.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|43.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|45.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|47.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|49.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|51.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|53.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|57.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|59.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|61.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|63.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|65.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|67.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|69.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|71.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|73.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|75.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|77.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|79.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|81.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|83.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|85.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|87.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|89.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|91.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|93.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|95.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|97.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|98.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|99.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|100.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|101.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|102.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|103.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|104.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|105.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|106.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|107.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|108.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|109.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|110.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|111.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|112.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|113.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|114.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|115.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|116.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|117.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|118.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|119.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|120.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|121.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|122.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|123.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|124.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|125.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|126.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|127.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|128.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|129.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|131.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|132.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|133.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|134.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|135.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|136.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|137.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|138.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|139.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|140.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|141.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|141.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|142.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|142.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|143.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|143.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|144.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|144.5,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.45625,-0.45625|145.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|11.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|13.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|15.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|17.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|19.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|21.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|23.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|25.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|27.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|29.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|31.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|33.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|35.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|37.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|39.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|41.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|43.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|45.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|47.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|49.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|53.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|55.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|57.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|59.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|61.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|63.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|65.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|67.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|69.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|71.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|73.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|75.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|77.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|79.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|81.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|83.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|85.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|87.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|89.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|91.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|93.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|95.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|97.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|98.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|99.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|100.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|101.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|102.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|103.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|104.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|105.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|106.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|107.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|108.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|109.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|110.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|111.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|112.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|113.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|114.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|115.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|116.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|117.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|118.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|119.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|120.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|121.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|122.0,,,,,,adaptive_xi_added
boundary,adaptive_xi_added,new_xi,-0.4375,-0.4375|123.0,,,,,,adaptive_xi_added
