T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
210.0,pi,4.0,4.0,3.9205797129950724,3.9790668466085086,8,16,0.22734087833990818,0.16360566652109815,0.640864129204255
210.0,K,4.0,4.0,3.9205797129950724,3.9790668466085086,8,16,0.24114880737114852,0.17068477120929582,0.906384114011619
