T_MeV,xi,meson,q,mass_ref,gamma_ref,threshold_ref,gap_ref,phase_min,phase_max,phase_span,tail_phase,shifted_phase_min,shifted_phase_max,D_abs_max
208.0,0.0,pi,0.0,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,-1.2377343098885955e-5,2.579377526766428,2.5793899041095267,1.8999273116559722e-7,-1.2567335830051553e-5,2.5793773367736965,87.68238550596035
208.0,0.0,K,0.0,2.5315894049371632,0.21180203708310893,2.4538439205892284,0.07774548434793482,-0.16348708022464525,2.2127873588366826,2.3762744390613277,1.677015010045114e-7,-0.16348724792614625,2.2127871911351815,14.3146772095947
210.0,0.0,pi,0.0,0.909686481009134,0.17433872030007808,0.6980303235506904,0.21165615745844357,-3.5783418859121417e-6,2.4776381632150146,2.4776417415569005,1.8843114221361413e-7,-3.7667730281257557e-6,2.4776379747838724,31.529917924160802
210.0,0.0,K,0.0,2.572283695554165,0.3408672502723144,2.376754001793583,0.19552969376058194,-0.1699921508773625,2.131794135686327,2.301786286563689,1.6632064086993263e-7,-0.16999231719800337,2.131793969365686,7.6122591920385165
212.0,0.0,pi,0.0,0.9740069109697355,0.24189142422807122,0.6116056058989852,0.3624013050707503,-2.032220492867813e-6,2.403344933148225,2.403346965368718,1.8679042392316513e-7,-2.219010916790978e-6,2.403344746357801,21.29264659403684
212.0,0.0,K,0.0,2.6069453759028143,0.42656959113794474,2.3110898056020854,0.29585557030072884,-0.17475643678385241,2.0727054828411395,2.247461919624992,1.6498706086748387e-7,-0.1747566017709133,2.0727053178540786,5.853363872944797
