T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
210.0,pi,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.0022001660864408,0.005771166931736141,2.8251590361459407
210.0,K,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.0142503394103746,0.006788663079169949,3.812170606581416
