T_MeV,xi,meson,q,omega,mass_ref,gamma_ref,threshold_ref,gap_ref,exp_omega_over_T,bose_g,Pi_re,Pi_im,denom_re,denom_im,denom_phase,D_re,D_im,D_abs,phase_raw,phase_unwrapped,phase_shifted_tail
208.0,0.0,pi,0.0,0.75,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.0370762200225085,0.9642492814831837,1.0373217170674651,-1.4269192277270994e-7,0.020145165238454776,1.347868921567825e-7,6.690781165571116e-6,23.444848998317095,-0.00015686435410993928,23.444848998841866,-6.690781165571101e-6,-6.690781165571101e-6,-6.880773896736698e-6
208.0,0.0,pi,0.0,0.77,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.0760961981286252,0.9292849484451671,1.0412884239562727,-1.492887738404564e-7,0.016398211078401004,1.4101828238662074e-7,8.599613805977135e-6,28.801943991928923,-0.00024768559519807744,28.801943992993923,-8.59961380597712e-6,-8.59961380597712e-6,-8.789606537142717e-6
208.0,0.0,pi,0.0,0.79,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.1158635997608903,0.8961668793697385,1.0459406921592422,-1.572872053963235e-7,0.012003675211385567,1.485736065464985e-7,1.2377343098885942e-5,39.34631258287694,-0.00048700281053915093,39.34631258589084,-1.2377343098885955e-5,-1.2377343098885955e-5,-1.2567335830051553e-5
208.0,0.0,pi,0.0,0.81,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.1563927417373683,0.8647581084758424,1.0523906296104744,0.0021801767758998945,0.005911059688627374,-0.0020593965395225714,-0.3352462063712615,71.25246475200318,24.824157946678145,75.45298238636481,0.33524620637125874,0.33524620637125874,0.3352460163785276
208.0,0.0,pi,0.0,0.83,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.19769821511325,0.8349348670486612,1.0556680953599502,0.0048616215759279885,0.002815163201018822,-0.0045922912126250826,-1.020858761860388,45.82579590927371,74.75424507877422,87.68238550596035,1.0208587618603868,1.0208587618603868,1.0208585718676557
208.0,0.0,pi,0.0,0.85,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.239794890433834,0.8065850308917435,1.0590109466338813,0.006829000191214626,-0.0003424964996863178,-0.006450678457659218,-1.6238411666373862,-3.876511266942874,73.01133805293473,73.11417662726326,1.6238411666373798,1.6238411666373798,1.6238409766446487
208.0,0.0,pi,0.0,0.87,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.282697923088133,0.7796067819245164,1.0624181825988106,0.00861798142396671,-0.003560974025489605,-0.008140551407745918,-1.9831534388468577,-21.30295369944791,48.699537959516825,53.15506404653504,1.9831534388468628,1.9831534388468628,1.9831532488541317
208.0,0.0,pi,0.0,0.89,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.3264227587650192,0.7539074502393651,1.0658887829831547,0.010348689423742223,-0.006839305627124981,-0.009775379420346205,-2.181284703297764,-22.694529878195993,32.437158451567555,39.58801503996419,2.1812847032977607,2.1812847032977607,2.1812845133050294
208.0,0.0,pi,0.0,0.91,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.370985139013894,0.7294025088552517,1.069421709333955,0.012071084669181274,-0.010176510381185944,-0.011402355199263582,-2.2994478222303405,-20.5774080927802,23.056127038189963,30.903312408510036,2.299447822230338,2.299447822230338,2.2994476322376065
208.0,0.0,pi,0.0,0.93,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.416401106911859,0.706014698181275,1.0730159054749984,0.013811533408624687,-0.013571590622867058,-0.01304638432151067,-2.3759231945775947,-18.08672556251205,17.386788281738955,25.088444517897916,2.375923194577595,2.375923194577595,2.375923004584864
208.0,0.0,pi,0.0,0.95,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.462687012839451,0.6836732610750015,1.0766702978783842,0.015586018056323312,-0.017023532296947197,-0.014722563787002908,-2.4285483270916126,-15.872368730423235,13.726996078621891,20.984816188306677,2.428548327091611,2.428548327091611,2.4285481370988795
208.0,0.0,pi,0.0,0.97,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.5098595203670055,0.6623132725334125,1.0803837960156446,0.017405183560674116,-0.02053130528945646,-0.01644094882159833,-2.466379541835643,-14.016178163139708,11.22380017275001,17.95625073946946,2.4663795418356416,2.4663795418356416,2.4663793518429102
208.0,0.0,pi,0.0,0.99,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.5579356122537718,0.6418750506340632,1.0841552927023577,0.019276632479017584,-0.02409386375319933,-0.018208720806390247,-2.4944274152379458,-12.476584249432301,9.429066319226322,15.638812173101588,2.4944274152379435,2.4944274152379435,2.494427225245212
208.0,0.0,pi,0.0,1.01,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.6069325965619465,0.6223036374640188,1.0879836644402554,0.021206098606347243,-0.0277101464309093,-0.020031295888224422,-2.515671065725906,-11.19447074150108,8.0923338421969,13.813111242435173,2.515671065725906,2.515671065725906,2.5156708757331745
208.0,0.0,pi,0.0,1.03,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.6568681128878135,0.6035483405236551,1.0918677717581073,0.023198100401000062,-0.03137907697724862,-0.021912942206072882,-2.531988558776627,-10.117498237589055,7.065349765102392,12.340297317765486,2.5319885587766264,2.5319885587766264,2.531988368783895
208.0,0.0,pi,0.0,1.05,0.8453988732731724,0.07256096460410094,0.8042267073873247,0.04117216588584771,2.707760138712246,0.5855623265419816,1.0958064595517558,0.025256329151687868,-0.035099564280004714,-0.023857146553889017,-2.5446216981034135,-9.203898903940312,6.255882929679851,11.128693825593974,2.5446216981034144,2.5446216981034144,2.544621508110683
