T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
208.0,pi,12.0,10.0,11.992626043514557,9.993885761080818,48,48,0.9926529503167065,0.0011520699476113099,2.825152056795388
208.0,K,12.0,10.0,11.992626043514557,9.993885761080818,48,48,1.0190230437451604,0.0014224811436665797,3.866937311158646
210.0,pi,12.0,10.0,11.992626043514557,9.993885761080818,48,48,0.9988327929314321,0.0012190021318883707,2.815666556480828
210.0,K,12.0,10.0,11.992626043514557,9.993885761080818,48,48,1.0295814168266477,0.0014933911826328734,3.869794134444879
212.0,pi,12.0,10.0,11.992626043514557,9.993885761080818,48,48,1.0060313832332899,0.0012897501889078098,2.8092047411470795
212.0,K,12.0,10.0,11.992626043514557,9.993885761080818,48,48,1.0410459909651493,0.0015683198106525114,3.8759709783901615
