T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
208.0,pi,10.0,10.0,9.99385503626213,9.993885761080818,48,48,0.995737493102148,0.005550731957674571,2.833930857474702
208.0,K,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.005981939992199,0.006582456694902401,3.8174495876075887
210.0,pi,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.0022001660864421,0.005771166931736138,2.825159036145944
210.0,K,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.0142503394103761,0.006788663079169965,3.8121706065814216
212.0,pi,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.009547178047659,0.006002970143025122,2.8190221162568734
212.0,K,10.0,10.0,9.99385503626213,9.993885761080818,48,48,1.0231856288828105,0.007017151823188688,3.809474161058868
