T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
210.0,pi,10.0,10.0,9.986319309247408,9.993885761080818,32,48,0.9866605942304884,0.005809798232045173,2.781353653416742
210.0,K,10.0,10.0,9.986319309247408,9.993885761080818,32,48,1.0320375867341502,0.0068347976842625,3.879025917134342
