T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
210.0,pi,12.0,10.0,11.992626043514557,9.993885761080818,48,48,0.9988327929314311,0.0012190021318883696,2.815666556480825
210.0,K,12.0,10.0,11.992626043514557,9.993885761080818,48,48,1.0295814168266466,0.0014933911826328706,3.869794134444875
