T_MeV,meson,qmax_request,omega_max_request,q_last_node,omega_last_node,q_nodes,omega_nodes,q_integral_estimate,omega_shell_at_qmax,double_integral_estimate
210.0,pi,12.0,10.0,11.983583171096889,9.993885761080818,32,48,0.9892792998060631,0.001226724387867902,2.7887356714708105
210.0,K,12.0,10.0,11.983583171096889,9.993885761080818,32,48,1.013639961040782,0.0015040103698342137,3.8098764328562127
