xi,method,calculation_sha,T_MeV,stage_a_status,stage_b_status,stage_c_status,stage_used,upgrade_reason,result_status,raw_status,geometry_converged,position_error_MeV,density_error,maxwell_area_gate,area_residual,rho_hadron,rho_quark,mu_transition_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark,support_low,support_high,support_mu_low,support_mu_high,guard_status,guard_reason,guard_source,certificate_type,endpoint_lower_bound,endpoint_upper_bound,endpoint_interpolated_rho_hadron,endpoint_anchor_rho,endpoint_refinement_count,endpoint_failure_reason,endpoint_route_kind,endpoint_left_bracket_low,endpoint_left_bracket_high,endpoint_right_bracket_low,endpoint_right_bracket_high,maxwell_candidate_count,maxwell_crossing_count,maxwell_endpoint_dependent,support_point_count,targeted_additions,stage_c_targeted_additions,unique_solves,point_requests,cache_hits,finite_and_converged,solver_failure_count,standard_oracle_status,deep_oracle_status,final_oracle_status,oracle_source
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,9.06360740486889e-5,2.1980949917899117e-5,2.263944689657782e-6,2.263944689657782e-6,0.11816227096207983,2.4844079273704875,353.4343584491875,365.70126441980636,342.24893071032926,0.4621890045023064,1.940751415884113,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,1.0180324409247987e-5,1.640950740405822e-5,3.872164749386503e-6,3.872164749386503e-6,0.46475682332791834,2.5299643059944392,331.2714274236549,336.3251499147179,326.0727166696207,0.8637263794321326,2.1039562058071914,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,1.1383521041352651e-6,1.7632802761902155e-5,3.0598310452674318e-6,4.3151882286269036e-7,0.9620045223462249,2.5034961623712855,308.60458458322216,309.9887412401598,307.1170340092759,1.2943478906054533,2.202364374659384,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,130.9619140625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,6.762726911802019e-7,0.00016390170230984324,5.862187313688244e-8,5.862187313688244e-8,1.8749918117506081,2.0223512317193477,291.2621803649386,291.26312165894984,291.26122982442433,1.9064743609363524,1.9915169026766524,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,131.0869140625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,1281,1922,641,true,0,confirmed_monotone,,confirmed_monotone,standard
0.0,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,145.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,1281,1922,641,true,0,confirmed_monotone,,confirmed_monotone,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,4.003566931487512e-5,2.411878761056363e-5,3.489878440271536e-6,3.489878440271536e-6,0.082729940508549,2.2070750601953435,378.938538500733,384.8461162146268,373.73700472248964,0.40904754319741415,1.7403547445401883,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,4.1287307453785616e-5,5.016044936194397e-5,3.1634603000329156e-6,3.1634603000329156e-6,0.10924454462689988,2.201540152151904,378.4644988096019,384.146361042735,373.4609288307779,0.4311501540477843,1.7416091537948943,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,1.4308815082131332e-5,2.9803628720959097e-5,2.191857629285372e-6,4.0926212342053277e-7,0.3217426115754189,2.1560737959260012,372.80976224202766,376.3131689514491,369.6065600103371,0.6399002104616294,1.7589694939577043,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,90.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,7.172122991505603e-6,1.9974810980372126e-5,4.028624932370002e-6,2.544677745140613e-6,0.7184757673317345,2.0589229711458628,360.7664939982558,361.7905346694157,359.773430959124,0.9833584912582757,1.7750557548624084,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,1.967869138752576e-7,2.0466933209117855e-5,1.2230109203583523e-6,6.499567595633143e-7,1.000591900847693,1.9430284023293092,354.1079947780863,354.4118137262542,353.80779866007606,1.1944767576369386,1.7441394348172807,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,106.9599609375,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,5.465585104502679e-7,0.00013258511241631687,2.37499297186321e-8,2.0341123343254238e-8,1.4818536912250855,1.6070652773342335,348.3790223062989,348.37964662332695,348.37839798927087,1.5082990925978106,1.5805813261150623,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,1281,1922,641,true,0,confirmed_first_order,,confirmed_first_order,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,107.0849609375,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,1281,1922,641,true,0,confirmed_monotone,,confirmed_monotone,standard
0.5,independent_oracle,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,1281,1922,641,true,0,confirmed_monotone,,confirmed_monotone,standard
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,not_run,not_run,not_run,uniform_nested,not_applicable,ambiguous_near_critical,valid,false,0.05189156656047089,0.0016704450562311803,2.5477028298357134e-6,2.5477028298357134e-6,0.001767206678167967,2.8030705360031,331.52511221955683,372.76017116538407,301.01381055698886,0.10507931379571488,1.8607509433404152,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,true,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,not_run,not_run,not_run,uniform_nested,not_applicable,ambiguous_near_critical,valid,false,0.05693736878151867,0.0054824640833990804,4.300818270183649e-6,9.239116280280622e-7,0.0056697259641468566,2.798395118277036,330.80296054746714,370.32464019859196,300.69666731774345,0.14965303087162124,1.8660820336560198,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,true,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,0.0017684706469935918,0.0004952116694052072,3.3976244686120555e-6,3.3976244686120555e-6,0.03298363045017498,2.785439851496787,322.21369536722267,351.38432451578836,296.19995123556373,0.34528210053986136,1.9372040527092627,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,0.0002477126408280128,0.00011397863340792402,4.032271807985954e-6,8.033490824227571e-7,0.23085953835698317,2.8668184851860103,294.05282944985987,309.19670420227885,277.7093842389184,0.7007365412241787,2.189841522204189,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,130.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,1.6869421330056866e-5,4.172647143541042e-5,1.7523635806568664e-6,1.6932317458672258e-6,0.8111156454915301,2.889202696065753,245.59254633748102,249.8918335313356,240.17813559257957,1.299609384501364,2.490003943358481,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,147.0947265625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,8.379707111316748e-6,0.0016515291298904167,2.375961870674019e-9,1.592359987206283e-9,2.2014304616829046,2.2582708300650896,202.2467365308078,202.24685044450305,202.2466230616538,2.213747369186942,2.246531222271036,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,147.2197265625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
-0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,160.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,not_run,not_run,not_run,uniform_nested,not_applicable,ambiguous_near_critical,valid,false,0.0201681248062755,0.004907718346636884,4.482224411569448e-6,4.482224411569448e-6,0.00522696736152943,2.5041374518675226,361.0253162291545,378.5232495459117,346.48627809162633,0.2320199776272675,1.889764086124411,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,true,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,not_run,not_run,not_run,uniform_nested,not_applicable,ambiguous_near_critical,valid,false,0.0028682326305329298,0.0026421937342467876,4.226143647836759e-6,4.226143647836759e-6,0.009762770788039834,2.49947898016929,360.39715113152863,377.36625429872157,346.2045163322028,0.2603176523360619,1.893283743060292,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,0.0003744683634181456,0.00019877176495879112,9.468662792378108e-7,9.468662792378108e-7,0.11817220615708218,2.484401801230029,353.4342678333261,365.70126380726145,342.2489288906338,0.4622109832705512,1.9407512061935654,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,4.183489602382906e-5,5.1758209145602585e-5,2.6960600284431564e-6,2.6960600284431564e-6,0.46477323447267554,2.5299600914311156,331.27141726165553,336.32515060854786,326.07271515550343,0.8637392687197833,2.103950716971825,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,9.8752013855119e-6,6.14871497575109e-5,3.0709823854229514e-6,3.0709823854229514e-6,0.9620078618242189,2.50347852593526,308.6045852020402,309.9887413733585,307.11703514998806,1.2943592491651412,2.2023569070808873,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,130.9619140625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,4.272145758932311e-6,0.00040646800274535266,5.175181829679272e-8,3.2480549182939545e-8,1.87500171898884,2.0221873003832704,291.2621810413321,291.26312170042456,291.2612292830173,1.9065848819408044,1.9914526540519455,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,131.0869140625,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
0.0,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,145.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,0.00015669461470224633,0.00015990450949381063,1.994456107276732e-6,1.994456107276732e-6,0.08275405943675347,2.207070435470985,378.9384984731856,384.84611986272773,373.73700584856863,0.40905210585404783,1.740353128368661,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,0.00015495522546871143,0.00010843829498599633,1.3763493991850454e-6,9.42456651120284e-9,0.10929470505860388,2.201532709792274,378.4644575212865,384.1463609390462,373.46092785317944,0.43117143431757043,1.7416031895704505,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,6.0501884490804514e-5,7.524403965442072e-5,2.20378087910692e-6,2.20378087910692e-6,0.3217724167866758,2.156072139634981,372.80974794603776,376.31317133767436,369.6065610397167,0.6399088660338922,1.7589667576962837,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,90.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,7.963963469137525e-6,0.00010496097647549885,4.036256960240114e-6,4.036256960240114e-6,0.7184773844791738,2.058902994426328,360.76648682398786,361.7905356917378,359.7734309772109,0.9833696184520625,1.7750420992098348,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,6.26708140316623e-6,0.00011392187457470726,2.334950622119774e-6,1.2224855076128756e-6,1.0005984664916743,1.9430210193759916,354.1079949180489,354.41181392289843,353.807798744035,1.194497243547316,1.7441206671715794,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,106.9599609375,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_first_order,valid,true,4.7289303211073275e-6,0.000835932059568778,2.3769463245219663e-8,2.3769463245219663e-8,1.4818940562722835,1.607001357725205,348.37902189967997,348.37964717136884,348.3783978492249,1.5083876998802805,1.5804488022462087,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,641,962,321,true,0,,,,
