xi,method,calculation_sha,T_MeV,stage_a_status,stage_b_status,stage_c_status,stage_used,upgrade_reason,result_status,raw_status,geometry_converged,position_error_MeV,density_error,maxwell_area_gate,area_residual,rho_hadron,rho_quark,mu_transition_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark,support_low,support_high,support_mu_low,support_mu_high,guard_status,guard_reason,guard_source,certificate_type,endpoint_lower_bound,endpoint_upper_bound,endpoint_interpolated_rho_hadron,endpoint_anchor_rho,endpoint_refinement_count,endpoint_failure_reason,endpoint_route_kind,endpoint_left_bracket_low,endpoint_left_bracket_high,endpoint_right_bracket_low,endpoint_right_bracket_high,maxwell_candidate_count,maxwell_crossing_count,maxwell_endpoint_dependent,support_point_count,targeted_additions,stage_c_targeted_additions,unique_solves,point_requests,cache_hits,finite_and_converged,solver_failure_count,standard_oracle_status,deep_oracle_status,final_oracle_status,oracle_source
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,107.0849609375,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
0.5,memoized_dense,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,not_run,not_run,not_run,uniform_nested,not_applicable,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,not_applicable,,none,NaN,NaN,NaN,NaN,0,not_applicable,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,641,962,321,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,ambiguous_near_critical,ambiguous_near_critical,confirmed_first_order,stage_c_endpoint_local_v2,endpoint_local_v2_certificate,confirmed_first_order,valid,true,4.272035425856302e-6,2.8992814456359623e-7,6.22742449136657e-7,6.22742449136657e-7,0.0,2.8043648716253675,331.57372371262966,372.7601711683876,301.0138105583955,0.10507930457920539,1.8607509433404121,0.0,0.00625,301.0138105583955,372.7601711683876,endpoint_local,three_crossing_endpoint_local_v2,stage_b_right_crossing_bracket;endpoint_local_midpoint,endpoint_limited_first_order,0.0,7.62939453125e-7,3.089816098421748e-7,0.003125,12,three_crossing_endpoint_local_v2,three_crossing_endpoint_local_v2,0.0,0.00625,2.8,2.80625,1,3,true,654,0,12,665,1217,552,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,ambiguous_near_critical,ambiguous_near_critical,confirmed_first_order,stage_c_endpoint_local_v2,endpoint_local_v2_certificate,confirmed_first_order,valid,true,1.0364747538460506e-5,3.2379842587395115e-5,3.5985553198449602e-6,3.6504646217915687e-7,0.00016163281964185123,2.799388026152809,330.8402923018356,370.32464021513215,300.69666731685703,0.1496530317947231,1.8660820336585606,0.0,0.00625,300.69666731685703,370.32464021513215,endpoint_local,three_crossing_endpoint_local_v2,stage_b_right_crossing_bracket;endpoint_local_midpoint,endpoint_local_geometry_first_order,9.765625e-5,0.0001953125,0.00016163281964185123,0.003125,5,three_crossing_endpoint_local_v2,three_crossing_endpoint_local_v2,0.0,0.00625,2.7937499999999997,2.8,1,3,false,647,0,5,658,1210,552,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,ambiguous_near_critical,confirmed_first_order,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,0.0001021321193093172,8.301872723927295e-5,4.214283315985304e-6,4.214283315985304e-6,0.03290061185066189,2.7854422542739656,322.2137974998554,351.3843185019893,296.19995089413385,0.3452550079124589,1.937197577162414,0.00625,3.63125,296.1999512364633,351.3843245158687,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,664,1857,1193,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.0012583579347733576,0.000337650698338382,3.0531527543788475e-6,7.982758947854126e-7,0.23085953835558087,2.866818485213147,294.0528294497777,309.1967042021205,277.7093842389184,0.7007365412216617,2.189841522204189,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,130.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.00011823266964938739,0.00023971152271951013,1.6487638129982984e-6,1.6487638129982984e-6,0.8111156443534512,2.8892026950917864,245.59254631398048,249.8918335098882,240.17813556649332,1.2996093685436372,2.490003888585918,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,147.0947265625,ambiguous_near_critical,confirmed_first_order,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,6.2696294378383755e-6,0.00038361067419856454,9.366499593842917e-10,5.943804014432059e-10,2.2012140133896776,2.258656597573987,202.2467366362531,202.2468500555461,202.2466218786794,2.213477900765322,2.2465990028479284,2.19375,2.26875,202.24662814830884,202.24685044300554,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,667,1865,1198,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,147.2197265625,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,12,0,172,254,82,true,0,,,,
-0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,160.0,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,161,242,81,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,ambiguous_near_critical,ambiguous_near_critical,confirmed_first_order,stage_c_endpoint_local_v2,endpoint_local_v2_certificate,confirmed_first_order,valid,true,3.815192201273021e-6,3.2508089175343685e-5,3.2400732510351232e-6,4.6272734047252866e-7,6.329345425427438e-5,2.5045008323863702,361.0392798322485,378.52324954594445,346.48627809113873,0.2320199776271443,1.8897640861242144,0.0,0.00625,346.48627809113873,378.52324954594445,endpoint_local,three_crossing_endpoint_local_v2,stage_b_right_crossing_bracket;endpoint_local_midpoint,endpoint_local_geometry_first_order,4.8828125e-5,9.765625e-5,6.329345425427438e-5,0.003125,6,three_crossing_endpoint_local_v2,three_crossing_endpoint_local_v2,0.0,0.00625,2.5,2.50625,1,3,false,648,0,6,659,1211,552,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,ambiguous_near_critical,ambiguous_near_critical,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,0.0005434300297224581,0.0005190271851568794,4.255494827504159e-6,2.079467311415711e-6,0.009243743611611724,2.4994935725756835,360.39769456787957,377.36626577997015,346.2045165477301,0.2602983266620484,1.8932894498013295,0.0,2.93125,346.20451634384517,377.3662542986806,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,664,1857,1193,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,ambiguous_near_critical,confirmed_first_order,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,6.804408144489571e-6,2.1988073639345185e-5,4.14242310189145e-6,4.14242310189145e-6,0.11816160979220743,2.48440556841575,353.43427465340096,365.7012644064547,342.24893070409814,0.4621889951970575,1.940751821944847,0.05625,2.8125,342.24892892061405,365.7012638072304,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,664,1857,1193,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.0001907274998984576,0.0003296987972547516,2.688825381474036e-6,2.688825381474036e-6,0.464773234258309,2.5299600911453393,331.2714172547812,336.32515060897134,326.07271514112205,0.8637392687201146,2.1039505363138646,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,4.4600974263175885e-5,0.00033102589882305633,3.082847105255728e-6,3.082847105255728e-6,0.9620078613305149,2.503478529679877,308.60458519989356,309.9887413716015,307.1170351474226,1.294359181302299,2.2023568936744864,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,130.9619140625,ambiguous_near_critical,confirmed_first_order,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,6.808386388001963e-7,0.00016395901674437496,4.404659941677597e-8,4.404659941677597e-8,1.8749900526484427,2.0223511315337097,291.2621803608695,291.2631216490988,291.2612298261939,1.9064743609447927,1.99151711130111,1.8625,2.0374999999999996,291.2612292859632,291.26312169826065,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,667,1865,1198,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,131.0869140625,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,8,0,168,250,82,true,0,,,,
0.0,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,145.0,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,0,0,161,242,81,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,5.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.0008391121741624374,0.0006689537368191889,3.110443787969117e-6,1.975908318946393e-6,0.08275405952094432,2.2070704356772577,378.9384984780486,384.84611987069627,373.73700585069724,0.40905211459244295,1.7403531283681872,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,20.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.0008193006323153895,0.0007246715352537125,9.872492047186819e-7,1.694031911319752e-9,0.10929470505395522,2.201532709782208,378.4644575210202,384.146360938756,373.46092785293416,0.43117152517087765,1.7416031956311315,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,60.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,0.0003005043773782745,0.00019634204475482697,3.3469306270470954e-6,2.2097196482478727e-6,0.3217724170036834,2.1560721398877876,372.80974794680264,376.31317134144876,369.60656103772976,0.6399088525419991,1.7589667576142205,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,90.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,5.831853212612259e-5,0.0003241125733359773,4.049508496010511e-6,4.049508496010511e-6,0.7184773836857575,2.0589029935320156,360.7664868170258,361.7905356730747,359.77343098159565,0.9833694219844314,1.7750420995991458,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,652,1204,552,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,100.0,confirmed_first_order,confirmed_first_order,not_run,stage_b,stage_a_stage_b_first_order_geometry_pass,confirmed_first_order,valid,true,2.7452228948732227e-5,0.0004051318547468874,4.675145128305415e-6,1.218596564787154e-6,1.0005984700191894,1.94302101933049,354.1079949178991,354.4118139225335,353.8077987440978,1.1944971878787298,1.744120648797659,NaN,NaN,NaN,NaN,not_run,stage_b_certificate,,none,NaN,NaN,NaN,NaN,0,stage_b_certificate,none,NaN,NaN,NaN,NaN,1,3,false,0,0,0,653,1212,559,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,106.9599609375,ambiguous_near_critical,confirmed_first_order,confirmed_first_order,stage_c,extrema_guard_stage_c_first_order_geometry_pass,confirmed_first_order,valid,true,5.551306117013155e-7,0.0001301573939447298,2.4001387048951518e-8,1.7665128683706288e-9,1.4818537753184169,1.6070653549818992,348.37902231045484,348.3796466169644,348.37839800394534,1.508299195337929,1.5805813261113817,1.46875,1.61875,348.3783978521872,348.379647172095,ok,first_strict_outer_samples,extrema_outer_samples_v1,none,NaN,NaN,NaN,NaN,0,first_strict_outer_samples,none,NaN,NaN,NaN,NaN,1,3,false,653,0,12,668,1865,1197,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,107.0849609375,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,8,0,168,250,82,true,0,,,,
0.5,production_hybrid,8fb86255c7894004cb1c52bbb03f9f53a4828411,120.0,confirmed_monotone,not_run,not_run,stage_a,stage_a_certificate,confirmed_monotone,invalid,true,0.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,not_run,stage_a_certificate,,none,NaN,NaN,NaN,NaN,0,stage_a_certificate,none,NaN,NaN,NaN,NaN,0,0,false,0,12,0,170,254,84,true,0,,,,
