m_fm,g_fm,m_MeV,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,0.0,434.11935688000005,0.0,0.143828069257537,-0.06794337603912101,0.1590685885206261,-0.7984155725784778
2.21,0.0,436.092626684,0.0,0.1432301909556434,-0.06883555291285999,0.15891262047430096,-0.7988416107555036
2.22,0.0,438.065896488,0.0,0.14263325995889534,-0.06973497080225918,0.15876779585071324,-0.7992375844195568
2.23,0.0,440.039166292,0.0,0.1420373231039379,-0.07064164903545883,0.15863430818389002,-0.799602881056123
2.24,0.0,442.01243609600004,0.0,0.14144242742895036,-0.07155560681048136,0.15851235012771117,-0.7999368950653823
2.25,0.0,443.98570589999997,0.0,0.14084862017396627,-0.07247686319604012,0.1584021133181238,-0.8002390285781085
2.26,0.0,445.95897570399995,0.0,0.14025594878129627,-0.07340543713255407,0.15830378823377206,-0.80050869228017
2.27,0.0,447.932245508,0.0,0.13966446089606704,-0.0743413474333954,0.15821756405532808,-0.8007453062435587
2.28,0.0,449.905515312,0.0,0.13907420436689255,-0.07528461278640894,0.15814362852383185,-0.8009483007617435
2.29,0.0,451.878785116,0.0,0.1384852272466983,-0.07623525175574958,0.15808216779837056,-0.8011171171870203
2.3,0.0,453.85205491999994,0.0,0.13789757779372444,-0.07719328278409984,0.15803336631345385,-0.8012512087674036
2.31,0.0,455.825324724,0.0,0.13731130447274076,-0.07815872419534395,0.15799740663646844,-0.8013500414804803
2.32,0.0,457.79859452799997,0.0,0.13672645595651284,-0.07913159419779886,0.15797446932562667,-0.8014130948615159
2.33,0.0,459.771864332,0.0,0.13614308112757653,-0.08011191088813444,0.15796473278886738,-0.8014398628229492
2.34,0.0,461.745134136,0.0,0.13556122908038806,-0.08109969225615213,0.15796837314420895,-0.8014298544622717
2.35,0.0,463.71840394000003,0.0,0.1349809491239426,-0.08209495619065227,0.15798556408211953,-0.8013825948550883
2.36,0.0,465.69167374399996,0.0,0.13440229078498556,-0.08309772048669449,0.15801647673055053,-0.8012976258299334
2.37,0.0,467.664943548,0.0,0.1338253038119952,-0.08410800285467018,0.15806127952339885,-0.8011745067210861
2.38,0.0,469.638213352,0.0,0.1332500381801319,-0.08512582093176052,0.15812013807327885,-0.80101281509534
2.39,0.0,471.611483156,0.0,0.132676544097546,-0.08615119229659178,0.15819321504980044,-0.8008121474478392
2.4,0.0,473.58475295999995,0.0,0.13210487201343657,-0.08718413448824384,0.1582806700647639,-0.8005721198615727
2.41,0.0,475.55802276400004,0.0,0.13153507262859138,-0.0882246650313036,0.15838265956630015,-0.8002923686234839
2.42,0.0,477.53129256799997,0.0,0.13096719690939604,-0.08927280146949187,0.15849933674471897,-0.799972550788257
2.43,0.0,479.504562372,0.0,0.1304012961068741,-0.09032856141174764,0.15863085145414973,-0.7996123446773628
2.44,0.0,481.477832176,0.0,0.12983742178321667,-0.09139196259691755,0.1587773501562149,-0.7992114502952522
2.45,0.0,483.45110198000003,0.0,0.12927562584982225,-0.09246302298714329,0.15893897589573244,-0.7987695896346229
2.46,0.0,485.42437178399996,0.0,0.12871596062373067,-0.09354176090720215,0.15911586832528665,-0.7982865068244545
2.47,0.0,487.39764158800006,0.0,0.12815847891479473,-0.09462819526082772,0.1593081638086235,-0.7977619680394852
2.48,0.0,489.370911392,0.0,0.12760323416713346,-0.09572234588324646,0.15951599565969604,-0.7971957610179097
2.49,0.0,491.344181196,0.0,0.12705028070325963,-0.0968242341518569,0.15973949463382772,-0.7965876938742944
2.5,0.0,493.317451,0.0,0.1264996741804249,-0.09793388413138077,0.15997878993420464,-0.795937592501173
2.51,0.0,495.29072080399993,0.0,0.12595147254136763,-0.09905132496608757,0.16023401141104957,-0.7952452947412921
2.52,0.0,497.263990608,0.0,0.1254057383333851,-0.10017659672853013,0.16050529504988925,-0.7945106357013774
2.53,0.0,499.23726041199996,0.0,0.12486254601941675,-0.10130976890513912,0.16079280044225755,-0.7937334008499982
2.54,0.0,501.210530216,0.0,0.12432202187756422,-0.10245104166695562,0.1610968064933934,-0.7929130687430658
2.55,0.0,503.18380002,0.0,0.12378568216237446,-0.10359997531730947,0.16141824554291104,-0.7920473773539944
2.56,0.0,505.157069824,0.0,0.1232510433291055,-0.10475536887758108,0.16175446513277808,-0.7911437220610471
2.57,0.0,507.13033962799994,0.0,0.1227187553962498,-0.1059187302722833,0.16210697193056592,-0.7901983065218712
2.58,0.0,509.103609432,0.0,0.12218907751074592,-0.10708999417386267,0.16247595980662805,-0.7892108888124003
2.59,0.0,511.07687923599997,0.0,0.1216621230878331,-0.1082691519889909,0.1628615407843554,-0.7881814607934702
2.6,0.0,513.0501490400001,0.0,0.12113797373448235,-0.10945620741036163,0.16326380499411447,-0.7871100861369101
2.61,0.0,515.0234188439999,0.0,0.12061669931524545,-0.11065116861539406,0.16368283132221503,-0.7859968713092146
2.62,0.0,516.996688648,0.0,0.1200983642581496,-0.1118540458228697,0.1641186907833103,-0.7848419561692477
2.63,0.0,518.969958452,0.0,0.11958303013312321,-0.11306485029752124,0.16457144791433398,-0.7836455098822579
2.64,0.0,520.943228256,0.0,0.11907075688917146,-0.11428359387442985,0.165041161456819,-0.7824077287302964
2.65,0.0,522.91649806,0.0,0.11856160351680933,-0.11551028870565483,0.1655278847365024,-0.7811288347154691
2.66,0.0,524.889767864,0.0,0.11805562843258256,-0.11674494711407621,0.1660316658992508,-0.7798090745274755
2.67,0.0,526.863037668,0.0,0.11755288971664499,-0.11798758150379533,0.1665525480737189,-0.7784487186864606
2.68,0.0,528.836307472,0.0,0.11705344526708,-0.11923820430251045,0.16709056949505113,-0.7770480607698995
2.69,0.0,530.809577276,0.0,0.11655735290437524,-0.12049682792299238,0.16764576360760897,-0.7756074166764658
2.7,0.0,532.78284708,0.0,0.11606467044467206,-0.12176346473650243,0.16821815915669688,-0.7741271239015763
2.71,0.0,534.756116884,0.0,0.11557545575270839,-0.12303812705396053,0.16880778027505955,-0.7726075408107301
2.72,0.0,536.729386688,0.0,0.11508976678112587,-0.12432082711231056,0.1694146465675945,-0.7710490459031061
2.73,0.0,538.702656492,0.0,0.11460766160036912,-0.1256115770644658,0.17003877319637115,-0.7694520370615862
2.74,0.0,540.6759262960001,0.0,0.11412919842193939,-0.126910388971782,0.17068017096723162,-0.7678169307876019
2.75,0.0,542.6491961,0.0,0.11365443561685681,-0.12821727479835232,0.1713388464187338,-0.7661441614206097
