m_fm,g_fixed_fm,m_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,2.654724517529074,434.11935688000005,0.14925642243908904,0.08746519462840802,0.17299606906141277,-0.7619637651043428
2.21,2.654724517529074,436.092626684,0.14835793480890852,0.08830679535624295,0.1726504182643463,-0.7628323651878108
2.22,2.654724517529074,438.065896488,0.1474439423769917,0.08916327173975372,0.1723072986585502,-0.7636963261503488
2.23,2.654724517529074,440.039166292,0.14651387373145516,0.09003528687356234,0.1719670552117511,-0.7645547455934243
2.24,2.654724517529074,442.01243609600004,0.14556711657878152,0.09092355508793212,0.17163006234016462,-0.7654066397684446
2.25,2.654724517529074,443.98570589999997,0.14460301330347783,0.09182884775182146,0.17129672716042474,-0.7662509346979233
2.26,2.654724517529074,445.95897570399995,0.14362085586578263,0.09275199995789135,0.17096749321379368,-0.7670864560400159
2.27,2.654724517529074,447.932245508,0.14261987991138117,0.0936939182600178,0.17064284475140376,-0.7679119174652209
2.28,2.654724517529074,449.905515312,0.1415992579374551,0.09465558967431464,0.17032331168994502,-0.7687259072608654
2.29,2.654724517529074,451.878785116,0.14055809132138522,0.09563809220666125,0.1700094753737,-0.7695268728109413
2.3,2.654724517529074,453.85205491999994,0.13949540096924073,0.0966426072371001,0.1697019753130577,-0.7703131025110324
2.31,2.654724517529074,455.825324724,0.138410116276934,0.09767043417962343,0.169401517114312,-0.7710827045636132
2.32,2.654724517529074,457.79859452799997,0.13730106201213585,0.09872300795237457,0.16910888187444498,-0.7718335819483167
2.33,2.654724517529074,459.771864332,0.13616694261192616,0.09980191994897304,0.16882493739309018,-0.7725634026611814
2.34,2.654724517529074,461.745134136,0.13500632323845263,0.1009089434121683,0.16855065165974809,-0.7732695640466843
2.35,2.654724517529074,463.71840394000003,0.13381760672605397,0.10204606439932634,0.16828710921897821,-0.7739491496776405
2.36,2.654724517529074,465.69167374399996,0.13259900526374152,0.10321551992966807,0.16803553121672052,-0.7745988767277467
2.37,2.654724517529074,467.664943548,0.13134850524918726,0.10441984546790498,0.16779730021289654,-0.7752150310643735
2.38,2.654724517529074,469.638213352,0.13006382316648946,0.10566193470887693,0.16757399124896086,-0.7757933862641094
2.39,2.654724517529074,471.611483156,0.12874234948817437,0.10694511581129995,0.1673674112473142,-0.776329101260787
2.4,2.654724517529074,473.58475295999995,0.12738107633334067,0.10827324999405831,0.16717964969492013,-0.7768165891164599
2.41,2.654724517529074,475.55802276400004,0.1259765026806238,0.109650861103044,0.1670131448966825,-0.7772493460294676
2.42,2.654724517529074,477.53129256799997,0.12452450791121758,0.11108330897739355,0.1668707721678604,-0.7776197244220069
2.43,2.654724517529074,479.504562372,0.12302017958790165,0.11257702625255281,0.1667559636885816,-0.7779186254730073
2.44,2.654724517529074,481.477832176,0.12145757326644079,0.11413984959516582,0.1666728753258307,-0.7781350723664834
2.45,2.654724517529074,483.45110198000003,0.11982936809576948,0.11578149605952215,0.1666266253874589,-0.7782556011588109
