g_fm,m_fixed_fm,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
0.0,2.877647441631904,0.0,0.10794486793096164,-0.1456136360260834,0.18126065626431304,-0.7416964519528416
0.01,2.877647441631904,1.973269804,0.10743910596900151,-0.1451813823582091,0.18061227885960257,-0.7432527276676042
0.02,2.877647441631904,3.946539608,0.10693409380087297,-0.14474824934496705,0.17996376331208083,-0.7448149336628302
0.03,2.877647441631904,5.919809411999999,0.10642983142558374,-0.1443142369878963,0.1793151081606814,-0.7463831174964144
0.04,2.877647441631904,7.893079216,0.10592631884214457,-0.14387934528854904,0.17866631194522706,-0.7479573272678445
0.05,2.877647441631904,9.866349020000001,0.10542355604956935,-0.14344357424849014,0.17801737320643396,-0.7495376116264864
0.06,2.877647441631904,11.839618823999999,0.10492154304687566,-0.1430069238692975,0.17736829048591643,-0.7511240197800276
0.07,2.877647441631904,13.812888628000001,0.1044202798330845,-0.14256939415256226,0.17671906232619142,-0.7527166015030841
0.08,2.877647441631904,15.786158432,0.10391976640722031,-0.1421309850998885,0.1760696872706826,-0.7543154071459741
0.09,2.877647441631904,17.759428235999998,0.10342000276831165,-0.1416916967128936,0.17542016386372525,-0.7559204876436625
0.1,2.877647441631904,19.732698040000002,0.10292098891539045,-0.1412515289932082,0.17477049065057024,-0.7575318945248809
0.11,2.877647441631904,21.705967844,0.10242272484749332,-0.1408104819424762,0.174120666177389,-0.7591496799214246
0.12,2.877647441631904,23.679237647999997,0.10192521056366043,-0.14036855556235486,0.17347068899127718,-0.7607738965776353
0.13,2.877647441631904,25.652507452000002,0.1014284460629365,-0.13992574985451506,0.17282055764025975,-0.7624045978600691
0.14,2.877647441631904,27.625777256000003,0.10093243134437066,-0.13948206482064102,0.17217027067329482,-0.7640418377673577
0.15,2.877647441631904,29.599047059999997,0.10043716640701647,-0.13903750046243052,0.1715198266402782,-0.765685670940266
0.16,2.877647441631904,31.572316864,0.09994265124993205,-0.13859205678159522,0.17086922409204783,-0.76733615267195
0.17,2.877647441631904,33.545586668,0.09944888587218076,-0.13814573377986009,0.17021846158038795,-0.768993338918422
0.18,2.877647441631904,35.518856471999996,0.09895587027283033,-0.1376985314589642,0.16956753765803342,-0.7706572863092265
0.19,2.877647441631904,37.492126276,0.09846360445095398,-0.13725044982066026,0.16891645087867405,-0.7723280521583319
0.2,2.877647441631904,39.465396080000005,0.0979720884056299,-0.13680148886671473,0.16826519979695873,-0.7740056944752443
0.21,2.877647441631904,41.438665883999995,0.09748132213594193,-0.13635164859890822,0.16761378296850005,-0.7756902719763474
0.22,2.877647441631904,43.411935688,0.09699130564097909,-0.13590092901903517,0.16696219894987804,-0.7773818440964764
0.23,2.877647441631904,45.385205492000004,0.09650203891983611,-0.13544933012890412,0.1663104462986448,-0.779080471000728
0.24,2.877647441631904,47.358475295999995,0.09601352197161382,-0.13499685193033764,0.16565852357332864,-0.7807862135965165
0.25,2.877647441631904,49.3317451,0.09552575479541868,-0.13454349442517247,0.165006429333438,-0.782499133545879
0.26,2.877647441631904,51.305014904000004,0.09503873739036323,-0.13408925761525936,0.1643541621394658,-0.7842192932780382
0.27,2.877647441631904,53.278284708,0.09455246975556653,-0.13363414150246367,0.16370172055289403,-0.7859467560022253
0.28,2.877647441631904,55.251554512000006,0.09406695189015385,-0.13317814608866457,0.163049103136197,-0.7876815857207774
0.29,2.877647441631904,57.224824315999996,0.09358218379325703,-0.1327212713757559,0.16239630845284625,-0.7894238472425059
0.3,2.877647441631904,59.19809411999999,0.09309816546401473,-0.13226351736564576,0.16174333506731442,-0.7911736061963519
0.31,2.877647441631904,61.171363924,0.09261489690157229,-0.13180488406025662,0.16109018154507912,-0.7929309290453312
0.32,2.877647441631904,63.144633728,0.09213237810508226,-0.13134537146152553,0.16043684645262749,-0.7946958831007769
0.33,2.877647441631904,65.117903532,0.09165060907370437,-0.1308849795714039,0.15978332835745976,-0.7964685365368882
0.34,2.877647441631904,67.091173336,0.09116958980660572,-0.13042370839185777,0.15912962582809367,-0.7982489584055933
0.35,2.877647441631904,69.06444314,0.09068932030296088,-0.1299615579248677,0.15847573743406834,-0.8000372186517335
0.36,2.877647441631904,71.03771294399999,0.09020980056195213,-0.12949852817242888,0.15782166174594833,-0.8018333881285775
0.37,2.877647441631904,73.010982748,0.08973103058276957,-0.1290346191365513,0.15716739733532772,-0.8036375386136749
0.38,2.877647441631904,74.984252552,0.08925301036461158,-0.12856983081925938,0.15651294277483394,-0.8054497428250578
0.39,2.877647441631904,76.957522356,0.08877573990668444,-0.1281041632225925,0.15585829663813186,-0.8072700744377984
0.4,2.877647441631904,78.93079216000001,0.08829921920820308,-0.12763761634860465,0.15520345749992778,-0.8090986081009344
0.41,2.877647441631904,80.904061964,0.08782344826839084,-0.12717019019936465,0.15454842393597323,-0.810935419454769
0.42,2.877647441631904,82.87733176799999,0.08734842708647977,-0.12670188477695624,0.15389319452306904,-0.8127805851485592
0.43,2.877647441631904,84.850601572,0.08687415566171094,-0.12623270008347776,0.15323776783906906,-0.8146341828585993
0.44,2.877647441631904,86.823871376,0.08640063399333459,-0.12576263612104266,0.1525821424628844,-0.816496291306712
0.45,2.877647441631904,88.79714118,0.08592786208061007,-0.12529169289177916,0.15192631697448686,-0.8183669902791588
0.46,2.877647441631904,90.77041098400001,0.08545583992280628,-0.12481987039783046,0.1512702899549131,-0.8202463606459799
0.47,2.877647441631904,92.74368078799999,0.08498456751920189,-0.12434716864135456,0.1506140599862684,-0.8221344843807756
0.48,2.877647441631904,94.71695059199999,0.08451404486908515,-0.12387358762452455,0.14995762565173035,-0.824031444580942
0.49,2.877647441631904,96.690220396,0.0840442719717546,-0.12339912734952854,0.14930098553555304,-0.8259373254883722
0.5,2.877647441631904,98.6634902,0.08357524882651893,-0.12292378781856939,0.14864413822307027,-0.8278522125106385
0.51,2.877647441631904,100.636760004,0.08310697543269727,-0.12244756903386521,0.14798708230069993,-0.8297761922426656
0.52,2.877647441631904,102.61002980800001,0.08263945178961926,-0.12197047099764896,0.14732981635594722,-0.831709352488912
0.53,2.877647441631904,104.583299612,0.08217267789662544,-0.12149249371216869,0.14667233897740878,-0.8336517822860705
0.54,2.877647441631904,106.556569416,0.08170665375306742,-0.12101363717968744,0.14601464875477624,-0.835603571926306
