iter,m_fm,g_fm,residual_norm
0,2.66493910756595,1.52509833281311,0.059982359177087635
1,2.6649391075659503,1.5250983328131102,0.10349392483087397
2,2.6649391075659503,1.5250983328131102,0.10349392483087397
3,2.6649391075659503,1.5250983328131102,0.10349392483087397
4,2.6649391075659503,1.5250983328131102,0.09888118374320612
5,2.6815291756426483,1.9336658960764563,0.045795949141117454
6,2.6815291756426483,1.9336658960764561,0.10737132880806946
7,2.748465784519676,2.3098295496920573,0.02701469317743747
8,2.8838134784637757,2.6637659137262077,0.0011130782915868517
9,2.877658368638371,2.654721246042148,1.6819072335277907e-6
10,2.8776474416351125,2.6547245174205805,7.646612509848438e-12
