xi,T_MeV,candidate_state,reference_state,classification_regression
-0.45,151,confirmed_monotone,confirmed_monotone,false
-0.45,156,confirmed_monotone,confirmed_monotone,false
-0.45,161,ambiguous_near_critical,ambiguous_near_critical,false
-0.45,166,confirmed_monotone,confirmed_monotone,false
-0.45,171,confirmed_monotone,confirmed_monotone,false
-0.45,176,confirmed_monotone,confirmed_monotone,false
-0.45,181,ambiguous_near_critical,ambiguous_near_critical,false
-0.45,186,confirmed_monotone,confirmed_monotone,false
-0.45,191,confirmed_monotone,confirmed_monotone,false
-0.45,196,confirmed_monotone,confirmed_monotone,false
-0.45,201,ambiguous_near_critical,ambiguous_near_critical,false
-0.45,206,confirmed_monotone,confirmed_monotone,false
-0.45,211,confirmed_monotone,confirmed_monotone,false
-0.45,216,confirmed_monotone,confirmed_monotone,false
-0.45,221,ambiguous_near_critical,ambiguous_near_critical,false
-0.45,226,confirmed_monotone,confirmed_monotone,false
-0.45,231,confirmed_monotone,confirmed_monotone,false
-0.45,236,confirmed_monotone,confirmed_monotone,false
-0.45,240,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,1,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,6,confirmed_monotone,confirmed_monotone,false
-0.4,11,confirmed_first_order,confirmed_first_order,false
-0.4,16,confirmed_monotone,confirmed_monotone,false
-0.4,21,confirmed_first_order,confirmed_first_order,false
-0.4,26,confirmed_monotone,confirmed_monotone,false
-0.4,31,confirmed_first_order,confirmed_first_order,false
-0.4,36,confirmed_monotone,confirmed_monotone,false
-0.4,41,confirmed_first_order,confirmed_first_order,false
-0.4,46,confirmed_monotone,confirmed_monotone,false
-0.4,51,confirmed_first_order,confirmed_first_order,false
-0.4,56,confirmed_monotone,confirmed_monotone,false
-0.4,61,confirmed_first_order,confirmed_first_order,false
-0.4,66,confirmed_monotone,confirmed_monotone,false
-0.4,71,confirmed_first_order,confirmed_first_order,false
-0.4,76,confirmed_monotone,confirmed_monotone,false
-0.4,81,confirmed_first_order,confirmed_first_order,false
-0.4,86,confirmed_monotone,confirmed_monotone,false
-0.4,91,confirmed_first_order,confirmed_first_order,false
-0.4,96,confirmed_monotone,confirmed_monotone,false
-0.4,101,confirmed_first_order,confirmed_first_order,false
-0.4,106,confirmed_first_order,confirmed_monotone,false
-0.4,111,confirmed_first_order,confirmed_first_order,false
-0.4,116,confirmed_first_order,confirmed_monotone,false
-0.4,121,confirmed_first_order,confirmed_first_order,false
-0.4,126,confirmed_first_order,confirmed_monotone,false
-0.4,131,confirmed_first_order,confirmed_first_order,false
-0.4,136,confirmed_first_order,confirmed_monotone,false
-0.4,141,confirmed_first_order,confirmed_first_order,false
-0.4,146,confirmed_monotone,confirmed_monotone,false
-0.4,151,confirmed_monotone,confirmed_monotone,false
-0.4,156,confirmed_monotone,confirmed_monotone,false
-0.4,161,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,166,confirmed_monotone,confirmed_monotone,false
-0.4,171,confirmed_monotone,confirmed_monotone,false
-0.4,176,confirmed_monotone,confirmed_monotone,false
-0.4,181,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,186,confirmed_monotone,confirmed_monotone,false
-0.4,191,confirmed_monotone,confirmed_monotone,false
-0.4,196,confirmed_monotone,confirmed_monotone,false
-0.4,201,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,206,confirmed_monotone,confirmed_monotone,false
-0.4,211,confirmed_monotone,confirmed_monotone,false
-0.4,216,confirmed_monotone,confirmed_monotone,false
-0.4,221,ambiguous_near_critical,ambiguous_near_critical,false
-0.4,226,confirmed_monotone,confirmed_monotone,false
-0.4,231,confirmed_monotone,confirmed_monotone,false
-0.4,236,confirmed_monotone,confirmed_monotone,false
-0.4,240,ambiguous_near_critical,ambiguous_near_critical,false
-0.35,1,ambiguous_near_critical,ambiguous_near_critical,false
-0.35,6,confirmed_monotone,confirmed_monotone,false
