T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,candidate_index,seed_index,seed_label,converged,physical,method,iterations,n_max,residual_norm,omega_fm4,state_l2_delta_external,omega_delta_from_julia_external,phi_u,phi_d,phi_s,Phi1,Phi2
240.0,0.0,0.2,5.136221729911374,1,3,project_thermal,true,true,trust_region,15,79,7.222433843051513e-14,-26.613327494040234,1.0249615317175108e-11,7.105427357601002e-15,-0.08664994044270051,-0.07771072165722648,-1.210955888484628,0.7446455890084122,0.7446455890084122
240.0,0.0,0.4,10.272443459822748,1,1,external_committed,true,true,trust_region,0,79,3.0523300973514467e-12,-26.3954327805045,0.0,0.0,-0.09765938336473869,-0.07004524796273039,-1.1273140861315936,0.7520519901779774,0.7520519901779774
240.0,0.0,0.8,20.544886919645496,1,2,external_chiral_shift,true,true,trust_region,17,79,4.310003331861341e-13,-24.12296420244192,1.4627173364900544e-11,4.263256414560601e-14,-0.114543491977188,-0.06021482177864445,-1.0169062720971571,0.7712158492836434,0.7712158492836434
240.0,0.0,0.8,20.544886919645496,2,3,project_thermal,true,true,newton,36,79,3.592577794318167e-13,-23.523300958912575,3.784471740524913,0.5996632435293883,-2.5280571494940887,-2.1381503967320237,1.0274399303474653,0.7689212228779054,0.7689212228779054
