T_MeV,xi,sample_index,rho,mu_MeV,has_s_shape,mu_spinodal_low,mu_spinodal_high
131.4,0.4,195,1.88,313.877635,false,,
131.4,0.4,196,1.9,313.990084,false,,
131.4,0.4,197,1.92,314.102532,false,,
131.4,0.4,198,1.94,314.215212,false,,
131.4,0.4,199,1.96,314.328359,false,,
131.4,0.4,200,1.98,314.442208,false,,
131.4,0.4,201,2.0,314.557,false,,
131.4,0.4,202,2.02,314.672975,false,,
131.4,0.4,203,2.04,314.790376,false,,
131.4,0.4,204,2.06,314.909451,false,,
131.4,0.4,205,2.08,315.030448,false,,
131.4,0.4,206,2.1,315.153621,false,,
131.4,0.4,207,2.12,315.279223,false,,
131.4,0.4,208,2.14,315.407515,false,,
131.4,0.4,209,2.16,315.538759,false,,
131.4,0.4,210,2.18,315.67322,false,,
131.4,0.4,211,2.2,315.811167,false,,
131.4,0.4,212,2.22,315.952873,false,,
131.4,0.4,213,2.24,316.098613,false,,
131.4,0.4,214,2.26,316.248666,false,,
131.4,0.4,215,2.28,316.403313,false,,
131.4,0.4,216,2.3,316.562839,false,,
131.4,0.4,217,2.32,316.727531,false,,
131.4,0.4,218,2.34,316.897676,false,,
131.4,0.4,219,2.36,317.073566,false,,
131.4,0.4,220,2.38,317.255491,false,,
131.4,0.4,221,2.4,317.443743,false,,
131.4,0.4,222,2.42,317.638613,false,,
131.4,0.4,223,2.44,317.840391,false,,
131.4,0.4,224,2.46,318.049364,false,,
131.4,0.4,225,2.48,318.265817,false,,
131.4,0.4,226,2.5,318.49003,false,,
131.4,0.4,227,2.52,318.722277,false,,
131.4,0.4,228,2.54,318.962826,false,,
131.4,0.4,229,2.56,319.211936,false,,
131.4,0.4,230,2.58,319.469857,false,,
131.4,0.4,231,2.6,319.736825,false,,
131.4,0.4,232,2.62,320.013065,false,,
131.4,0.4,233,2.64,320.298787,false,,
131.4,0.4,234,2.66,320.594184,false,,
131.4,0.4,235,2.68,320.899431,false,,
131.4,0.4,236,2.7,321.214681,false,,
131.4,0.4,237,2.72,321.540069,false,,
131.4,0.4,238,2.74,321.875703,false,,
131.4,0.4,239,2.76,322.221669,false,,
131.4,0.4,240,2.78,322.578028,false,,
131.4,0.4,241,2.8,322.944811,false,,
131.4,0.4,242,2.82,323.322024,false,,
131.4,0.4,243,2.84,323.709644,false,,
131.4,0.4,244,2.86,324.107619,false,,
131.4,0.4,245,2.88,324.515871,false,,
131.4,0.4,246,2.9,324.934292,false,,
131.4,0.4,247,2.92,325.362746,false,,
131.4,0.4,248,2.94,325.801071,false,,
131.4,0.4,249,2.96,326.249081,false,,
131.4,0.4,250,2.98,326.706565,false,,
131.4,0.4,251,3.0,327.173289,false,,
131.6,0.4,1,0.0,0.0,false,,
131.6,0.4,2,0.0025,70.797982,false,,
131.6,0.4,3,0.005,99.822565,false,,
131.6,0.4,4,0.0075,117.278413,false,,
131.6,0.4,5,0.01,129.732248,false,,
131.6,0.4,6,0.0125,139.403354,false,,
131.6,0.4,7,0.015,147.302904,false,,
131.6,0.4,8,0.0175,153.975792,false,,
131.6,0.4,9,0.02,159.749059,false,,
131.6,0.4,10,0.0225,164.834353,false,,
131.6,0.4,11,0.025,169.376503,false,,
131.6,0.4,12,0.0275,173.478963,false,,
131.6,0.4,13,0.03,177.218202,false,,
131.6,0.4,14,0.0325,180.652339,false,,
131.6,0.4,15,0.035,183.826577,false,,
131.6,0.4,16,0.0375,186.77677,false,,
131.6,0.4,17,0.04,189.53183,false,,
131.6,0.4,18,0.0425,192.115413,false,,
131.6,0.4,19,0.045,194.547123,false,,
131.6,0.4,20,0.0475,196.84338,false,,
131.6,0.4,21,0.05,199.018082,false,,
131.6,0.4,22,0.0525,201.083092,false,,
131.6,0.4,23,0.055,203.048616,false,,
131.6,0.4,24,0.0575,204.923502,false,,
131.6,0.4,25,0.06,206.715467,false,,
131.6,0.4,26,0.0625,208.431283,false,,
131.6,0.4,27,0.065,210.076925,false,,
131.6,0.4,28,0.0675,211.657694,false,,
131.6,0.4,29,0.07,213.178309,false,,
131.6,0.4,30,0.0725,214.642994,false,,
131.6,0.4,31,0.075,216.055545,false,,
131.6,0.4,32,0.0775,217.419383,false,,
131.6,0.4,33,0.08,218.737602,false,,
131.6,0.4,34,0.0825,220.013014,false,,
131.6,0.4,35,0.085,221.248175,false,,
131.6,0.4,36,0.0875,222.445421,false,,
131.6,0.4,37,0.09,223.606892,false,,
131.6,0.4,38,0.0925,224.734548,false,,
131.6,0.4,39,0.095,225.830196,false,,
131.6,0.4,40,0.0975,226.895501,false,,
131.6,0.4,41,0.1,227.932001,false,,
131.6,0.4,42,0.1025,228.94112,false,,
131.6,0.4,43,0.105,229.924181,false,,
131.6,0.4,44,0.1075,230.88241,false,,
131.6,0.4,45,0.11,231.816951,false,,
131.6,0.4,46,0.1125,232.728872,false,,
131.6,0.4,47,0.115,233.619167,false,,
131.6,0.4,48,0.1175,234.48877,false,,
131.6,0.4,49,0.12,235.338552,false,,
131.6,0.4,50,0.1225,236.169333,false,,
131.6,0.4,51,0.125,236.981881,false,,
131.6,0.4,52,0.1275,237.776922,false,,
131.6,0.4,53,0.13,238.555135,false,,
131.6,0.4,54,0.1325,239.317165,false,,
131.6,0.4,55,0.135,240.063616,false,,
131.6,0.4,56,0.1375,240.795062,false,,
131.6,0.4,57,0.14,241.512046,false,,
131.6,0.4,58,0.1425,242.21508,false,,
131.6,0.4,59,0.145,242.904651,false,,
131.6,0.4,60,0.1475,243.581222,false,,
131.6,0.4,61,0.15,244.245229,false,,
131.6,0.4,62,0.155,245.537202,false,,
131.6,0.4,63,0.16,246.783665,false,,
131.6,0.4,64,0.165,247.987431,false,,
131.6,0.4,65,0.17,249.151057,false,,
131.6,0.4,66,0.175,250.27688,false,,
131.6,0.4,67,0.18,251.367039,false,,
131.6,0.4,68,0.185,252.423496,false,,
131.6,0.4,69,0.19,253.448058,false,,
131.6,0.4,70,0.195,254.44239,false,,
131.6,0.4,71,0.2,255.40803,false,,
131.6,0.4,72,0.205,256.346402,false,,
131.6,0.4,73,0.21,257.258829,false,,
131.6,0.4,74,0.215,258.146539,false,,
131.6,0.4,75,0.22,259.010674,false,,
131.6,0.4,76,0.225,259.852303,false,,
131.6,0.4,77,0.23,260.67242,false,,
131.6,0.4,78,0.235,261.471957,false,,
131.6,0.4,79,0.24,262.251788,false,,
131.6,0.4,80,0.245,263.012731,false,,
131.6,0.4,81,0.25,263.755555,false,,
131.6,0.4,82,0.255,264.480985,false,,
131.6,0.4,83,0.26,265.189701,false,,
131.6,0.4,84,0.265,265.882346,false,,
131.6,0.4,85,0.27,266.559526,false,,
131.6,0.4,86,0.275,267.221814,false,,
131.6,0.4,87,0.28,267.869753,false,,
131.6,0.4,88,0.285,268.503855,false,,
131.6,0.4,89,0.29,269.124607,false,,
131.6,0.4,90,0.295,269.73247,false,,
131.6,0.4,91,0.3,270.327883,false,,
131.6,0.4,92,0.31,271.483002,false,,
131.6,0.4,93,0.32,272.593061,false,,
131.6,0.4,94,0.33,273.660867,false,,
131.6,0.4,95,0.34,274.68898,false,,
131.6,0.4,96,0.35,275.679733,false,,
131.6,0.4,97,0.36,276.635264,false,,
131.6,0.4,98,0.37,277.557535,false,,
131.6,0.4,99,0.38,278.44835,false,,
131.6,0.4,100,0.39,279.309374,false,,
131.6,0.4,101,0.4,280.142142,false,,
131.6,0.4,102,0.41,280.948079,false,,
131.6,0.4,103,0.42,281.728505,false,,
131.6,0.4,104,0.43,282.484646,false,,
131.6,0.4,105,0.44,283.217645,false,,
131.6,0.4,106,0.45,283.928567,false,,
131.6,0.4,107,0.46,284.618406,false,,
131.6,0.4,108,0.47,285.288094,false,,
131.6,0.4,109,0.48,285.938501,false,,
131.6,0.4,110,0.49,286.570445,false,,
131.6,0.4,111,0.5,287.184695,false,,
131.6,0.4,112,0.51,287.781972,false,,
131.6,0.4,113,0.52,288.362957,false,,
131.6,0.4,114,0.53,288.928291,false,,
131.6,0.4,115,0.54,289.47858,false,,
131.6,0.4,116,0.55,290.014395,false,,
131.6,0.4,117,0.56,290.536276,false,,
131.6,0.4,118,0.57,291.044737,false,,
131.6,0.4,119,0.58,291.540263,false,,
131.6,0.4,120,0.59,292.023313,false,,
131.6,0.4,121,0.6,292.494326,false,,
131.6,0.4,122,0.61,292.953716,false,,
131.6,0.4,123,0.62,293.40188,false,,
131.6,0.4,124,0.63,293.839193,false,,
131.6,0.4,125,0.64,294.266013,false,,
131.6,0.4,126,0.65,294.682683,false,,
131.6,0.4,127,0.66,295.089529,false,,
131.6,0.4,128,0.67,295.486862,false,,
131.6,0.4,129,0.68,295.874979,false,,
131.6,0.4,130,0.69,296.254165,false,,
131.6,0.4,131,0.7,296.624693,false,,
131.6,0.4,132,0.71,296.986823,false,,
131.6,0.4,133,0.72,297.340804,false,,
131.6,0.4,134,0.73,297.686877,false,,
131.6,0.4,135,0.74,298.025271,false,,
131.6,0.4,136,0.75,298.356207,false,,
131.6,0.4,137,0.76,298.679896,false,,
131.6,0.4,138,0.77,298.996542,false,,
131.6,0.4,139,0.78,299.30634,false,,
131.6,0.4,140,0.79,299.609479,false,,
131.6,0.4,141,0.8,299.90614,false,,
131.6,0.4,142,0.82,300.480719,false,,
131.6,0.4,143,0.84,301.031398,false,,
131.6,0.4,144,0.86,301.559407,false,,
131.6,0.4,145,0.88,302.06589,false,,
131.6,0.4,146,0.9,302.551917,false,,
131.6,0.4,147,0.92,303.018488,false,,
131.6,0.4,148,0.94,303.466539,false,,
131.6,0.4,149,0.96,303.89695,false,,
131.6,0.4,150,0.98,304.310546,false,,
131.6,0.4,151,1.0,304.708106,false,,
131.6,0.4,152,1.02,305.090363,false,,
131.6,0.4,153,1.04,305.45801,false,,
131.6,0.4,154,1.06,305.811702,false,,
131.6,0.4,155,1.08,306.152059,false,,
131.6,0.4,156,1.1,306.479669,false,,
131.6,0.4,157,1.12,306.795092,false,,
131.6,0.4,158,1.14,307.098859,false,,
131.6,0.4,159,1.16,307.391476,false,,
131.6,0.4,160,1.18,307.673427,false,,
131.6,0.4,161,1.2,307.945172,false,,
131.6,0.4,162,1.22,308.207154,false,,
131.6,0.4,163,1.24,308.459795,false,,
131.6,0.4,164,1.26,308.703499,false,,
131.6,0.4,165,1.28,308.938658,false,,
131.6,0.4,166,1.3,309.165644,false,,
131.6,0.4,167,1.32,309.38482,false,,
131.6,0.4,168,1.34,309.596533,false,,
131.6,0.4,169,1.36,309.801119,false,,
131.6,0.4,170,1.38,309.998904,false,,
131.6,0.4,171,1.4,310.190201,false,,
131.6,0.4,172,1.42,310.375318,false,,
131.6,0.4,173,1.44,310.554551,false,,
131.6,0.4,174,1.46,310.728189,false,,
131.6,0.4,175,1.48,310.896512,false,,
131.6,0.4,176,1.5,311.059796,false,,
131.6,0.4,177,1.52,311.21831,false,,
131.6,0.4,178,1.54,311.372315,false,,
131.6,0.4,179,1.56,311.52207,false,,
131.6,0.4,180,1.58,311.667826,false,,
131.6,0.4,181,1.6,311.809833,false,,
131.6,0.4,182,1.62,311.948335,false,,
131.6,0.4,183,1.64,312.083574,false,,
131.6,0.4,184,1.66,312.215788,false,,
131.6,0.4,185,1.68,312.345212,false,,
131.6,0.4,186,1.7,312.472079,false,,
131.6,0.4,187,1.72,312.596623,false,,
131.6,0.4,188,1.74,312.719072,false,,
131.6,0.4,189,1.76,312.839656,false,,
131.6,0.4,190,1.78,312.958602,false,,
131.6,0.4,191,1.8,313.076139,false,,
131.6,0.4,192,1.82,313.192492,false,,
131.6,0.4,193,1.84,313.307891,false,,
131.6,0.4,194,1.86,313.422562,false,,
131.6,0.4,195,1.88,313.536734,false,,
131.6,0.4,196,1.9,313.650636,false,,
131.6,0.4,197,1.92,313.764499,false,,
131.6,0.4,198,1.94,313.878555,false,,
131.6,0.4,199,1.96,313.993036,false,,
131.6,0.4,200,1.98,314.108179,false,,
131.6,0.4,201,2.0,314.224221,false,,
131.6,0.4,202,2.02,314.341402,false,,
131.6,0.4,203,2.04,314.459964,false,,
131.6,0.4,204,2.06,314.580154,false,,
131.6,0.4,205,2.08,314.702218,false,,
131.6,0.4,206,2.1,314.826408,false,,
131.6,0.4,207,2.12,314.952979,false,,
131.6,0.4,208,2.14,315.082187,false,,
131.6,0.4,209,2.16,315.214294,false,,
131.6,0.4,210,2.18,315.349563,false,,
131.6,0.4,211,2.2,315.488264,false,,
131.6,0.4,212,2.22,315.630665,false,,
131.6,0.4,213,2.24,315.777043,false,,
131.6,0.4,214,2.26,315.927673,false,,
131.6,0.4,215,2.28,316.082836,false,,
131.6,0.4,216,2.3,316.242815,false,,
131.6,0.4,217,2.32,316.407896,false,,
131.6,0.4,218,2.34,316.578365,false,,
131.6,0.4,219,2.36,316.754513,false,,
131.6,0.4,220,2.38,316.936628,false,,
131.6,0.4,221,2.4,317.125002,false,,
131.6,0.4,222,2.42,317.319924,false,,
131.6,0.4,223,2.44,317.521683,false,,
131.6,0.4,224,2.46,317.730567,false,,
131.6,0.4,225,2.48,317.94686,false,,
131.6,0.4,226,2.5,318.170841,false,,
131.6,0.4,227,2.52,318.402785,false,,
131.6,0.4,228,2.54,318.642959,false,,
131.6,0.4,229,2.56,318.891623,false,,
131.6,0.4,230,2.58,319.149027,false,,
131.6,0.4,231,2.6,319.41541,false,,
131.6,0.4,232,2.62,319.690997,false,,
131.6,0.4,233,2.64,319.976,false,,
131.6,0.4,234,2.66,320.270613,false,,
131.6,0.4,235,2.68,320.575014,false,,
131.6,0.4,236,2.7,320.88936,false,,
131.6,0.4,237,2.72,321.213788,false,,
131.6,0.4,238,2.74,321.548409,false,,
131.6,0.4,239,2.76,321.893314,false,,
131.6,0.4,240,2.78,322.248566,false,,
131.6,0.4,241,2.8,322.614202,false,,
131.6,0.4,242,2.82,322.990231,false,,
131.6,0.4,243,2.84,323.376637,false,,
131.6,0.4,244,2.86,323.773372,false,,
131.6,0.4,245,2.88,324.180362,false,,
131.6,0.4,246,2.9,324.597504,false,,
131.6,0.4,247,2.92,325.024669,false,,
131.6,0.4,248,2.94,325.461699,false,,
131.6,0.4,249,2.96,325.908413,false,,
131.6,0.4,250,2.98,326.364603,false,,
131.6,0.4,251,3.0,326.830043,false,,
131.8,0.4,1,0.0,0.0,false,,
131.8,0.4,2,0.0025,69.997962,false,,
131.8,0.4,3,0.005,99.011374,false,,
131.8,0.4,4,0.0075,116.482481,false,,
131.8,0.4,5,0.01,128.951303,false,,
131.8,0.4,6,0.0125,138.635351,false,,
131.8,0.4,7,0.015,146.546021,false,,
131.8,0.4,8,0.0175,153.228577,false,,
131.8,0.4,9,0.02,159.010365,false,,
131.8,0.4,10,0.0225,164.103266,false,,
131.8,0.4,11,0.025,168.652276,false,,
131.8,0.4,12,0.0275,172.760981,false,,
131.8,0.4,13,0.03,176.505949,false,,
131.8,0.4,14,0.0325,179.945377,false,,
131.8,0.4,15,0.035,183.12453,false,,
131.8,0.4,16,0.0375,186.079311,false,,
131.8,0.4,17,0.04,188.838673,false,,
131.8,0.4,18,0.0425,191.426307,false,,
131.8,0.4,19,0.045,193.861841,false,,
131.8,0.4,20,0.0475,196.161724,false,,
131.8,0.4,21,0.05,198.339871,false,,
131.8,0.4,22,0.0525,200.408162,false,,
131.8,0.4,23,0.055,202.37682,false,,
131.8,0.4,24,0.0575,204.254704,false,,
131.8,0.4,25,0.06,206.049544,false,,
131.8,0.4,26,0.0625,207.76812,false,,
131.8,0.4,27,0.065,209.416418,false,,
131.8,0.4,28,0.0675,210.999745,false,,
131.8,0.4,29,0.07,212.522829,false,,
131.8,0.4,30,0.0725,213.989899,false,,
131.8,0.4,31,0.075,215.404757,false,,
131.8,0.4,32,0.0775,216.770828,false,,
131.8,0.4,33,0.08,218.091213,false,,
131.8,0.4,34,0.0825,219.368725,false,,
131.8,0.4,35,0.085,220.605927,false,,
131.8,0.4,36,0.0875,221.805158,false,,
131.8,0.4,37,0.09,222.968558,false,,
131.8,0.4,38,0.0925,224.098094,false,,
131.8,0.4,39,0.095,225.195574,false,,
131.8,0.4,40,0.0975,226.262665,false,,
131.8,0.4,41,0.1,227.300907,false,,
131.8,0.4,42,0.1025,228.311728,false,,
131.8,0.4,43,0.105,229.296451,false,,
131.8,0.4,44,0.1075,230.256306,false,,
131.8,0.4,45,0.11,231.192437,false,,
131.8,0.4,46,0.1125,232.105914,false,,
131.8,0.4,47,0.115,232.997733,false,,
131.8,0.4,48,0.1175,233.868828,false,,
131.8,0.4,49,0.12,234.720073,false,,
131.8,0.4,50,0.1225,235.552289,false,,
131.8,0.4,51,0.125,236.366245,false,,
131.8,0.4,52,0.1275,237.162666,false,,
131.8,0.4,53,0.13,237.942236,false,,
131.8,0.4,54,0.1325,238.705597,false,,
131.8,0.4,55,0.135,239.453357,false,,
131.8,0.4,56,0.1375,240.18609,false,,
131.8,0.4,57,0.14,240.904338,false,,
131.8,0.4,58,0.1425,241.608617,false,,
131.8,0.4,59,0.145,242.299412,false,,
131.8,0.4,60,0.1475,242.977187,false,,
131.8,0.4,61,0.15,243.64238,false,,
131.8,0.4,62,0.155,244.936671,false,,
131.8,0.4,63,0.16,246.185385,false,,
131.8,0.4,64,0.165,247.391338,false,,
131.8,0.4,65,0.17,248.557092,false,,
131.8,0.4,66,0.175,249.684987,false,,
131.8,0.4,67,0.18,250.777165,false,,
131.8,0.4,68,0.185,251.835592,false,,
131.8,0.4,69,0.19,252.862076,false,,
131.8,0.4,70,0.195,253.858286,false,,
131.8,0.4,71,0.2,254.825761,false,,
131.8,0.4,72,0.205,255.765929,false,,
131.8,0.4,73,0.21,256.680114,false,,
131.8,0.4,74,0.215,257.569545,false,,
131.8,0.4,75,0.22,258.435368,false,,
131.8,0.4,76,0.225,259.278651,false,,
131.8,0.4,77,0.23,260.100391,false,,
131.8,0.4,78,0.235,260.901522,false,,
131.8,0.4,79,0.24,261.682917,false,,
131.8,0.4,80,0.245,262.445398,false,,
131.8,0.4,81,0.25,263.189734,false,,
131.8,0.4,82,0.255,263.91665,false,,
131.8,0.4,83,0.26,264.626828,false,,
131.8,0.4,84,0.265,265.320912,false,,
131.8,0.4,85,0.27,265.999509,false,,
131.8,0.4,86,0.275,266.663193,false,,
131.8,0.4,87,0.28,267.312507,false,,
131.8,0.4,88,0.285,267.947965,false,,
131.8,0.4,89,0.29,268.570053,false,,
131.8,0.4,90,0.295,269.179235,false,,
131.8,0.4,91,0.3,269.775949,false,,
131.8,0.4,92,0.31,270.933619,false,,
131.8,0.4,93,0.32,272.046166,false,,
131.8,0.4,94,0.33,273.116401,false,,
131.8,0.4,95,0.34,274.146887,false,,
131.8,0.4,96,0.35,275.139962,false,,
131.8,0.4,97,0.36,276.097767,false,,
131.8,0.4,98,0.37,277.022266,false,,
131.8,0.4,99,0.38,277.915266,false,,
131.8,0.4,100,0.39,278.778434,false,,
131.8,0.4,101,0.4,279.613309,false,,
131.8,0.4,102,0.41,280.421316,false,,
131.8,0.4,103,0.42,281.203778,false,,
131.8,0.4,104,0.43,281.961923,false,,
131.8,0.4,105,0.44,282.696895,false,,
131.8,0.4,106,0.45,283.409761,false,,
131.8,0.4,107,0.46,284.101516,false,,
131.8,0.4,108,0.47,284.773094,false,,
131.8,0.4,109,0.48,285.425366,false,,
131.8,0.4,110,0.49,286.059152,false,,
131.8,0.4,111,0.5,286.67522,false,,
131.8,0.4,112,0.51,287.274295,false,,
131.8,0.4,113,0.52,287.857056,false,,
131.8,0.4,114,0.53,288.424146,false,,
131.8,0.4,115,0.54,288.976172,false,,
131.8,0.4,116,0.55,289.513706,false,,
131.8,0.4,117,0.56,290.03729,false,,
131.8,0.4,118,0.57,290.547436,false,,
131.8,0.4,119,0.58,291.04463,false,,
131.8,0.4,120,0.59,291.529334,false,,
131.8,0.4,121,0.6,292.001986,false,,
131.8,0.4,122,0.61,292.463001,false,,
131.8,0.4,123,0.62,292.912775,false,,
131.8,0.4,124,0.63,293.351686,false,,
131.8,0.4,125,0.64,293.780091,false,,
131.8,0.4,126,0.65,294.198334,false,,
131.8,0.4,127,0.66,294.60674,false,,
131.8,0.4,128,0.67,295.005622,false,,
131.8,0.4,129,0.68,295.395277,false,,
131.8,0.4,130,0.69,295.775991,false,,
131.8,0.4,131,0.7,296.148036,false,,
131.8,0.4,132,0.71,296.511672,false,,
131.8,0.4,133,0.72,296.867151,false,,
131.8,0.4,134,0.73,297.214711,false,,
131.8,0.4,135,0.74,297.554584,false,,
131.8,0.4,136,0.75,297.886988,false,,
131.8,0.4,137,0.76,298.212138,false,,
131.8,0.4,138,0.77,298.530236,false,,
131.8,0.4,139,0.78,298.841478,false,,
131.8,0.4,140,0.79,299.146052,false,,
131.8,0.4,141,0.8,299.444141,false,,
131.8,0.4,142,0.82,300.021553,false,,
131.8,0.4,143,0.84,300.575036,false,,
131.8,0.4,144,0.86,301.105819,false,,
131.8,0.4,145,0.88,301.615051,false,,
131.8,0.4,146,0.9,302.1038,false,,
131.8,0.4,147,0.92,302.573067,false,,
131.8,0.4,148,0.94,303.02379,false,,
131.8,0.4,149,0.96,303.456849,false,,
131.8,0.4,150,0.98,303.873071,false,,
131.8,0.4,151,1.0,304.273233,false,,
131.8,0.4,152,1.02,304.658071,false,,
131.8,0.4,153,1.04,305.028276,false,,
131.8,0.4,154,1.06,305.384505,false,,
131.8,0.4,155,1.08,305.727378,false,,
131.8,0.4,156,1.1,306.057483,false,,
131.8,0.4,157,1.12,306.37538,false,,
131.8,0.4,158,1.14,306.6816,false,,
131.8,0.4,159,1.16,306.97665,false,,
131.8,0.4,160,1.18,307.261013,false,,
131.8,0.4,161,1.2,307.535151,false,,
131.8,0.4,162,1.22,307.799503,false,,
131.8,0.4,163,1.24,308.054495,false,,
131.8,0.4,164,1.26,308.300529,false,,
131.8,0.4,165,1.28,308.537997,false,,
131.8,0.4,166,1.3,308.767271,false,,
131.8,0.4,167,1.32,308.988714,false,,
131.8,0.4,168,1.34,309.202673,false,,
131.8,0.4,169,1.36,309.409483,false,,
131.8,0.4,170,1.38,309.60947,false,,
131.8,0.4,171,1.4,309.802948,false,,
131.8,0.4,172,1.42,309.990223,false,,
131.8,0.4,173,1.44,310.171591,false,,
131.8,0.4,174,1.46,310.34734,false,,
131.8,0.4,175,1.48,310.517752,false,,
131.8,0.4,176,1.5,310.683101,false,,
131.8,0.4,177,1.52,310.843655,false,,
131.8,0.4,178,1.54,310.999676,false,,
131.8,0.4,179,1.56,311.151422,false,,
131.8,0.4,180,1.58,311.299143,false,,
131.8,0.4,181,1.6,311.443089,false,,
131.8,0.4,182,1.62,311.583503,false,,
131.8,0.4,183,1.64,311.720627,false,,
131.8,0.4,184,1.66,311.854698,false,,
131.8,0.4,185,1.68,311.98595,false,,
131.8,0.4,186,1.7,312.114617,false,,
131.8,0.4,187,1.72,312.24093,false,,
131.8,0.4,188,1.74,312.365118,false,,
131.8,0.4,189,1.76,312.48741,false,,
131.8,0.4,190,1.78,312.608031,false,,
131.8,0.4,191,1.8,312.727211,false,,
131.8,0.4,192,1.82,312.845174,false,,
131.8,0.4,193,1.84,312.962147,false,,
131.8,0.4,194,1.86,313.078357,false,,
131.8,0.4,195,1.88,313.194032,false,,
131.8,0.4,196,1.9,313.3094,false,,
131.8,0.4,197,1.92,313.42469,false,,
131.8,0.4,198,1.94,313.540133,false,,
131.8,0.4,199,1.96,313.655962,false,,
131.8,0.4,200,1.98,313.772411,false,,
131.8,0.4,201,2.0,313.889717,false,,
131.8,0.4,202,2.02,314.008118,false,,
131.8,0.4,203,2.04,314.127855,false,,
131.8,0.4,204,2.06,314.249173,false,,
131.8,0.4,205,2.08,314.372319,false,,
131.8,0.4,206,2.1,314.497542,false,,
131.8,0.4,207,2.12,314.625095,false,,
131.8,0.4,208,2.14,314.755234,false,,
131.8,0.4,209,2.16,314.88822,false,,
131.8,0.4,210,2.18,315.024314,false,,
131.8,0.4,211,2.2,315.163783,false,,
131.8,0.4,212,2.22,315.306897,false,,
131.8,0.4,213,2.24,315.453928,false,,
131.8,0.4,214,2.26,315.605152,false,,
131.8,0.4,215,2.28,315.760848,false,,
131.8,0.4,216,2.3,315.921298,false,,
131.8,0.4,217,2.32,316.086786,false,,
131.8,0.4,218,2.34,316.257598,false,,
131.8,0.4,219,2.36,316.434021,false,,
131.8,0.4,220,2.38,316.616345,false,,
131.8,0.4,221,2.4,316.804859,false,,
131.8,0.4,222,2.42,316.999853,false,,
131.8,0.4,223,2.44,317.201614,false,,
131.8,0.4,224,2.46,317.410428,false,,
131.8,0.4,225,2.48,317.62658,false,,
131.8,0.4,226,2.5,317.850349,false,,
131.8,0.4,227,2.52,318.08201,false,,
131.8,0.4,228,2.54,318.321829,false,,
131.8,0.4,229,2.56,318.570068,false,,
131.8,0.4,230,2.58,318.826976,false,,
131.8,0.4,231,2.6,319.092794,false,,
131.8,0.4,232,2.62,319.367748,false,,
131.8,0.4,233,2.64,319.652051,false,,
131.8,0.4,234,2.66,319.945901,false,,
131.8,0.4,235,2.68,320.249477,false,,
131.8,0.4,236,2.7,320.562938,false,,
131.8,0.4,237,2.72,320.886424,false,,
131.8,0.4,238,2.74,321.220051,false,,
131.8,0.4,239,2.76,321.563912,false,,
131.8,0.4,240,2.78,321.918074,false,,
131.8,0.4,241,2.8,322.28258,false,,
131.8,0.4,242,2.82,322.657442,false,,
131.8,0.4,243,2.84,323.042649,false,,
131.8,0.4,244,2.86,323.438158,false,,
131.8,0.4,245,2.88,323.843899,false,,
131.8,0.4,246,2.9,324.259776,false,,
131.8,0.4,247,2.92,324.685663,false,,
131.8,0.4,248,2.94,325.121408,false,,
131.8,0.4,249,2.96,325.566835,false,,
131.8,0.4,250,2.98,326.021742,false,,
131.8,0.4,251,3.0,326.485905,false,,
132.0,0.4,1,0.0,0.0,false,,
132.0,0.4,2,0.0025,69.199148,false,,
132.0,0.4,3,0.005,98.199112,false,,
132.0,0.4,4,0.0075,115.684954,false,,
132.0,0.4,5,0.01,128.16857,false,,
132.0,0.4,6,0.0125,137.865467,false,,
132.0,0.4,7,0.015,145.787205,false,,
132.0,0.4,8,0.0175,152.479397,false,,
132.0,0.4,9,0.02,158.269687,false,,
132.0,0.4,10,0.0225,163.370178,false,,
132.0,0.4,11,0.025,167.926038,false,,
132.0,0.4,12,0.0275,172.040979,false,,
132.0,0.4,13,0.03,175.79167,false,,
132.0,0.4,14,0.0325,179.236383,false,,
132.0,0.4,15,0.035,182.420445,false,,
132.0,0.4,16,0.0375,185.37981,false,,
132.0,0.4,17,0.04,188.14347,false,,
132.0,0.4,18,0.0425,190.73515,false,,
132.0,0.4,19,0.045,193.174508,false,,
132.0,0.4,20,0.0475,195.478012,false,,
132.0,0.4,21,0.05,197.659601,false,,
132.0,0.4,22,0.0525,199.731171,false,,
132.0,0.4,23,0.055,201.702961,false,,
132.0,0.4,24,0.0575,203.583841,false,,
132.0,0.4,25,0.06,205.381552,false,,
132.0,0.4,26,0.0625,207.102888,false,,
132.0,0.4,27,0.065,208.75384,false,,
132.0,0.4,28,0.0675,210.339723,false,,
132.0,0.4,29,0.07,211.865273,false,,
132.0,0.4,30,0.0725,213.334727,false,,
132.0,0.4,31,0.075,214.751889,false,,
132.0,0.4,32,0.0775,216.120192,false,,
132.0,0.4,33,0.08,217.442741,false,,
132.0,0.4,34,0.0825,218.722352,false,,
132.0,0.4,35,0.085,219.961593,false,,
132.0,0.4,36,0.0875,221.162806,false,,
132.0,0.4,37,0.09,222.328134,false,,
132.0,0.4,38,0.0925,223.459548,false,,
132.0,0.4,39,0.095,224.558858,false,,
132.0,0.4,40,0.0975,225.627733,false,,
132.0,0.4,41,0.1,226.667717,false,,
132.0,0.4,42,0.1025,227.680238,false,,
132.0,0.4,43,0.105,228.666622,false,,
132.0,0.4,44,0.1075,229.6281,false,,
