T_MeV,xi,sample_index,rho,mu_MeV,has_s_shape,mu_spinodal_low,mu_spinodal_high
132.0,0.4,45,0.11,230.56582,false,,
132.0,0.4,46,0.1125,231.480851,false,,
132.0,0.4,47,0.115,232.374193,false,,
132.0,0.4,48,0.1175,233.246779,false,,
132.0,0.4,49,0.12,234.099486,false,,
132.0,0.4,50,0.1225,234.933135,false,,
132.0,0.4,51,0.125,235.748497,false,,
132.0,0.4,52,0.1275,236.546298,false,,
132.0,0.4,53,0.13,237.327222,false,,
132.0,0.4,54,0.1325,238.091914,false,,
132.0,0.4,55,0.135,238.840981,false,,
132.0,0.4,56,0.1375,239.574999,false,,
132.0,0.4,57,0.14,240.294511,false,,
132.0,0.4,58,0.1425,241.000032,false,,
132.0,0.4,59,0.145,241.69205,false,,
132.0,0.4,60,0.1475,242.371028,false,,
132.0,0.4,61,0.15,243.037406,false,,
132.0,0.4,62,0.155,244.334012,false,,
132.0,0.4,63,0.16,245.584974,false,,
132.0,0.4,64,0.165,246.793111,false,,
132.0,0.4,65,0.17,247.96099,false,,
132.0,0.4,66,0.175,249.090955,false,,
132.0,0.4,67,0.18,250.185149,false,,
132.0,0.4,68,0.185,251.245543,false,,
132.0,0.4,69,0.19,252.273947,false,,
132.0,0.4,70,0.195,253.272032,false,,
132.0,0.4,71,0.2,254.241341,false,,
132.0,0.4,72,0.205,255.183303,false,,
132.0,0.4,73,0.21,256.099243,false,,
132.0,0.4,74,0.215,256.990394,false,,
132.0,0.4,75,0.22,257.857902,false,,
132.0,0.4,76,0.225,258.702837,false,,
132.0,0.4,77,0.23,259.526198,false,,
132.0,0.4,78,0.235,260.32892,false,,
132.0,0.4,79,0.24,261.111878,false,,
132.0,0.4,80,0.245,261.875894,false,,
132.0,0.4,81,0.25,262.621739,false,,
132.0,0.4,82,0.255,263.350139,false,,
132.0,0.4,83,0.26,264.061777,false,,
132.0,0.4,84,0.265,264.757298,false,,
132.0,0.4,85,0.27,265.437311,false,,
132.0,0.4,86,0.275,266.102389,false,,
132.0,0.4,87,0.28,266.753076,false,,
132.0,0.4,88,0.285,267.389887,false,,
132.0,0.4,89,0.29,268.01331,false,,
132.0,0.4,90,0.295,268.623809,false,,
132.0,0.4,91,0.3,269.221821,false,,
132.0,0.4,92,0.31,270.38204,false,,
132.0,0.4,93,0.32,271.49707,false,,
132.0,0.4,94,0.33,272.569732,false,,
132.0,0.4,95,0.34,273.602588,false,,
132.0,0.4,96,0.35,274.597982,false,,
132.0,0.4,97,0.36,275.558057,false,,
132.0,0.4,98,0.37,276.484781,false,,
132.0,0.4,99,0.38,277.379963,false,,
132.0,0.4,100,0.39,278.245273,false,,
132.0,0.4,101,0.4,279.082251,false,,
132.0,0.4,102,0.41,279.892326,false,,
132.0,0.4,103,0.42,280.676822,false,,
132.0,0.4,104,0.43,281.436968,false,,
132.0,0.4,105,0.44,282.173911,false,,
132.0,0.4,106,0.45,282.888719,false,,
132.0,0.4,107,0.46,283.58239,false,,
132.0,0.4,108,0.47,284.255856,false,,
132.0,0.4,109,0.48,284.909991,false,,
132.0,0.4,110,0.49,285.545617,false,,
132.0,0.4,111,0.5,286.163502,false,,
132.0,0.4,112,0.51,286.764372,false,,
132.0,0.4,113,0.52,287.348908,false,,
132.0,0.4,114,0.53,287.917754,false,,
132.0,0.4,115,0.54,288.471516,false,,
132.0,0.4,116,0.55,289.010768,false,,
132.0,0.4,117,0.56,289.536053,false,,
132.0,0.4,118,0.57,290.047883,false,,
132.0,0.4,119,0.58,290.546746,false,,
132.0,0.4,120,0.59,291.033103,false,,
132.0,0.4,121,0.6,291.507393,false,,
132.0,0.4,122,0.61,291.970032,false,,
132.0,0.4,123,0.62,292.421417,false,,
132.0,0.4,124,0.63,292.861925,false,,
132.0,0.4,125,0.64,293.291916,false,,
132.0,0.4,126,0.65,293.711731,false,,
132.0,0.4,127,0.66,294.121698,false,,
132.0,0.4,128,0.67,294.522129,false,,
132.0,0.4,129,0.68,294.913323,false,,
132.0,0.4,130,0.69,295.295564,false,,
132.0,0.4,131,0.7,295.669126,false,,
132.0,0.4,132,0.71,296.03427,false,,
132.0,0.4,133,0.72,296.391246,false,,
132.0,0.4,134,0.73,296.740295,false,,
132.0,0.4,135,0.74,297.081646,false,,
132.0,0.4,136,0.75,297.415521,false,,
132.0,0.4,137,0.76,297.742132,false,,
132.0,0.4,138,0.77,298.061683,false,,
132.0,0.4,139,0.78,298.37437,false,,
132.0,0.4,140,0.79,298.680382,false,,
132.0,0.4,141,0.8,298.979899,false,,
132.0,0.4,142,0.82,299.560147,false,,
132.0,0.4,143,0.84,300.116436,false,,
132.0,0.4,144,0.86,300.649998,false,,
132.0,0.4,145,0.88,301.161981,false,,
132.0,0.4,146,0.9,301.653456,false,,
132.0,0.4,147,0.92,302.125424,false,,
132.0,0.4,148,0.94,302.578824,false,,
132.0,0.4,149,0.96,303.014536,false,,
132.0,0.4,150,0.98,303.433387,false,,
132.0,0.4,151,1.0,303.836158,false,,
132.0,0.4,152,1.02,304.223581,false,,
132.0,0.4,153,1.04,304.596351,false,,
132.0,0.4,154,1.06,304.955123,false,,
132.0,0.4,155,1.08,305.300517,false,,
132.0,0.4,156,1.1,305.633124,false,,
132.0,0.4,157,1.12,305.953501,false,,
132.0,0.4,158,1.14,306.262181,false,,
132.0,0.4,159,1.16,306.559671,false,,
132.0,0.4,160,1.18,306.846454,false,,
132.0,0.4,161,1.2,307.12299,false,,
132.0,0.4,162,1.22,307.389721,false,,
132.0,0.4,163,1.24,307.64707,false,,
132.0,0.4,164,1.26,307.895443,false,,
132.0,0.4,165,1.28,308.135227,false,,
132.0,0.4,166,1.3,308.366798,false,,
132.0,0.4,167,1.32,308.590516,false,,
132.0,0.4,168,1.34,308.806729,false,,
132.0,0.4,169,1.36,309.015771,false,,
132.0,0.4,170,1.38,309.217969,false,,
132.0,0.4,171,1.4,309.413636,false,,
132.0,0.4,172,1.42,309.603078,false,,
132.0,0.4,173,1.44,309.78659,false,,
132.0,0.4,174,1.46,309.964461,false,,
132.0,0.4,175,1.48,310.136971,false,,
132.0,0.4,176,1.5,310.304394,false,,
132.0,0.4,177,1.52,310.466998,false,,
132.0,0.4,178,1.54,310.625045,false,,
132.0,0.4,179,1.56,310.778791,false,,
132.0,0.4,180,1.58,310.928487,false,,
132.0,0.4,181,1.6,311.074382,false,,
132.0,0.4,182,1.62,311.216719,false,,
132.0,0.4,183,1.64,311.355737,false,,
132.0,0.4,184,1.66,311.491675,false,,
132.0,0.4,185,1.68,311.624767,false,,
132.0,0.4,186,1.7,311.755244,false,,
132.0,0.4,187,1.72,311.883337,false,,
132.0,0.4,188,1.74,312.009275,false,,
132.0,0.4,189,1.76,312.133286,false,,
132.0,0.4,190,1.78,312.255594,false,,
132.0,0.4,191,1.8,312.376428,false,,
132.0,0.4,192,1.82,312.496012,false,,
132.0,0.4,193,1.84,312.614571,false,,
132.0,0.4,194,1.86,312.732333,false,,
132.0,0.4,195,1.88,312.849523,false,,
132.0,0.4,196,1.9,312.966369,false,,
132.0,0.4,197,1.92,313.083099,false,,
132.0,0.4,198,1.94,313.199943,false,,
132.0,0.4,199,1.96,313.317132,false,,
132.0,0.4,200,1.98,313.434901,false,,
132.0,0.4,201,2.0,313.553483,false,,
132.0,0.4,202,2.02,313.673117,false,,
132.0,0.4,203,2.04,313.794044,false,,
132.0,0.4,204,2.06,313.916505,false,,
132.0,0.4,205,2.08,314.040746,false,,
132.0,0.4,206,2.1,314.167016,false,,
132.0,0.4,207,2.12,314.295567,false,,
132.0,0.4,208,2.14,314.426652,false,,
132.0,0.4,209,2.16,314.560532,false,,
132.0,0.4,210,2.18,314.697466,false,,
132.0,0.4,211,2.2,314.83772,false,,
132.0,0.4,212,2.22,314.981562,false,,
132.0,0.4,213,2.24,315.129264,false,,
132.0,0.4,214,2.26,315.281099,false,,
132.0,0.4,215,2.28,315.437346,false,,
132.0,0.4,216,2.3,315.598284,false,,
132.0,0.4,217,2.32,315.764197,false,,
132.0,0.4,218,2.34,315.935369,false,,
132.0,0.4,219,2.36,316.112087,false,,
132.0,0.4,220,2.38,316.294638,false,,
132.0,0.4,221,2.4,316.483312,false,,
132.0,0.4,222,2.42,316.678395,false,,
132.0,0.4,223,2.44,316.880177,false,,
132.0,0.4,224,2.46,317.088942,false,,
132.0,0.4,225,2.48,317.304974,false,,
132.0,0.4,226,2.5,317.528551,false,,
132.0,0.4,227,2.52,317.759948,false,,
132.0,0.4,228,2.54,317.999433,false,,
132.0,0.4,229,2.56,318.247266,false,,
132.0,0.4,230,2.58,318.503699,false,,
132.0,0.4,231,2.6,318.768972,false,,
132.0,0.4,232,2.62,319.043314,false,,
132.0,0.4,233,2.64,319.326938,false,,
132.0,0.4,234,2.66,319.620045,false,,
132.0,0.4,235,2.68,319.922814,false,,
132.0,0.4,236,2.7,320.23541,false,,
132.0,0.4,237,2.72,320.557973,false,,
132.0,0.4,238,2.74,320.890624,false,,
132.0,0.4,239,2.76,321.233459,false,,
132.0,0.4,240,2.78,321.58655,false,,
132.0,0.4,241,2.8,321.949942,false,,
132.0,0.4,242,2.82,322.323653,false,,
132.0,0.4,243,2.84,322.707676,false,,
132.0,0.4,244,2.86,323.101973,false,,
132.0,0.4,245,2.88,323.50648,false,,
132.0,0.4,246,2.9,323.921104,false,,
132.0,0.4,247,2.92,324.345725,false,,
132.0,0.4,248,2.94,324.780198,false,,
132.0,0.4,249,2.96,325.224348,false,,
132.0,0.4,250,2.98,325.677981,false,,
132.0,0.4,251,3.0,326.140876,false,,
