surface,xi,mu_MeV,T_MeV,rho,mu_CEP_proxy_MeV,layer,status,interpolation_method,source_layer,source_xi_left,source_xi_right,source_axis_low,source_axis_high,xi_gap,reference_write
crossover,-0.49375,154.73440439900838,161.70681242405388,2.138095894967758,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,155.16071260955542,161.59753795592624,2.1403162188387537,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,176.83931931315243,155.61854938233202,2.2194960523971496,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,177.32652869663477,155.4738162644914,2.220672390848365,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,198.9442342272965,148.59131104095394,2.2356592469635523,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,199.4923447837141,148.4096545236749,2.2368558416251267,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,200.64153290896468,148.01506270456198,2.2421200238599455,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.49375,201.49018224979875,147.72017481693928,2.2232264457230744,203.9070322602657,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.5,-0.4875,0.0,201.49018224979875,0.012500000000000011,False
crossover,-0.4875,0.0,181.4841053312064,-0.0,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,22.165816087079346,181.10129921921,0.40729908852900565,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,44.33163217415869,179.92462501889037,0.8012705750439887,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,66.49744826123803,177.9586137687852,1.1689756829267535,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,88.66326434831738,175.18773736881886,1.4974586062824746,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,110.82908043539672,171.5964677189156,1.7743524563819304,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,132.99489652247607,167.192136193434,1.9924006224785316,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,155.16071260955542,161.9408862564019,2.1420571218192648,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,177.32652869663477,155.82632445638512,2.2227416423016115,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,199.4923447837141,148.7671446058257,2.227123726588759,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,202.48378885680634,147.7430038131289,2.242060036977807,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.4875,203.97951089335248,147.21848069255034,2.2439905645260967,205.4752329298986,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4875,-0.4875,0.0,203.97951089335248,0.0,False
crossover,-0.48125,0.0,181.7974676685413,0.0,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,22.165816087079346,181.4093776454829,0.407065989975619,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,22.2387636275216,181.40679413695486,0.40838371068385765,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,44.33163217415869,180.23227423491485,0.8007887540686006,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,44.4775272550432,180.22192033379162,0.8032936439824994,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,66.49744826123803,178.27205257074976,1.1686517669560674,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,66.71629088256479,178.2487008112021,1.1720892195556714,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,88.66326434831738,175.500209882305,1.4969163340615625,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,88.9550545100864,175.4582682340063,1.5008954282309297,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,110.82908043539672,171.91425252596213,1.7742722692638793,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,111.19381813760799,171.8484685045503,1.7783465303116037,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,132.99489652247607,167.51071321348726,1.9921732284801057,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,133.43258176512958,167.4152654795597,1.9957908504567246,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,155.16071260955542,162.26455896591284,2.1421591068648036,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,155.67134539265118,162.13356818100598,2.1448044551320447,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,177.32652869663477,156.16031963561667,2.2241395841256937,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,177.9101090201728,155.98691307333763,2.2252731243621042,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,199.4923447837141,149.11554625943725,2.233596065273975,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,200.14887264769436,148.8986798261041,2.23542337647547,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,202.48378885680634,148.0956685095679,2.2422351373407756,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.48125,203.97951089335248,147.57504179464706,2.243829863756987,207.08912882064786,interpolated_noncertified,piecewise_linear_common_support,bilinear_axis_xi_common_support,strict_crossover_v6_or_endpoint,-0.4875,-0.475,0.0,203.97951089335248,0.012500000000000011,False
crossover,-0.475,0.0,182.1108300058762,-0.0,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,22.2387636275216,181.71616148098343,0.4081717755257398,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,44.4775272550432,180.5321559063052,0.8028964832193175,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,66.71629088256479,178.56614465620004,1.1719596514089365,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,88.9550545100864,175.7760744689787,1.5006872275465177,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,111.19381813760799,172.17294240617906,1.7787526295526388,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,133.43258176512958,167.74208571908386,1.9962259676927148,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,155.67134539265118,162.46711095625898,2.145693063230973,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,177.9101090201728,156.33335536898707,2.2276892351610105,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,200.14887264769436,149.2549817311727,2.2404449761242793,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,204.42594867954574,147.7773710744601,2.244044922522803,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.475,206.56448669547143,147.01921796707117,2.2411571006266144,208.70302471139712,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.475,-0.475,0.0,206.56448669547143,0.0,False
crossover,-0.46875,0.0,182.41686096885255,-0.0,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,22.271338362170905,182.02219244395977,0.408605475223718,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,44.54267672434181,180.8455182436401,0.8041916221645141,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,66.81401508651273,178.86031320627998,1.1728297623091897,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,89.08535344868362,176.07024301905858,1.5023193891372957,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,111.35669181085453,172.46711095625895,1.7816220767431195,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,133.62803017302545,168.02072616908805,1.9985226754914263,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,155.89936853519637,162.74208571908383,2.1496602355044048,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,178.17070689736724,156.5846053060192,2.227803509694032,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,200.44204525953816,149.49890029384622,2.2386535113079744,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,205.32101693706585,147.80826046389015,2.232352136125435,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.46875,207.76050277582968,146.94241430516476,2.2277156602472843,210.1999886145935,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.46875,-0.46875,0.0,207.76050277582968,0.0,False
crossover,-0.4625,0.0,182.71836089329105,-0.0,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,22.296866696244994,182.32369236839827,0.4088701893790797,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,44.59373339248999,181.13968679372005,0.8044644265505149,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,66.89060008873498,179.16634416925632,1.1742300593085124,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,89.18746678497997,176.37174294349708,1.5041511146120818,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,111.48433348122498,172.76127950633884,1.7836512528880037,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,133.78120017746997,168.3030323062716,2.0000584683308995,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,156.07806687371496,163.02072616908805,2.1519975063214867,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,178.37493356995995,156.8595800688441,2.2315954824104782,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,200.67180026620494,149.7620126437747,2.238976295935597,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,206.17504226860706,147.85981610119376,2.243189124941059,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.4625,208.92666326980813,146.87735677147194,2.241262577551395,211.6782842710092,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.4625,-0.4625,0.0,208.92666326980813,0.0,False
crossover,-0.45625,0.0,183.02805754344664,-0.0,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,22.335476109020505,182.6297233313746,0.4095439868211188,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,44.67095221804101,181.44571775669635,0.8059259210928944,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,67.00642832706151,179.45598168079837,1.1756108764858026,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,89.34190443608202,176.6585801192184,1.5062923339891308,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,111.67738054510252,173.02805754344664,1.7848552516424054,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,134.01285665412303,168.57800706909646,2.0043095488140805,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,156.3483327631435,163.26464473176154,2.1530218188223142,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,178.68380887216404,157.0916362186212,2.2325807639809403,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,201.01928498118454,149.98673741919322,2.244100018598078,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,207.0788554742748,147.881913013241,2.239378448070082,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45625,210.10864072081992,146.7928346408509,2.2238247560701367,213.13842596736504,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45625,-0.45625,0.0,210.10864072081992,0.0,False
crossover,-0.45,0.0,183.32222609352655,-0.0,214.58090311276464,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45,-0.45,0.0,211.26154856887658,0.0,False
crossover,-0.45,22.367053881912486,182.9275575686338,0.4099656113204985,214.58090311276464,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45,-0.45,0.0,211.26154856887658,0.0,False
crossover,-0.45,44.73410776382497,181.73535526823844,0.806501001423263,214.58090311276464,strict_reference_v1,native_uniform_xi,none_native,strict_crossover_v6_or_endpoint,-0.45,-0.45,0.0,211.26154856887658,0.0,False
