xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark,curve_parameter,plot_order_key
0.4,60.0,374.3671168750009,366.0703367724942,0.6027332688982453,1.7798805050935629,60.0,60.0
0.4,65.0,372.4396772346925,364.6938100133468,0.6379559700609886,1.7929671109963738,65.0,65.0
0.4,70.0,370.2841623982237,363.22266371546016,0.6791334812454901,1.8055489171023178,70.0,70.0
0.4,75.0,367.87781788125244,361.6014614206563,0.7266898072266246,1.8178135483012885,75.0,75.0
0.4,80.0,365.1938200346033,359.7753300479071,0.7812050485708928,1.8293579654114636,80.0,80.0
0.4,85.0,362.2023874386796,357.6924332852925,0.8433113503584385,1.8396527818750297,85.0,85.0
0.4,90.0,358.87116503840775,355.29617089428575,0.9136556245686727,1.8486553687103318,90.0,90.0
0.4,95.0,355.16455708336565,352.5271579679817,0.9959375217059298,1.8547361210164703,95.0,95.0
0.4,100.0,351.05069236951977,349.31987063310066,1.093666190073854,1.8545264592831112,100.0,100.0
0.4,105.0,346.4994802662627,345.5982342835764,1.2151624791520816,1.8409371523915685,105.0,105.0
0.4,110.0,341.49545323190534,341.2643997312117,1.3847639823380984,1.7910363469059325,110.0,110.0
0.45,60.0,375.38239496141586,368.2459609982918,0.6219146812596313,1.7499862628304923,60.0,60.0
0.45,65.0,373.5130210759999,366.91565104991355,0.6590442364951102,1.7646160096408174,65.0,65.0
0.45,70.0,371.4220352824675,365.4769070510938,0.7022218451567265,1.7769846812690926,70.0,70.0
0.45,75.0,369.0867608190331,363.8790893869314,0.7516945535256939,1.7873486073400582,75.0,75.0
0.45,80.0,366.480632130909,362.07002249408475,0.8079394839866034,1.7967708812381937,80.0,80.0
0.45,85.0,363.57413754840826,359.997521090164,0.8715425429039351,1.804833256295698,85.0,85.0
0.45,90.0,360.33460587911463,357.6069731907545,0.946405153382312,1.8104206537549095,90.0,90.0
0.45,95.0,356.7317600667779,354.83918919019675,1.033078456752758,1.8111578036989264,95.0,95.0
0.45,100.0,352.7346837628473,351.62714872551595,1.1393793003453556,1.8021414809066327,100.0,100.0
0.45,105.0,348.3194274464005,347.8899817406343,1.2769652289647735,1.7722267707939376,105.0,105.0
0.45,110.0,343.5024093273152,343.498999129457,1.5420362601135136,1.6301541575831302,110.0,110.0
0.5,60.0,376.3861445088677,370.33239049269736,0.6431403881006018,1.7224887016000487,60.0,60.0
0.5,65.0,374.5739972512108,369.0433655263629,0.6806770849091792,1.7355136928998038,65.0,65.0
0.5,70.0,372.54724868532475,367.6355090652743,0.7251029512697328,1.7459153981929534,70.0,70.0
0.5,75.0,370.28232384326293,366.05848012419926,0.7768247286612944,1.7547296824730596,75.0,75.0
0.5,80.0,367.7529712900277,364.2628673429726,0.8363562346011035,1.761928727126211,80.0,80.0
0.5,85.0,364.9308281545859,362.1979665033036,0.9042807689930134,1.7667943041761591,85.0,85.0
0.5,90.0,361.7843248449273,359.80986005512284,0.982425240245936,1.767612484799322,90.0,90.0
0.5,95.0,358.2855873348609,357.038776249435,1.0759922611293815,1.7608377606851022,95.0,95.0
0.5,100.0,354.4082390148045,353.8144381460616,1.195575657894743,1.7390450898223004,100.0,100.0
0.5,105.0,350.14253415508057,350.0439478175451,1.3686708147981066,1.6734051461631343,105.0,105.0
