profile,T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,node,p_num,zeta_num,pz_max_fm_inv,n_max,permutation_index,seed_order,candidate_index,origin_seed_label,method,iterations,residual_norm,omega_fm4,phi_u,phi_d,phi_s,Phi,PhiBar,attempt_count,failed_attempts,candidate_count,status,error
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,1,project_thermal>external_chiral_shift>external_committed,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,2,external_chiral_shift>project_thermal>external_committed,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,3,project_thermal>external_committed>external_chiral_shift,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,4,external_committed>project_thermal>external_chiral_shift,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,5,external_chiral_shift>external_committed>project_thermal,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,6,external_committed>external_chiral_shift>project_thermal,1,external_chiral_shift,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4,2,1,ok,
