profile,T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,node,p_num,zeta_num,pz_max_fm_inv,configured_n_max,resolved_n_max,candidate_index,seed_index,seed_label,converged,physical,method,iterations,residual_norm,omega_fm4,phi_u,phi_d,phi_s,Phi,PhiBar,state_l2_delta_input,status,error,attempt_count,failed_attempts,candidate_count
production,50.0,0.0,0.2,5.136378925382266,production_default,96,64,25.0,,4,1,2,external_chiral_shift,true,true,trust_region,4,1.0452001876744103e-15,-21.505720811030272,-2.017236501456553,-1.8697659923029157,-2.2367494858810972,4.1857482578301724e-5,4.1857482578301724e-5,0.0001627456805133354,ok,,4,1,1
production,240.0,0.0,0.2,5.136378925382266,production_default,96,64,25.0,,3,1,1,external_committed,true,true,trust_region,4,1.0677963502822677e-14,-25.278018435399517,-0.12362099126619686,-0.1275430867351554,-1.4537107158904221,0.722038305215552,0.722038305215552,0.25259098954637216,ok,,3,0,1
production,240.0,0.0,0.8,20.545515701529062,production_default,96,64,25.0,,3,1,1,external_committed,true,true,trust_region,3,1.833926339980327e-13,-23.961192170200455,-0.11785792740551156,-0.0634072120303986,-1.0291721766871718,0.7694794264376469,0.7694794264376469,0.013328900251386314,ok,,4,2,1
