profile,T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,node,p_num,zeta_num,pz_max_fm_inv,configured_n_max,resolved_n_max,candidate_index,seed_index,seed_label,converged,physical,method,iterations,residual_norm,omega_fm4,phi_u,phi_d,phi_s,Phi,PhiBar,state_l2_delta_input,status,error,attempt_count,failed_attempts,candidate_count
production,50.0,0.0,0.2,5.136378925382266,matched,128,256,40.0,79,79,1,2,external_chiral_shift,true,true,trust_region,4,5.185617503515407e-16,-21.505720811030695,-2.0172365014547635,-1.869765992300531,-2.2367494858805705,4.1859378539589926e-5,4.1859378539589926e-5,0.0001627456778828567,ok,,4,2,1
production,50.0,0.0,0.2,5.136378925382266,landau_probe,128,256,40.0,95,95,1,2,external_chiral_shift,true,true,trust_region,4,5.185617503515407e-16,-21.505720811030695,-2.0172365014547635,-1.869765992300531,-2.2367494858805705,4.1859378539589926e-5,4.1859378539589926e-5,0.0001627456778828567,ok,,4,2,1
production,240.0,0.0,0.2,5.136378925382266,matched,128,256,40.0,79,79,1,3,project_thermal,true,true,trust_region,15,1.595239050032197e-13,-26.614956535302802,-0.08665391839132754,-0.07771428922180645,-1.2110114813642674,0.7446455890084108,0.7446455890084108,5.5849083585474005e-5,ok,,3,0,1
production,240.0,0.0,0.2,5.136378925382266,landau_probe,128,256,40.0,95,95,1,3,project_thermal,true,true,trust_region,15,1.448389682866254e-14,-26.615079098692284,-0.08665308722252492,-0.07771298122903453,-1.211001070693444,0.7446474000699881,0.7446474000699881,4.5420259644595824e-5,ok,,3,0,1
production,240.0,0.0,0.8,20.545515701529062,matched,128,256,40.0,79,79,1,2,external_chiral_shift,true,true,trust_region,17,1.9628182225765842e-13,-24.124440804872464,-0.1145487504591801,-0.06021758611882445,-1.0169529564959408,0.7712158492836522,0.7712158492836522,4.706088218546711e-5,ok,,4,2,1
production,240.0,0.0,0.8,20.545515701529062,landau_probe,128,256,40.0,95,95,1,2,external_chiral_shift,true,true,trust_region,17,2.4644259208937625e-13,-24.124440805454803,-0.11454875045706481,-0.0602175861171485,-1.0169529564795778,0.7712158492897413,0.7712158492897413,4.706086561865467e-5,ok,,4,2,1
