profile,T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,node,p_num,zeta_num,pz_max_fm_inv,n_max,fixed_residual_norm,fixed_omega_fm4,external_omega_fm4,omega_delta_vs_external,omega_comparable,status
production,50.0,0.0,0.2,5.136378925382266,p64,64,256,40.0,383,9.34563116706944e-5,-21.5057208034526,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,p96,96,256,40.0,383,9.34563116706944e-5,-21.5057208034526,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,reference,128,256,40.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,p160,160,256,40.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,pz25,128,256,25.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,pz32,128,256,32.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,pz48,128,256,48.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,zeta64,128,64,40.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,zeta128,128,128,40.0,383,9.34563116706944e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,zeta384,128,384,40.0,383,9.345631167093425e-5,-21.505720803452597,,,false,ok
production,50.0,0.0,0.2,5.136378925382266,zeta512,128,512,40.0,383,9.345631167093425e-5,-21.505720803452597,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,p64,64,256,40.0,383,0.00018624910116737107,-26.61513407815077,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,p96,96,256,40.0,383,0.00018624901098935993,-26.6151338344215,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,reference,128,256,40.0,383,0.00018624843951885956,-26.615133835756808,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,p160,160,256,40.0,383,0.00018624844152523355,-26.615133835761903,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,pz25,128,256,25.0,383,0.00018617445412882642,-26.615133757425646,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,pz32,128,256,32.0,383,0.00018624814787768075,-26.615133835449658,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,pz48,128,256,48.0,383,0.0001862484174256821,-26.61513383582343,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,zeta64,128,64,40.0,383,0.00018658919065212562,-26.61513396226195,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,zeta128,128,128,40.0,383,0.00018624841392997834,-26.615133835762613,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,zeta384,128,384,40.0,383,0.0001862484395188523,-26.615133835756808,,,false,ok
production,240.0,0.0,0.2,5.136378925382266,zeta512,128,512,40.0,383,0.00018624843951883202,-26.615133835756808,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,p64,64,256,40.0,383,7.229763388468949e-5,-24.124439010141707,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,p96,96,256,40.0,383,1.4149846532728972e-5,-24.124440811491738,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,reference,128,256,40.0,383,1.4216753564403627e-5,-24.124440805231682,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,p160,160,256,40.0,383,1.4214860408484521e-5,-24.12444080514521,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,pz25,128,256,25.0,383,1.4172953809836159e-5,-24.124440722871295,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,pz32,128,256,32.0,383,1.4214413329611527e-5,-24.124440804897162,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,pz48,128,256,48.0,383,1.422430017917399e-5,-24.124440803146598,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,zeta64,128,64,40.0,383,0.0003973630646051654,-24.124256494067573,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,zeta128,128,128,40.0,383,6.049866526695011e-5,-24.124442841874526,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,zeta384,128,384,40.0,383,1.418660396497121e-5,-24.124440808931517,,,false,ok
production,240.0,0.0,0.8,20.545515701529062,zeta512,128,512,40.0,383,1.4186553236610733e-5,-24.124440808947227,,,false,ok
