profile,T_MeV,muB_MeV,eB_GeV2,eB_fm_minus2,node,p_num,zeta_num,pz_max_fm_inv,configured_n_max,resolved_n_max,candidate_index,seed_index,seed_label,converged,physical,method,iterations,residual_norm,omega_fm4,phi_u,phi_d,phi_s,Phi,PhiBar,state_l2_delta_input,status,error,attempt_count,failed_attempts,candidate_count
source,50.0,0.0,0.2,5.136221729911374,nmax79,128,384,40.0,79,79,1,2,external_chiral_shift,true,true,trust_region,4,9.900426533977755e-16,-21.504404494525133,-2.017143897885154,-1.8696801585348346,-2.2366468053140816,4.185937853959e-5,4.185937853959e-5,1.6275764345334855e-12,ok,,4,2,1
source,50.0,0.0,0.2,5.136221729911374,nmax383,128,384,40.0,383,383,1,2,external_chiral_shift,true,true,trust_region,4,9.900426533977755e-16,-21.504404494525133,-2.017143897885154,-1.8696801585348346,-2.2366468053140816,4.185937853959e-5,4.185937853959e-5,1.6275764345334855e-12,ok,,4,2,1
source,240.0,0.0,0.2,5.136221729911374,nmax79,128,384,40.0,79,79,1,1,external_committed,true,true,trust_region,0,2.547312998775753e-12,-26.613327494040234,-0.08664994043481772,-0.07771072165085703,-1.2109558884830967,0.744645589008435,0.744645589008435,0.0,ok,,3,0,1
source,240.0,0.0,0.2,5.136221729911374,nmax383,128,384,40.0,383,383,1,3,project_thermal,true,true,trust_region,15,2.1792930164838437e-13,-26.613504784336765,-0.08664875879275206,-0.07770887659579186,-1.2109412279134526,0.7446482070285472,0.7446482070285472,1.5278771778784532e-5,ok,,3,0,1
source,240.0,0.0,0.8,20.544886919645496,nmax79,128,384,40.0,79,79,1,2,external_chiral_shift,true,true,trust_region,4,4.55955029941952e-13,-24.122964206139297,-0.1145406228578575,-0.06021439958181042,-1.016906246132615,0.7712158503956251,0.7712158503956251,2.900119644362483e-6,ok,,4,2,1
source,240.0,0.0,0.8,20.544886919645496,nmax383,128,384,40.0,383,383,1,2,external_chiral_shift,true,true,trust_region,4,1.369130864645947e-13,-24.122964206775098,-0.1145406228555561,-0.060214399579987456,-1.0169062461148317,0.7712158504022776,0.7712158504022776,2.900122350902042e-6,ok,,4,2,1
