channel,xi,T_MeV,re_full,im_full,re_indirect,im_indirect,re_direct,im_direct,k0,gamma,Phi,Phibar
pi,-0.3,270,1.1863980652304482,3.191065249772237e-9,1.3118372321508174,0.005087708186520479,-0.12543916692036916,-0.00508770499545523,2.723104955276214,2.3344040449352206,0.8083833870046052,0.8083833870046052
pi,-0.3,275,1.1954276223319478,2.914581166157807e-9,1.327130366879339,0.005397283403674281,-0.13170274454739128,-0.005397280489093115,2.8211682671699063,2.510303519149559,0.815630243875145,0.815630243875145
pi,-0.3,280,1.2040605868031218,2.6824550711537764e-9,1.3421338295881446,0.005693904231700287,-0.13807324278502286,-0.005693901549245216,2.9160210383876226,2.688113969751993,0.8224642066813025,0.8224642066813025
pi,-0.3,285,1.2122848939553292,2.487163873001585e-9,1.356835415028605,0.0059774313393686565,-0.14455052107327582,-0.005977428852204783,3.0078315416075627,2.8677210902061723,0.828918217739615,0.828918217739615
pi,-0.3,290,1.2201005374111757,2.3224668558076384e-9,1.3712352173638942,0.006247889789970611,-0.15113467995271845,-0.006247887467503755,3.096761593705618,3.0490445528997903,0.8350219335856632,0.8350219335856632
pi,-0.3,295,1.2275162228113088,2.183118224869157e-9,1.385342200592334,0.006505422857761071,-0.15782597778102514,-0.0065054206746428455,3.1829632855670846,3.2320278184584463,0.8408020306766265,0.8408020306766265
pi,-0.3,300,1.234546552832321,2.0648154066787775e-9,1.399171312587352,0.006750254854866281,-0.164624759755031,-0.0067502527900508745,3.26657708322214,3.416629660665488,0.8462825126047598,0.8462825126047598
K,-0.3,100,1.0418632324067847,-0.0,1.0418682639279084,-0.0,-5.031521123743943e-6,0.0,2.52203347805185,0.0,0.00454230393691207,0.004542303936912049
K,-0.3,105,1.0418831395838042,-0.0,1.0418920775159788,-0.0,-8.937932174601926e-6,0.0,2.5220187297541443,0.0,0.00619722276839641,0.00619722276839641
K,-0.3,110,1.0419154352453213,-0.0,1.0419307402132807,-0.0,-1.5304967959428595e-5,0.0,2.521992548559167,0.0,0.008312107445465303,0.008312107445465303
K,-0.3,115,1.041966412541018,-0.0,1.0419918113514002,-0.0,-2.5398810382215586e-5,0.0,2.5219477258824625,0.0,0.01099242624761033,0.01099242624761033
K,-0.3,120,1.0420451128409245,-0.0,1.0420861577199492,-0.0,-4.104487902467646e-5,0.0,2.5218732688609315,0.0,0.014372207873787983,0.014372207873787983
K,-0.3,125,1.0421645477247279,-0.0,1.042229425153093,-0.0,-6.487742836513988e-5,0.0,2.5217525847288824,0.0,0.01862703147938186,0.01862703147938186
K,-0.3,130,1.0423436452277324,-0.0,1.0424443814754119,-0.0,-0.0001007362476794782,0.0,2.521560668203488,0.0,0.023995462904873772,0.023995462904873772
K,-0.3,135,1.042610547155399,-0.0,1.0427648842402535,-0.0,-0.00015433708485446118,0.0,2.5212595089272605,0.0,0.030816320384761894,0.030816320384761894
K,-0.3,140,1.0430086320446819,-0.0,1.0432431250202914,-0.0,-0.00023449297560951265,0.0,2.5207900533235805,0.0,0.03959796460619361,0.03959796460619361
