# y_unit.M_K: fm^-1
# y_unit.Gamma_pi: fm^-1
# y_unit.M_sigma_prime: fm^-1
# y_unit.Gamma_sigma: fm^-1
# y_unit.M_pi: fm^-1
# y_unit.Gamma_K: fm^-1
# script: scripts/relaxtime/run_mott_phase_scan.jl
# y_unit.m_u: fm^-1
# y_unit.M_sigma: fm^-1
# y_unit.Gamma_eta: fm^-1
# y_unit.Gamma_sigma_prime: fm^-1
# y_unit.m_d: fm^-1
# y_unit.Gamma_eta_prime: fm^-1
# format: scan_csv_v1
# x_unit: MeV
# y_unit.M_eta: fm^-1
# y_unit.M_eta_prime: fm^-1
# y_unit.m_s: fm^-1
# x_label: Temperature
run_id,T_MeV,muB_MeV,xi,M_pi,M_K,Gamma_pi,Gamma_K,residual_pi,residual_K,root_quality_pi,root_quality_K,root_sign_flipped_pi,root_sign_flipped_K,selected_method_pi,selected_method_K,governance_candidate_count_pi,governance_candidate_count_K,governance_selection_reason_pi,governance_selection_reason_K,second_pass_triggered_pi,second_pass_triggered_K,second_pass_candidate_count_pi,second_pass_candidate_count_K,m_u,m_d,m_s,status,error_code,error_message,timestamp_utc
20260531T113243_9288dc67,30.0,1000.0,-0.3,0.6842791015296099,2.5221374126661615,0.0,5.704037620271995e-14,1.7292434151272573e-10,6.661338147750939e-15,good,good,false,true,newton,newton,0,0,none,none,false,false,0,0,1.8620042685555247,1.8620042685555245,2.7841061635330893,ok,,,2026-05-31T11:32:43Z
20260531T113243_9288dc67,35.0,1000.0,-0.3,0.6846667141629358,2.522245339009293,0.0,0.0,5.228701471793329e-9,6.588365408788377e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8607844961912312,1.8607844961912308,2.7835633933468955,ok,,,2026-05-31T11:33:16Z
20260531T113243_9288dc67,40.0,1000.0,-0.3,0.6850222231547002,2.5223649670258803,0.0,0.0,4.402107345313766e-9,8.103666626624317e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8588826325452745,1.858882632545275,2.7827169842961466,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,45.0,1000.0,-0.3,0.685171012470755,2.522465512047332,0.0,0.0,7.719933581284977e-10,5.733971075727595e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8561020075085315,1.8561020075085306,2.7814788156051677,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,50.0,1000.0,-0.3,0.6849942278965373,2.5225274993416744,0.0,0.0,1.091571055766849e-9,2.1844637210222118e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8521952204083212,1.8521952204083212,2.779737191917311,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,55.0,1000.0,-0.3,0.6844384960876745,2.522545813362163,0.0,0.0,2.220446049250313e-15,1.9128920669686522e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8468366732097197,1.8468366732097197,2.777343780959723,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,60.0,1000.0,-0.3,0.6834929975768917,2.5225266003856786,0.0,0.0,1.7319479184152442e-14,2.114530772701073e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8395734431240098,1.8395734431240096,2.7740905331045154,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,65.0,1000.0,-0.3,0.6821544009514996,2.522483110471452,0.0,0.0,6.927791673660977e-14,1.0899792179941414e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.8297360889115417,1.8297360889115417,2.769668406843708,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,70.0,1000.0,-0.3,0.6803891093102253,2.5224342958585186,0.0,0.0,2.1160850849355484e-13,1.3848233670898935e-10,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,1.816265923034583,1.8162659230345826,2.7635889395768674,ok,,,2026-05-31T11:33:19Z
20260531T113243_9288dc67,75.0,1000.0,-0.3,1.477237557304575,2.961740597024883,0.040574516086052385,0.41413445326987297,4.5815891399187376e-10,5.875057139899596e-11,good,good,false,false,newton,newton,0,0,none,none,false,false,0,0,0.2622751344819734,0.26227513448197326,2.34192877244182,ok,,,2026-05-31T11:33:19Z
