T_MeV,muB_MeV,xi,mode,phase_reference_kind,scan_group,group_label,plot_panel,plot_panel_label,plot_series,plot_series_label,T_phase_base_MeV,alpha_T,phase_anchor_method,coexistence_side,coexistence_certified,coexistence_delta_xi,coexistence_T_lower_MeV,coexistence_T_upper_MeV,anchor_p_num,anchor_t_num,anchor_convergence_delta_MeV,anchor_convergence_certified
198.12550509377107,150.0,0.0,mode_a_fixed_muB_phase_scaled,crossover,muB150.0_alpha1.0,"muB=150.0 MeV, alpha_T=1.0",muB150.0,"muB=150.0 MeV",alpha1.0,"alpha_T=1.0, T=198.126 MeV",198.12550509377107,1.0,reference_interpolation,none,false,NaN,NaN,NaN,12,6,NaN,false
