target_id,target_kind,xi,target_mu_MeV,mu_lower_bound_MeV,mu_upper_bound_MeV,fraction_from_last_retained,last_retained_T_MeV,T_CEP_bracket_low_MeV,T_CEP_bracket_high_MeV,native_mu_gap_MeV,physical_side,representative_xi,pilot_selection,selection_reason
crossover_xi_m0p5_fraction_1,crossover_mu_endpoint,-0.5,200.64153290896468,198.9442342272965,202.33883159063282,0.5,148.24091990596872,147.0625,147.125,22.104914914144047,crossover_mu_lt_CEP_proxy,True,pilot_candidate,deterministic_internal_fraction
crossover_xi_m0p5_fraction_2,crossover_mu_endpoint,-0.5,201.49018224979875,198.9442342272965,202.33883159063282,0.75,148.24091990596872,147.0625,147.125,22.104914914144047,crossover_mu_lt_CEP_proxy,True,pilot_candidate,deterministic_internal_fraction
crossover_xi_m0p4875_fraction_1,crossover_mu_endpoint,-0.4875,202.48378885680634,199.4923447837141,205.4752329298986,0.5,148.7671446058257,146.6875,146.75,22.16581608707935,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4875_fraction_2,crossover_mu_endpoint,-0.4875,203.97951089335248,199.4923447837141,205.4752329298986,0.75,148.7671446058257,146.6875,146.75,22.16581608707935,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p475_fraction_1,crossover_mu_endpoint,-0.475,204.42594867954574,200.14887264769436,208.70302471139712,0.5,149.2549817311727,146.25,146.3125,22.23876362752162,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p475_fraction_2,crossover_mu_endpoint,-0.475,206.56448669547143,200.14887264769436,208.70302471139712,0.75,149.2549817311727,146.25,146.3125,22.23876362752162,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p46875_fraction_1,crossover_mu_endpoint,-0.46875,205.32101693706585,200.44204525953816,210.1999886145935,0.5,149.49890029384622,146.0625,146.125,22.271338362170894,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p46875_fraction_2,crossover_mu_endpoint,-0.46875,207.76050277582968,200.44204525953816,210.1999886145935,0.75,149.49890029384622,146.0625,146.125,22.271338362170894,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4625_fraction_1,crossover_mu_endpoint,-0.4625,206.17504226860706,200.67180026620494,211.6782842710092,0.5,149.7620126437747,145.875,145.9375,22.29686669624502,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4625_fraction_2,crossover_mu_endpoint,-0.4625,208.92666326980813,200.67180026620494,211.6782842710092,0.75,149.7620126437747,145.875,145.9375,22.29686669624502,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p45625_fraction_1,crossover_mu_endpoint,-0.45625,207.0788554742748,201.01928498118454,213.13842596736504,0.5,149.98673741919322,145.6875,145.75,22.335476109020505,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p45625_fraction_2,crossover_mu_endpoint,-0.45625,210.10864072081992,201.01928498118454,213.13842596736504,0.75,149.98673741919322,145.6875,145.75,22.335476109020505,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p45_fraction_1,crossover_mu_endpoint,-0.45,207.9421940249885,201.30348493721235,214.58090311276464,0.5,150.22612494332887,145.5,145.5625,22.36705388191251,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p45_fraction_2,crossover_mu_endpoint,-0.45,211.26154856887658,201.30348493721235,214.58090311276464,0.75,150.22612494332887,145.5,145.5625,22.36705388191251,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4375_fraction_1,crossover_mu_endpoint,-0.4375,209.669709042104,201.75917917661735,217.58023890759063,0.5,150.73315585593087,145.0625,145.125,22.417686575179715,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4375_fraction_2,crossover_mu_endpoint,-0.4375,213.6249739748473,201.75917917661735,217.58023890759063,0.75,150.73315585593087,145.0625,145.125,22.417686575179715,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p425_fraction_1,crossover_mu_endpoint,-0.425,211.37936811919144,202.4122140058126,220.3465222325703,0.5,151.15686284027583,144.6875,144.75,22.49024600064584,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p425_fraction_2,crossover_mu_endpoint,-0.425,215.86294517588087,202.4122140058126,220.3465222325703,0.75,151.15686284027583,144.6875,144.75,22.49024600064584,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4125_fraction_1,crossover_mu_endpoint,-0.4125,213.00068148705037,202.95052429244402,223.05083868165676,0.5,151.608152880706,144.3125,144.375,22.550058254715992,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4125_fraction_2,crossover_mu_endpoint,-0.4125,218.02576008435358,202.95052429244402,223.05083868165676,0.75,151.608152880706,144.3125,144.375,22.550058254715992,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4_fraction_1,crossover_mu_endpoint,-0.4,214.574825313266,203.45349934244376,225.69615128408822,0.5,152.06416474024408,143.9375,144.0,22.605944371382634,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p4_fraction_2,crossover_mu_endpoint,-0.4,220.1354882986771,203.45349934244376,225.69615128408822,0.75,152.06416474024408,143.9375,144.0,22.605944371382634,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3875_fraction_1,crossover_mu_endpoint,-0.3875,227.55275758298995,226.66345218914057,228.44206297683934,0.5,144.20410044761792,143.5,143.5625,22.666345218914074,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3875_fraction_2,crossover_mu_endpoint,-0.3875,227.99741027991465,226.66345218914057,228.44206297683934,0.75,144.20410044761792,143.5,143.5625,22.666345218914074,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p375_fraction_1,crossover_mu_endpoint,-0.375,229.10222184682027,227.22903364543023,230.97541004821028,0.5,144.61538659461144,143.125,143.1875,22.722903364543072,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p375_fraction_2,crossover_mu_endpoint,-0.375,230.03881594751527,227.22903364543023,230.97541004821028,0.75,144.61538659461144,143.125,143.1875,22.722903364543072,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3625_fraction_1,crossover_mu_endpoint,-0.3625,230.60709894156105,227.7567818288165,233.4574160543056,0.5,145.03139456071278,142.75,142.8125,22.775678182881677,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3625_fraction_2,crossover_mu_endpoint,-0.3625,232.03225749793333,227.7567818288165,233.4574160543056,0.75,145.03139456071278,142.75,142.8125,22.775678182881677,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p35_fraction_1,crossover_mu_endpoint,-0.35,232.11032757328397,228.33040471964705,235.8902504269209,0.5,145.41795694188002,142.375,142.4375,22.833040471964694,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p35_fraction_2,crossover_mu_endpoint,-0.35,234.00028900010244,228.33040471964705,235.8902504269209,0.75,145.41795694188002,142.375,142.4375,22.833040471964694,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p34375_fraction_1,crossover_mu_endpoint,-0.34375,232.78763404468364,228.48640512795026,237.08886296141702,0.5,145.6597838769109,142.1875,142.25,22.848640512794987,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p34375_fraction_2,crossover_mu_endpoint,-0.34375,234.93824850305032,228.48640512795026,237.08886296141702,0.75,145.6597838769109,142.1875,142.25,22.848640512794987,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3375_fraction_1,crossover_mu_endpoint,-0.3375,233.5714112665808,228.86689483309092,238.27592770007067,0.5,145.80924114215514,142.0,142.0625,22.886689483309084,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3375_fraction_2,crossover_mu_endpoint,-0.3375,235.92366948332574,228.86689483309092,238.27592770007067,0.75,145.80924114215514,142.0,142.0625,22.886689483309084,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p33125_fraction_1,crossover_mu_endpoint,-0.33125,234.2917039476677,229.13173339526537,239.45167450007006,0.5,145.99870230083616,141.8125,141.875,22.913173339526537,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p33125_fraction_2,crossover_mu_endpoint,-0.33125,236.87168922386888,229.13173339526537,239.45167450007006,0.75,145.99870230083616,141.8125,141.875,22.913173339526537,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p325_fraction_1,crossover_mu_endpoint,-0.325,235.0791048144927,229.3943572280796,240.7638524009058,0.5,146.1881634595172,141.5625,141.625,22.939435722807957,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p325_fraction_2,crossover_mu_endpoint,-0.325,237.92147860769924,229.3943572280796,240.7638524009058,0.75,146.1881634595172,141.5625,141.625,22.939435722807957,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3125_fraction_1,crossover_mu_endpoint,-0.3125,236.45357634017915,229.84813459044912,243.05901808990916,0.5,146.58708772359756,141.1875,141.25,22.984813459044858,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3125_fraction_2,crossover_mu_endpoint,-0.3125,239.75629721504416,229.84813459044912,243.05901808990916,0.75,146.58708772359756,141.1875,141.25,22.984813459044858,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3_fraction_1,crossover_mu_endpoint,-0.3,237.86786798061414,230.42340511118687,245.3123308500414,0.5,146.92935985983723,140.8125,140.875,23.04234051111868,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p3_fraction_2,crossover_mu_endpoint,-0.3,241.59009941532776,230.42340511118687,245.3123308500414,0.75,146.92935985983723,140.8125,140.875,23.04234051111868,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2875_fraction_1,crossover_mu_endpoint,-0.2875,239.2254367416462,230.92555321548204,247.52532026781037,0.5,147.2899207107084,140.4375,140.5,23.092555321548218,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2875_fraction_2,crossover_mu_endpoint,-0.2875,243.3753785047283,230.92555321548204,247.52532026781037,0.75,147.2899207107084,140.4375,140.5,23.092555321548218,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p275_fraction_1,crossover_mu_endpoint,-0.275,240.55960979414817,231.41980315841178,249.69941642988456,0.5,147.64253280832764,140.0625,140.125,23.14198031584118,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p275_fraction_2,crossover_mu_endpoint,-0.275,245.12951311201635,231.41980315841178,249.69941642988456,0.75,147.64253280832764,140.0625,140.125,23.14198031584118,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2625_fraction_1,crossover_mu_endpoint,-0.2625,241.9408175977661,231.90640247346406,251.97523272206814,0.5,147.9871961526949,139.625,139.6875,23.19064024734641,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2625_fraction_2,crossover_mu_endpoint,-0.2625,246.95802515991713,231.90640247346406,251.97523272206814,0.75,147.9871961526949,139.625,139.6875,23.19064024734641,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p25_fraction_1,crossover_mu_endpoint,-0.25,243.2297738603856,232.38558621630276,254.0739615044684,0.5,148.3348956506363,139.25,139.3125,23.238558621630233,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p25_fraction_2,crossover_mu_endpoint,-0.25,248.651867682427,232.38558621630276,254.0739615044684,0.75,148.3348956506363,139.25,139.3125,23.238558621630233,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2375_fraction_1,crossover_mu_endpoint,-0.2375,256.1255254748155,256.11342886761565,256.13762208201535,0.5,138.8859339368736,138.875,138.9375,23.28303898796503,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2375_fraction_2,crossover_mu_endpoint,-0.2375,256.13157377841543,256.11342886761565,256.13762208201535,0.75,138.8859339368736,138.875,138.9375,23.28303898796503,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p225_fraction_1,crossover_mu_endpoint,-0.225,257.4110900197913,256.6548485543525,258.1673314852301,0.5,139.19446952229046,138.5,138.5625,23.33225895948658,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p225_fraction_2,crossover_mu_endpoint,-0.225,257.7892107525107,256.6548485543525,258.1673314852301,0.75,139.19446952229046,138.5,138.5625,23.33225895948658,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p21875_fraction_1,crossover_mu_endpoint,-0.21875,258.03879179293176,256.907796697017,259.1697868888465,0.5,139.35393984154427,138.3125,138.375,23.355254245183346,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p21875_fraction_2,crossover_mu_endpoint,-0.21875,258.6042893408891,256.907796697017,259.1697868888465,0.75,139.35393984154427,138.3125,138.375,23.355254245183346,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2125_fraction_1,crossover_mu_endpoint,-0.2125,258.7281162052284,257.1589082220627,260.29732418839416,0.5,139.51341016079814,138.0625,138.125,23.378082565642046,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2125_fraction_2,crossover_mu_endpoint,-0.2125,259.5127201968113,257.1589082220627,260.29732418839416,0.75,139.51341016079814,138.0625,138.125,23.378082565642046,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p20625_fraction_1,crossover_mu_endpoint,-0.20625,259.34559905709636,257.4082113000667,261.28298681412605,0.5,139.67685485667792,137.875,137.9375,23.40074648182423,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p20625_fraction_2,crossover_mu_endpoint,-0.20625,260.3142929356112,257.4082113000667,261.28298681412605,0.75,139.67685485667792,137.875,137.9375,23.40074648182423,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2_fraction_1,crossover_mu_endpoint,-0.2,259.9582653844459,257.6557291423227,262.2608016265691,0.5,139.82592012284096,137.6875,137.75,23.423248103847527,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p2_fraction_2,crossover_mu_endpoint,-0.2,261.1095335055075,257.6557291423227,262.2608016265691,0.75,139.82592012284096,137.6875,137.75,23.423248103847527,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p1875_fraction_1,crossover_mu_endpoint,-0.1875,261.1694288424854,258.1455139709213,264.1933437140495,0.5,140.13644289657077,137.3125,137.375,23.46777399735646,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p1875_fraction_2,crossover_mu_endpoint,-0.1875,262.68138627826744,258.1455139709213,264.1933437140495,0.75,140.13644289657077,137.3125,137.375,23.46777399735646,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p175_fraction_1,crossover_mu_endpoint,-0.175,262.3782566463517,258.62845638090346,266.12805691179994,0.5,140.44111822119498,136.921875,137.0,23.51167785280944,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p175_fraction_2,crossover_mu_endpoint,-0.175,264.2531567790758,258.62845638090346,266.12805691179994,0.75,140.44111822119498,136.921875,137.0,23.51167785280944,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p1625_fraction_1,crossover_mu_endpoint,-0.1625,263.6006598158339,259.10473878678823,268.0965808448796,0.5,140.7435428849939,136.5,136.5625,23.554976253344364,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p1625_fraction_2,crossover_mu_endpoint,-0.1625,265.84862033035677,259.10473878678823,268.0965808448796,0.75,140.7435428849939,136.5,136.5625,23.554976253344364,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p15_fraction_1,crossover_mu_endpoint,-0.15,264.8203178424135,259.5745468684939,270.06608881633304,0.5,141.0316330364253,136.0625,136.125,23.597686078953984,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
crossover_xi_m0p15_fraction_2,crossover_mu_endpoint,-0.15,267.44320332937326,259.5745468684939,270.06608881633304,0.75,141.0316330364253,136.0625,136.125,23.597686078953984,crossover_mu_lt_CEP_proxy,False,full_only,deterministic_internal_fraction
