m_fm,g_fm,m_MeV,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
2.2,0.0,434.11935688000005,0.0,0.12279340046291465,-4.85316736297467e-5,0.12279341005350847,-0.9108249398250851
2.21,0.0,436.092626684,0.0,0.12176285825190532,-4.784090775995786e-5,0.12176286765030644,-0.9144851323373109
2.22,0.0,438.065896488,0.0,0.12071355598747009,-4.71574666540478e-5,0.12071356519864176,-0.9182439232755882
2.23,0.0,440.039166292,0.0,0.11964476786073086,-4.6481119810863614e-5,0.11964477688951856,-0.922106255826747
2.24,0.0,442.01243609600004,0.0,0.11855571485123116,-4.581162617518786e-5,0.11855572370236507,-0.9260774740573877
2.25,0.0,443.98570589999997,0.0,0.11744555884520891,-4.514873350992821e-5,0.11744556752330658,-0.930163369150267
2.26,0.0,445.95897570399995,0.0,0.11631339587156432,-4.4492177569806224e-5,0.11631340438113356,-0.9343702327065967
2.27,0.0,447.932245508,0.0,0.11515824828646487,-4.3841681046978553e-5,0.11515825663190671,-0.9387049184802522
2.28,0.0,449.905515312,0.0,0.11397905569764034,-4.3196952251182974e-5,0.11397906388325219,-0.943174914233635
2.29,0.0,451.878785116,0.0,0.11277466436821408,-4.2557683476995845e-5,0.11277467239819301,-0.947788425820708
2.3,0.0,453.85205491999994,0.0,0.11154381477361608,-4.1923548997492566e-5,0.11154382265206234,-0.9525544761413068
2.31,0.0,455.825324724,0.0,0.11028512689845768,-4.1294202606463604e-5,0.11028513462937824,-0.9574830223151373
2.32,0.0,457.79859452799997,0.0,0.10899708274581346,-4.066927460897457e-5,0.10899709033312588,-0.9625850953541837
2.33,0.0,459.771864332,0.0,0.10767800537858639,-4.0048368129319556e-5,0.10767801282612281,-0.9678729678546155
2.34,0.0,461.745134136,0.0,0.10632603360626827,-3.943105456478274e-5,0.10632604091777965,-0.9733603569079905
2.35,0.0,463.71840394000003,0.0,0.10493909114803654,-3.881686795708522e-5,0.10493909832719718,-0.9790626717291139
2.36,0.0,465.69167374399996,0.0,0.10351484871130728,-3.820529797532446e-5,0.10351485576171968,-0.9849973186866838
2.37,0.0,467.664943548,0.0,0.10205067687277644,-3.75957810932262e-5,0.10205068379797651,-0.9911840809166221
2.38,0.0,469.638213352,0.0,0.1005435868578916,-3.698768938472513e-5,0.10054359366135446,-0.9976455961379407
2.39,0.0,471.611483156,0.0,0.09899015515983442,-3.6380316128653556e-5,0.09899016184498081,-1.0044079656928468
2.4,0.0,473.58475295999995,0.0,0.09738642621810373,-3.577285706475586e-5,0.09738643278830714,-1.0115015418439928
2.41,0.0,475.55802276400004,0.0,0.09572778475234126,-3.516438561001339e-5,0.0957277912109362,-1.0189619617278893
2.42,0.0,477.53129256799997,0.0,0.09400878523987158,-3.455381950651787e-5,0.0940087915901632,-1.0268315297986466
2.43,0.0,479.504562372,0.0,0.09222291940641082,-3.393987501742329e-5,0.09222292565168631,-1.0351611044737012
2.44,0.0,481.477832176,0.0,0.09036229156838138,-3.332100252133319e-5,0.09036229771192396,-1.0440127344701065
2.45,0.0,483.45110198000003,0.0,0.08841715255473097,-3.2695293415360704e-5,0.08841715859983729,-1.0534634458228105
2.46,0.0,485.42437178399996,0.0,0.08637520829253773,-3.206034106846556e-5,0.08637521424254035,-1.0636108624051528
2.47,0.0,487.39764158800006,0.0,0.08422055286424532,-3.1413024800384937e-5,0.08422055872254272,-1.0745818817792976
2.48,0.0,489.370911392,0.0,0.08193194051735227,-3.074915764833541e-5,0.08193194628745033,-1.086546728384102
2.49,0.0,491.344181196,0.0,0.07947981157519508,-3.006287599700841e-5,0.07947981726076771,-1.0997431400867752
2.5,0.0,493.317451,0.0,0.07682075228904267,-2.9345494740075362e-5,0.07682075789402573,-1.114521412510994
2.51,0.0,495.29072080399993,0.0,0.07388600060589623,-2.8583115373841117e-5,0.07388600613464624,-1.1314378083439658
2.52,0.0,497.263990608,0.0,0.07055354388833307,-2.7750777583317177e-5,0.07055354934593012,-1.1514811332550916
2.53,0.0,499.23726041199996,0.0,0.06656059074214561,-2.679397397465505e-5,0.06656059613510415,-1.176782797038444
2.54,0.0,501.210530216,0.0,0.061028123772395394,-2.5527379673602468e-5,0.06102812911130346,-1.2144699436447728
2.55,0.0,503.18380002,0.0,0.053399217321128734,-0.006641500970648695,0.05381064899861609,-1.2691317699899674
2.56,0.0,505.157069824,0.0,0.05263122503172347,-0.011749209738534154,0.053926707463185446,-1.2681960950877302
2.57,0.0,507.13033962799994,0.0,0.05186508821842809,-0.015323605330308111,0.054081422468573954,-1.2669518939501507
2.58,0.0,509.103609432,0.0,0.051100648230671945,-0.018289672384564686,0.05427511737002126,-1.26539922871007
2.59,0.0,511.07687923599997,0.0,0.050337894351513576,-0.02090946792476784,0.054507884353009316,-1.2635406741756552
2.6,0.0,513.0501490400001,0.0,0.04957684829110023,-0.02330132631738454,0.05477970148356054,-1.261380338719437
2.61,0.0,515.0234188439999,0.0,0.048817543937192606,-0.025530484289066853,0.05509045492727411,-1.2589236412845284
2.62,0.0,516.996688648,0.0,0.04806002100694009,-0.027637333851401574,0.055439948066365916,-1.256177185223473
2.63,0.0,518.969958452,0.0,0.047304322455901264,-0.029648884375321996,0.05582790760643907,-1.2531486489184456
2.64,0.0,520.943228256,0.0,0.046550493237092753,-0.03158421846184137,0.05625398898266628,-1.249846676207947
2.65,0.0,522.91649806,0.0,0.04579857963798443,-0.03345738883307404,0.056717781730109204,-1.2462807630367663
2.66,0.0,524.889767864,0.0,0.04504862889676535,-0.03527908481215309,0.05721881500574416,-1.2424611406201547
2.67,0.0,526.863037668,0.0,0.04430068896621243,-0.03705765183177513,0.057756563282160084,-1.238398656712634
2.68,0.0,528.836307472,0.0,0.04355480836117331,-0.03879974637398711,0.05833045216749359,-1.2341046569818441
2.69,0.0,530.809577276,0.0,0.0428110360561158,-0.04051077379210216,0.058939864280747364,-1.2295908685232564
2.7,0.0,532.78284708,0.0,0.04206942141404967,-0.0421951908360367,0.05958414510423437,-1.2248692874036686
2.71,0.0,534.756116884,0.0,0.04133001413586889,-0.04385672061682797,0.06026260873654265,-1.2199520718766967
2.72,0.0,536.729386688,0.0,0.040592864223422405,-0.045498509055139844,0.06097454347596092,-1.214851442619205
2.73,0.0,538.702656492,0.0,0.039858021952073275,-0.04712324112981185,0.061719217173505585,-1.2095795910240366
2.74,0.0,540.6759262960001,0.0,0.03912553784997946,-0.048733228838806014,0.06249588230520159,-1.204148596272578
2.75,0.0,542.6491961,0.0,0.038395462682237334,-0.050330478831355704,0.06330378072419234,-1.19857035161579
2.76,0.0,544.6224659039999,0.0,0.03766784743861125,-0.05191674515610208,0.06414214806398474,-1.1928565000247549
2.77,0.0,546.595735708,0.0,0.036942743323953885,-0.05349357092915154,0.0650102177742215,-1.1870183791384263
2.78,0.0,548.569005512,0.0,0.036220201750677465,-0.05506232162997048,0.06590722477954973,-1.1810669752404654
2.79,0.0,550.542275316,0.0,0.035500274332808376,-0.056624211985584046,0.06683240876021912,-1.1750128858399562
2.8,0.0,552.51554512,0.0,0.034783012881283513,-0.058180327884217765,0.0677850170599272,-1.168866290311187
