g_fm,m_fixed_fm,g_MeV,residual_re,residual_im,residual_norm,log10_residual_norm
0.0,2.9272409518630624,0.0,0.02591180468894979,-0.07780028910474443,0.08200186953368865,-1.086176246166171
0.01,2.9272409518630624,1.973269804,0.025646634925870215,-0.07722152278690651,0.08136899572041914,-1.0895410441588882
0.02,2.9272409518630624,3.946539608,0.02538245383563094,-0.07664230261231499,0.08073606079340012,-1.0929324441432433
0.03,2.9272409518630624,5.919809411999999,0.025119261419147325,-0.07606262857953904,0.08010306336634306,-1.09635087495622
0.04,2.9272409518630624,7.893079216,0.024857057677331672,-0.07548250068713627,0.07947000205333911,-1.0997967757618428
0.05,2.9272409518630624,9.866349020000001,0.02459584261109323,-0.07490191893365272,0.07883687546886389,-1.1032705963855018
0.06,2.9272409518630624,11.839618823999999,0.024335616221338292,-0.07432088331762254,0.07820368222778214,-1.1067727976619202
0.07,2.9272409518630624,13.812888628000001,0.024076378508969987,-0.0737393938375682,0.0775704209453525,-1.110303851797432
0.08,2.9272409518630624,15.786158432,0.023818129474887803,-0.0731574504920004,0.07693709023723219,-1.1138642427472938
0.09,2.9272409518630624,17.759428235999998,0.02356086911998822,-0.07257505327941784,0.07630368871948165,-1.1174544666087716
0.1,2.9272409518630624,19.732698040000002,0.02330459744516372,-0.07199220219830736,0.07567021500856927,-1.1210750320308136
0.11,2.9272409518630624,21.705967844,0.02304931445130364,-0.07140889724714375,0.07503666772137613,-1.1247264606411447
0.12,2.9272409518630624,23.679237647999997,0.022795020139293118,-0.07082513842438981,0.07440304547520052,-1.12840928749169
0.13,2.9272409518630624,25.652507452000002,0.02254171451001375,-0.07024092572849613,0.07376934688776277,-1.1321240615232702
0.14,2.9272409518630624,27.625777256000003,0.022289397564342874,-0.06965625915790127,0.07313557057720982,-1.1358713460505836
0.15,2.9272409518630624,29.599047059999997,0.02203806930315398,-0.06907113871103142,0.07250171516211985,-1.1396517192685465
0.16,2.9272409518630624,31.572316864,0.02178772972731613,-0.0684855643863006,0.07186777926150703,-1.1434657747811272
0.17,2.9272409518630624,33.545586668,0.021538378837694057,-0.0678995361821105,0.07123376149482603,-1.1473141221538878
0.18,2.9272409518630624,35.518856471999996,0.021290016635148255,-0.06731305409685041,0.07059966048197683,-1.151197387491518
0.19,2.9272409518630624,37.492126276,0.021042643120534416,-0.06672611812889723,0.06996547484330912,-1.1551162140417321
0.2,2.9272409518630624,39.465396080000005,0.02079625829470364,-0.06613872827661532,0.06933120319962711,-1.1590712628269826
0.21,2.9272409518630624,41.438665883999995,0.020550862158501895,-0.06555088453835661,0.068696844172194,-1.1630632133055467
0.22,2.9272409518630624,43.411935688,0.020306454712770747,-0.06496258691246035,0.06806239638273673,-1.1670927640636382
0.23,2.9272409518630624,45.385205492000004,0.02006303595834618,-0.06437383539725328,0.06742785845345046,-1.1711606335403062
0.24,2.9272409518630624,47.358475295999995,0.019820605896059204,-0.06378462999104942,0.06679322900700323,-1.1752675607870087
0.25,2.9272409518630624,49.3317451,0.019579164526735422,-0.06319497069215009,0.0661585066665405,-1.1794143062638616
0.26,2.9272409518630624,51.305014904000004,0.019338711851194984,-0.06260485749884381,0.0655236900556897,-1.1836016526747193
0.27,2.9272409518630624,53.278284708,0.0190992478702523,-0.062014290409406404,0.06488877779856492,-1.1878304058433704
0.28,2.9272409518630624,55.251554512000006,0.01886077258471621,-0.06142326942210074,0.06425376851977134,-1.1921013956333129
0.29,2.9272409518630624,57.224824315999996,0.018623285995389455,-0.06083179453517691,0.06361866084440986,-1.1964154769137278
0.3,2.9272409518630624,59.19809411999999,0.018386788103069138,-0.060239865746872005,0.06298345339808169,-1.2007735305744676
0.31,2.9272409518630624,61.171363924,0.018151278908545676,-0.05964748305541013,0.06234814480689264,-1.2051764645930767
0.32,2.9272409518630624,63.144633728,0.01791675841260361,-0.059054646459002505,0.06171273369745809,-1.20962521515707
0.33,2.9272409518630624,65.117903532,0.017683226616020738,-0.05846135595584723,0.061077218696907104,-1.2141207478449516
0.34,2.9272409518630624,67.091173336,0.017450683519568612,-0.057867611544129297,0.06044159843288718,-1.2186640588696889
0.35,2.9272409518630624,69.06444314,0.017219129124011662,-0.05727341322202068,0.05980587153356868,-1.2232561763886587
0.36,2.9272409518630624,71.03771294399999,0.01698856343010756,-0.05667876098768015,0.05917003662764931,-1.2278981618843696
