# script=scripts/analysis/relaxtime/meson_mixed/run_globalmin_window_experiment.jl
# window.xi=-0.3
# window.T_MeV=[220,280]
# merged_from=mixed_window_globalmin_xi-0p3_muB0,mixed_window_globalmin_xi-0p3_muB0_next2
# merged_at_utc=2026-04-17T13:43:22Z
lib,T_MeV,muB_MeV,xi,global_seed_mass,global_seed_gamma,global_obj,M_eta,M_eta_prime,Gamma_eta,Gamma_eta_prime,residual_eta,residual_eta_prime,selected_method_eta,selected_method_eta_prime,status,error_message
cmaes,236.0,0.0,-0.3,2.917194126075502,0.697794234216868,0.0417947075475905,3.0408688384219693,2.8925122109701027,0.0014094313461942647,0.7410264175055565,2.0328461136642773e-12,0.03079151081086561,current,trust_region,ok,
cmaes,238.0,0.0,-0.3,2.8925122109701027,0.7410264175055565,0.04307284351743047,3.017216130647573,2.866964519225772,0.0012218832265029347,0.7854034918592535,1.0442133963062261e-10,0.03333778491245307,current,trust_region,ok,
cmaes,240.0,0.0,-0.3,2.866964519225772,0.7854034918592535,0.04431221985925108,2.9915088240632093,2.0587348578686955,0.0010590903940025376,2.462889819391803,3.0899172109855044e-12,0.12606834695154295,current,newton,ok,
cmaes,242.0,0.0,-0.3,2.2,2.462889819391803,0.05962091527250178,2.963243860916947,2.876041225834658,0.0009171188991211236,1.0270464403996087,5.775116496131716e-12,0.04836209048327446,current,trust_region,ok,
cmaes,244.0,0.0,-0.3,2.876041225834658,1.0270464403996087,0.04626779837017779,2.9317006981160385,2.3111242026500225,0.000792663255835427,1.844770851629502,8.800807305142655e-13,0.10674104089570377,current,newton,ok,
cmaes,246.0,0.0,-0.3,2.3111242026500225,1.844770851629502,0.06319376718386834,2.8957872895638386,2.4946870152308622,0.0006828723759637182,2.1552620139308933,2.402716914318148e-12,0.09615614853104365,current,newton,ok,
cmaes,248.0,0.0,-0.3,2.4946870152308622,2.1552620139308933,0.05962434899682082,2.8537094245672643,2.9181718476663674,0.0005851593048026328,2.137633499451523,1.0057232824323137e-13,0.04139909326499175,current,trust_region,ok,
cmaes,250.0,0.0,-0.3,2.9181718476663674,2.137633499451523,0.03317076946957598,2.827126767889234,2.971874399051961,0.31340301304831725,2.4167329622869267,3.1363800445660672e-15,0.030992995734952955,current,trust_region,ok,
cmaes,252.0,0.0,-0.3,2.971874399051961,2.4167329622869267,0.024083506896511418,2.8460400013621436,2.9428744361089234,0.6271680842631157,2.450432451321935,2.040034807748725e-15,0.02408350689635738,current,trust_region,ok,
cmaes,254.0,0.0,-0.3,2.9428744361089234,2.450432451321935,0.01751586520917249,2.865539889298591,2.9161590198927394,0.8335515137655121,2.4860815836966665,1.2490009027033011e-15,0.017515865209136394,trust_region,trust_region,ok,
cmaes,256.0,0.0,-0.3,2.9161590198927394,2.4860815836966665,0.011285889842198055,2.8855974250601175,2.892543875544261,1.0014022934142806,2.525058323929311,1.4830636718698997e-12,0.011285889842196743,trust_region,trust_region,ok,
cmaes,258.0,0.0,-0.3,2.892543875544261,2.525058323929311,0.005388712596275845,2.906185695875267,2.8643696475940583,1.1478157242191158,2.5513414391151783,6.702971511174383e-15,0.005387458793073847,current,trust_region,ok,
