# script=scripts/analysis/relaxtime/meson_mixed/run_globalmin_window_experiment.jl
# window.xi=-0.3
# window.T_MeV=[220,280]
# merged_from=mixed_window_globalmin_xi-0p3_muB0,mixed_window_globalmin_xi-0p3_muB0_next2
# merged_at_utc=2026-04-17T13:43:22Z
lib,T_MeV,muB_MeV,xi,global_seed_mass,global_seed_gamma,global_obj,M_eta,M_eta_prime,Gamma_eta,Gamma_eta_prime,residual_eta,residual_eta_prime,selected_method_eta,selected_method_eta_prime,status,error_message
cmaes,260.0,0.0,-0.3,2.8643696475940583,2.5513414391151783,2.4166750712479646e-9,2.927276929912708,2.8776611522555093,1.2802258284738632,2.654751139018963,3.29250515740398e-15,2.4166768133745086e-9,trust_region,newton,ok,
cmaes,262.0,0.0,-0.3,2.8776611522555093,2.654751139018963,1.5416438403637045e-9,2.94884235554277,2.899955953415556,1.4026587580824748,2.695002693153808,1.5333290193098037e-12,1.5416435489301605e-9,trust_region,newton,ok,
cmaes,264.0,0.0,-0.3,2.899955953415556,2.695002693153808,1.6259747090408005e-9,2.9708524166784414,2.922463317861821,1.5175843461462881,2.7361552136723066,6.24986173924924e-14,1.6259742927071663e-9,trust_region,newton,ok,
cmaes,266.0,0.0,-0.3,2.922463317861821,2.7361552136723066,1.7134712052002676e-9,2.9932770659031323,2.945177744541288,1.6266465396236474,2.7782139050622465,1.0269562977782698e-15,1.713471101116859e-9,trust_region,newton,ok,
cmaes,268.0,0.0,-0.3,2.945177744541288,2.7782139050622465,1.8037051296992956e-9,3.016086065055308,2.9680922664501748,1.731004876140944,2.821181261864216,2.230854390106174e-15,1.8037056639941262e-9,trust_region,newton,ok,
cmaes,270.0,0.0,-0.3,2.9680922664501748,2.821181261864216,1.8962600586980294e-9,3.039249267240966,2.9911986753288615,1.8315135072789537,2.8650572488237818,5.3013149425851225e-15,1.896260239109271e-9,trust_region,newton,ok,
cmaes,272.0,0.0,-0.3,2.9911986753288615,2.8650572488237818,1.990722801881173e-9,3.06273686915275,3.014487716067506,1.9288232089570332,2.909839519415665,3.71057351511439e-15,1.990722205136297e-9,trust_region,newton,ok,
cmaes,274.0,0.0,-0.3,3.014487716067506,2.909839519415665,2.0866872327274244e-9,3.086519628764213,3.037949270001948,2.0234433278669552,2.9555236503044617,1.739580701709542e-14,2.086687982127966e-9,trust_region,newton,ok,
cmaes,276.0,0.0,-0.3,3.037949270001948,2.9555236503044617,2.1837612690367436e-9,3.1105690470120217,3.0615725263211857,2.1157813426534586,3.0021033792751353,6.369210714396445e-14,2.1837606167807166e-9,trust_region,newton,ok,
cmaes,278.0,0.0,-0.3,3.0615725263211857,3.0,2.33441212194041e-9,3.1348575142139814,3.0853461412070895,2.206169186826672,3.0495708394530348,2.318284453295405e-14,2.334411830506866e-9,trust_region,newton,ok,
cmaes,280.0,0.0,-0.3,3.0853461412070895,3.0,3.470949500906928e-9,3.1593584233350716,3.1092583893663095,2.2948813716309853,3.0979168285697165,4.3194614551822497e-16,3.470949500906928e-9,trust_region,newton,ok,
optim_samin,220.0,0.0,-0.3,2.8,2.3,0.017697877046278915,3.186262862437107,3.0607133857231315,0.004705518855510104,0.41667595089201265,5.9136098795598e-12,0.017697877045989043,trust_region,trust_region,ok,
optim_samin,222.0,0.0,-0.3,3.0607133857231315,0.41667595089201265,0.03322506089968431,3.1709718221866856,3.0523412322508046,0.004000688395821475,0.46773449153764174,1.4262744353621404e-9,0.017597951592099367,trust_region,trust_region,ok,
optim_samin,224.0,0.0,-0.3,3.0523412322508046,0.46773449153764174,0.034422302498877205,3.155060004150907,3.033064864196748,0.003417100436321785,0.50548083217294,9.17333223271477e-12,0.01894825196736427,trust_region,trust_region,ok,
optim_samin,226.0,0.0,-0.3,3.033064864196748,0.50548083217294,0.035562871598844345,3.1384468084944928,3.0026954280273284,0.0029299654696886826,0.5286493602852911,1.5716594692349872e-14,0.021586829352279912,current,trust_region,ok,
optim_samin,228.0,0.0,-0.3,3.0026954280273284,0.5286493602852911,0.03666624538334986,3.1210398580687757,2.985582561106135,0.0025204168628069146,0.5738659683840881,3.5915714846623814e-14,0.022659432798304475,current,trust_region,ok,
optim_samin,230.0,0.0,-0.3,2.985582561106135,0.5738659683840881,0.038118469363217514,3.1027296137331613,2.964420848020067,0.002173865549799909,0.6153539185696113,7.91033905045424e-16,0.02430584655867674,current,trust_region,ok,
optim_samin,232.0,0.0,-0.3,2.964420848020067,0.6153539185696113,0.0393294725812388,3.0833826579587202,2.9411358420840936,0.0018789001112750829,0.6558806532175201,3.653674585102351e-14,0.026320794297980572,current,trust_region,ok,
optim_samin,234.0,0.0,-0.3,2.9411358420840936,0.6558806532175201,0.040556745160631846,3.0628328274540375,2.917194126075502,0.0016264940708838073,0.697794234216868,2.0393409183583344e-13,0.02849513034606853,current,trust_region,ok,
optim_samin,236.0,0.0,-0.3,2.917194126075502,0.697794234216868,0.0417947075475905,3.0408688384219693,2.8925122109701027,0.0014094313461942647,0.7410264175055565,2.0328461136642773e-12,0.03079151081086561,current,trust_region,ok,
optim_samin,238.0,0.0,-0.3,2.8925122109701027,0.7410264175055565,0.04307284351743047,3.017216130647573,2.866964519225772,0.0012218832265029347,0.7854034918592535,1.0442133963062261e-10,0.03333778491245307,current,trust_region,ok,
optim_samin,240.0,0.0,-0.3,2.866964519225772,0.7854034918592535,0.04431221985925108,2.9915088240632093,2.0587348578686955,0.0010590903940025376,2.462889819391803,3.0899172109855044e-12,0.12606834695154295,current,newton,ok,
optim_samin,242.0,0.0,-0.3,2.2,2.462889819391803,0.05962091527250178,2.963243860916947,2.876041225834658,0.0009171188991211236,1.0270464403996087,5.775116496131716e-12,0.04836209048327446,current,trust_region,ok,
optim_samin,244.0,0.0,-0.3,2.876041225834658,1.0270464403996087,0.04626779837017779,2.9317006981160385,2.3111242026500225,0.000792663255835427,1.844770851629502,8.800807305142655e-13,0.10674104089570377,current,newton,ok,
optim_samin,246.0,0.0,-0.3,2.3111242026500225,1.844770851629502,0.06319376718386834,2.8957872895638386,2.4946870152308622,0.0006828723759637182,2.1552620139308933,2.402716914318148e-12,0.09615614853104365,current,newton,ok,
optim_samin,248.0,0.0,-0.3,2.4946870152308622,2.1552620139308933,0.05962434899682082,2.8537094245672643,2.9181718476663674,0.0005851593048026328,2.137633499451523,1.0057232824323137e-13,0.04139909326499175,current,trust_region,ok,
optim_samin,250.0,0.0,-0.3,2.9181718476663674,2.137633499451523,0.03317076946957598,2.827126767889234,2.971874399051961,0.31340301304831725,2.4167329622869267,3.1363800445660672e-15,0.030992995734952955,current,trust_region,ok,
optim_samin,252.0,0.0,-0.3,2.971874399051961,2.4167329622869267,0.024083506896511418,2.8460400013621436,2.9428744361089234,0.6271680842631157,2.450432451321935,2.040034807748725e-15,0.02408350689635738,current,trust_region,ok,
optim_samin,254.0,0.0,-0.3,2.9428744361089234,2.450432451321935,0.01751586520917249,2.865539889298591,2.9161590198927394,0.8335515137655121,2.4860815836966665,1.2490009027033011e-15,0.017515865209136394,trust_region,trust_region,ok,
optim_samin,256.0,0.0,-0.3,2.9161590198927394,2.4860815836966665,0.011285889842198055,2.8855974250601175,2.892543875544261,1.0014022934142806,2.525058323929311,1.4830636718698997e-12,0.011285889842196743,trust_region,trust_region,ok,
optim_samin,258.0,0.0,-0.3,2.892543875544261,2.525058323929311,0.005388712596275845,2.906185695875267,2.8643696475940583,1.1478157242191158,2.5513414391151783,6.702971511174383e-15,0.005387458793073847,current,trust_region,ok,
optim_samin,260.0,0.0,-0.3,2.8643696475940583,2.5513414391151783,2.4166750712479646e-9,2.927276929912708,2.8776611522555093,1.2802258284738632,2.654751139018963,3.29250515740398e-15,2.4166768133745086e-9,trust_region,newton,ok,
optim_samin,262.0,0.0,-0.3,2.8776611522555093,2.654751139018963,1.5416438403637045e-9,2.94884235554277,2.899955953415556,1.4026587580824748,2.695002693153808,1.5333290193098037e-12,1.5416435489301605e-9,trust_region,newton,ok,
optim_samin,264.0,0.0,-0.3,2.899955953415556,2.695002693153808,1.6259747090408005e-9,2.9708524166784414,2.922463317861821,1.5175843461462881,2.7361552136723066,6.24986173924924e-14,1.6259742927071663e-9,trust_region,newton,ok,
optim_samin,266.0,0.0,-0.3,2.922463317861821,2.7361552136723066,1.7134712052002676e-9,2.9932770659031323,2.945177744541288,1.6266465396236474,2.7782139050622465,1.0269562977782698e-15,1.713471101116859e-9,trust_region,newton,ok,
optim_samin,268.0,0.0,-0.3,2.945177744541288,2.7782139050622465,1.8037051296992956e-9,3.016086065055308,2.9680922664501748,1.731004876140944,2.821181261864216,2.230854390106174e-15,1.8037056639941262e-9,trust_region,newton,ok,
optim_samin,270.0,0.0,-0.3,2.9680922664501748,2.821181261864216,1.8962600586980294e-9,3.039249267240966,2.9911986753288615,1.8315135072789537,2.8650572488237818,5.3013149425851225e-15,1.896260239109271e-9,trust_region,newton,ok,
optim_samin,272.0,0.0,-0.3,2.9911986753288615,2.8650572488237818,1.990722801881173e-9,3.06273686915275,3.014487716067506,1.9288232089570332,2.909839519415665,3.71057351511439e-15,1.990722205136297e-9,trust_region,newton,ok,
optim_samin,274.0,0.0,-0.3,3.014487716067506,2.909839519415665,2.0866872327274244e-9,3.086519628764213,3.037949270001948,2.0234433278669552,2.9555236503044617,1.739580701709542e-14,2.086687982127966e-9,trust_region,newton,ok,
optim_samin,276.0,0.0,-0.3,3.037949270001948,2.9555236503044617,2.1837612690367436e-9,3.1105690470120217,3.0615725263211857,2.1157813426534586,3.0021033792751353,6.369210714396445e-14,2.1837606167807166e-9,trust_region,newton,ok,
optim_samin,278.0,0.0,-0.3,3.0615725263211857,3.0,2.33441212194041e-9,3.1348575142139814,3.0853461412070895,2.206169186826672,3.0495708394530348,2.318284453295405e-14,2.334411830506866e-9,trust_region,newton,ok,
optim_samin,280.0,0.0,-0.3,3.0853461412070895,3.0,3.470949500906928e-9,3.1593584233350716,3.1092583893663095,2.2948813716309853,3.0979168285697165,4.3194614551822497e-16,3.470949500906928e-9,trust_region,newton,ok,
