case_name,expected_status,observed_status,matches_expected,baseline_has_s_shape,validation_available,coarse_point_count,validation_point_count,fit_count,fit_min_derivative_median,fit_min_derivative_spread,validation_min_secant_slope,validation_max_secant_slope,validation_negative_secant_run,validation_has_s_topology,coarse_negative_secant_run,coarse_has_s_topology,holdout_rmse_max,holdout_max_error,fit_stable,fit_s_topology_all,fit_holdout_evaluation_count,baseline_time_ns,evidence_time_ns,reason,description
resolved_visible_s,resolved_s_shape,resolved_s_shape,true,true,true,25,401,8,-0.1111111111111111,1.124100812432971e-15,-0.1110833333333357,3.205583333333408,70,true,4,true,2.863292441375104e-16,6.661338147750939e-16,true,true,92,15900,624500,"discrete folds, cross-window fits, and targeted validation agree",well-resolved cusp with explicit discrete folds
hidden_s_warning,near_critical,near_critical,true,false,false,13,0,7,-0.020408163265306156,8.222589276130066e-16,,,0,false,0,false,4.933286152507456e-16,1.1102230246251565e-15,true,true,42,33000,903600,stable cross-window fits warn of a negative-slope interval without an independent persistence certificate,coarse samples miss the narrow negative-slope interval
hidden_s_targeted_validation,resolved_s_shape,resolved_s_shape,true,false,true,13,401,7,-0.020408163265306156,8.222589276130066e-16,-0.020382653061224925,3.0255357142857853,24,true,0,false,4.933286152507456e-16,1.1102230246251565e-15,true,true,42,30100,815100,targeted validation confirms a persistent fitted negative-derivative interval,targeted dense validation resolves the hidden interval
critical_cusp,near_critical,near_critical,true,false,true,13,401,7,7.961821930642507e-17,4.482557335069787e-16,2.499999999999998e-5,2.98502500000006,0,false,0,false,2.469189617316769e-16,4.440892098500626e-16,true,false,42,21000,775300,stable fitted minimum slope is within the criticality tolerance,critical cubic with a zero minimum slope
monotone_without_certificate,unresolved,unresolved,true,false,false,13,0,7,0.07407407407407401,1.1379786002407855e-15,,,0,false,0,false,6.668405066855672e-16,1.4432899320127035e-15,true,false,42,17300,1112300,"fit, discrete topology, and independent validation do not form a sufficient certificate",positive coarse secants are insufficient to certify monotonicity
monotone_with_certificate,resolved_monotone,resolved_monotone,true,false,true,13,401,7,0.07407407407407401,1.1379786002407855e-15,0.07409722222222216,2.837986111111162,0,false,0,false,6.668405066855672e-16,1.4432899320127035e-15,true,false,42,24500,786900,independent dense validation and stable fits give positive slope margins,independent dense validation certifies positive slope margin
noisy_monotone_minimum_bias,unresolved,unresolved,true,true,true,17,401,8,0.059964565629307895,0.5001640165379572,0.07536389893420027,2.886500897604511,0,false,1,false,0.10532935278425583,0.23746341106093932,false,false,64,18600,1621900,"fit, discrete topology, and independent validation do not form a sufficient certificate",coarse noise can create negative secants but must not certify an S shape
