method,xi,T_MeV,rho,muq_MeV,rho_level,sampling_role
memoized_dense,-0.5,60.0,2.74375,320.668797,1,fine_grid
memoized_dense,-0.5,60.0,2.75,320.900826,0,coarse_grid
memoized_dense,-0.5,60.0,2.75625,321.132711,1,fine_grid
memoized_dense,-0.5,60.0,2.7625,321.364451,0,coarse_grid
memoized_dense,-0.5,60.0,2.76875,321.596041,1,fine_grid
memoized_dense,-0.5,60.0,2.775,321.827478,0,coarse_grid
memoized_dense,-0.5,60.0,2.78125,322.058758,1,fine_grid
memoized_dense,-0.5,60.0,2.7875,322.289878,0,coarse_grid
memoized_dense,-0.5,60.0,2.79375,322.520836,1,fine_grid
memoized_dense,-0.5,60.0,2.8,322.751628,0,coarse_grid
memoized_dense,-0.5,60.0,2.80625,322.982251,1,fine_grid
memoized_dense,-0.5,60.0,2.8125,323.212703,0,coarse_grid
memoized_dense,-0.5,60.0,2.81875,323.44298,1,fine_grid
memoized_dense,-0.5,60.0,2.825,323.673081,0,coarse_grid
memoized_dense,-0.5,60.0,2.83125,323.903002,1,fine_grid
memoized_dense,-0.5,60.0,2.8375,324.132742,0,coarse_grid
memoized_dense,-0.5,60.0,2.84375,324.362297,1,fine_grid
memoized_dense,-0.5,60.0,2.85,324.591667,0,coarse_grid
memoized_dense,-0.5,60.0,2.85625,324.820848,1,fine_grid
memoized_dense,-0.5,60.0,2.8625,325.049838,0,coarse_grid
memoized_dense,-0.5,60.0,2.86875,325.278635,1,fine_grid
memoized_dense,-0.5,60.0,2.875,325.507238,0,coarse_grid
memoized_dense,-0.5,60.0,2.88125,325.735644,1,fine_grid
memoized_dense,-0.5,60.0,2.8875,325.963852,0,coarse_grid
memoized_dense,-0.5,60.0,2.89375,326.19186,1,fine_grid
memoized_dense,-0.5,60.0,2.9,326.419666,0,coarse_grid
memoized_dense,-0.5,60.0,2.90625,326.647269,1,fine_grid
memoized_dense,-0.5,60.0,2.9125,326.874667,0,coarse_grid
memoized_dense,-0.5,60.0,2.91875,327.101858,1,fine_grid
memoized_dense,-0.5,60.0,2.925,327.328841,0,coarse_grid
memoized_dense,-0.5,60.0,2.93125,327.555615,1,fine_grid
memoized_dense,-0.5,60.0,2.9375,327.782178,0,coarse_grid
memoized_dense,-0.5,60.0,2.94375,328.008529,1,fine_grid
memoized_dense,-0.5,60.0,2.95,328.234667,0,coarse_grid
memoized_dense,-0.5,60.0,2.95625,328.46059,1,fine_grid
memoized_dense,-0.5,60.0,2.9625,328.686297,0,coarse_grid
memoized_dense,-0.5,60.0,2.96875,328.911788,1,fine_grid
memoized_dense,-0.5,60.0,2.975,329.137061,0,coarse_grid
memoized_dense,-0.5,60.0,2.98125,329.362115,1,fine_grid
memoized_dense,-0.5,60.0,2.9875,329.586949,0,coarse_grid
memoized_dense,-0.5,60.0,2.99375,329.811563,1,fine_grid
memoized_dense,-0.5,60.0,3.0,330.035955,0,coarse_grid
memoized_dense,-0.5,60.0,3.00625,330.260124,1,fine_grid
memoized_dense,-0.5,60.0,3.0125,330.48407,0,coarse_grid
memoized_dense,-0.5,60.0,3.01875,330.707791,1,fine_grid
memoized_dense,-0.5,60.0,3.025,330.931288,0,coarse_grid
memoized_dense,-0.5,60.0,3.03125,331.154559,1,fine_grid
memoized_dense,-0.5,60.0,3.0375,331.377604,0,coarse_grid
memoized_dense,-0.5,60.0,3.04375,331.600422,1,fine_grid
memoized_dense,-0.5,60.0,3.05,331.823012,0,coarse_grid
memoized_dense,-0.5,60.0,3.05625,332.045374,1,fine_grid
memoized_dense,-0.5,60.0,3.0625,332.267507,0,coarse_grid
memoized_dense,-0.5,60.0,3.06875,332.489411,1,fine_grid
memoized_dense,-0.5,60.0,3.075,332.711085,0,coarse_grid
memoized_dense,-0.5,60.0,3.08125,332.932528,1,fine_grid
memoized_dense,-0.5,60.0,3.0875,333.153741,0,coarse_grid
memoized_dense,-0.5,60.0,3.09375,333.374723,1,fine_grid
memoized_dense,-0.5,60.0,3.1,333.595473,0,coarse_grid
memoized_dense,-0.5,60.0,3.10625,333.815991,1,fine_grid
memoized_dense,-0.5,60.0,3.1125,334.036276,0,coarse_grid
memoized_dense,-0.5,60.0,3.11875,334.256329,1,fine_grid
memoized_dense,-0.5,60.0,3.125,334.476149,0,coarse_grid
memoized_dense,-0.5,60.0,3.13125,334.695736,1,fine_grid
memoized_dense,-0.5,60.0,3.1375,334.915089,0,coarse_grid
memoized_dense,-0.5,60.0,3.14375,335.134208,1,fine_grid
memoized_dense,-0.5,60.0,3.15,335.353092,0,coarse_grid
memoized_dense,-0.5,60.0,3.15625,335.571743,1,fine_grid
memoized_dense,-0.5,60.0,3.1625,335.790159,0,coarse_grid
memoized_dense,-0.5,60.0,3.16875,336.00834,1,fine_grid
memoized_dense,-0.5,60.0,3.175,336.226287,0,coarse_grid
memoized_dense,-0.5,60.0,3.18125,336.443998,1,fine_grid
memoized_dense,-0.5,60.0,3.1875,336.661475,0,coarse_grid
memoized_dense,-0.5,60.0,3.19375,336.878716,1,fine_grid
memoized_dense,-0.5,60.0,3.2,337.095722,0,coarse_grid
memoized_dense,-0.5,60.0,3.20625,337.312492,1,fine_grid
memoized_dense,-0.5,60.0,3.2125,337.529027,0,coarse_grid
memoized_dense,-0.5,60.0,3.21875,337.745326,1,fine_grid
memoized_dense,-0.5,60.0,3.225,337.961389,0,coarse_grid
memoized_dense,-0.5,60.0,3.23125,338.177217,1,fine_grid
memoized_dense,-0.5,60.0,3.2375,338.39281,0,coarse_grid
memoized_dense,-0.5,60.0,3.24375,338.608166,1,fine_grid
memoized_dense,-0.5,60.0,3.25,338.823287,0,coarse_grid
memoized_dense,-0.5,60.0,3.25625,339.038172,1,fine_grid
memoized_dense,-0.5,60.0,3.2625,339.252822,0,coarse_grid
memoized_dense,-0.5,60.0,3.26875,339.467236,1,fine_grid
memoized_dense,-0.5,60.0,3.275,339.681415,0,coarse_grid
memoized_dense,-0.5,60.0,3.28125,339.895358,1,fine_grid
memoized_dense,-0.5,60.0,3.2875,340.109066,0,coarse_grid
memoized_dense,-0.5,60.0,3.29375,340.322539,1,fine_grid
memoized_dense,-0.5,60.0,3.3,340.535777,0,coarse_grid
memoized_dense,-0.5,60.0,3.30625,340.748779,1,fine_grid
memoized_dense,-0.5,60.0,3.3125,340.961547,0,coarse_grid
memoized_dense,-0.5,60.0,3.31875,341.174079,1,fine_grid
memoized_dense,-0.5,60.0,3.325,341.386377,0,coarse_grid
memoized_dense,-0.5,60.0,3.33125,341.598441,1,fine_grid
memoized_dense,-0.5,60.0,3.3375,341.81027,0,coarse_grid
memoized_dense,-0.5,60.0,3.34375,342.021865,1,fine_grid
memoized_dense,-0.5,60.0,3.35,342.233225,0,coarse_grid
memoized_dense,-0.5,60.0,3.35625,342.444352,1,fine_grid
memoized_dense,-0.5,60.0,3.3625,342.655245,0,coarse_grid
memoized_dense,-0.5,60.0,3.36875,342.865905,1,fine_grid
memoized_dense,-0.5,60.0,3.375,343.076331,0,coarse_grid
memoized_dense,-0.5,60.0,3.38125,343.286524,1,fine_grid
memoized_dense,-0.5,60.0,3.3875,343.496484,0,coarse_grid
memoized_dense,-0.5,60.0,3.39375,343.706212,1,fine_grid
memoized_dense,-0.5,60.0,3.4,343.915706,0,coarse_grid
memoized_dense,-0.5,60.0,3.40625,344.124969,1,fine_grid
memoized_dense,-0.5,60.0,3.4125,344.334,0,coarse_grid
memoized_dense,-0.5,60.0,3.41875,344.542798,1,fine_grid
memoized_dense,-0.5,60.0,3.425,344.751365,0,coarse_grid
memoized_dense,-0.5,60.0,3.43125,344.959701,1,fine_grid
memoized_dense,-0.5,60.0,3.4375,345.167806,0,coarse_grid
memoized_dense,-0.5,60.0,3.44375,345.37568,1,fine_grid
memoized_dense,-0.5,60.0,3.45,345.583323,0,coarse_grid
memoized_dense,-0.5,60.0,3.45625,345.790736,1,fine_grid
memoized_dense,-0.5,60.0,3.4625,345.997919,0,coarse_grid
memoized_dense,-0.5,60.0,3.46875,346.204872,1,fine_grid
memoized_dense,-0.5,60.0,3.475,346.411596,0,coarse_grid
memoized_dense,-0.5,60.0,3.48125,346.618091,1,fine_grid
memoized_dense,-0.5,60.0,3.4875,346.824356,0,coarse_grid
memoized_dense,-0.5,60.0,3.49375,347.030393,1,fine_grid
memoized_dense,-0.5,60.0,3.5,347.236202,0,coarse_grid
memoized_dense,-0.5,60.0,3.50625,347.441783,1,fine_grid
memoized_dense,-0.5,60.0,3.5125,347.647135,0,coarse_grid
memoized_dense,-0.5,60.0,3.51875,347.852261,1,fine_grid
memoized_dense,-0.5,60.0,3.525,348.057159,0,coarse_grid
memoized_dense,-0.5,60.0,3.53125,348.261831,1,fine_grid
memoized_dense,-0.5,60.0,3.5375,348.466276,0,coarse_grid
memoized_dense,-0.5,60.0,3.54375,348.670495,1,fine_grid
memoized_dense,-0.5,60.0,3.55,348.874488,0,coarse_grid
memoized_dense,-0.5,60.0,3.55625,349.078255,1,fine_grid
memoized_dense,-0.5,60.0,3.5625,349.281797,0,coarse_grid
memoized_dense,-0.5,60.0,3.56875,349.485114,1,fine_grid
memoized_dense,-0.5,60.0,3.575,349.688207,0,coarse_grid
memoized_dense,-0.5,60.0,3.58125,349.891075,1,fine_grid
memoized_dense,-0.5,60.0,3.5875,350.09372,0,coarse_grid
memoized_dense,-0.5,60.0,3.59375,350.296141,1,fine_grid
memoized_dense,-0.5,60.0,3.6,350.498339,0,coarse_grid
memoized_dense,-0.5,60.0,3.60625,350.700313,1,fine_grid
memoized_dense,-0.5,60.0,3.6125,350.902066,0,coarse_grid
memoized_dense,-0.5,60.0,3.61875,351.103596,1,fine_grid
memoized_dense,-0.5,60.0,3.625,351.304904,0,coarse_grid
memoized_dense,-0.5,60.0,3.63125,351.50599,1,fine_grid
memoized_dense,-0.5,60.0,3.6375,351.706856,0,coarse_grid
memoized_dense,-0.5,60.0,3.64375,351.9075,1,fine_grid
memoized_dense,-0.5,60.0,3.65,352.107924,0,coarse_grid
memoized_dense,-0.5,60.0,3.65625,352.308128,1,fine_grid
memoized_dense,-0.5,60.0,3.6625,352.508113,0,coarse_grid
memoized_dense,-0.5,60.0,3.66875,352.707877,1,fine_grid
memoized_dense,-0.5,60.0,3.675,352.907423,0,coarse_grid
memoized_dense,-0.5,60.0,3.68125,353.10675,1,fine_grid
memoized_dense,-0.5,60.0,3.6875,353.305858,0,coarse_grid
memoized_dense,-0.5,60.0,3.69375,353.504749,1,fine_grid
memoized_dense,-0.5,60.0,3.7,353.703422,0,coarse_grid
memoized_dense,-0.5,60.0,3.70625,353.901877,1,fine_grid
memoized_dense,-0.5,60.0,3.7125,354.100116,0,coarse_grid
memoized_dense,-0.5,60.0,3.71875,354.298138,1,fine_grid
memoized_dense,-0.5,60.0,3.725,354.495944,0,coarse_grid
memoized_dense,-0.5,60.0,3.73125,354.693534,1,fine_grid
memoized_dense,-0.5,60.0,3.7375,354.890908,0,coarse_grid
memoized_dense,-0.5,60.0,3.74375,355.088068,1,fine_grid
memoized_dense,-0.5,60.0,3.75,355.285012,0,coarse_grid
memoized_dense,-0.5,60.0,3.75625,355.481743,1,fine_grid
memoized_dense,-0.5,60.0,3.7625,355.678259,0,coarse_grid
memoized_dense,-0.5,60.0,3.76875,355.874561,1,fine_grid
memoized_dense,-0.5,60.0,3.775,356.070651,0,coarse_grid
memoized_dense,-0.5,60.0,3.78125,356.266527,1,fine_grid
memoized_dense,-0.5,60.0,3.7875,356.462191,0,coarse_grid
memoized_dense,-0.5,60.0,3.79375,356.657642,1,fine_grid
memoized_dense,-0.5,60.0,3.8,356.852882,0,coarse_grid
memoized_dense,-0.5,60.0,3.80625,357.04791,1,fine_grid
memoized_dense,-0.5,60.0,3.8125,357.242728,0,coarse_grid
memoized_dense,-0.5,60.0,3.81875,357.437334,1,fine_grid
memoized_dense,-0.5,60.0,3.825,357.63173,0,coarse_grid
memoized_dense,-0.5,60.0,3.83125,357.825916,1,fine_grid
memoized_dense,-0.5,60.0,3.8375,358.019893,0,coarse_grid
memoized_dense,-0.5,60.0,3.84375,358.21366,1,fine_grid
memoized_dense,-0.5,60.0,3.85,358.407218,0,coarse_grid
memoized_dense,-0.5,60.0,3.85625,358.600568,1,fine_grid
memoized_dense,-0.5,60.0,3.8625,358.79371,0,coarse_grid
memoized_dense,-0.5,60.0,3.86875,358.986644,1,fine_grid
memoized_dense,-0.5,60.0,3.875,359.17937,0,coarse_grid
memoized_dense,-0.5,60.0,3.88125,359.37189,1,fine_grid
memoized_dense,-0.5,60.0,3.8875,359.564202,0,coarse_grid
memoized_dense,-0.5,60.0,3.89375,359.756309,1,fine_grid
memoized_dense,-0.5,60.0,3.9,359.948209,0,coarse_grid
memoized_dense,-0.5,60.0,3.90625,360.139904,1,fine_grid
memoized_dense,-0.5,60.0,3.9125,360.331394,0,coarse_grid
memoized_dense,-0.5,60.0,3.91875,360.522678,1,fine_grid
memoized_dense,-0.5,60.0,3.925,360.713759,0,coarse_grid
memoized_dense,-0.5,60.0,3.93125,360.904635,1,fine_grid
memoized_dense,-0.5,60.0,3.9375,361.095307,0,coarse_grid
memoized_dense,-0.5,60.0,3.94375,361.285776,1,fine_grid
memoized_dense,-0.5,60.0,3.95,361.476042,0,coarse_grid
memoized_dense,-0.5,60.0,3.95625,361.666105,1,fine_grid
memoized_dense,-0.5,60.0,3.9625,361.855966,0,coarse_grid
memoized_dense,-0.5,60.0,3.96875,362.045625,1,fine_grid
memoized_dense,-0.5,60.0,3.975,362.235082,0,coarse_grid
memoized_dense,-0.5,60.0,3.98125,362.424339,1,fine_grid
memoized_dense,-0.5,60.0,3.9875,362.613394,0,coarse_grid
memoized_dense,-0.5,60.0,3.99375,362.802249,1,fine_grid
memoized_dense,-0.5,60.0,4.0,362.990903,0,coarse_grid
memoized_dense,-0.5,130.0,0.0,1.0e-6,0,coarse_grid
memoized_dense,-0.5,130.0,0.0125,92.306997,0,coarse_grid
memoized_dense,-0.5,130.0,0.025,121.45356,0,coarse_grid
memoized_dense,-0.5,130.0,0.0375,138.500093,0,coarse_grid
memoized_dense,-0.5,130.0,0.05,150.498579,0,coarse_grid
memoized_dense,-0.5,130.0,0.0625,159.71718,0,coarse_grid
memoized_dense,-0.5,130.0,0.075,167.173907,0,coarse_grid
memoized_dense,-0.5,130.0,0.0875,173.413635,0,coarse_grid
memoized_dense,-0.5,130.0,0.1,178.762196,0,coarse_grid
memoized_dense,-0.5,130.0,0.1125,183.429991,0,coarse_grid
memoized_dense,-0.5,130.0,0.125,187.560777,0,coarse_grid
memoized_dense,-0.5,130.0,0.1375,191.257141,0,coarse_grid
memoized_dense,-0.5,130.0,0.15,194.594854,0,coarse_grid
memoized_dense,-0.5,130.0,0.1625,197.631468,0,coarse_grid
memoized_dense,-0.5,130.0,0.175,200.411728,0,coarse_grid
memoized_dense,-0.5,130.0,0.1875,202.971108,0,coarse_grid
memoized_dense,-0.5,130.0,0.2,205.338206,0,coarse_grid
memoized_dense,-0.5,130.0,0.2125,207.536415,0,coarse_grid
memoized_dense,-0.5,130.0,0.225,209.585111,0,coarse_grid
memoized_dense,-0.5,130.0,0.2375,211.500526,0,coarse_grid
memoized_dense,-0.5,130.0,0.25,213.29639,0,coarse_grid
memoized_dense,-0.5,130.0,0.2625,214.98442,0,coarse_grid
memoized_dense,-0.5,130.0,0.275,216.574698,0,coarse_grid
memoized_dense,-0.5,130.0,0.2875,218.075958,0,coarse_grid
memoized_dense,-0.5,130.0,0.3,219.495817,0,coarse_grid
memoized_dense,-0.5,130.0,0.3125,220.840957,0,coarse_grid
memoized_dense,-0.5,130.0,0.325,222.117274,0,coarse_grid
memoized_dense,-0.5,130.0,0.3375,223.329992,0,coarse_grid
memoized_dense,-0.5,130.0,0.35,224.483767,0,coarse_grid
memoized_dense,-0.5,130.0,0.3625,225.58276,0,coarse_grid
memoized_dense,-0.5,130.0,0.375,226.63071,0,coarse_grid
memoized_dense,-0.5,130.0,0.3875,227.630986,0,coarse_grid
memoized_dense,-0.5,130.0,0.4,228.586635,0,coarse_grid
memoized_dense,-0.5,130.0,0.4125,229.50042,0,coarse_grid
memoized_dense,-0.5,130.0,0.425,230.374857,0,coarse_grid
memoized_dense,-0.5,130.0,0.4375,231.212243,0,coarse_grid
memoized_dense,-0.5,130.0,0.45,232.014677,0,coarse_grid
memoized_dense,-0.5,130.0,0.4625,232.784086,0,coarse_grid
memoized_dense,-0.5,130.0,0.475,233.522242,0,coarse_grid
memoized_dense,-0.5,130.0,0.4875,234.230777,0,coarse_grid
memoized_dense,-0.5,130.0,0.5,234.911199,0,coarse_grid
memoized_dense,-0.5,130.0,0.5125,235.564903,0,coarse_grid
memoized_dense,-0.5,130.0,0.525,236.193181,0,coarse_grid
memoized_dense,-0.5,130.0,0.5375,236.797235,0,coarse_grid
memoized_dense,-0.5,130.0,0.55,237.378182,0,coarse_grid
memoized_dense,-0.5,130.0,0.5625,237.937063,0,coarse_grid
memoized_dense,-0.5,130.0,0.575,238.474848,0,coarse_grid
memoized_dense,-0.5,130.0,0.58125,238.736116,1,fine_grid
memoized_dense,-0.5,130.0,0.5875,238.992447,0,coarse_grid
memoized_dense,-0.5,130.0,0.59375,239.243944,1,fine_grid
memoized_dense,-0.5,130.0,0.6,239.490709,0,coarse_grid
memoized_dense,-0.5,130.0,0.60625,239.732839,1,fine_grid
memoized_dense,-0.5,130.0,0.6125,239.97043,0,coarse_grid
memoized_dense,-0.5,130.0,0.61875,240.203573,1,fine_grid
memoized_dense,-0.5,130.0,0.625,240.432358,0,coarse_grid
memoized_dense,-0.5,130.0,0.63125,240.656871,1,fine_grid
memoized_dense,-0.5,130.0,0.6375,240.877195,0,coarse_grid
memoized_dense,-0.5,130.0,0.64375,241.093413,1,fine_grid
memoized_dense,-0.5,130.0,0.65,241.305602,0,coarse_grid
memoized_dense,-0.5,130.0,0.65625,241.51384,1,fine_grid
memoized_dense,-0.5,130.0,0.6625,241.718202,0,coarse_grid
memoized_dense,-0.5,130.0,0.66875,241.918758,1,fine_grid
memoized_dense,-0.5,130.0,0.675,242.11558,0,coarse_grid
memoized_dense,-0.5,130.0,0.68125,242.308735,1,fine_grid
memoized_dense,-0.5,130.0,0.6875,242.49829,0,coarse_grid
memoized_dense,-0.5,130.0,0.69375,242.68431,1,fine_grid
memoized_dense,-0.5,130.0,0.7,242.866856,0,coarse_grid
memoized_dense,-0.5,130.0,0.70625,243.045991,1,fine_grid
memoized_dense,-0.5,130.0,0.7125,243.221773,0,coarse_grid
memoized_dense,-0.5,130.0,0.71875,243.39426,1,fine_grid
memoized_dense,-0.5,130.0,0.725,243.563508,0,coarse_grid
memoized_dense,-0.5,130.0,0.73125,243.729572,1,fine_grid
memoized_dense,-0.5,130.0,0.7375,243.892505,0,coarse_grid
memoized_dense,-0.5,130.0,0.74375,244.052359,1,fine_grid
memoized_dense,-0.5,130.0,0.75,244.209185,0,coarse_grid
memoized_dense,-0.5,130.0,0.75625,244.363032,1,fine_grid
memoized_dense,-0.5,130.0,0.7625,244.513948,0,coarse_grid
memoized_dense,-0.5,130.0,0.76875,244.661979,1,fine_grid
memoized_dense,-0.5,130.0,0.775,244.807172,0,coarse_grid
memoized_dense,-0.5,130.0,0.78125,244.94957,1,fine_grid
memoized_dense,-0.5,130.0,0.7875,245.089218,0,coarse_grid
memoized_dense,-0.5,130.0,0.79375,245.226157,1,fine_grid
memoized_dense,-0.5,130.0,0.8,245.360429,0,coarse_grid
memoized_dense,-0.5,130.0,0.80625,245.492074,1,fine_grid
memoized_dense,-0.5,130.0,0.8125,245.621132,0,coarse_grid
memoized_dense,-0.5,130.0,0.81875,245.747641,1,fine_grid
memoized_dense,-0.5,130.0,0.825,245.871638,0,coarse_grid
memoized_dense,-0.5,130.0,0.83125,245.99316,1,fine_grid
memoized_dense,-0.5,130.0,0.8375,246.112243,0,coarse_grid
memoized_dense,-0.5,130.0,0.84375,246.228922,1,fine_grid
memoized_dense,-0.5,130.0,0.85,246.343231,0,coarse_grid
memoized_dense,-0.5,130.0,0.85625,246.455203,1,fine_grid
memoized_dense,-0.5,130.0,0.8625,246.564871,0,coarse_grid
memoized_dense,-0.5,130.0,0.86875,246.672267,1,fine_grid
memoized_dense,-0.5,130.0,0.875,246.777422,0,coarse_grid
memoized_dense,-0.5,130.0,0.88125,246.880366,1,fine_grid
memoized_dense,-0.5,130.0,0.8875,246.98113,0,coarse_grid
memoized_dense,-0.5,130.0,0.89375,247.079742,1,fine_grid
memoized_dense,-0.5,130.0,0.9,247.176231,0,coarse_grid
memoized_dense,-0.5,130.0,0.90625,247.270625,1,fine_grid
memoized_dense,-0.5,130.0,0.9125,247.362951,0,coarse_grid
memoized_dense,-0.5,130.0,0.91875,247.453236,1,fine_grid
memoized_dense,-0.5,130.0,0.925,247.541507,0,coarse_grid
memoized_dense,-0.5,130.0,0.93125,247.627787,1,fine_grid
memoized_dense,-0.5,130.0,0.9375,247.712104,0,coarse_grid
memoized_dense,-0.5,130.0,0.94375,247.794481,1,fine_grid
memoized_dense,-0.5,130.0,0.95,247.874942,0,coarse_grid
memoized_dense,-0.5,130.0,0.95625,247.953511,1,fine_grid
memoized_dense,-0.5,130.0,0.9625,248.030211,0,coarse_grid
memoized_dense,-0.5,130.0,0.96875,248.105065,1,fine_grid
memoized_dense,-0.5,130.0,0.975,248.178095,0,coarse_grid
memoized_dense,-0.5,130.0,0.98125,248.249322,1,fine_grid
memoized_dense,-0.5,130.0,0.9875,248.318767,0,coarse_grid
memoized_dense,-0.5,130.0,0.99375,248.386452,1,fine_grid
memoized_dense,-0.5,130.0,1.0,248.452398,0,coarse_grid
memoized_dense,-0.5,130.0,1.00625,248.516623,1,fine_grid
memoized_dense,-0.5,130.0,1.0125,248.579148,0,coarse_grid
memoized_dense,-0.5,130.0,1.01875,248.639992,1,fine_grid
memoized_dense,-0.5,130.0,1.025,248.699173,0,coarse_grid
memoized_dense,-0.5,130.0,1.03125,248.756712,1,fine_grid
memoized_dense,-0.5,130.0,1.0375,248.812625,0,coarse_grid
memoized_dense,-0.5,130.0,1.04375,248.86693,1,fine_grid
memoized_dense,-0.5,130.0,1.05,248.919645,0,coarse_grid
memoized_dense,-0.5,130.0,1.05625,248.970788,1,fine_grid
memoized_dense,-0.5,130.0,1.0625,249.020374,0,coarse_grid
memoized_dense,-0.5,130.0,1.06875,249.068421,1,fine_grid
memoized_dense,-0.5,130.0,1.075,249.114945,0,coarse_grid
memoized_dense,-0.5,130.0,1.08125,249.159962,1,fine_grid
memoized_dense,-0.5,130.0,1.0875,249.203487,0,coarse_grid
memoized_dense,-0.5,130.0,1.09375,249.245537,1,fine_grid
memoized_dense,-0.5,130.0,1.1,249.286125,0,coarse_grid
memoized_dense,-0.5,130.0,1.10625,249.325267,1,fine_grid
memoized_dense,-0.5,130.0,1.1125,249.362977,0,coarse_grid
memoized_dense,-0.5,130.0,1.11875,249.399271,1,fine_grid
memoized_dense,-0.5,130.0,1.125,249.434161,0,coarse_grid
memoized_dense,-0.5,130.0,1.13125,249.467662,1,fine_grid
memoized_dense,-0.5,130.0,1.1375,249.499787,0,coarse_grid
memoized_dense,-0.5,130.0,1.14375,249.53055,1,fine_grid
memoized_dense,-0.5,130.0,1.15,249.559964,0,coarse_grid
memoized_dense,-0.5,130.0,1.15625,249.588042,1,fine_grid
memoized_dense,-0.5,130.0,1.1625,249.614796,0,coarse_grid
memoized_dense,-0.5,130.0,1.16875,249.640239,1,fine_grid
memoized_dense,-0.5,130.0,1.175,249.664383,0,coarse_grid
memoized_dense,-0.5,130.0,1.18125,249.687241,1,fine_grid
memoized_dense,-0.5,130.0,1.1875,249.708824,0,coarse_grid
memoized_dense,-0.5,130.0,1.19375,249.729144,1,fine_grid
memoized_dense,-0.5,130.0,1.2,249.748212,0,coarse_grid
memoized_dense,-0.5,130.0,1.20625,249.76604,1,fine_grid
memoized_dense,-0.5,130.0,1.2125,249.782639,0,coarse_grid
memoized_dense,-0.5,130.0,1.21875,249.79802,1,fine_grid
memoized_dense,-0.5,130.0,1.225,249.812194,0,coarse_grid
memoized_dense,-0.5,130.0,1.23125,249.825171,1,fine_grid
memoized_dense,-0.5,130.0,1.2375,249.836962,0,coarse_grid
memoized_dense,-0.5,130.0,1.24375,249.847578,1,fine_grid
memoized_dense,-0.5,130.0,1.25,249.857027,0,coarse_grid
memoized_dense,-0.5,130.0,1.25625,249.865321,1,fine_grid
memoized_dense,-0.5,130.0,1.2625,249.872469,0,coarse_grid
memoized_dense,-0.5,130.0,1.26875,249.878481,1,fine_grid
memoized_dense,-0.5,130.0,1.275,249.883367,0,coarse_grid
memoized_dense,-0.5,130.0,1.28125,249.887136,1,fine_grid
memoized_dense,-0.5,130.0,1.2875,249.889796,0,coarse_grid
memoized_dense,-0.5,130.0,1.29375,249.891359,1,fine_grid
memoized_dense,-0.5,130.0,1.3,249.891831,0,coarse_grid
memoized_dense,-0.5,130.0,1.30625,249.891224,1,fine_grid
memoized_dense,-0.5,130.0,1.3125,249.889544,0,coarse_grid
memoized_dense,-0.5,130.0,1.31875,249.886801,1,fine_grid
memoized_dense,-0.5,130.0,1.325,249.883004,0,coarse_grid
memoized_dense,-0.5,130.0,1.33125,249.87816,1,fine_grid
memoized_dense,-0.5,130.0,1.3375,249.872279,0,coarse_grid
memoized_dense,-0.5,130.0,1.34375,249.865369,1,fine_grid
memoized_dense,-0.5,130.0,1.35,249.857437,0,coarse_grid
memoized_dense,-0.5,130.0,1.35625,249.848491,1,fine_grid
memoized_dense,-0.5,130.0,1.3625,249.83854,0,coarse_grid
memoized_dense,-0.5,130.0,1.36875,249.827592,1,fine_grid
memoized_dense,-0.5,130.0,1.375,249.815653,0,coarse_grid
memoized_dense,-0.5,130.0,1.38125,249.802732,1,fine_grid
memoized_dense,-0.5,130.0,1.3875,249.788837,0,coarse_grid
memoized_dense,-0.5,130.0,1.39375,249.773974,1,fine_grid
memoized_dense,-0.5,130.0,1.4,249.758152,0,coarse_grid
memoized_dense,-0.5,130.0,1.40625,249.741377,1,fine_grid
memoized_dense,-0.5,130.0,1.4125,249.723657,0,coarse_grid
memoized_dense,-0.5,130.0,1.41875,249.704998,1,fine_grid
memoized_dense,-0.5,130.0,1.425,249.685409,0,coarse_grid
memoized_dense,-0.5,130.0,1.43125,249.664895,1,fine_grid
memoized_dense,-0.5,130.0,1.4375,249.643465,0,coarse_grid
memoized_dense,-0.5,130.0,1.44375,249.621124,1,fine_grid
memoized_dense,-0.5,130.0,1.45,249.597879,0,coarse_grid
memoized_dense,-0.5,130.0,1.45625,249.573738,1,fine_grid
memoized_dense,-0.5,130.0,1.4625,249.548706,0,coarse_grid
memoized_dense,-0.5,130.0,1.46875,249.522791,1,fine_grid
memoized_dense,-0.5,130.0,1.475,249.496,0,coarse_grid
memoized_dense,-0.5,130.0,1.48125,249.468338,1,fine_grid
memoized_dense,-0.5,130.0,1.4875,249.439812,0,coarse_grid
memoized_dense,-0.5,130.0,1.49375,249.410428,1,fine_grid
memoized_dense,-0.5,130.0,1.5,249.380193,0,coarse_grid
memoized_dense,-0.5,130.0,1.50625,249.349113,1,fine_grid
memoized_dense,-0.5,130.0,1.5125,249.317195,0,coarse_grid
memoized_dense,-0.5,130.0,1.51875,249.284445,1,fine_grid
memoized_dense,-0.5,130.0,1.525,249.250868,0,coarse_grid
memoized_dense,-0.5,130.0,1.53125,249.216471,1,fine_grid
memoized_dense,-0.5,130.0,1.5375,249.181261,0,coarse_grid
memoized_dense,-0.5,130.0,1.54375,249.145242,1,fine_grid
memoized_dense,-0.5,130.0,1.55,249.108422,0,coarse_grid
memoized_dense,-0.5,130.0,1.55625,249.070807,1,fine_grid
memoized_dense,-0.5,130.0,1.5625,249.032402,0,coarse_grid
