method,xi,T_MeV,rho,muq_MeV,rho_level,sampling_role
independent_oracle,-0.5,5.0,0.0,317.797193,0,coarse_grid
independent_oracle,-0.5,5.0,0.00625,368.325991,0,coarse_grid
independent_oracle,-0.5,5.0,0.0125,369.581514,0,coarse_grid
independent_oracle,-0.5,5.0,0.01875,370.333753,0,coarse_grid
independent_oracle,-0.5,5.0,0.025,370.868491,0,coarse_grid
independent_oracle,-0.5,5.0,0.03125,371.276687,0,coarse_grid
independent_oracle,-0.5,5.0,0.0375,371.599759,0,coarse_grid
independent_oracle,-0.5,5.0,0.04375,371.860409,0,coarse_grid
independent_oracle,-0.5,5.0,0.05,372.072619,0,coarse_grid
independent_oracle,-0.5,5.0,0.05625,372.245713,0,coarse_grid
independent_oracle,-0.5,5.0,0.0625,372.386287,0,coarse_grid
independent_oracle,-0.5,5.0,0.06875,372.499215,0,coarse_grid
independent_oracle,-0.5,5.0,0.075,372.588227,0,coarse_grid
independent_oracle,-0.5,5.0,0.08125,372.656256,0,coarse_grid
independent_oracle,-0.5,5.0,0.0875,372.705663,0,coarse_grid
independent_oracle,-0.5,5.0,0.09375,372.738382,0,coarse_grid
independent_oracle,-0.5,5.0,0.1,372.756025,0,coarse_grid
independent_oracle,-0.5,5.0,0.10625,372.759951,0,coarse_grid
independent_oracle,-0.5,5.0,0.1125,372.751321,0,coarse_grid
independent_oracle,-0.5,5.0,0.11875,372.731136,0,coarse_grid
independent_oracle,-0.5,5.0,0.125,372.700268,0,coarse_grid
independent_oracle,-0.5,5.0,0.13125,372.659479,0,coarse_grid
independent_oracle,-0.5,5.0,0.1375,372.609443,0,coarse_grid
independent_oracle,-0.5,5.0,0.14375,372.550761,0,coarse_grid
independent_oracle,-0.5,5.0,0.15,372.483965,0,coarse_grid
independent_oracle,-0.5,5.0,0.15625,372.409539,0,coarse_grid
independent_oracle,-0.5,5.0,0.1625,372.327913,0,coarse_grid
independent_oracle,-0.5,5.0,0.16875,372.239482,0,coarse_grid
independent_oracle,-0.5,5.0,0.175,372.144603,0,coarse_grid
independent_oracle,-0.5,5.0,0.18125,372.043601,0,coarse_grid
independent_oracle,-0.5,5.0,0.1875,371.936775,0,coarse_grid
independent_oracle,-0.5,5.0,0.19375,371.824399,0,coarse_grid
independent_oracle,-0.5,5.0,0.2,371.706725,0,coarse_grid
independent_oracle,-0.5,5.0,0.20625,371.583988,0,coarse_grid
independent_oracle,-0.5,5.0,0.2125,371.456403,0,coarse_grid
independent_oracle,-0.5,5.0,0.21875,371.324171,0,coarse_grid
independent_oracle,-0.5,5.0,0.225,371.187478,0,coarse_grid
independent_oracle,-0.5,5.0,0.23125,371.046498,0,coarse_grid
independent_oracle,-0.5,5.0,0.2375,370.901393,0,coarse_grid
independent_oracle,-0.5,5.0,0.24375,370.752316,0,coarse_grid
independent_oracle,-0.5,5.0,0.25,370.599409,0,coarse_grid
independent_oracle,-0.5,5.0,0.25625,370.442805,0,coarse_grid
independent_oracle,-0.5,5.0,0.2625,370.28263,0,coarse_grid
independent_oracle,-0.5,5.0,0.26875,370.119003,0,coarse_grid
independent_oracle,-0.5,5.0,0.275,369.952035,0,coarse_grid
independent_oracle,-0.5,5.0,0.28125,369.781831,0,coarse_grid
independent_oracle,-0.5,5.0,0.2875,369.608491,0,coarse_grid
independent_oracle,-0.5,5.0,0.29375,369.432109,0,coarse_grid
independent_oracle,-0.5,5.0,0.3,369.252775,0,coarse_grid
independent_oracle,-0.5,5.0,0.30625,369.070573,0,coarse_grid
independent_oracle,-0.5,5.0,0.3125,368.885584,0,coarse_grid
independent_oracle,-0.5,5.0,0.31875,368.697884,0,coarse_grid
independent_oracle,-0.5,5.0,0.325,368.507547,0,coarse_grid
independent_oracle,-0.5,5.0,0.33125,368.314641,0,coarse_grid
independent_oracle,-0.5,5.0,0.3375,368.119233,0,coarse_grid
independent_oracle,-0.5,5.0,0.34375,367.921385,0,coarse_grid
independent_oracle,-0.5,5.0,0.35,367.721158,0,coarse_grid
independent_oracle,-0.5,5.0,0.35625,367.51861,0,coarse_grid
independent_oracle,-0.5,5.0,0.3625,367.313796,0,coarse_grid
independent_oracle,-0.5,5.0,0.36875,367.106767,0,coarse_grid
independent_oracle,-0.5,5.0,0.375,366.897576,0,coarse_grid
independent_oracle,-0.5,5.0,0.38125,366.68627,0,coarse_grid
independent_oracle,-0.5,5.0,0.3875,366.472895,0,coarse_grid
independent_oracle,-0.5,5.0,0.39375,366.257496,0,coarse_grid
independent_oracle,-0.5,5.0,0.4,366.040116,0,coarse_grid
independent_oracle,-0.5,5.0,0.40625,365.820796,0,coarse_grid
independent_oracle,-0.5,5.0,0.4125,365.599575,0,coarse_grid
independent_oracle,-0.5,5.0,0.41875,365.376492,0,coarse_grid
independent_oracle,-0.5,5.0,0.425,365.151582,0,coarse_grid
independent_oracle,-0.5,5.0,0.43125,364.924882,0,coarse_grid
independent_oracle,-0.5,5.0,0.4375,364.696426,0,coarse_grid
independent_oracle,-0.5,5.0,0.44375,364.466245,0,coarse_grid
independent_oracle,-0.5,5.0,0.45,364.234371,0,coarse_grid
independent_oracle,-0.5,5.0,0.45625,364.000835,0,coarse_grid
independent_oracle,-0.5,5.0,0.4625,363.765667,0,coarse_grid
independent_oracle,-0.5,5.0,0.46875,363.528894,0,coarse_grid
independent_oracle,-0.5,5.0,0.475,363.290544,0,coarse_grid
independent_oracle,-0.5,5.0,0.48125,363.050644,0,coarse_grid
independent_oracle,-0.5,5.0,0.4875,362.809219,0,coarse_grid
independent_oracle,-0.5,5.0,0.49375,362.566294,0,coarse_grid
independent_oracle,-0.5,5.0,0.5,362.321893,0,coarse_grid
independent_oracle,-0.5,5.0,0.50625,362.07604,0,coarse_grid
independent_oracle,-0.5,5.0,0.5125,361.828756,0,coarse_grid
independent_oracle,-0.5,5.0,0.51875,361.580064,0,coarse_grid
independent_oracle,-0.5,5.0,0.525,361.329984,0,coarse_grid
independent_oracle,-0.5,5.0,0.528125,361.20443,1,fine_grid
independent_oracle,-0.5,5.0,0.53125,361.078537,0,coarse_grid
independent_oracle,-0.5,5.0,0.534375,360.952308,1,fine_grid
independent_oracle,-0.5,5.0,0.5375,360.825744,0,coarse_grid
independent_oracle,-0.5,5.0,0.540625,360.698848,1,fine_grid
independent_oracle,-0.5,5.0,0.54375,360.571622,0,coarse_grid
independent_oracle,-0.5,5.0,0.546875,360.44407,1,fine_grid
independent_oracle,-0.5,5.0,0.55,360.316192,0,coarse_grid
independent_oracle,-0.5,5.0,0.553125,360.187992,1,fine_grid
independent_oracle,-0.5,5.0,0.55625,360.059471,0,coarse_grid
independent_oracle,-0.5,5.0,0.559375,359.930632,1,fine_grid
independent_oracle,-0.5,5.0,0.5625,359.801476,0,coarse_grid
independent_oracle,-0.5,5.0,0.565625,359.672007,1,fine_grid
independent_oracle,-0.5,5.0,0.56875,359.542226,0,coarse_grid
independent_oracle,-0.5,5.0,0.571875,359.412135,1,fine_grid
independent_oracle,-0.5,5.0,0.575,359.281736,0,coarse_grid
independent_oracle,-0.5,5.0,0.578125,359.151031,1,fine_grid
independent_oracle,-0.5,5.0,0.58125,359.020022,0,coarse_grid
independent_oracle,-0.5,5.0,0.584375,358.888712,1,fine_grid
independent_oracle,-0.5,5.0,0.5875,358.757101,0,coarse_grid
independent_oracle,-0.5,5.0,0.590625,358.625193,1,fine_grid
independent_oracle,-0.5,5.0,0.59375,358.492988,0,coarse_grid
independent_oracle,-0.5,5.0,0.596875,358.360489,1,fine_grid
independent_oracle,-0.5,5.0,0.6,358.227697,0,coarse_grid
independent_oracle,-0.5,5.0,0.603125,358.094615,1,fine_grid
independent_oracle,-0.5,5.0,0.60625,357.961244,0,coarse_grid
independent_oracle,-0.5,5.0,0.609375,357.827585,1,fine_grid
independent_oracle,-0.5,5.0,0.6125,357.693641,0,coarse_grid
independent_oracle,-0.5,5.0,0.615625,357.559414,1,fine_grid
independent_oracle,-0.5,5.0,0.61875,357.424904,0,coarse_grid
independent_oracle,-0.5,5.0,0.621875,357.290114,1,fine_grid
independent_oracle,-0.5,5.0,0.625,357.155044,0,coarse_grid
independent_oracle,-0.5,5.0,0.628125,357.019698,1,fine_grid
independent_oracle,-0.5,5.0,0.63125,356.884076,0,coarse_grid
independent_oracle,-0.5,5.0,0.634375,356.748181,1,fine_grid
independent_oracle,-0.5,5.0,0.6375,356.612012,0,coarse_grid
independent_oracle,-0.5,5.0,0.640625,356.475573,1,fine_grid
independent_oracle,-0.5,5.0,0.64375,356.338864,0,coarse_grid
independent_oracle,-0.5,5.0,0.646875,356.201888,1,fine_grid
independent_oracle,-0.5,5.0,0.65,356.064645,0,coarse_grid
independent_oracle,-0.5,5.0,0.653125,355.927137,1,fine_grid
independent_oracle,-0.5,5.0,0.65625,355.789366,0,coarse_grid
independent_oracle,-0.5,5.0,0.659375,355.651332,1,fine_grid
independent_oracle,-0.5,5.0,0.6625,355.513038,0,coarse_grid
independent_oracle,-0.5,5.0,0.665625,355.374485,1,fine_grid
independent_oracle,-0.5,5.0,0.66875,355.235673,0,coarse_grid
independent_oracle,-0.5,5.0,0.671875,355.096605,1,fine_grid
independent_oracle,-0.5,5.0,0.675,354.957282,0,coarse_grid
independent_oracle,-0.5,5.0,0.678125,354.817705,1,fine_grid
independent_oracle,-0.5,5.0,0.68125,354.677876,0,coarse_grid
independent_oracle,-0.5,5.0,0.684375,354.537795,1,fine_grid
independent_oracle,-0.5,5.0,0.6875,354.397464,0,coarse_grid
independent_oracle,-0.5,5.0,0.690625,354.256884,1,fine_grid
independent_oracle,-0.5,5.0,0.69375,354.116057,0,coarse_grid
independent_oracle,-0.5,5.0,0.696875,353.974984,1,fine_grid
independent_oracle,-0.5,5.0,0.7,353.833666,0,coarse_grid
independent_oracle,-0.5,5.0,0.703125,353.692104,1,fine_grid
independent_oracle,-0.5,5.0,0.70625,353.550299,0,coarse_grid
independent_oracle,-0.5,5.0,0.709375,353.408253,1,fine_grid
independent_oracle,-0.5,5.0,0.7125,353.265966,0,coarse_grid
independent_oracle,-0.5,5.0,0.715625,353.123441,1,fine_grid
independent_oracle,-0.5,5.0,0.71875,352.980677,0,coarse_grid
independent_oracle,-0.5,5.0,0.721875,352.837677,1,fine_grid
independent_oracle,-0.5,5.0,0.725,352.694441,0,coarse_grid
independent_oracle,-0.5,5.0,0.728125,352.550971,1,fine_grid
independent_oracle,-0.5,5.0,0.73125,352.407267,0,coarse_grid
independent_oracle,-0.5,5.0,0.734375,352.26333,1,fine_grid
independent_oracle,-0.5,5.0,0.7375,352.119162,0,coarse_grid
independent_oracle,-0.5,5.0,0.740625,351.974764,1,fine_grid
independent_oracle,-0.5,5.0,0.74375,351.830137,0,coarse_grid
independent_oracle,-0.5,5.0,0.746875,351.685282,1,fine_grid
independent_oracle,-0.5,5.0,0.75,351.540199,0,coarse_grid
independent_oracle,-0.5,5.0,0.753125,351.394891,1,fine_grid
independent_oracle,-0.5,5.0,0.75625,351.249357,0,coarse_grid
independent_oracle,-0.5,5.0,0.759375,351.103599,1,fine_grid
independent_oracle,-0.5,5.0,0.7625,350.957618,0,coarse_grid
independent_oracle,-0.5,5.0,0.765625,350.811416,1,fine_grid
independent_oracle,-0.5,5.0,0.76875,350.664991,0,coarse_grid
independent_oracle,-0.5,5.0,0.771875,350.518347,1,fine_grid
independent_oracle,-0.5,5.0,0.775,350.371484,0,coarse_grid
independent_oracle,-0.5,5.0,0.778125,350.224402,1,fine_grid
independent_oracle,-0.5,5.0,0.78125,350.077103,0,coarse_grid
independent_oracle,-0.5,5.0,0.784375,349.929588,1,fine_grid
independent_oracle,-0.5,5.0,0.7875,349.781857,0,coarse_grid
independent_oracle,-0.5,5.0,0.790625,349.633912,1,fine_grid
independent_oracle,-0.5,5.0,0.79375,349.485753,0,coarse_grid
independent_oracle,-0.5,5.0,0.796875,349.337381,1,fine_grid
independent_oracle,-0.5,5.0,0.8,349.188797,0,coarse_grid
independent_oracle,-0.5,5.0,0.803125,349.040003,1,fine_grid
independent_oracle,-0.5,5.0,0.80625,348.890998,0,coarse_grid
independent_oracle,-0.5,5.0,0.809375,348.741785,1,fine_grid
independent_oracle,-0.5,5.0,0.8125,348.592363,0,coarse_grid
independent_oracle,-0.5,5.0,0.815625,348.442733,1,fine_grid
independent_oracle,-0.5,5.0,0.81875,348.292897,0,coarse_grid
independent_oracle,-0.5,5.0,0.821875,348.142855,1,fine_grid
independent_oracle,-0.5,5.0,0.825,347.992609,0,coarse_grid
independent_oracle,-0.5,5.0,0.828125,347.842158,1,fine_grid
independent_oracle,-0.5,5.0,0.83125,347.691504,0,coarse_grid
independent_oracle,-0.5,5.0,0.834375,347.540647,1,fine_grid
independent_oracle,-0.5,5.0,0.8375,347.389589,0,coarse_grid
independent_oracle,-0.5,5.0,0.840625,347.238331,1,fine_grid
independent_oracle,-0.5,5.0,0.84375,347.086872,0,coarse_grid
independent_oracle,-0.5,5.0,0.846875,346.935214,1,fine_grid
independent_oracle,-0.5,5.0,0.85,346.783357,0,coarse_grid
independent_oracle,-0.5,5.0,0.853125,346.631304,1,fine_grid
independent_oracle,-0.5,5.0,0.85625,346.479053,0,coarse_grid
independent_oracle,-0.5,5.0,0.859375,346.326606,1,fine_grid
independent_oracle,-0.5,5.0,0.8625,346.173964,0,coarse_grid
independent_oracle,-0.5,5.0,0.865625,346.021128,1,fine_grid
independent_oracle,-0.5,5.0,0.86875,345.868098,0,coarse_grid
independent_oracle,-0.5,5.0,0.871875,345.714875,1,fine_grid
independent_oracle,-0.5,5.0,0.875,345.56146,0,coarse_grid
independent_oracle,-0.5,5.0,0.878125,345.407854,1,fine_grid
independent_oracle,-0.5,5.0,0.88125,345.254057,0,coarse_grid
independent_oracle,-0.5,5.0,0.884375,345.10007,1,fine_grid
independent_oracle,-0.5,5.0,0.8875,344.945894,0,coarse_grid
independent_oracle,-0.5,5.0,0.890625,344.79153,1,fine_grid
independent_oracle,-0.5,5.0,0.89375,344.636978,0,coarse_grid
independent_oracle,-0.5,5.0,0.896875,344.482239,1,fine_grid
independent_oracle,-0.5,5.0,0.9,344.327315,0,coarse_grid
independent_oracle,-0.5,5.0,0.903125,344.172205,1,fine_grid
independent_oracle,-0.5,5.0,0.90625,344.01691,0,coarse_grid
independent_oracle,-0.5,5.0,0.909375,343.861432,1,fine_grid
independent_oracle,-0.5,5.0,0.9125,343.70577,0,coarse_grid
independent_oracle,-0.5,5.0,0.915625,343.549926,1,fine_grid
independent_oracle,-0.5,5.0,0.91875,343.3939,0,coarse_grid
independent_oracle,-0.5,5.0,0.921875,343.237694,1,fine_grid
independent_oracle,-0.5,5.0,0.925,343.081307,0,coarse_grid
independent_oracle,-0.5,5.0,0.928125,342.924741,1,fine_grid
independent_oracle,-0.5,5.0,0.93125,342.767996,0,coarse_grid
independent_oracle,-0.5,5.0,0.934375,342.611073,1,fine_grid
independent_oracle,-0.5,5.0,0.9375,342.453973,0,coarse_grid
independent_oracle,-0.5,5.0,0.940625,342.296696,1,fine_grid
independent_oracle,-0.5,5.0,0.94375,342.139244,0,coarse_grid
independent_oracle,-0.5,5.0,0.946875,341.981616,1,fine_grid
independent_oracle,-0.5,5.0,0.95,341.823814,0,coarse_grid
independent_oracle,-0.5,5.0,0.953125,341.665839,1,fine_grid
independent_oracle,-0.5,5.0,0.95625,341.50769,0,coarse_grid
independent_oracle,-0.5,5.0,0.959375,341.34937,1,fine_grid
independent_oracle,-0.5,5.0,0.9625,341.190878,0,coarse_grid
independent_oracle,-0.5,5.0,0.965625,341.032215,1,fine_grid
independent_oracle,-0.5,5.0,0.96875,340.873383,0,coarse_grid
independent_oracle,-0.5,5.0,0.971875,340.714381,1,fine_grid
independent_oracle,-0.5,5.0,0.975,340.555211,0,coarse_grid
independent_oracle,-0.5,5.0,0.978125,340.395873,1,fine_grid
independent_oracle,-0.5,5.0,0.98125,340.236369,0,coarse_grid
independent_oracle,-0.5,5.0,0.984375,340.076698,1,fine_grid
independent_oracle,-0.5,5.0,0.9875,339.916861,0,coarse_grid
independent_oracle,-0.5,5.0,0.990625,339.75686,1,fine_grid
independent_oracle,-0.5,5.0,0.99375,339.596695,0,coarse_grid
independent_oracle,-0.5,5.0,0.996875,339.436367,1,fine_grid
independent_oracle,-0.5,5.0,1.0,339.275876,0,coarse_grid
independent_oracle,-0.5,5.0,1.003125,339.115224,1,fine_grid
independent_oracle,-0.5,5.0,1.00625,338.95441,0,coarse_grid
independent_oracle,-0.5,5.0,1.009375,338.793437,1,fine_grid
independent_oracle,-0.5,5.0,1.0125,338.632304,0,coarse_grid
independent_oracle,-0.5,5.0,1.015625,338.471013,1,fine_grid
independent_oracle,-0.5,5.0,1.01875,338.309564,0,coarse_grid
independent_oracle,-0.5,5.0,1.021875,338.147958,1,fine_grid
independent_oracle,-0.5,5.0,1.025,337.986196,0,coarse_grid
independent_oracle,-0.5,5.0,1.028125,337.824279,1,fine_grid
independent_oracle,-0.5,5.0,1.03125,337.662206,0,coarse_grid
independent_oracle,-0.5,5.0,1.034375,337.499981,1,fine_grid
independent_oracle,-0.5,5.0,1.0375,337.337602,0,coarse_grid
independent_oracle,-0.5,5.0,1.040625,337.175071,1,fine_grid
independent_oracle,-0.5,5.0,1.04375,337.012389,0,coarse_grid
independent_oracle,-0.5,5.0,1.046875,336.849557,1,fine_grid
independent_oracle,-0.5,5.0,1.05,336.686575,0,coarse_grid
independent_oracle,-0.5,5.0,1.053125,336.523444,1,fine_grid
independent_oracle,-0.5,5.0,1.05625,336.360165,0,coarse_grid
independent_oracle,-0.5,5.0,1.059375,336.19674,1,fine_grid
independent_oracle,-0.5,5.0,1.0625,336.033168,0,coarse_grid
independent_oracle,-0.5,5.0,1.065625,335.869452,1,fine_grid
independent_oracle,-0.5,5.0,1.06875,335.70559,0,coarse_grid
independent_oracle,-0.5,5.0,1.071875,335.541586,1,fine_grid
independent_oracle,-0.5,5.0,1.075,335.377439,0,coarse_grid
independent_oracle,-0.5,5.0,1.078125,335.213151,1,fine_grid
independent_oracle,-0.5,5.0,1.08125,335.048721,0,coarse_grid
independent_oracle,-0.5,5.0,1.084375,334.884153,1,fine_grid
independent_oracle,-0.5,5.0,1.0875,334.719445,0,coarse_grid
independent_oracle,-0.5,5.0,1.090625,334.5546,1,fine_grid
independent_oracle,-0.5,5.0,1.09375,334.389618,0,coarse_grid
independent_oracle,-0.5,5.0,1.096875,334.2245,1,fine_grid
independent_oracle,-0.5,5.0,1.1,334.059248,0,coarse_grid
independent_oracle,-0.5,5.0,1.103125,333.893862,1,fine_grid
independent_oracle,-0.5,5.0,1.10625,333.728343,0,coarse_grid
independent_oracle,-0.5,5.0,1.109375,333.562693,1,fine_grid
independent_oracle,-0.5,5.0,1.1125,333.396911,0,coarse_grid
independent_oracle,-0.5,5.0,1.115625,333.231001,1,fine_grid
independent_oracle,-0.5,5.0,1.11875,333.064962,0,coarse_grid
independent_oracle,-0.5,5.0,1.121875,332.898795,1,fine_grid
independent_oracle,-0.5,5.0,1.125,332.732503,0,coarse_grid
independent_oracle,-0.5,5.0,1.128125,332.566085,1,fine_grid
independent_oracle,-0.5,5.0,1.13125,332.399544,0,coarse_grid
independent_oracle,-0.5,5.0,1.134375,332.232879,1,fine_grid
independent_oracle,-0.5,5.0,1.1375,332.066093,0,coarse_grid
independent_oracle,-0.5,5.0,1.140625,331.899187,1,fine_grid
independent_oracle,-0.5,5.0,1.14375,331.732161,0,coarse_grid
independent_oracle,-0.5,5.0,1.146875,331.565018,1,fine_grid
independent_oracle,-0.5,5.0,1.15,331.397758,0,coarse_grid
independent_oracle,-0.5,5.0,1.153125,331.230382,1,fine_grid
independent_oracle,-0.5,5.0,1.15625,331.062893,0,coarse_grid
independent_oracle,-0.5,5.0,1.159375,330.895291,1,fine_grid
independent_oracle,-0.5,5.0,1.1625,330.727577,0,coarse_grid
independent_oracle,-0.5,5.0,1.165625,330.559753,1,fine_grid
independent_oracle,-0.5,5.0,1.16875,330.39182,0,coarse_grid
independent_oracle,-0.5,5.0,1.171875,330.22378,1,fine_grid
independent_oracle,-0.5,5.0,1.175,330.055634,0,coarse_grid
independent_oracle,-0.5,5.0,1.178125,329.887384,1,fine_grid
independent_oracle,-0.5,5.0,1.18125,329.719031,0,coarse_grid
independent_oracle,-0.5,5.0,1.184375,329.550577,1,fine_grid
independent_oracle,-0.5,5.0,1.1875,329.382022,0,coarse_grid
independent_oracle,-0.5,5.0,1.190625,329.213369,1,fine_grid
independent_oracle,-0.5,5.0,1.19375,329.044619,0,coarse_grid
independent_oracle,-0.5,5.0,1.196875,328.875775,1,fine_grid
independent_oracle,-0.5,5.0,1.2,328.706836,0,coarse_grid
independent_oracle,-0.5,5.0,1.203125,328.537806,1,fine_grid
independent_oracle,-0.5,5.0,1.20625,328.368685,0,coarse_grid
independent_oracle,-0.5,5.0,1.209375,328.199476,1,fine_grid
independent_oracle,-0.5,5.0,1.2125,328.030181,0,coarse_grid
independent_oracle,-0.5,5.0,1.215625,327.8608,1,fine_grid
independent_oracle,-0.5,5.0,1.21875,327.691337,0,coarse_grid
independent_oracle,-0.5,5.0,1.221875,327.521792,1,fine_grid
independent_oracle,-0.5,5.0,1.225,327.352168,0,coarse_grid
independent_oracle,-0.5,5.0,1.228125,327.182466,1,fine_grid
independent_oracle,-0.5,5.0,1.23125,327.012689,0,coarse_grid
independent_oracle,-0.5,5.0,1.234375,326.842838,1,fine_grid
independent_oracle,-0.5,5.0,1.2375,326.672916,0,coarse_grid
independent_oracle,-0.5,5.0,1.240625,326.502925,1,fine_grid
independent_oracle,-0.5,5.0,1.24375,326.332867,0,coarse_grid
independent_oracle,-0.5,5.0,1.246875,326.162743,1,fine_grid
independent_oracle,-0.5,5.0,1.25,325.992557,0,coarse_grid
independent_oracle,-0.5,5.0,1.253125,325.82231,1,fine_grid
independent_oracle,-0.5,5.0,1.25625,325.652004,0,coarse_grid
independent_oracle,-0.5,5.0,1.259375,325.481643,1,fine_grid
independent_oracle,-0.5,5.0,1.2625,325.311228,0,coarse_grid
independent_oracle,-0.5,5.0,1.265625,325.140762,1,fine_grid
independent_oracle,-0.5,5.0,1.26875,324.970247,0,coarse_grid
independent_oracle,-0.5,5.0,1.271875,324.799686,1,fine_grid
independent_oracle,-0.5,5.0,1.275,324.629081,0,coarse_grid
independent_oracle,-0.5,5.0,1.278125,324.458435,1,fine_grid
independent_oracle,-0.5,5.0,1.28125,324.287751,0,coarse_grid
independent_oracle,-0.5,5.0,1.284375,324.117031,1,fine_grid
independent_oracle,-0.5,5.0,1.2875,323.946278,0,coarse_grid
independent_oracle,-0.5,5.0,1.290625,323.775496,1,fine_grid
independent_oracle,-0.5,5.0,1.29375,323.604686,0,coarse_grid
independent_oracle,-0.5,5.0,1.296875,323.433852,1,fine_grid
independent_oracle,-0.5,5.0,1.3,323.262998,0,coarse_grid
independent_oracle,-0.5,5.0,1.303125,323.092125,1,fine_grid
independent_oracle,-0.5,5.0,1.30625,322.921237,0,coarse_grid
independent_oracle,-0.5,5.0,1.309375,322.750338,1,fine_grid
independent_oracle,-0.5,5.0,1.3125,322.57943,0,coarse_grid
independent_oracle,-0.5,5.0,1.315625,322.408517,1,fine_grid
independent_oracle,-0.5,5.0,1.31875,322.237603,0,coarse_grid
independent_oracle,-0.5,5.0,1.321875,322.066691,1,fine_grid
independent_oracle,-0.5,5.0,1.325,321.895784,0,coarse_grid
independent_oracle,-0.5,5.0,1.328125,321.724886,1,fine_grid
independent_oracle,-0.5,5.0,1.33125,321.554001,0,coarse_grid
independent_oracle,-0.5,5.0,1.334375,321.383132,1,fine_grid
independent_oracle,-0.5,5.0,1.3375,321.212284,0,coarse_grid
independent_oracle,-0.5,5.0,1.340625,321.041461,1,fine_grid
independent_oracle,-0.5,5.0,1.34375,320.870666,0,coarse_grid
independent_oracle,-0.5,5.0,1.346875,320.699903,1,fine_grid
independent_oracle,-0.5,5.0,1.35,320.529177,0,coarse_grid
independent_oracle,-0.5,5.0,1.353125,320.358493,1,fine_grid
independent_oracle,-0.5,5.0,1.35625,320.187854,0,coarse_grid
independent_oracle,-0.5,5.0,1.359375,320.017265,1,fine_grid
independent_oracle,-0.5,5.0,1.3625,319.84673,0,coarse_grid
independent_oracle,-0.5,5.0,1.365625,319.676255,1,fine_grid
independent_oracle,-0.5,5.0,1.36875,319.505844,0,coarse_grid
independent_oracle,-0.5,5.0,1.371875,319.335502,1,fine_grid
independent_oracle,-0.5,5.0,1.375,319.165234,0,coarse_grid
independent_oracle,-0.5,5.0,1.378125,318.995044,1,fine_grid
independent_oracle,-0.5,5.0,1.38125,318.824939,0,coarse_grid
independent_oracle,-0.5,5.0,1.384375,318.654924,1,fine_grid
independent_oracle,-0.5,5.0,1.3875,318.485003,0,coarse_grid
independent_oracle,-0.5,5.0,1.390625,318.315183,1,fine_grid
independent_oracle,-0.5,5.0,1.39375,318.14547,0,coarse_grid
independent_oracle,-0.5,5.0,1.396875,317.975868,1,fine_grid
independent_oracle,-0.5,5.0,1.4,317.806384,0,coarse_grid
independent_oracle,-0.5,5.0,1.403125,317.637024,1,fine_grid
independent_oracle,-0.5,5.0,1.40625,317.467795,0,coarse_grid
independent_oracle,-0.5,5.0,1.409375,317.298701,1,fine_grid
independent_oracle,-0.5,5.0,1.4125,317.129751,0,coarse_grid
independent_oracle,-0.5,5.0,1.415625,316.96095,1,fine_grid
independent_oracle,-0.5,5.0,1.41875,316.792305,0,coarse_grid
independent_oracle,-0.5,5.0,1.421875,316.623824,1,fine_grid
independent_oracle,-0.5,5.0,1.425,316.455512,0,coarse_grid
independent_oracle,-0.5,5.0,1.428125,316.287378,1,fine_grid
independent_oracle,-0.5,5.0,1.43125,316.119428,0,coarse_grid
independent_oracle,-0.5,5.0,1.434375,315.951671,1,fine_grid
independent_oracle,-0.5,5.0,1.4375,315.784113,0,coarse_grid
independent_oracle,-0.5,5.0,1.440625,315.616762,1,fine_grid
independent_oracle,-0.5,5.0,1.44375,315.449627,0,coarse_grid
independent_oracle,-0.5,5.0,1.446875,315.282716,1,fine_grid
independent_oracle,-0.5,5.0,1.45,315.116036,0,coarse_grid
independent_oracle,-0.5,5.0,1.453125,314.949597,1,fine_grid
independent_oracle,-0.5,5.0,1.45625,314.783407,0,coarse_grid
independent_oracle,-0.5,5.0,1.459375,314.617475,1,fine_grid
independent_oracle,-0.5,5.0,1.4625,314.451809,0,coarse_grid
independent_oracle,-0.5,5.0,1.465625,314.28642,1,fine_grid
independent_oracle,-0.5,5.0,1.46875,314.121316,0,coarse_grid
independent_oracle,-0.5,5.0,1.471875,313.956508,1,fine_grid
independent_oracle,-0.5,5.0,1.475,313.792005,0,coarse_grid
independent_oracle,-0.5,5.0,1.478125,313.627816,1,fine_grid
independent_oracle,-0.5,5.0,1.48125,313.463953,0,coarse_grid
independent_oracle,-0.5,5.0,1.484375,313.300425,1,fine_grid
independent_oracle,-0.5,5.0,1.4875,313.137244,0,coarse_grid
independent_oracle,-0.5,5.0,1.490625,312.97442,1,fine_grid
independent_oracle,-0.5,5.0,1.49375,312.811964,0,coarse_grid
independent_oracle,-0.5,5.0,1.496875,312.649888,1,fine_grid
independent_oracle,-0.5,5.0,1.5,312.488202,0,coarse_grid
independent_oracle,-0.5,5.0,1.503125,312.32692,1,fine_grid
independent_oracle,-0.5,5.0,1.50625,312.166052,0,coarse_grid
independent_oracle,-0.5,5.0,1.509375,312.005612,1,fine_grid
independent_oracle,-0.5,5.0,1.5125,311.84561,0,coarse_grid
independent_oracle,-0.5,5.0,1.515625,311.686062,1,fine_grid
independent_oracle,-0.5,5.0,1.51875,311.526978,0,coarse_grid
independent_oracle,-0.5,5.0,1.521875,311.368373,1,fine_grid
independent_oracle,-0.5,5.0,1.525,311.21026,0,coarse_grid
