sqrt_s_NN_GeV,background_p,channel,q_inv_fm,route,bound,unitary,landau,shell_inv_fm2,gap_count,contour_count,contour_passed,static_passed,root_nodes_stable,levinson_residual,threshold_phase_over_pi,threshold_offset,threshold_phase_at_1e7_over_pi,threshold_limit_change,threshold_limit_passed,upper_phase,branch_passed,reference_boundary_passed,failed_gates,passed,status,production_authorized
200.0,48,pi_plus,5.73517403050418,direct_finite_q,0.0,3.2090139517519986e-9,3.7555499352796824e-8,6.792751424524674e-8,0,0,true,true,true,3.4639328455129936e-7,3.4639328455129936e-7,1.0e-10,0.0001766979616875438,3.1175931150224092e-6,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,6.181685885555359,direct_finite_q,0.0,-1.5664519096890198e-10,2.8825778208128193e-8,5.55007286599045e-8,0,0,true,true,true,-1.1906371704021652e-11,-1.1906371704021652e-11,1.0e-10,-1.190636931842015e-8,1.0715734515143817e-10,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,6.592374607747902,direct_finite_q,0.0,-9.347373552264942e-11,2.204251266632064e-8,4.8324739721476774e-8,0,0,true,true,true,-9.931785919926956e-12,-9.931785919926956e-12,1.0e-10,-9.931784128321281e-9,8.938607315078576e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,6.960496766314217,direct_finite_q,0.0,-5.894069352289606e-11,1.6979108766616216e-8,4.152937581563215e-8,0,0,true,true,true,-8.42218537065619e-12,-8.42218537065619e-12,1.0e-10,-8.422183979807952e-9,7.579966824344507e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,7.280007943895612,direct_finite_q,0.0,-3.9549469875012873e-11,1.3351917322807639e-8,3.574285794524008e-8,0,0,true,true,true,-7.28740935638349e-12,-7.28740935638349e-12,1.0e-10,-7.287408171659091e-9,6.558668413820896e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,7.545662108017604,direct_finite_q,0.0,-2.840900146376166e-11,1.0838378067559788e-8,3.118095536923286e-8,0,0,true,true,true,-6.454424033171153e-12,-6.454424033171153e-12,1.0e-10,-6.454423038074587e-9,5.808981624420424e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,7.753098208010931,direct_finite_q,0.0,-2.1952976366533133e-11,9.163042027268723e-9,2.783676538398307e-8,0,0,true,true,true,-5.867113260089794e-12,-5.867113260089794e-12,1.0e-10,-5.867112390259752e-9,5.2804019295895095e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,7.898914223885238,direct_finite_q,0.0,-1.83192390095425e-11,8.122713775414357e-9,2.5616844353911952e-8,0,0,true,true,true,-5.484854816507504e-12,-5.484854816507504e-12,1.0e-10,-5.484854024464109e-9,4.9363693309304936e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_plus,7.980748879988085,direct_finite_q,0.0,-1.6551833998727162e-11,7.585015819212128e-9,2.4421104324099784e-8,0,0,true,true,true,-5.280773331633518e-12,-5.280773331633518e-12,1.0e-10,-5.280772579910732e-9,4.752695994829999e-11,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_minus,0.019251120011914757,direct_finite_q,0.6840393995546734,-0.002046066498216526,1.2270571365751546e-13,1.280449311492952e-5,1,1,true,true,true,-4.996387303890515e-9,0.9999999950036127,1.0e-10,0.9999950038061787,4.4967459131379375e-8,true,0.0,true,true,,true,conditional_window,false
200.0,48,pi_minus,0.1010857761147621,direct_finite_q,0.41609501956043726,-0.0020979546243297268,2.894875051892305e-10,0.00021431255856492367,1,1,true,true,true,-5.1447360815970455e-9,0.9999999948552639,1.0e-10,0.9999948554685534,4.6302596050871765e-8,true,0.0,true,true,,true,conditional_window,false
