run_id,label,status,conclusion,artifact_name,artifact_size,head_sha,url,mode,scan_rows,diagnostic_rows,failed_rows,scan_sha256,diagnostics_sha256,failed_points_sha256
27801052225,modeA_muB450_alpha1.2_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB450_alpha1.2_xi_neg,68037,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801052225,mode_a_fixed_muB_phase_scaled,51,2142,0,e311ec13f7efe25cd406dbc5cae8186c7f2e9a8af65692dd3c77363d67ae1c46,4d29a4516b23fc55c2ffab51d8efb57958be546f66ac536cd2ff35bd3fe1350b,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801054503,modeA_muB450_alpha1.2_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB450_alpha1.2_xi_pos,67877,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801054503,mode_a_fixed_muB_phase_scaled,51,2142,0,cdc1a6d4c623c0f8d170710317a485c677c350761861856eda8a265859801d95,7cb62f2ae5cc18ff5ab1a6cc5a0f7799ed9e18e3f13db7fe302166a64f46b2da,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801055915,modeA_muB900_alpha1.0_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.0_xi_neg,69733,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801055915,mode_a_fixed_muB_phase_scaled,51,2142,0,494419348b5e1dfea3edbf2541030e97dd1d5d9461e0393cef792b591a783122,f93712e725337ce075b8676f6ba83ae1bd1faaf07228d6c9a5964c7f39042ff2,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801057260,modeA_muB900_alpha1.0_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.0_xi_pos,72992,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801057260,mode_a_fixed_muB_phase_scaled,51,2142,0,88a533e3cf21507c994ce58185f0f3b2a2d2538ff7f65d6ecac6bd72f85bea51,7002d5fa433c36f091f8ff56694142bf79cf6ad37e86e4d9000737e0134134d7,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801058728,modeA_muB900_alpha1.1_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.1_xi_neg,69138,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801058728,mode_a_fixed_muB_phase_scaled,51,2142,0,bcfe8bbb9cd5a7917b4386f5cff42006f94260338fe5ab51029148f447335593,adab566dabdf3941882d0a603b978a6b0548dd8b79122d65aa2abc8b97d27db9,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801060054,modeA_muB900_alpha1.1_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.1_xi_pos,70761,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801060054,mode_a_fixed_muB_phase_scaled,51,2142,0,293466bb6d04b4dff307354b7f6fefda6e4ca1238dd448643aca0f799d902af5,a5a7bec1c6dab1651932344ab7488c63b479273db3dfe576d748c0b893361e0d,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801061784,modeA_muB900_alpha1.2_xi_neg / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.2_xi_neg,68021,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801061784,mode_a_fixed_muB_phase_scaled,51,2142,0,3b2b0f822fb2f9464d1832f99bbc1bde4311d92412934a429c482d0e58515569,cdc52beaff9ef309b874eb480abae8c6ffd4682b2391e156a8fe2d94d4c9733e,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801063331,modeA_muB900_alpha1.2_xi_pos / fixed-muB-phase-scaled,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeA_muB900_alpha1.2_xi_pos,69315,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801063331,mode_a_fixed_muB_phase_scaled,51,2142,0,fd30d1c764fb489c965d17c2be0a938b8227d2a54d9c9387a7eb063b364b169e,138b53c3458317aa65b347c01e42a58a3035e7b87b666f104471f4a9832a3e61,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801064735,modeB_T120_muB450_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T120_muB450_xi_neg,71958,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801064735,mode_b_fixed_T_sparse_muB,51,2142,0,aa893351c635b20a2d2e21d416a7507990e6a49b426af0105388b1113c18baff,321602d4bb9c2d8accb907ce99a2478f26c1da2ec391636762af838db218f2f1,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801066108,modeB_T120_muB450_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T120_muB450_xi_pos,73639,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801066108,mode_b_fixed_T_sparse_muB,51,2142,0,f4568d5513010d7a9beca81235fc8f5585b91796bc7905a0816d6db17dc5a23a,e298db65e6fa9eb2973464a7a8cd1efb9ae377eadfa11308f1a0ceb4be3b0d7f,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801067958,modeB_T120_muB900_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T120_muB900_xi_neg,69882,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801067958,mode_b_fixed_T_sparse_muB,51,2142,0,32dff3681f4b87f2d3c6e3f9f91df83147eb5efde35c72b7cb1439513a1597df,958a9064ab42314fbf43c0700bea4b08a300bd375f6645ea28d3000410eb34f6,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801069517,modeB_T120_muB900_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T120_muB900_xi_pos,72797,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801069517,mode_b_fixed_T_sparse_muB,51,2142,0,a58dd4b4107cac19e8f88a6da579443eea7d13fba199aeb4c74f04db83ce560f,77eaabae1281d1b67728537a4596a51de6fa34ad039d0f60dd61320ec1ccb144,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801070869,modeB_T160_muB450_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T160_muB450_xi_neg,70657,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801070869,mode_b_fixed_T_sparse_muB,51,2142,0,b3e1ad55e0c04c19a1b4bd989a0c686bb20dbc03c802e4f7d7a25f6283e60848,46a6929ced0353fccd09242ad5d8f3e5fa9cc9ddf2c8ad8e324fd124268ae34a,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801072338,modeB_T160_muB450_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T160_muB450_xi_pos,71077,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801072338,mode_b_fixed_T_sparse_muB,51,2142,0,bc4f0333b54056aab29adcdfeab4a2aa74dbadaf3aa89a4a9ba88e209f44914e,a1aea701b2885c9dd379aca3076ba87c338dad0fc8b105cd9176ef761ebeeb08,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801073743,modeB_T160_muB900_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T160_muB900_xi_neg,68039,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801073743,mode_b_fixed_T_sparse_muB,51,2142,0,bf255696e94dbebca8ffc9e7436b4140c7c584a1252a3d06053f70406ace4be4,5d09bb047503aaff28d379e435b8b8bdd7798b5b2a88108660f1f7509d55fbe6,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801075250,modeB_T160_muB900_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T160_muB900_xi_pos,68306,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801075250,mode_b_fixed_T_sparse_muB,51,2142,0,9979c0ade677d4b9a72744d3a3387f640d19f9048fc773261c1ace2e60efcf81,547d59522e939e943067a0fc33cf2b278718b088f37fe08fba7ddc7f02eb6b7a,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801076740,modeB_T200_muB450_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T200_muB450_xi_neg,68017,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801076740,mode_b_fixed_T_sparse_muB,51,2142,0,cc755f934a3929eaa9a514b5a9d4d634472dcfc0e4ac3e92b0dd25048fa96754,3f3b9a5a4457e9b4cd451593775b39c823f39d51593bbff52ae2c5b9147dde50,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801078183,modeB_T200_muB450_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T200_muB450_xi_pos,68959,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801078183,mode_b_fixed_T_sparse_muB,51,2142,0,00688fd8a61f3dfee4331da6e20718a88b8545c29d9e48813a298dcdb929b611,1ed1e483bc6b9077dd068b991f0306c14c771d023df5a09d17937d829f18564c,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801079578,modeB_T200_muB900_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T200_muB900_xi_neg,67320,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801079578,mode_b_fixed_T_sparse_muB,51,2142,0,449b371d1125bcc2091fda5bedc0272d80ccc67f14a7c9fe8a3841f4d5c24c7f,b026ff921167215bd1cef966aa4c0f3f9767b3c252a7e1fc2ef6d330cb1d41ee,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
27801081390,modeB_T200_muB900_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_localdispatch_20260618_223856-match_thermo-validated_anchored-modeB_T200_muB900_xi_pos,68341,700a0845abd09013eb39ff8f8d2993d5574476d3,https://github.com/w5851/Julia_RelaxTime/actions/runs/27801081390,mode_b_fixed_T_sparse_muB,51,2142,0,809afc6da204ed56da1e97cae48cb7274240e7f00cbf98dd7322574ae7de9c84,2fea545c68cdd26353e38e6c75aa40c96465d3f1908cea3c6091200f295a2c8a,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
