T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,iterations,residual_norm,converged,message
50.000000,0.000000,0.000000,44.887474,44.887474,44.887474,44.887474,21.608012,0.000000,-21.608012,-1.843295,-1.843295,-2.227009,0.000007,0.000042,21,0.000015,true,"force-marked converged (residual 0.000015)"
50.000000,0.005000,0.000000,313.395777,313.395777,313.395777,313.395777,21.608214,0.004943,-21.603149,-1.840760,-1.840760,-2.226652,0.001337,0.010329,15,0.000000,true,"seed[continuation] failed (iterations=25, residual=0.005000, converged=false)"
50.000000,0.010000,0.000000,324.738687,324.738687,324.738687,324.738687,21.608412,0.008780,-21.598288,-1.838224,-1.838224,-2.226295,0.002119,0.013007,5,0.000000,true,
50.000000,0.015000,0.000000,331.286899,331.286899,331.286899,331.286899,21.608609,0.012202,-21.593429,-1.835685,-1.835685,-2.225937,0.002774,0.014881,4,0.000000,true,
50.000000,0.020000,0.000000,335.872065,335.872065,335.872065,335.872065,21.608803,0.015357,-21.588571,-1.833144,-1.833144,-2.225580,0.003357,0.016369,4,0.000000,true,
50.000000,0.025000,0.000000,339.381591,339.381591,339.381591,339.381591,21.608994,0.018313,-21.583715,-1.830602,-1.830602,-2.225222,0.003891,0.017623,3,0.000000,true,
50.000000,0.030000,0.000000,342.210754,342.210754,342.210754,342.210754,21.609183,0.021111,-21.578860,-1.828057,-1.828057,-2.224864,0.004389,0.018717,3,0.000000,true,
50.000000,0.035000,0.000000,344.570404,344.570404,344.570404,344.570404,21.609369,0.023779,-21.574007,-1.825510,-1.825510,-2.224507,0.004858,0.019693,3,0.000000,true,
50.000000,0.040000,0.000000,346.586402,346.586402,346.586402,346.586402,21.609552,0.026336,-21.569156,-1.822961,-1.822961,-2.224149,0.005305,0.020578,3,0.000000,true,
50.000000,0.045000,0.000000,348.339927,348.339927,348.339927,348.339927,21.609733,0.028797,-21.564306,-1.820410,-1.820410,-2.223790,0.005732,0.021390,3,0.000000,true,
50.000000,0.050000,0.000000,349.886411,349.886411,349.886411,349.886411,21.609912,0.031172,-21.559458,-1.817856,-1.817856,-2.223432,0.006142,0.022142,3,0.000000,true,
50.000000,0.055000,0.000000,351.265387,351.265387,351.265387,351.265387,21.610088,0.033471,-21.554612,-1.815301,-1.815301,-2.223074,0.006538,0.022845,3,0.000000,true,
50.000000,0.060000,0.000000,352.506046,352.506046,352.506046,352.506046,21.610261,0.035700,-21.549767,-1.812743,-1.812743,-2.222715,0.006920,0.023504,3,0.000000,true,
50.000000,0.065000,0.000000,353.630556,353.630556,353.630556,353.630556,21.610432,0.037867,-21.544923,-1.810183,-1.810183,-2.222357,0.007292,0.024126,3,0.000000,true,
50.000000,0.070000,0.000000,354.656146,354.656146,354.656146,354.656146,21.610600,0.039975,-21.540082,-1.807621,-1.807621,-2.221998,0.007652,0.024716,3,0.000000,true,
50.000000,0.075000,0.000000,355.596474,355.596474,355.596474,355.596474,21.610766,0.042030,-21.535242,-1.805057,-1.805057,-2.221639,0.008004,0.025277,3,0.000000,true,
50.000000,0.080000,0.000000,356.462552,356.462552,356.462552,356.462552,21.610929,0.044035,-21.530404,-1.802491,-1.802491,-2.221280,0.008346,0.025812,3,0.000000,true,
50.000000,0.085000,0.000000,357.263383,357.263383,357.263383,357.263383,21.611090,0.045993,-21.525567,-1.799922,-1.799922,-2.220921,0.008681,0.026324,3,0.000000,true,
50.000000,0.090000,0.000000,358.006427,358.006427,358.006427,358.006427,21.611248,0.047908,-21.520732,-1.797351,-1.797351,-2.220562,0.009008,0.026816,3,0.000000,true,
50.000000,0.095000,0.000000,358.697932,358.697932,358.697932,358.697932,21.611404,0.049782,-21.515898,-1.794778,-1.794778,-2.220202,0.009328,0.027288,3,0.000000,true,
50.000000,0.100000,0.000000,359.343183,359.343183,359.343183,359.343183,21.611557,0.051618,-21.511067,-1.792203,-1.792203,-2.219843,0.009642,0.027743,3,0.000000,true,
50.000000,0.105000,0.000000,359.946690,359.946690,359.946690,359.946690,21.611707,0.053416,-21.506237,-1.789625,-1.789625,-2.219483,0.009950,0.028182,3,0.000000,true,
50.000000,0.110000,0.000000,360.512335,360.512335,360.512335,360.512335,21.611855,0.055181,-21.501408,-1.787046,-1.787046,-2.219124,0.010252,0.028607,3,0.000000,true,
50.000000,0.115000,0.000000,361.043480,361.043480,361.043480,361.043480,21.612000,0.056912,-21.496582,-1.784464,-1.784464,-2.218764,0.010548,0.029018,3,0.000000,true,
50.000000,0.120000,0.000000,361.543057,361.543057,361.543057,361.543057,21.612143,0.058612,-21.491757,-1.781879,-1.781879,-2.218404,0.010840,0.029416,3,0.000000,true,
50.000000,0.125000,0.000000,362.013641,362.013641,362.013641,362.013641,21.612283,0.060282,-21.486933,-1.779293,-1.779293,-2.218044,0.011127,0.029802,3,0.000000,true,
50.000000,0.130000,0.000000,362.457502,362.457502,362.457502,362.457502,21.612421,0.061923,-21.482112,-1.776704,-1.776704,-2.217683,0.011409,0.030178,3,0.000000,true,
50.000000,0.135000,0.000000,362.876653,362.876653,362.876653,362.876653,21.612556,0.063537,-21.477292,-1.774112,-1.774112,-2.217323,0.011686,0.030543,3,0.000000,true,
50.000000,0.140000,0.000000,363.272889,363.272889,363.272889,363.272889,21.612688,0.065125,-21.472473,-1.771519,-1.771519,-2.216963,0.011960,0.030898,3,0.000000,true,
50.000000,0.145000,0.000000,363.647814,363.647814,363.647814,363.647814,21.612818,0.066687,-21.467657,-1.768923,-1.768923,-2.216602,0.012229,0.031244,3,0.000000,true,
50.000000,0.150000,0.000000,364.002870,364.002870,364.002870,364.002870,21.612946,0.068225,-21.462842,-1.766325,-1.766325,-2.216241,0.012495,0.031581,3,0.000000,true,
50.000000,0.160000,0.000000,364.658455,364.658455,364.658455,364.658455,21.613193,0.071231,-21.453218,-1.761121,-1.761121,-2.215519,0.013015,0.032231,3,0.000000,true,
50.000000,0.170000,0.000000,365.248654,365.248654,365.248654,365.248654,21.613429,0.074150,-21.443601,-1.755908,-1.755908,-2.214797,0.013521,0.032852,3,0.000000,true,
50.000000,0.180000,0.000000,365.780937,365.780937,365.780937,365.780937,21.613656,0.076987,-21.433991,-1.750685,-1.750685,-2.214074,0.014014,0.033446,3,0.000000,true,
50.000000,0.190000,0.000000,366.261572,366.261572,366.261572,366.261572,21.613872,0.079748,-21.424388,-1.745453,-1.745453,-2.213351,0.014496,0.034016,3,0.000000,true,
50.000000,0.200000,0.000000,366.695868,366.695868,366.695868,366.695868,21.614078,0.082435,-21.414792,-1.740210,-1.740210,-2.212627,0.014966,0.034563,3,0.000000,true,
50.000000,0.210000,0.000000,367.088369,367.088369,367.088369,367.088369,21.614274,0.085054,-21.405203,-1.734958,-1.734958,-2.211903,0.015426,0.035089,3,0.000000,true,
50.000000,0.220000,0.000000,367.442994,367.442994,367.442994,367.442994,21.614459,0.087608,-21.395622,-1.729695,-1.729695,-2.211178,0.015876,0.035597,3,0.000000,true,
50.000000,0.230000,0.000000,367.763150,367.763150,367.763150,367.763150,21.614634,0.090101,-21.386049,-1.724422,-1.724422,-2.210453,0.016316,0.036087,3,0.000000,true,
50.000000,0.240000,0.000000,368.051821,368.051821,368.051821,368.051821,21.614799,0.092535,-21.376483,-1.719139,-1.719139,-2.209727,0.016747,0.036560,3,0.000000,true,
50.000000,0.250000,0.000000,368.311635,368.311635,368.311635,368.311635,21.614954,0.094912,-21.366924,-1.713846,-1.713846,-2.209001,0.017169,0.037018,3,0.000000,true,
50.000000,0.260000,0.000000,368.544922,368.544922,368.544922,368.544922,21.615099,0.097237,-21.357373,-1.708541,-1.708541,-2.208274,0.017583,0.037462,3,0.000000,true,
50.000000,0.270000,0.000000,368.753758,368.753758,368.753758,368.753758,21.615233,0.099510,-21.347830,-1.703226,-1.703226,-2.207546,0.017990,0.037893,3,0.000000,true,
50.000000,0.280000,0.000000,368.940002,368.940002,368.940002,368.940002,21.615358,0.101734,-21.338294,-1.697901,-1.697901,-2.206818,0.018389,0.038311,3,0.000000,true,
50.000000,0.290000,0.000000,369.105323,369.105323,369.105323,369.105323,21.615472,0.103912,-21.328765,-1.692564,-1.692564,-2.206090,0.018780,0.038717,3,0.000000,true,
50.000000,0.300000,0.000000,369.251231,369.251231,369.251231,369.251231,21.615577,0.106044,-21.319245,-1.687217,-1.687217,-2.205361,0.019165,0.039112,3,0.000000,true,
50.000000,0.320000,0.000000,369.490143,369.490143,369.490143,369.490143,21.615757,0.110184,-21.300225,-1.676490,-1.676490,-2.203901,0.019914,0.039871,3,0.000000,true,
50.000000,0.340000,0.000000,369.666242,369.666242,369.666242,369.666242,21.615898,0.114167,-21.281236,-1.665718,-1.665718,-2.202440,0.020639,0.040593,3,0.000000,true,
50.000000,0.350000,0.000000,369.733259,369.733259,369.733259,369.733259,21.615954,0.116104,-21.271752,-1.660315,-1.660315,-2.201709,0.020993,0.040942,3,0.000000,true,
50.000000,0.360000,0.000000,369.787429,369.787429,369.787429,369.787429,21.616001,0.118007,-21.262275,-1.654901,-1.654901,-2.200977,0.021342,0.041282,3,0.000000,true,
50.000000,0.380000,0.000000,369.860309,369.860309,369.860309,369.860309,21.616066,0.121719,-21.243343,-1.644039,-1.644039,-2.199512,0.022023,0.041941,3,0.000000,true,
50.000000,0.400000,0.000000,369.890412,369.890412,369.890412,369.890412,21.616095,0.125314,-21.224437,-1.633132,-1.633132,-2.198045,0.022685,0.042574,3,0.000000,true,
50.000000,0.420000,0.000000,369.882359,369.882359,369.882359,369.882359,21.616087,0.128805,-21.205557,-1.622180,-1.622180,-2.196576,0.023328,0.043183,3,0.000000,true,
50.000000,0.440000,0.000000,369.839988,369.839988,369.839988,369.839988,21.616042,0.132203,-21.186702,-1.611182,-1.611182,-2.195106,0.023956,0.043769,3,0.000000,true,
50.000000,0.450000,0.000000,369.806946,369.806946,369.806946,369.806946,21.616006,0.133871,-21.177284,-1.605666,-1.605666,-2.194371,0.024263,0.044055,2,0.000000,true,
50.000000,0.460000,0.000000,369.766463,369.766463,369.766463,369.766463,21.615962,0.135520,-21.167871,-1.600139,-1.600139,-2.193635,0.024567,0.044337,2,0.000000,true,
50.000000,0.480000,0.000000,369.664356,369.664356,369.664356,369.664356,21.615845,0.138764,-21.149062,-1.589051,-1.589051,-2.192162,0.025165,0.044886,3,0.000000,true,
50.000000,0.500000,0.000000,369.535729,369.535729,369.535729,369.535729,21.615691,0.141944,-21.130275,-1.577917,-1.577917,-2.190688,0.025749,0.045418,3,0.000000,true,
50.000000,0.520000,0.000000,369.382204,369.382204,369.382204,369.382204,21.615501,0.145069,-21.111509,-1.566738,-1.566738,-2.189213,0.026321,0.045934,3,0.000000,true,
50.000000,0.540000,0.000000,369.205034,369.205034,369.205034,369.205034,21.615272,0.148142,-21.092764,-1.555512,-1.555512,-2.187737,0.026881,0.046436,3,0.000000,true,
50.000000,0.550000,0.000000,369.107889,369.107889,369.107889,369.107889,21.615143,0.149662,-21.083399,-1.549881,-1.549881,-2.186999,0.027157,0.046681,2,0.000000,true,
50.000000,0.560000,0.000000,369.005169,369.005169,369.005169,369.005169,21.615005,0.151170,-21.074039,-1.544239,-1.544239,-2.186261,0.027430,0.046923,2,0.000000,true,
50.000000,0.580000,0.000000,368.783325,368.783325,368.783325,368.783325,21.614697,0.154155,-21.055336,-1.532919,-1.532919,-2.184783,0.027969,0.047396,3,0.000000,true,
50.000000,0.600000,0.000000,368.540042,368.540042,368.540042,368.540042,21.614348,0.157097,-21.036655,-1.521550,-1.521550,-2.183305,0.028497,0.047855,3,0.000000,true,
50.000000,0.620000,0.000000,368.275744,368.275744,368.275744,368.275744,21.613956,0.159997,-21.017997,-1.510132,-1.510132,-2.181826,0.029015,0.048301,3,0.000000,true,
50.000000,0.640000,0.000000,367.990793,367.990793,367.990793,367.990793,21.613519,0.162853,-20.999363,-1.498661,-1.498661,-2.180346,0.029524,0.048732,3,0.000000,true,
50.000000,0.650000,0.000000,367.840679,367.840679,367.840679,367.840679,21.613283,0.164264,-20.990056,-1.492906,-1.492906,-2.179606,0.029774,0.048942,2,0.000000,true,
50.000000,0.660000,0.000000,367.685529,367.685529,367.685529,367.685529,21.613036,0.165662,-20.980756,-1.487138,-1.487138,-2.178866,0.030022,0.049148,2,0.000000,true,
50.000000,0.680000,0.000000,367.360307,367.360307,367.360307,367.360307,21.612506,0.168421,-20.962177,-1.475559,-1.475559,-2.177384,0.030510,0.049551,3,0.000000,true,
50.000000,0.700000,0.000000,367.015530,367.015530,367.015530,367.015530,21.611927,0.171124,-20.943628,-1.463923,-1.463923,-2.175902,0.030988,0.049938,3,0.000000,true,
50.000000,0.720000,0.000000,366.651664,366.651664,366.651664,366.651664,21.611299,0.173766,-20.925112,-1.452228,-1.452228,-2.174418,0.031456,0.050310,3,0.000000,true,
50.000000,0.740000,0.000000,366.269254,366.269254,366.269254,366.269254,21.610620,0.176342,-20.906631,-1.440470,-1.440470,-2.172933,0.031912,0.050667,3,0.000000,true,
50.000000,0.750000,0.000000,366.071288,366.071288,366.071288,366.071288,21.610261,0.177603,-20.897404,-1.434567,-1.434567,-2.172190,0.032137,0.050840,2,0.000000,true,
50.000000,0.760000,0.000000,365.868929,365.868929,365.868929,365.868929,21.609889,0.178846,-20.888187,-1.428647,-1.428647,-2.171447,0.032358,0.051009,2,0.000000,true,
50.000000,0.780000,0.000000,365.451407,365.451407,365.451407,365.451407,21.609107,0.181272,-20.869783,-1.416757,-1.416757,-2.169960,0.032792,0.051335,3,0.000000,true,
50.000000,0.800000,0.000000,365.017493,365.017493,365.017493,365.017493,21.608273,0.183615,-20.851420,-1.404797,-1.404797,-2.168471,0.033215,0.051645,2,0.000000,true,
50.000000,0.820000,0.000000,364.568074,364.568074,364.568074,364.568074,21.607388,0.185869,-20.833102,-1.392764,-1.392764,-2.166981,0.033625,0.051940,2,0.000000,true,
50.000000,0.840000,0.000000,364.104115,364.104115,364.104115,364.104115,21.606451,0.188030,-20.814829,-1.380656,-1.380656,-2.165489,0.034023,0.052219,2,0.000000,true,
50.000000,0.850000,0.000000,363.867004,363.867004,363.867004,363.867004,21.605963,0.189073,-20.805711,-1.374572,-1.374572,-2.164742,0.034218,0.052353,2,0.000000,true,
50.000000,0.860000,0.000000,363.626652,363.626652,363.626652,363.626652,21.605463,0.190092,-20.796605,-1.368469,-1.368469,-2.163995,0.034409,0.052483,2,0.000000,true,
50.000000,0.880000,0.000000,363.136793,363.136793,363.136793,363.136793,21.604427,0.192053,-20.778429,-1.356201,-1.356201,-2.162500,0.034782,0.052732,2,0.000000,true,
50.000000,0.900000,0.000000,362.635703,362.635703,362.635703,362.635703,21.603342,0.193908,-20.760305,-1.343849,-1.343849,-2.161002,0.035141,0.052967,2,0.000000,true,
50.000000,0.920000,0.000000,362.124606,362.124606,362.124606,362.124606,21.602210,0.195655,-20.742232,-1.331410,-1.331410,-2.159503,0.035488,0.053187,2,0.000000,true,
50.000000,0.940000,0.000000,361.604782,361.604782,361.604782,361.604782,21.601034,0.197292,-20.724212,-1.318882,-1.318882,-2.158002,0.035821,0.053393,2,0.000000,true,
50.000000,0.950000,0.000000,361.342011,361.342011,361.342011,361.342011,21.600430,0.198068,-20.715223,-1.312584,-1.312584,-2.157250,0.035982,0.053491,2,0.000000,true,
50.000000,0.960000,0.000000,361.077561,361.077561,361.077561,361.077561,21.599816,0.198817,-20.706247,-1.306263,-1.306263,-2.156498,0.036141,0.053586,2,0.000000,true,
50.000000,0.980000,0.000000,360.544326,360.544326,360.544326,360.544326,21.598558,0.200231,-20.688335,-1.293549,-1.293549,-2.154993,0.036447,0.053767,2,0.000000,true,
50.000000,1.000000,0.000000,360.006506,360.006506,360.006506,360.006506,21.597263,0.201532,-20.670478,-1.280739,-1.280739,-2.153486,0.036740,0.053936,2,0.000000,true,
50.000000,1.050000,0.000000,358.651740,358.651740,358.651740,358.651740,21.593885,0.204302,-20.626072,-1.248276,-1.248276,-2.149711,0.037413,0.054312,3,0.000000,true,
50.000000,1.100000,0.000000,357.302209,357.302209,357.302209,357.302209,21.590356,0.206416,-20.581997,-1.215164,-1.215164,-2.145927,0.038005,0.054637,3,0.000000,true,
50.000000,1.150000,0.000000,355.984324,355.984324,355.984324,355.984324,21.586750,0.207950,-20.538232,-1.181378,-1.181378,-2.142136,0.038522,0.054927,3,0.000000,true,
50.000000,1.200000,0.000000,354.726136,354.726136,354.726136,354.726136,21.583155,0.209026,-20.494740,-1.146905,-1.146905,-2.138343,0.038972,0.055207,3,0.000000,true,
50.000000,1.250000,0.000000,353.556452,353.556452,353.556452,353.556452,21.579670,0.209822,-20.451467,-1.111747,-1.111747,-2.134556,0.039370,0.055505,3,0.000000,true,
50.000000,1.300000,0.000000,352.502836,352.502836,352.502836,352.502836,21.576404,0.210578,-20.408339,-1.075924,-1.075924,-2.130783,0.039734,0.055852,3,0.000000,true,
50.000000,1.350000,0.000000,351.588037,351.588037,351.588037,351.588037,21.573457,0.211596,-20.365265,-1.039481,-1.039481,-2.127035,0.040093,0.056281,3,0.000000,true,
50.000000,1.400000,0.000000,350.824863,350.824863,350.824863,350.824863,21.570906,0.213223,-20.322139,-1.002488,-1.002488,-2.123326,0.040476,0.056822,3,0.000000,true,
50.000000,1.450000,0.000000,350.210827,350.210827,350.210827,350.210827,21.568779,0.215796,-20.278856,-0.965031,-0.965031,-2.119672,0.040919,0.057497,3,0.000000,true,
50.000000,1.500000,0.000000,349.725589,349.725589,349.725589,349.725589,21.567039,0.219577,-20.235334,-0.927203,-0.927203,-2.116087,0.041450,0.058310,3,0.000000,true,
50.000000,1.550000,0.000000,349.334379,349.334379,349.334379,349.334379,21.565588,0.224678,-20.191531,-0.889079,-0.889079,-2.112586,0.042088,0.059245,3,0.000000,true,
50.000000,1.600000,0.000000,348.997442,348.997442,348.997442,348.997442,21.564298,0.231031,-20.147454,-0.850713,-0.850713,-2.109178,0.042835,0.060268,3,0.000000,true,
50.000000,1.650000,0.000000,348.681129,348.681129,348.681129,348.681129,21.563048,0.238424,-20.103153,-0.812135,-0.812135,-2.105873,0.043681,0.061336,3,0.000000,true,
50.000000,1.700000,0.000000,348.365325,348.365325,348.365325,348.365325,21.561761,0.246566,-20.058700,-0.773372,-0.773372,-2.102679,0.044603,0.062410,3,0.000000,true,
50.000000,1.750000,0.000000,348.045304,348.045304,348.045304,348.045304,21.560418,0.255152,-20.014174,-0.734467,-0.734467,-2.099605,0.045580,0.063456,3,0.000000,true,
50.000000,1.800000,0.000000,347.729570,347.729570,347.729570,347.729570,21.559055,0.263915,-19.969642,-0.695495,-0.695495,-2.096662,0.046587,0.064449,3,0.000000,true,
50.000000,1.850000,0.000000,347.436148,347.436148,347.436148,347.436148,21.557753,0.272634,-19.925158,-0.656583,-0.656583,-2.093862,0.047608,0.065377,3,0.000000,true,
50.000000,1.900000,0.000000,347.188846,347.188846,347.188846,347.188846,21.556625,0.281144,-19.880760,-0.617913,-0.617913,-2.091219,0.048626,0.066232,3,0.000000,true,
50.000000,1.950000,0.000000,347.013987,347.013987,347.013987,347.013987,21.555807,0.289323,-19.836472,-0.579725,-0.579725,-2.088748,0.049630,0.067012,3,0.000000,true,
50.000000,2.000000,0.000000,346.937576,346.937576,346.937576,346.937576,21.555441,0.297085,-19.792306,-0.542308,-0.542308,-2.086463,0.050612,0.067719,3,0.000000,true,
50.000000,2.050000,0.000000,346.982784,346.982784,346.982784,346.982784,21.555665,0.304369,-19.748262,-0.505987,-0.505987,-2.084374,0.051566,0.068355,3,0.000000,true,
50.000000,2.100000,0.000000,347.167832,347.167832,347.167832,347.167832,21.556601,0.311134,-19.704336,-0.471093,-0.471093,-2.082488,0.052487,0.068925,3,0.000000,true,
50.000000,2.150000,0.000000,347.504507,347.504507,347.504507,347.504507,21.558343,0.317351,-19.660517,-0.437931,-0.437931,-2.080805,0.053371,0.069435,3,0.000000,true,
50.000000,2.200000,0.000000,347.997601,347.997601,347.997601,347.997601,21.560953,0.322999,-19.616792,-0.406752,-0.406752,-2.079319,0.054213,0.069888,3,0.000000,true,
50.000000,2.250000,0.000000,348.645385,348.645385,348.645385,348.645385,21.564461,0.328061,-19.573147,-0.377726,-0.377726,-2.078020,0.055011,0.070288,3,0.000000,true,
50.000000,2.300000,0.000000,349.440958,349.440958,349.440958,349.440958,21.568865,0.332525,-19.529564,-0.350936,-0.350936,-2.076891,0.055762,0.070639,3,0.000000,true,
50.000000,2.350000,0.000000,350.374071,350.374071,350.374071,350.374071,21.574143,0.336384,-19.486030,-0.326378,-0.326378,-2.075913,0.056461,0.070945,3,0.000000,true,
50.000000,2.400000,0.000000,351.432992,351.432992,351.432992,351.432992,21.580262,0.339631,-19.442530,-0.303982,-0.303982,-2.075068,0.057107,0.071207,3,0.000000,true,
50.000000,2.450000,0.000000,352.606050,352.606050,352.606050,352.606050,21.587183,0.342266,-19.399049,-0.283627,-0.283627,-2.074335,0.057697,0.071430,3,0.000000,true,
50.000000,2.500000,0.000000,353.882736,353.882736,353.882736,353.882736,21.594870,0.344290,-19.355573,-0.265162,-0.265162,-2.073697,0.058229,0.071617,3,0.000000,true,
50.000000,2.550000,0.000000,355.254366,355.254366,355.254366,355.254366,21.603296,0.345712,-19.312089,-0.248421,-0.248421,-2.073139,0.058702,0.071773,3,0.000000,true,
50.000000,2.600000,0.000000,356.714384,356.714384,356.714384,356.714384,21.612442,0.346545,-19.268582,-0.233238,-0.233238,-2.072646,0.059115,0.071901,3,0.000000,true,
50.000000,2.650000,0.000000,358.258442,358.258442,358.258442,358.258442,21.622302,0.346807,-19.225037,-0.219454,-0.219454,-2.072207,0.059467,0.072009,3,0.000000,true,
50.000000,2.700000,0.000000,359.884336,359.884336,359.884336,359.884336,21.632883,0.346526,-19.181437,-0.206920,-0.206920,-2.071810,0.059758,0.072103,3,0.000000,true,
50.000000,2.750000,0.000000,361.591880,361.591880,361.591880,361.591880,21.644202,0.345739,-19.137762,-0.195501,-0.195501,-2.071448,0.059990,0.072191,3,0.000000,true,
50.000000,2.800000,0.000000,363.382737,363.382737,363.382737,363.382737,21.656292,0.344496,-19.093990,-0.185076,-0.185076,-2.071113,0.060165,0.072284,3,0.000000,true,
50.000000,2.850000,0.000000,365.260231,365.260231,365.260231,365.260231,21.669194,0.342864,-19.050094,-0.175539,-0.175539,-2.070797,0.060286,0.072393,3,0.000000,true,
50.000000,2.900000,0.000000,367.229097,367.229097,367.229097,367.229097,21.682964,0.340930,-19.006040,-0.166795,-0.166795,-2.070495,0.060357,0.072534,3,0.000000,true,
50.000000,2.950000,0.000000,369.295128,369.295128,369.295128,369.295128,21.697665,0.338809,-18.961789,-0.158763,-0.158763,-2.070200,0.060388,0.072724,3,0.000000,true,
50.000000,3.000000,0.000000,371.464628,371.464628,371.464628,371.464628,21.713367,0.336652,-18.917289,-0.151371,-0.151371,-2.069907,0.060388,0.072985,3,0.000000,true,
60.000000,0.000000,0.000000,-0.000022,-0.000022,-0.000022,-0.000022,21.608012,0.000002,-21.608012,-1.843294,-1.843294,-2.227009,0.000097,0.000097,78,0.000000,true,
60.000000,0.005000,0.000000,295.163619,295.163619,295.163619,295.163619,21.608254,0.005414,-21.603018,-1.840815,-1.840815,-2.226653,0.001628,0.013293,55,0.000000,true,
60.000000,0.010000,0.000000,308.806157,308.806157,308.806157,308.806157,21.608493,0.009718,-21.598027,-1.838333,-1.838333,-2.226297,0.002581,0.016741,5,0.000000,true,
60.000000,0.015000,0.000000,316.695083,316.695083,316.695083,316.695083,21.608730,0.013606,-21.593037,-1.835849,-1.835849,-2.225940,0.003378,0.019154,4,0.000000,true,
60.000000,0.020000,0.000000,322.228378,322.228378,322.228378,322.228378,21.608964,0.017223,-21.588050,-1.833363,-1.833363,-2.225583,0.004088,0.021072,4,0.000000,true,
60.000000,0.025000,0.000000,326.470934,326.470934,326.470934,326.470934,21.609195,0.020640,-21.583066,-1.830874,-1.830874,-2.225227,0.004740,0.022689,3,0.000000,true,
60.000000,0.030000,0.000000,329.897078,329.897078,329.897078,329.897078,21.609423,0.023897,-21.578083,-1.828384,-1.828384,-2.224870,0.005347,0.024099,3,0.000000,true,
60.000000,0.035000,0.000000,332.759835,332.759835,332.759835,332.759835,21.609649,0.027022,-21.573102,-1.825891,-1.825891,-2.224513,0.005920,0.025357,3,0.000000,true,
60.000000,0.040000,0.000000,335.210237,335.210237,335.210237,335.210237,21.609872,0.030034,-21.568124,-1.823396,-1.823396,-2.224156,0.006465,0.026499,3,0.000000,true,
60.000000,0.045000,0.000000,337.345700,337.345700,337.345700,337.345700,21.610093,0.032947,-21.563148,-1.820898,-1.820898,-2.223798,0.006986,0.027547,3,0.000000,true,
60.000000,0.050000,0.000000,339.232743,339.232743,339.232743,339.232743,21.610311,0.035772,-21.558174,-1.818399,-1.818399,-2.223441,0.007488,0.028518,3,0.000000,true,
60.000000,0.055000,0.000000,340.918809,340.918809,340.918809,340.918809,21.610526,0.038519,-21.553203,-1.815897,-1.815897,-2.223084,0.007971,0.029425,3,0.000000,true,
60.000000,0.060000,0.000000,342.438927,342.438927,342.438927,342.438927,21.610738,0.041195,-21.548233,-1.813393,-1.813393,-2.222726,0.008439,0.030276,3,0.000000,true,
60.000000,0.065000,0.000000,343.819701,343.819701,343.819701,343.819701,21.610948,0.043806,-21.543266,-1.810886,-1.810886,-2.222368,0.008893,0.031080,3,0.000000,true,
60.000000,0.070000,0.000000,345.081809,345.081809,345.081809,345.081809,21.611155,0.046356,-21.538301,-1.808378,-1.808378,-2.222010,0.009335,0.031842,3,0.000000,true,
60.000000,0.075000,0.000000,346.241644,346.241644,346.241644,346.241644,21.611360,0.048851,-21.533338,-1.805867,-1.805867,-2.221652,0.009765,0.032568,3,0.000000,true,
60.000000,0.080000,0.000000,347.312421,347.312421,347.312421,347.312421,21.611561,0.051294,-21.528377,-1.803354,-1.803354,-2.221294,0.010184,0.033260,3,0.000000,true,
60.000000,0.085000,0.000000,348.304948,348.304948,348.304948,348.304948,21.611761,0.053689,-21.523419,-1.800838,-1.800838,-2.220936,0.010594,0.033923,3,0.000000,true,
60.000000,0.090000,0.000000,349.228180,349.228180,349.228180,349.228180,21.611957,0.056038,-21.518463,-1.798320,-1.798320,-2.220578,0.010995,0.034559,3,0.000000,true,
60.000000,0.095000,0.000000,350.089616,350.089616,350.089616,350.089616,21.612151,0.058344,-21.513509,-1.795800,-1.795800,-2.220219,0.011388,0.035171,3,0.000000,true,
60.000000,0.100000,0.000000,350.895602,350.895602,350.895602,350.895602,21.612342,0.060609,-21.508557,-1.793278,-1.793278,-2.219860,0.011773,0.035760,3,0.000000,true,
60.000000,0.105000,0.000000,351.651553,351.651553,351.651553,351.651553,21.612530,0.062836,-21.503607,-1.790753,-1.790753,-2.219502,0.012150,0.036329,3,0.000000,true,
60.000000,0.110000,0.000000,352.362131,352.362131,352.362131,352.362131,21.612716,0.065027,-21.498660,-1.788226,-1.788226,-2.219143,0.012521,0.036879,3,0.000000,true,
60.000000,0.115000,0.000000,353.031372,353.031372,353.031372,353.031372,21.612899,0.067182,-21.493715,-1.785696,-1.785696,-2.218784,0.012885,0.037412,3,0.000000,true,
60.000000,0.120000,0.000000,353.662799,353.662799,353.662799,353.662799,21.613080,0.069305,-21.488772,-1.783164,-1.783164,-2.218425,0.013243,0.037928,3,0.000000,true,
60.000000,0.125000,0.000000,354.259503,354.259503,354.259503,354.259503,21.613257,0.071395,-21.483831,-1.780630,-1.780630,-2.218065,0.013595,0.038429,3,0.000000,true,
60.000000,0.130000,0.000000,354.824211,354.824211,354.824211,354.824211,21.613433,0.073455,-21.478893,-1.778093,-1.778093,-2.217706,0.013942,0.038916,3,0.000000,true,
