T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,iterations,residual_norm,converged,message
142.500000,0.125000,0.400000,200.172027,200.172027,200.172027,200.172027,21.625157,0.295017,-21.351245,-1.794571,-1.794571,-2.211078,0.063184,0.115133,3,0.000000,true,
142.500000,0.127500,0.400000,201.039388,201.039388,201.039388,201.039388,21.625423,0.299454,-21.346820,-1.793703,-1.793703,-2.210805,0.063893,0.115950,2,0.000000,true,
142.500000,0.130000,0.400000,201.888577,201.888577,201.888577,201.888577,21.625689,0.303884,-21.342396,-1.792835,-1.792835,-2.210533,0.064599,0.116758,2,0.000000,true,
142.500000,0.132500,0.400000,202.720291,202.720291,202.720291,202.720291,21.625955,0.308307,-21.337972,-1.791967,-1.791967,-2.210260,0.065300,0.117557,2,0.000000,true,
142.500000,0.135000,0.400000,203.535184,203.535184,203.535184,203.535184,21.626220,0.312722,-21.333548,-1.791098,-1.791098,-2.209987,0.065998,0.118348,2,0.000000,true,
142.500000,0.137500,0.400000,204.333876,204.333876,204.333876,204.333876,21.626485,0.317131,-21.329124,-1.790229,-1.790229,-2.209715,0.066692,0.119130,2,0.000000,true,
142.500000,0.140000,0.400000,205.116953,205.116953,205.116953,205.116953,21.626749,0.321533,-21.324701,-1.789360,-1.789360,-2.209442,0.067383,0.119905,2,0.000000,true,
142.500000,0.142500,0.400000,205.884970,205.884970,205.884970,205.884970,21.627013,0.325927,-21.320277,-1.788490,-1.788490,-2.209170,0.068070,0.120671,2,0.000000,true,
142.500000,0.145000,0.400000,206.638454,206.638454,206.638454,206.638454,21.627276,0.330315,-21.315854,-1.787620,-1.787620,-2.208897,0.068753,0.121430,2,0.000000,true,
142.500000,0.147500,0.400000,207.377902,207.377902,207.377902,207.377902,21.627539,0.334697,-21.311431,-1.786750,-1.786750,-2.208624,0.069433,0.122182,2,0.000000,true,
142.500000,0.150000,0.400000,208.103789,208.103789,208.103789,208.103789,21.627802,0.339072,-21.307008,-1.785880,-1.785880,-2.208352,0.070109,0.122926,2,0.000000,true,
142.500000,0.155000,0.400000,209.516660,209.516660,209.516660,209.516660,21.628326,0.347803,-21.298163,-1.784138,-1.784138,-2.207807,0.071453,0.124395,3,0.000000,true,
142.500000,0.160000,0.400000,210.880416,210.880416,210.880416,210.880416,21.628848,0.356510,-21.289319,-1.782395,-1.782395,-2.207262,0.072783,0.125837,3,0.000000,true,
142.500000,0.165000,0.400000,212.198096,212.198096,212.198096,212.198096,21.629369,0.365193,-21.280476,-1.780651,-1.780651,-2.206716,0.074101,0.127254,3,0.000000,true,
142.500000,0.170000,0.400000,213.472467,213.472467,213.472467,213.472467,21.629888,0.373853,-21.271634,-1.778906,-1.778906,-2.206171,0.075406,0.128648,3,0.000000,true,
142.500000,0.175000,0.400000,214.706056,214.706056,214.706056,214.706056,21.630406,0.382490,-21.262792,-1.777159,-1.777159,-2.205626,0.076700,0.130019,3,0.000000,true,
142.500000,0.180000,0.400000,215.901178,215.901178,215.901178,215.901178,21.630922,0.391105,-21.253952,-1.775412,-1.775412,-2.205081,0.077983,0.131369,3,0.000000,true,
142.500000,0.185000,0.400000,217.059955,217.059955,217.059955,217.059955,21.631436,0.399699,-21.245113,-1.773663,-1.773663,-2.204536,0.079255,0.132698,3,0.000000,true,
142.500000,0.190000,0.400000,218.184340,218.184340,218.184340,218.184340,21.631949,0.408272,-21.236275,-1.771913,-1.771913,-2.203991,0.080516,0.134008,3,0.000000,true,
142.500000,0.195000,0.400000,219.276136,219.276136,219.276136,219.276136,21.632460,0.416825,-21.227438,-1.770162,-1.770162,-2.203446,0.081767,0.135299,3,0.000000,true,
142.500000,0.200000,0.400000,220.337007,220.337007,220.337007,220.337007,21.632970,0.425359,-21.218602,-1.768410,-1.768410,-2.202901,0.083007,0.136573,3,0.000000,true,
142.500000,0.205000,0.400000,221.368494,221.368494,221.368494,221.368494,21.633478,0.433872,-21.209768,-1.766657,-1.766657,-2.202356,0.084238,0.137829,3,0.000000,true,
142.500000,0.210000,0.400000,222.372027,222.372027,222.372027,222.372027,21.633985,0.442368,-21.200934,-1.764902,-1.764902,-2.201811,0.085459,0.139069,3,0.000000,true,
142.500000,0.215000,0.400000,223.348934,223.348934,223.348934,223.348934,21.634489,0.450844,-21.192102,-1.763146,-1.763146,-2.201266,0.086671,0.140293,3,0.000000,true,
142.500000,0.220000,0.400000,224.300454,224.300454,224.300454,224.300454,21.634993,0.459303,-21.183272,-1.761389,-1.761389,-2.200721,0.087874,0.141502,3,0.000000,true,
142.500000,0.225000,0.400000,225.227740,225.227740,225.227740,225.227740,21.635495,0.467743,-21.174443,-1.759631,-1.759631,-2.200176,0.089068,0.142696,3,0.000000,true,
142.500000,0.230000,0.400000,226.131870,226.131870,226.131870,226.131870,21.635995,0.476167,-21.165615,-1.757872,-1.757872,-2.199631,0.090253,0.143876,3,0.000000,true,
142.500000,0.235000,0.400000,227.013852,227.013852,227.013852,227.013852,21.636494,0.484573,-21.156788,-1.756111,-1.756111,-2.199086,0.091430,0.145043,3,0.000000,true,
142.500000,0.240000,0.400000,227.874631,227.874631,227.874631,227.874631,21.636991,0.492963,-21.147963,-1.754350,-1.754350,-2.198541,0.092599,0.146196,3,0.000000,true,
142.500000,0.245000,0.400000,228.715093,228.715093,228.715093,228.715093,21.637487,0.501336,-21.139140,-1.752587,-1.752587,-2.197996,0.093759,0.147337,3,0.000000,true,
142.500000,0.250000,0.400000,229.536070,229.536070,229.536070,229.536070,21.637981,0.509694,-21.130318,-1.750823,-1.750823,-2.197451,0.094912,0.148466,3,0.000000,true,
142.500000,0.255000,0.400000,230.338344,230.338344,230.338344,230.338344,21.638474,0.518035,-21.121497,-1.749057,-1.749057,-2.196907,0.096057,0.149583,3,0.000000,true,
142.500000,0.260000,0.400000,231.122655,231.122655,231.122655,231.122655,21.638965,0.526361,-21.112679,-1.747291,-1.747291,-2.196362,0.097194,0.150688,3,0.000000,true,
142.500000,0.265000,0.400000,231.889695,231.889695,231.889695,231.889695,21.639455,0.534671,-21.103861,-1.745523,-1.745523,-2.195817,0.098324,0.151783,3,0.000000,true,
142.500000,0.270000,0.400000,232.640123,232.640123,232.640123,232.640123,21.639943,0.542967,-21.095046,-1.743754,-1.743754,-2.195272,0.099447,0.152866,3,0.000000,true,
142.500000,0.275000,0.400000,233.374557,233.374557,233.374557,233.374557,21.640430,0.551248,-21.086232,-1.741984,-1.741984,-2.194727,0.100562,0.153939,3,0.000000,true,
142.500000,0.280000,0.400000,234.093584,234.093584,234.093584,234.093584,21.640915,0.559514,-21.077420,-1.740213,-1.740213,-2.194183,0.101671,0.155003,3,0.000000,true,
142.500000,0.285000,0.400000,234.797759,234.797759,234.797759,234.797759,21.641399,0.567765,-21.068610,-1.738440,-1.738440,-2.193638,0.102772,0.156056,3,0.000000,true,
142.500000,0.290000,0.400000,235.487609,235.487609,235.487609,235.487609,21.641882,0.576002,-21.059801,-1.736666,-1.736666,-2.193093,0.103867,0.157100,3,0.000000,true,
142.500000,0.295000,0.400000,236.163633,236.163633,236.163633,236.163633,21.642363,0.584226,-21.050994,-1.734891,-1.734891,-2.192549,0.104956,0.158134,3,0.000000,true,
142.500000,0.300000,0.400000,236.826304,236.826304,236.826304,236.826304,21.642842,0.592435,-21.042189,-1.733115,-1.733115,-2.192004,0.106038,0.159160,3,0.000000,true,
142.500000,0.310000,0.400000,238.113371,238.113371,238.113371,238.113371,21.643797,0.608813,-21.024585,-1.729558,-1.729558,-2.190915,0.108182,0.161185,3,0.000000,true,
142.500000,0.320000,0.400000,239.352157,239.352157,239.352157,239.352157,21.644746,0.625138,-21.006989,-1.725997,-1.725997,-2.189826,0.110303,0.163176,3,0.000000,true,
142.500000,0.330000,0.400000,240.545702,240.545702,240.545702,240.545702,21.645690,0.641411,-20.989401,-1.722430,-1.722430,-2.188737,0.112399,0.165136,3,0.000000,true,
142.500000,0.340000,0.400000,241.696772,241.696772,241.696772,241.696772,21.646627,0.657633,-20.971821,-1.718859,-1.718859,-2.187648,0.114472,0.167066,3,0.000000,true,
142.500000,0.350000,0.400000,242.807890,242.807890,242.807890,242.807890,21.647560,0.673805,-20.954249,-1.715282,-1.715282,-2.186560,0.116523,0.168967,3,0.000000,true,
142.500000,0.360000,0.400000,243.881369,243.881369,243.881369,243.881369,21.648487,0.689928,-20.936687,-1.711700,-1.711700,-2.185471,0.118552,0.170841,3,0.000000,true,
142.500000,0.370000,0.400000,244.919328,244.919328,244.919328,244.919328,21.649408,0.706003,-20.919133,-1.708113,-1.708113,-2.184383,0.120560,0.172688,3,0.000000,true,
142.500000,0.380000,0.400000,245.923719,245.923719,245.923719,245.923719,21.650324,0.722030,-20.901589,-1.704521,-1.704521,-2.183295,0.122548,0.174510,3,0.000000,true,
142.500000,0.390000,0.400000,246.896338,246.896338,246.896338,246.896338,21.651235,0.738011,-20.884054,-1.700924,-1.700924,-2.182207,0.124516,0.176308,3,0.000000,true,
142.500000,0.400000,0.400000,247.838846,247.838846,247.838846,247.838846,21.652141,0.753947,-20.866529,-1.697321,-1.697321,-2.181119,0.126464,0.178083,3,0.000000,true,
142.500000,0.410000,0.400000,248.752780,248.752780,248.752780,248.752780,21.653041,0.769837,-20.849014,-1.693714,-1.693714,-2.180031,0.128393,0.179835,3,0.000000,true,
142.500000,0.420000,0.400000,249.639566,249.639566,249.639566,249.639566,21.653936,0.785683,-20.831509,-1.690100,-1.690100,-2.178944,0.130303,0.181565,3,0.000000,true,
142.500000,0.430000,0.400000,250.500528,250.500528,250.500528,250.500528,21.654826,0.801484,-20.814015,-1.686482,-1.686482,-2.177856,0.132195,0.183275,3,0.000000,true,
142.500000,0.440000,0.400000,251.336898,251.336898,251.336898,251.336898,21.655711,0.817242,-20.796531,-1.682858,-1.682858,-2.176769,0.134070,0.184965,3,0.000000,true,
142.500000,0.450000,0.400000,252.149826,252.149826,252.149826,252.149826,21.656591,0.832958,-20.779059,-1.679228,-1.679228,-2.175682,0.135927,0.186635,3,0.000000,true,
142.500000,0.460000,0.400000,252.940384,252.940384,252.940384,252.940384,21.657466,0.848631,-20.761597,-1.675594,-1.675594,-2.174595,0.137768,0.188286,3,0.000000,true,
142.500000,0.470000,0.400000,253.709574,253.709574,253.709574,253.709574,21.658336,0.864261,-20.744147,-1.671953,-1.671953,-2.173509,0.139591,0.189919,3,0.000000,true,
142.500000,0.480000,0.400000,254.458336,254.458336,254.458336,254.458336,21.659201,0.879850,-20.726709,-1.668307,-1.668307,-2.172422,0.141399,0.191535,3,0.000000,true,
142.500000,0.490000,0.400000,255.187550,255.187550,255.187550,255.187550,21.660061,0.895398,-20.709283,-1.664656,-1.664656,-2.171336,0.143190,0.193133,3,0.000000,true,
142.500000,0.500000,0.400000,255.898042,255.898042,255.898042,255.898042,21.660917,0.910904,-20.691868,-1.660999,-1.660999,-2.170250,0.144966,0.194715,3,0.000000,true,
142.500000,0.510000,0.400000,256.590591,256.590591,256.590591,256.590591,21.661768,0.926370,-20.674467,-1.657336,-1.657336,-2.169164,0.146726,0.196280,3,0.000000,true,
142.500000,0.520000,0.400000,257.265926,257.265926,257.265926,257.265926,21.662614,0.941796,-20.657077,-1.653668,-1.653668,-2.168078,0.148472,0.197829,3,0.000000,true,
142.500000,0.530000,0.400000,257.924738,257.924738,257.924738,257.924738,21.663455,0.957181,-20.639701,-1.649994,-1.649994,-2.166992,0.150202,0.199364,3,0.000000,true,
142.500000,0.540000,0.400000,258.567675,258.567675,258.567675,258.567675,21.664292,0.972527,-20.622337,-1.646314,-1.646314,-2.165907,0.151918,0.200883,3,0.000000,true,
142.500000,0.550000,0.400000,259.195353,259.195353,259.195353,259.195353,21.665124,0.987832,-20.604986,-1.642629,-1.642629,-2.164822,0.153620,0.202387,3,0.000000,true,
142.500000,0.560000,0.400000,259.808350,259.808350,259.808350,259.808350,21.665951,1.003099,-20.587649,-1.638937,-1.638937,-2.163737,0.155307,0.203877,3,0.000000,true,
142.500000,0.570000,0.400000,260.407216,260.407216,260.407216,260.407216,21.666774,1.018326,-20.570326,-1.635240,-1.635240,-2.162652,0.156981,0.205354,3,0.000000,true,
142.500000,0.580000,0.400000,260.992470,260.992470,260.992470,260.992470,21.667593,1.033514,-20.553016,-1.631537,-1.631537,-2.161568,0.158641,0.206816,3,0.000000,true,
142.500000,0.590000,0.400000,261.564606,261.564606,261.564606,261.564606,21.668407,1.048663,-20.535721,-1.627828,-1.627828,-2.160483,0.160288,0.208266,3,0.000000,true,
142.500000,0.600000,0.400000,262.124091,262.124091,262.124091,262.124091,21.669217,1.063773,-20.518440,-1.624113,-1.624113,-2.159399,0.161921,0.209702,3,0.000000,true,
142.500000,0.610000,0.400000,262.671368,262.671368,262.671368,262.671368,21.670022,1.078845,-20.501173,-1.620392,-1.620392,-2.158315,0.163541,0.211126,3,0.000000,true,
142.500000,0.620000,0.400000,263.206860,263.206860,263.206860,263.206860,21.670823,1.093878,-20.483920,-1.616666,-1.616666,-2.157232,0.165149,0.212537,3,0.000000,true,
142.500000,0.630000,0.400000,263.730968,263.730968,263.730968,263.730968,21.671620,1.108873,-20.466683,-1.612933,-1.612933,-2.156148,0.166743,0.213935,3,0.000000,true,
142.500000,0.640000,0.400000,264.244075,264.244075,264.244075,264.244075,21.672412,1.123830,-20.449460,-1.609194,-1.609194,-2.155065,0.168326,0.215322,3,0.000000,true,
142.500000,0.650000,0.400000,264.746542,264.746542,264.746542,264.746542,21.673201,1.138748,-20.432253,-1.605448,-1.605448,-2.153982,0.169896,0.216697,3,0.000000,true,
142.500000,0.660000,0.400000,265.238719,265.238719,265.238719,265.238719,21.673985,1.153629,-20.415061,-1.601697,-1.601697,-2.152900,0.171453,0.218060,3,0.000000,true,
142.500000,0.670000,0.400000,265.720935,265.720935,265.720935,265.720935,21.674765,1.168471,-20.397884,-1.597940,-1.597940,-2.151817,0.172999,0.219412,3,0.000000,true,
142.500000,0.680000,0.400000,266.193506,266.193506,266.193506,266.193506,21.675541,1.183276,-20.380724,-1.594176,-1.594176,-2.150735,0.174533,0.220753,2,0.000000,true,
142.500000,0.690000,0.400000,266.656734,266.656734,266.656734,266.656734,21.676313,1.198043,-20.363579,-1.590406,-1.590406,-2.149653,0.176055,0.222083,2,0.000000,true,
142.500000,0.700000,0.400000,267.110907,267.110907,267.110907,267.110907,21.677081,1.212772,-20.346450,-1.586630,-1.586630,-2.148571,0.177566,0.223402,2,0.000000,true,
142.500000,0.710000,0.400000,267.556301,267.556301,267.556301,267.556301,21.677844,1.227464,-20.329337,-1.582847,-1.582847,-2.147490,0.179065,0.224711,2,0.000000,true,
142.500000,0.720000,0.400000,267.993180,267.993180,267.993180,267.993180,21.678604,1.242118,-20.312241,-1.579058,-1.579058,-2.146409,0.180553,0.226009,2,0.000000,true,
142.500000,0.730000,0.400000,268.421797,268.421797,268.421797,268.421797,21.679360,1.256735,-20.295162,-1.575262,-1.575262,-2.145328,0.182030,0.227297,2,0.000000,true,
142.500000,0.740000,0.400000,268.842393,268.842393,268.842393,268.842393,21.680112,1.271314,-20.278099,-1.571461,-1.571461,-2.144247,0.183496,0.228575,2,0.000000,true,
142.500000,0.750000,0.400000,269.255201,269.255201,269.255201,269.255201,21.680860,1.285856,-20.261053,-1.567652,-1.567652,-2.143167,0.184951,0.229842,2,0.000000,true,
142.500000,0.760000,0.400000,269.660444,269.660444,269.660444,269.660444,21.681604,1.300361,-20.244023,-1.563837,-1.563837,-2.142087,0.186395,0.231100,2,0.000000,true,
142.500000,0.770000,0.400000,270.058334,270.058334,270.058334,270.058334,21.682345,1.314828,-20.227011,-1.560016,-1.560016,-2.141007,0.187829,0.232349,2,0.000000,true,
142.500000,0.780000,0.400000,270.449078,270.449078,270.449078,270.449078,21.683081,1.329258,-20.210017,-1.556188,-1.556188,-2.139927,0.189252,0.233588,2,0.000000,true,
142.500000,0.790000,0.400000,270.832873,270.832873,270.832873,270.832873,21.683814,1.343651,-20.193040,-1.552353,-1.552353,-2.138848,0.190664,0.234817,2,0.000000,true,
142.500000,0.800000,0.400000,271.209907,271.209907,271.209907,271.209907,21.684543,1.358007,-20.176080,-1.548512,-1.548512,-2.137769,0.192067,0.236037,2,0.000000,true,
142.500000,0.820000,0.400000,271.944415,271.944415,271.944415,271.944415,21.685990,1.386607,-20.142214,-1.540809,-1.540809,-2.135611,0.194841,0.238450,3,0.000000,true,
142.500000,0.840000,0.400000,272.653981,272.653981,272.653981,272.653981,21.687423,1.415059,-20.108420,-1.533078,-1.533078,-2.133455,0.197576,0.240828,3,0.000000,true,
142.500000,0.860000,0.400000,273.339881,273.339881,273.339881,273.339881,21.688841,1.443363,-20.074698,-1.525321,-1.525321,-2.131300,0.200271,0.243171,3,0.000000,true,
142.500000,0.880000,0.400000,274.003299,274.003299,274.003299,274.003299,21.690245,1.471520,-20.041050,-1.517535,-1.517535,-2.129146,0.202929,0.245480,3,0.000000,true,
142.500000,0.900000,0.400000,274.645340,274.645340,274.645340,274.645340,21.691635,1.499529,-20.007477,-1.509722,-1.509722,-2.126994,0.205549,0.247756,3,0.000000,true,
142.500000,0.920000,0.400000,275.267033,275.267033,275.267033,275.267033,21.693011,1.527392,-19.973980,-1.501880,-1.501880,-2.124842,0.208132,0.250000,3,0.000000,true,
142.500000,0.940000,0.400000,275.869336,275.869336,275.869336,275.869336,21.694373,1.555107,-19.940559,-1.494010,-1.494010,-2.122691,0.210679,0.252212,3,0.000000,true,
142.500000,0.960000,0.400000,276.453150,276.453150,276.453150,276.453150,21.695722,1.582676,-19.907214,-1.486110,-1.486110,-2.120542,0.213191,0.254394,3,0.000000,true,
142.500000,0.980000,0.400000,277.019314,277.019314,277.019314,277.019314,21.697058,1.610099,-19.873947,-1.478181,-1.478181,-2.118394,0.215668,0.256546,3,0.000000,true,
142.500000,1.000000,0.400000,277.568617,277.568617,277.568617,277.568617,21.698381,1.637376,-19.840759,-1.470223,-1.470223,-2.116247,0.218112,0.258668,3,0.000000,true,
142.500000,1.020000,0.400000,278.101802,278.101802,278.101802,278.101802,21.699691,1.664507,-19.807649,-1.462234,-1.462234,-2.114102,0.220522,0.260761,3,0.000000,true,
142.500000,1.040000,0.400000,278.619564,278.619564,278.619564,278.619564,21.700988,1.691493,-19.774619,-1.454216,-1.454216,-2.111958,0.222899,0.262827,3,0.000000,true,
142.500000,1.060000,0.400000,279.122562,279.122562,279.122562,279.122562,21.702273,1.718334,-19.741668,-1.446167,-1.446167,-2.109815,0.225245,0.264864,3,0.000000,true,
142.500000,1.080000,0.400000,279.611414,279.611414,279.611414,279.611414,21.703545,1.745031,-19.708798,-1.438086,-1.438086,-2.107673,0.227558,0.266874,3,0.000000,true,
142.500000,1.100000,0.400000,280.086707,280.086707,280.086707,280.086707,21.704805,1.771583,-19.676009,-1.429975,-1.429975,-2.105532,0.229841,0.268858,3,0.000000,true,
142.500000,1.120000,0.400000,280.548994,280.548994,280.548994,280.548994,21.706053,1.797991,-19.643300,-1.421832,-1.421832,-2.103393,0.232094,0.270816,3,0.000000,true,
142.500000,1.140000,0.400000,280.998800,280.998800,280.998800,280.998800,21.707290,1.824257,-19.610673,-1.413658,-1.413658,-2.101255,0.234316,0.272748,3,0.000000,true,
142.500000,1.160000,0.400000,281.436624,281.436624,281.436624,281.436624,21.708514,1.850379,-19.578127,-1.405451,-1.405451,-2.099119,0.236510,0.274655,3,0.000000,true,
142.500000,1.180000,0.400000,281.862937,281.862937,281.862937,281.862937,21.709728,1.876359,-19.545663,-1.397211,-1.397211,-2.096983,0.238674,0.276537,3,0.000000,true,
142.500000,1.200000,0.400000,282.278190,282.278190,282.278190,282.278190,21.710930,1.902197,-19.513281,-1.388939,-1.388939,-2.094849,0.240810,0.278396,3,0.000000,true,
142.500000,1.220000,0.400000,282.682811,282.682811,282.682811,282.682811,21.712121,1.927894,-19.480982,-1.380634,-1.380634,-2.092717,0.242919,0.280230,3,0.000000,true,
142.500000,1.240000,0.400000,283.077210,283.077210,283.077210,283.077210,21.713301,1.953450,-19.448764,-1.372295,-1.372295,-2.090586,0.245000,0.282041,3,0.000000,true,
142.500000,1.260000,0.400000,283.461775,283.461775,283.461775,283.461775,21.714470,1.978866,-19.416629,-1.363923,-1.363923,-2.088456,0.247054,0.283830,2,0.000000,true,
142.500000,1.280000,0.400000,283.836882,283.836882,283.836882,283.836882,21.715629,2.004143,-19.384575,-1.355516,-1.355516,-2.086327,0.249082,0.285596,2,0.000000,true,
142.500000,1.300000,0.400000,284.202886,284.202886,284.202886,284.202886,21.716777,2.029281,-19.352604,-1.347075,-1.347075,-2.084200,0.251084,0.287339,2,0.000000,true,
142.500000,1.320000,0.400000,284.560131,284.560131,284.560131,284.560131,21.717915,2.054280,-19.320716,-1.338599,-1.338599,-2.082074,0.253061,0.289062,2,0.000000,true,
142.500000,1.340000,0.400000,284.908946,284.908946,284.908946,284.908946,21.719044,2.079142,-19.288909,-1.330088,-1.330088,-2.079950,0.255012,0.290762,2,0.000000,true,
142.500000,1.360000,0.400000,285.249648,285.249648,285.249648,285.249648,21.720163,2.103868,-19.257184,-1.321542,-1.321542,-2.077827,0.256939,0.292442,2,0.000000,true,
142.500000,1.380000,0.400000,285.582540,285.582540,285.582540,285.582540,21.721272,2.128457,-19.225541,-1.312960,-1.312960,-2.075705,0.258842,0.294102,2,0.000000,true,
142.500000,1.400000,0.400000,285.907918,285.907918,285.907918,285.907918,21.722372,2.152912,-19.193980,-1.304341,-1.304341,-2.073585,0.260721,0.295741,2,0.000000,true,
142.500000,1.420000,0.400000,286.226064,286.226064,286.226064,286.226064,21.723463,2.177232,-19.162500,-1.295687,-1.295687,-2.071466,0.262577,0.297360,2,0.000000,true,
142.500000,1.440000,0.400000,286.537253,286.537253,286.537253,286.537253,21.724546,2.201418,-19.131101,-1.286996,-1.286996,-2.069349,0.264410,0.298960,2,0.000000,true,
142.500000,1.460000,0.400000,286.841750,286.841750,286.841750,286.841750,21.725620,2.225472,-19.099783,-1.278268,-1.278268,-2.067233,0.266220,0.300540,2,0.000000,true,
142.500000,1.480000,0.400000,287.139813,287.139813,287.139813,287.139813,21.726686,2.249394,-19.068546,-1.269502,-1.269502,-2.065119,0.268008,0.302102,2,0.000000,true,
142.500000,1.500000,0.400000,287.431691,287.431691,287.431691,287.431691,21.727743,2.273185,-19.037388,-1.260699,-1.260699,-2.063006,0.269775,0.303645,2,0.000000,true,
142.500000,1.520000,0.400000,287.717627,287.717627,287.717627,287.717627,21.728794,2.296846,-19.006311,-1.251858,-1.251858,-2.060895,0.271520,0.305170,2,0.000000,true,
142.500000,1.540000,0.400000,287.997859,287.997859,287.997859,287.997859,21.729837,2.320379,-18.975313,-1.242979,-1.242979,-2.058785,0.273244,0.306678,2,0.000000,true,
142.500000,1.560000,0.400000,288.272615,288.272615,288.272615,288.272615,21.730873,2.343783,-18.944393,-1.234061,-1.234061,-2.056677,0.274947,0.308167,2,0.000000,true,
142.500000,1.580000,0.400000,288.542123,288.542123,288.542123,288.542123,21.731902,2.367061,-18.913552,-1.225104,-1.225104,-2.054570,0.276630,0.309640,2,0.000000,true,
142.500000,1.600000,0.400000,288.806600,288.806600,288.806600,288.806600,21.732925,2.390212,-18.882789,-1.216109,-1.216109,-2.052465,0.278293,0.311095,2,0.000000,true,
142.500000,1.620000,0.400000,289.066264,289.066264,289.066264,289.066264,21.733942,2.413239,-18.852103,-1.207074,-1.207074,-2.050361,0.279936,0.312534,2,0.000000,true,
142.500000,1.640000,0.400000,289.321325,289.321325,289.321325,289.321325,21.734953,2.436143,-18.821494,-1.197999,-1.197999,-2.048259,0.281561,0.313956,2,0.000000,true,
142.500000,1.660000,0.400000,289.571991,289.571991,289.571991,289.571991,21.735959,2.458923,-18.790961,-1.188884,-1.188884,-2.046159,0.283166,0.315362,2,0.000000,true,
142.500000,1.680000,0.400000,289.818466,289.818466,289.818466,289.818466,21.736960,2.481583,-18.760504,-1.179730,-1.179730,-2.044060,0.284753,0.316753,2,0.000000,true,
142.500000,1.700000,0.400000,290.060950,290.060950,290.060950,290.060950,21.737957,2.504122,-18.730122,-1.170534,-1.170534,-2.041963,0.286321,0.318128,2,0.000000,true,
142.500000,1.720000,0.400000,290.299641,290.299641,290.299641,290.299641,21.738950,2.526542,-18.699814,-1.161299,-1.161299,-2.039867,0.287872,0.319487,2,0.000000,true,
142.500000,1.740000,0.400000,290.534735,290.534735,290.534735,290.534735,21.739939,2.548844,-18.669579,-1.152022,-1.152022,-2.037774,0.289404,0.320832,2,0.000000,true,
142.500000,1.760000,0.400000,290.766426,290.766426,290.766426,290.766426,21.740925,2.571030,-18.639417,-1.142704,-1.142704,-2.035681,0.290920,0.322162,2,0.000000,true,
142.500000,1.780000,0.400000,290.994904,290.994904,290.994904,290.994904,21.741909,2.593101,-18.609328,-1.133345,-1.133345,-2.033591,0.292418,0.323477,2,0.000000,true,
142.500000,1.800000,0.400000,291.220359,291.220359,291.220359,291.220359,21.742891,2.615057,-18.579309,-1.123944,-1.123944,-2.031502,0.293900,0.324779,2,0.000000,true,
142.500000,1.820000,0.400000,291.442980,291.442980,291.442980,291.442980,21.743871,2.636902,-18.549361,-1.114502,-1.114502,-2.029415,0.295365,0.326066,2,0.000000,true,
142.500000,1.840000,0.400000,291.662953,291.662953,291.662953,291.662953,21.744850,2.658635,-18.519482,-1.105018,-1.105018,-2.027330,0.296815,0.327340,2,0.000000,true,
142.500000,1.860000,0.400000,291.880466,291.880466,291.880466,291.880466,21.745829,2.680258,-18.489672,-1.095493,-1.095493,-2.025247,0.298248,0.328600,2,0.000000,true,
142.500000,1.880000,0.400000,292.095704,292.095704,292.095704,292.095704,21.746808,2.701773,-18.459930,-1.085925,-1.085925,-2.023166,0.299666,0.329847,2,0.000000,true,
142.500000,1.900000,0.400000,292.308852,292.308852,292.308852,292.308852,21.747788,2.723181,-18.430254,-1.076315,-1.076315,-2.021086,0.301068,0.331081,2,0.000000,true,
142.500000,1.920000,0.400000,292.520095,292.520095,292.520095,292.520095,21.748769,2.744484,-18.400644,-1.066664,-1.066664,-2.019008,0.302456,0.332302,2,0.000000,true,
142.500000,1.940000,0.400000,292.729618,292.729618,292.729618,292.729618,21.749753,2.765683,-18.371099,-1.056970,-1.056970,-2.016933,0.303829,0.333511,2,0.000000,true,
142.500000,1.960000,0.400000,292.937608,292.937608,292.937608,292.937608,21.750740,2.786779,-18.341618,-1.047234,-1.047234,-2.014859,0.305187,0.334707,2,0.000000,true,
142.500000,1.980000,0.400000,293.144249,293.144249,293.144249,293.144249,21.751730,2.807775,-18.312199,-1.037456,-1.037456,-2.012787,0.306531,0.335892,2,0.000000,true,
142.500000,2.000000,0.400000,293.349729,293.349729,293.349729,293.349729,21.752725,2.828672,-18.282842,-1.027636,-1.027636,-2.010718,0.307861,0.337064,2,0.000000,true,
142.500000,2.020000,0.400000,293.554234,293.554234,293.554234,293.554234,21.753724,2.849472,-18.253545,-1.017775,-1.017775,-2.008650,0.309178,0.338226,2,0.000000,true,
142.500000,2.040000,0.400000,293.757954,293.757954,293.757954,293.757954,21.754730,2.870176,-18.224307,-1.007871,-1.007871,-2.006585,0.310481,0.339375,2,0.000000,true,
142.500000,2.060000,0.400000,293.961078,293.961078,293.961078,293.961078,21.755743,2.890786,-18.195127,-0.997927,-0.997927,-2.004521,0.311771,0.340514,2,0.000000,true,
142.500000,2.080000,0.400000,294.163796,294.163796,294.163796,294.163796,21.756764,2.911304,-18.166004,-0.987941,-0.987941,-2.002460,0.313049,0.341642,2,0.000000,true,
142.500000,2.100000,0.400000,294.366303,294.366303,294.366303,294.366303,21.757794,2.931731,-18.136936,-0.977915,-0.977915,-2.000402,0.314313,0.342759,2,0.000000,true,
