T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,M_u_MeV,M_d_MeV,M_s_MeV,iterations,residual_norm,converged,message
50.000000,4.000000,0.200000,430.315459,430.315459,430.315459,430.315459,22.129983,0.505028,-17.815028,-0.084943,-0.084943,-2.051412,0.077161,0.100635,21.913852,21.913852,459.753558,6,0.000000,true,
50.000000,3.950000,0.200000,428.664821,428.664821,428.664821,428.664821,22.114023,0.490867,-17.870854,-0.087219,-0.087219,-2.052901,0.075701,0.099131,22.356087,22.356087,459.992356,3,0.000000,true,
50.000000,3.900000,0.200000,426.948015,426.948015,426.948015,426.948015,22.097632,0.476485,-17.926531,-0.089598,-0.089598,-2.054331,0.074228,0.097562,22.818326,22.818326,460.222427,3,0.000000,true,
50.000000,3.850000,0.200000,425.157990,425.157990,425.157990,425.157990,22.080760,0.461940,-17.982036,-0.092089,-0.092089,-2.055703,0.072749,0.095928,23.302158,23.302158,460.443981,3,0.000000,true,
50.000000,3.800000,0.200000,423.287174,423.287174,423.287174,423.287174,22.063355,0.447307,-18.037341,-0.094702,-0.094702,-2.057016,0.071270,0.094230,23.809402,23.809402,460.657156,3,0.000000,true,
50.000000,3.750000,0.200000,421.327685,421.327685,421.327685,421.327685,22.045362,0.432686,-18.092410,-0.097445,-0.097445,-2.058272,0.069804,0.092472,24.342160,24.342160,460.862005,3,0.000000,true,
50.000000,3.700000,0.200000,419.271736,419.271736,419.271736,419.271736,22.026734,0.418205,-18.147200,-0.100334,-0.100334,-2.059468,0.068363,0.090659,24.902880,24.902880,461.058492,3,0.000000,true,
50.000000,3.650000,0.200000,417.112329,417.112329,417.112329,417.112329,22.007431,0.404026,-18.201656,-0.103382,-0.103382,-2.060604,0.066964,0.088802,25.494429,25.494429,461.246484,3,0.000000,true,
50.000000,3.600000,0.200000,414.844333,414.844333,414.844333,414.844333,21.987433,0.390349,-18.255716,-0.106606,-0.106606,-2.061677,0.065626,0.086916,26.120180,26.120180,461.425759,3,0.000000,true,
50.000000,3.550000,0.200000,412.466014,412.466014,412.466014,412.466014,21.966752,0.377411,-18.309307,-0.110028,-0.110028,-2.062684,0.064371,0.085021,26.784094,26.784094,461.596026,3,0.000000,true,
50.000000,3.500000,0.200000,409.980923,409.980923,409.980923,409.980923,21.945444,0.365475,-18.362348,-0.113671,-0.113671,-2.063623,0.063223,0.083148,27.490789,27.490789,461.756980,3,0.000000,true,
50.000000,3.450000,0.200000,407.399795,407.399795,407.399795,407.399795,21.923627,0.354810,-18.414758,-0.117563,-0.117563,-2.064490,0.062204,0.081331,28.245555,28.245555,461.908393,3,0.000000,true,
50.000000,3.400000,0.200000,404.741719,404.741719,404.741719,404.741719,21.901482,0.345657,-18.466467,-0.121734,-0.121734,-2.065284,0.061333,0.079607,29.054313,29.054313,462.050239,3,0.000000,true,
50.000000,3.350000,0.200000,402.033719,402.033719,402.033719,402.033719,21.879251,0.338185,-18.517423,-0.126217,-0.126217,-2.066006,0.060619,0.078014,29.923501,29.923501,462.182833,3,0.000000,true,
50.000000,3.300000,0.200000,399.308189,399.308189,399.308189,399.308189,21.857206,0.332455,-18.567606,-0.131049,-0.131049,-2.066657,0.060063,0.076584,30.859929,30.859929,462.306942,3,0.000000,true,
50.000000,3.250000,0.200000,396.598662,396.598662,396.598662,396.598662,21.835621,0.328407,-18.617033,-0.136264,-0.136264,-2.067243,0.059649,0.075335,31.870682,31.870682,462.423810,3,0.000000,true,
50.000000,3.200000,0.200000,393.935329,393.935329,393.935329,393.935329,21.814727,0.325869,-18.665750,-0.141902,-0.141902,-2.067773,0.059357,0.074273,32.963135,32.963135,462.535094,3,0.000000,true,
50.000000,3.150000,0.200000,391.341874,391.341874,391.341874,391.341874,21.794696,0.324596,-18.713827,-0.148002,-0.148002,-2.068256,0.059159,0.073390,34.145099,34.145099,462.642746,3,0.000000,true,
50.000000,3.100000,0.200000,388.834349,388.834349,388.834349,388.834349,21.775634,0.324311,-18.761343,-0.154609,-0.154609,-2.068702,0.059026,0.072671,35.425060,35.425060,462.748884,3,0.000000,true,
50.000000,3.050000,0.200000,386.421816,386.421816,386.421816,386.421816,21.757587,0.324737,-18.808379,-0.161771,-0.161771,-2.069121,0.058931,0.072094,36.812450,36.812450,462.855701,3,0.000000,true,
50.000000,3.000000,0.200000,384.107932,384.107932,384.107932,384.107932,21.740560,0.325625,-18.855011,-0.169542,-0.169542,-2.069522,0.058852,0.071634,38.317916,38.317916,462.965431,3,0.000000,true,
50.000000,2.950000,0.200000,381.892758,381.892758,381.892758,381.892758,21.724528,0.326763,-18.901304,-0.177985,-0.177985,-2.069914,0.058771,0.071268,39.953561,39.953561,463.080369,3,0.000000,true,
50.000000,2.900000,0.200000,379.774352,379.774352,379.774352,379.774352,21.709455,0.327974,-18.947316,-0.187171,-0.187171,-2.070305,0.058672,0.070977,41.733155,41.733155,463.202912,3,0.000000,true,
50.000000,2.850000,0.200000,377.750000,377.750000,377.750000,377.750000,21.695297,0.329116,-18.993093,-0.197181,-0.197181,-2.070703,0.058545,0.070740,43.672313,43.672313,463.335639,3,0.000000,true,
50.000000,2.800000,0.200000,375.817094,375.817094,375.817094,375.817094,21.682013,0.330076,-19.038675,-0.208105,-0.208105,-2.071116,0.058381,0.070542,45.788646,45.788646,463.481396,3,0.000000,true,
50.000000,2.750000,0.200000,373.973753,373.973753,373.973753,373.973753,21.669569,0.330768,-19.084095,-0.220044,-0.220044,-2.071553,0.058175,0.070369,48.101838,48.101838,463.643392,3,0.000000,true,
50.000000,2.700000,0.200000,372.219235,372.219235,372.219235,372.219235,21.657938,0.331122,-19.129383,-0.233111,-0.233111,-2.072021,0.057922,0.070210,50.633642,50.633642,463.825299,3,0.000000,true,
50.000000,2.650000,0.200000,370.554227,370.554227,370.554227,370.554227,21.647103,0.331085,-19.174561,-0.247427,-0.247427,-2.072532,0.057621,0.070055,53.407713,53.407713,464.031360,3,0.000000,true,
50.000000,2.600000,0.200000,368.981029,368.981029,368.981029,368.981029,21.637057,0.330616,-19.219653,-0.263121,-0.263121,-2.073096,0.057268,0.069896,56.449220,56.449220,464.266477,3,0.000000,true,
