T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,M_u_MeV,M_d_MeV,M_s_MeV,iterations,residual_norm,converged,message
50.000000,2.550000,0.200000,367.503639,367.503639,367.503639,367.503639,21.627802,0.329683,-19.264676,-0.280327,-0.280327,-2.073724,0.056864,0.069725,59.784129,59.784129,464.536291,3,0.000000,true,
50.000000,2.500000,0.200000,366.127717,366.127717,366.127717,366.127717,21.619350,0.328262,-19.309649,-0.299176,-0.299176,-2.074430,0.056408,0.069537,63.438064,63.438064,464.847205,3,0.000000,true,
50.000000,2.450000,0.200000,364.860388,364.860388,364.860388,364.860388,21.611719,0.326336,-19.354589,-0.319789,-0.319789,-2.075229,0.055901,0.069327,67.434669,67.434669,465.206348,3,0.000000,true,
50.000000,2.400000,0.200000,363.709812,363.709812,363.709812,363.709812,21.604930,0.323890,-19.399514,-0.342266,-0.342266,-2.076137,0.055343,0.069091,71.793465,71.793465,465.621427,3,0.000000,true,
50.000000,2.350000,0.200000,362.684490,362.684490,362.684490,362.684490,21.599006,0.320916,-19.444440,-0.366670,-0.366670,-2.077169,0.054736,0.068823,76.527345,76.527345,466.100448,3,0.000000,true,
50.000000,2.300000,0.200000,361.792282,361.792282,361.792282,361.792282,21.593958,0.317407,-19.489385,-0.393020,-0.393020,-2.078341,0.054080,0.068520,81.640012,81.640012,466.651291,3,0.000000,true,
50.000000,2.250000,0.200000,361.039209,361.039209,361.039209,361.039209,21.589789,0.313359,-19.534367,-0.421274,-0.421274,-2.079668,0.053379,0.068177,87.123879,87.123879,467.281171,3,0.000000,true,
50.000000,2.200000,0.200000,360.428186,360.428186,360.428186,360.428186,21.586481,0.308769,-19.579403,-0.451326,-0.451326,-2.081161,0.052632,0.067791,92.959028,92.959028,467.996050,3,0.000000,true,
50.000000,2.150000,0.200000,359.957925,359.957925,359.957925,359.957925,21.583991,0.303637,-19.624511,-0.483010,-0.483010,-2.082827,0.051843,0.067356,99.113689,99.113689,468.800124,3,0.000000,true,
50.000000,2.100000,0.200000,359.622234,359.622234,359.622234,359.622234,21.582255,0.297967,-19.669706,-0.516110,-0.516110,-2.084669,0.051013,0.066867,105.546372,105.546372,469.695490,3,0.000000,true,
50.000000,2.050000,0.200000,359.409869,359.409869,359.409869,359.409869,21.581182,0.291770,-19.715001,-0.550376,-0.550376,-2.086687,0.050145,0.066319,112.209315,112.209315,470.682086,3,0.000000,true,
50.000000,2.000000,0.200000,359.304957,359.304957,359.304957,359.304957,21.580664,0.285061,-19.760407,-0.585550,-0.585550,-2.088876,0.049241,0.065706,119.052545,119.052545,471.757902,3,0.000000,true,
50.000000,1.950000,0.200000,359.287882,359.287882,359.287882,359.287882,21.580581,0.277873,-19.805927,-0.621380,-0.621380,-2.091225,0.048306,0.065023,126.027760,126.027760,472.919414,3,0.000000,true,
50.000000,1.900000,0.200000,359.336476,359.336476,359.336476,359.336476,21.580808,0.270253,-19.851559,-0.657641,-0.657641,-2.093726,0.047344,0.064266,133.091436,133.091436,474.162136,3,0.000000,true,
50.000000,1.850000,0.200000,359.427410,359.427410,359.427410,359.427410,21.581223,0.262276,-19.897290,-0.694142,-0.694142,-2.096367,0.046364,0.063435,140.206879,140.206879,475.481181,3,0.000000,true,
50.000000,1.800000,0.200000,359.537802,359.537802,359.537802,359.537802,21.581713,0.254047,-19.943097,-0.730733,-0.730733,-2.099137,0.045375,0.062529,147.345247,147.345247,476.871775,3,0.000000,true,
50.000000,1.750000,0.200000,359.647171,359.647171,359.647171,359.647171,21.582185,0.245718,-19.988944,-0.767308,-0.767308,-2.102025,0.044393,0.061555,154.485714,154.485714,478.329659,3,0.000000,true,
50.000000,1.700000,0.200000,359.739997,359.739997,359.739997,359.739997,21.582575,0.237485,-20.034778,-0.803797,-0.803797,-2.105024,0.043433,0.060525,161.614959,161.614959,479.851366,3,0.000000,true,
50.000000,1.650000,0.200000,359.808998,359.808998,359.808998,359.808998,21.582856,0.229597,-20.080535,-0.840163,-0.840163,-2.108126,0.042518,0.059461,168.726017,168.726017,481.434322,3,0.000000,true,
50.000000,1.600000,0.200000,359.858812,359.858812,359.858812,359.858812,21.583053,0.222341,-20.126138,-0.876393,-0.876393,-2.111325,0.041671,0.058391,175.816421,175.816421,483.076713,3,0.000000,true,
50.000000,1.550000,0.200000,359.908728,359.908728,359.908728,359.908728,21.583244,0.216001,-20.171516,-0.912484,-0.912484,-2.114616,0.040913,0.057356,182.885510,182.885510,484.777058,3,0.000000,true,
50.000000,1.500000,0.200000,359.992135,359.992135,359.992135,359.992135,21.583553,0.210804,-20.216611,-0.948424,-0.948424,-2.117993,0.040257,0.056395,189.931197,189.931197,486.533499,3,0.000000,true,
50.000000,1.450000,0.200000,360.150605,360.150605,360.150605,360.150605,21.584121,0.206847,-20.261407,-0.984181,-0.984181,-2.121448,0.039704,0.055544,196.947162,196.947162,488.343050,3,0.000000,true,
50.000000,1.400000,0.200000,360.423537,360.423537,360.423537,360.423537,21.585065,0.204062,-20.305931,-1.019696,-1.019696,-2.124972,0.039239,0.054823,203.921869,203.921869,490.201182,3,0.000000,true,
50.000000,1.350000,0.200000,360.837966,360.837966,360.837966,360.837966,21.586450,0.202230,-20.350256,-1.054892,-1.054892,-2.128551,0.038837,0.054232,210.840020,210.840020,492.102020,3,0.000000,true,
50.000000,1.300000,0.200000,361.403441,361.403441,361.403441,361.403441,21.588271,0.201042,-20.394477,-1.089686,-1.089686,-2.132174,0.038465,0.053756,217.685532,217.685532,494.039046,3,0.000000,true,
50.000000,1.250000,0.200000,362.113073,362.113073,362.113073,362.113073,21.590471,0.200169,-20.438696,-1.124008,-1.124008,-2.135827,0.038092,0.053366,224.444363,224.444363,496.005890,3,0.000000,true,
50.000000,1.200000,0.200000,362.948186,362.948186,362.948186,362.948186,21.592958,0.199312,-20.483005,-1.157805,-1.157805,-2.139500,0.037693,0.053031,231.106114,231.106114,497.996900,3,0.000000,true,
50.000000,1.150000,0.200000,363.883449,363.883449,363.883449,363.883449,21.595630,0.198225,-20.527480,-1.191048,-1.191048,-2.143185,0.037245,0.052720,237.664391,237.664391,500.007406,3,0.000000,true,
50.000000,1.100000,0.200000,364.890796,364.890796,364.890796,364.890796,21.598386,0.196725,-20.572178,-1.223721,-1.223721,-2.146875,0.036735,0.052405,244.116394,244.116394,502.033747,3,0.000000,true,
50.000000,1.050000,0.200000,365.941804,365.941804,365.941804,365.941804,21.601134,0.194681,-20.617140,-1.255827,-1.255827,-2.150565,0.036152,0.052063,250.462227,250.462227,504.073189,3,0.000000,true,
50.000000,1.000000,0.200000,367.008886,367.008886,367.008886,367.008886,21.603795,0.192006,-20.662390,-1.287380,-1.287380,-2.154251,0.035490,0.051673,256.704210,256.704210,506.123805,3,0.000000,true,
50.000000,0.950000,0.200000,368.065775,368.065775,368.065775,368.065775,21.606302,0.188657,-20.707941,-1.318399,-1.318399,-2.157933,0.034747,0.051219,262.846330,262.846330,508.184365,3,0.000000,true,
50.000000,0.900000,0.200000,369.087688,369.087688,369.087688,369.087688,21.608602,0.184620,-20.753793,-1.348913,-1.348913,-2.161608,0.033922,0.050687,268.893823,268.893823,510.254240,3,0.000000,true,
50.000000,0.850000,0.200000,370.051473,370.051473,370.051473,370.051473,21.610654,0.179916,-20.799934,-1.378954,-1.378954,-2.165276,0.033015,0.050069,274.852892,274.852892,512.333337,3,0.000000,true,
50.000000,0.800000,0.200000,370.935938,370.935938,370.935938,370.935938,21.612430,0.174593,-20.846346,-1.408558,-1.408558,-2.168938,0.032030,0.049357,280.730473,280.730473,514.422040,3,0.000000,true,
50.000000,0.750000,0.200000,371.722488,371.722488,371.722488,371.722488,21.613913,0.168725,-20.892997,-1.437764,-1.437764,-2.172595,0.030973,0.048548,286.534023,286.534023,516.521137,3,0.000000,true,
50.000000,0.700000,0.200000,372.396038,372.396038,372.396038,372.396038,21.615103,0.162408,-20.939850,-1.466611,-1.466611,-2.176248,0.029848,0.047643,292.271208,292.271208,518.631717,3,0.000000,true,
50.000000,0.650000,0.200000,372.945894,372.945894,372.945894,372.945894,21.616007,0.155746,-20.986866,-1.495136,-1.495136,-2.179900,0.028661,0.046647,297.949446,297.949446,520.754994,3,0.000000,true,
50.000000,0.600000,0.200000,373.365878,373.365878,373.365878,373.365878,21.616646,0.148832,-21.034005,-1.523374,-1.523374,-2.183551,0.027418,0.045564,303.575279,303.575279,522.892052,3,0.000000,true,
50.000000,0.550000,0.200000,373.652670,373.652670,373.652670,373.652670,21.617049,0.141725,-21.081235,-1.551351,-1.551351,-2.187203,0.026119,0.044401,309.153681,309.153681,525.043555,3,0.000000,true,
50.000000,0.500000,0.200000,373.801579,373.801579,373.801579,373.801579,21.617241,0.134421,-21.128542,-1.579081,-1.579081,-2.190854,0.024760,0.043160,314.687576,314.687576,527.209512,3,0.000000,true,
50.000000,0.450000,0.200000,373.799941,373.799941,373.799941,373.799941,21.617240,0.126845,-21.175927,-1.606570,-1.606570,-2.194504,0.023332,0.041832,320.177856,320.177856,529.389230,3,0.000000,true,
50.000000,0.400000,0.200000,373.619286,373.619286,373.619286,373.619286,21.617056,0.118858,-21.223405,-1.633815,-1.633815,-2.198150,0.021817,0.040401,325.623998,325.623998,531.581502,3,0.000000,true,
50.000000,0.350000,0.200000,373.207194,373.207194,373.207194,373.207194,21.616682,0.110274,-21.271000,-1.660812,-1.660812,-2.201789,0.020195,0.038832,331.025037,331.025037,533.784965,3,0.000000,true,
50.000000,0.300000,0.200000,372.477651,372.477651,372.477651,372.477651,21.616109,0.100884,-21.318730,-1.687560,-1.687560,-2.205420,0.018441,0.037081,336.380518,336.380518,535.998474,3,0.000000,true,
50.000000,0.250000,0.200000,371.294797,371.294797,371.294797,371.294797,21.615324,0.090460,-21.366608,-1.714062,-1.714062,-2.209042,0.016524,0.035083,341.691085,341.691085,538.221352,3,0.000000,true,
50.000000,0.200000,0.200000,369.436748,369.436748,369.436748,369.436748,21.614315,0.078735,-21.414633,-1.740328,-1.740328,-2.212654,0.014407,0.032743,346.958570,346.958570,540.453457,3,0.000000,true,
50.000000,0.150000,0.200000,366.500443,366.500443,366.500443,366.500443,21.613079,0.065335,-21.462797,-1.766371,-1.766371,-2.216256,0.012029,0.029904,352.185594,352.185594,542.695032,4,0.000000,true,
50.000000,0.100000,0.200000,361.596470,361.596470,361.596470,361.596470,21.611616,0.049610,-21.511087,-1.792207,-1.792207,-2.219849,0.009285,0.026258,357.374862,357.374862,544.946425,4,0.000000,true,
50.000000,0.050000,0.200000,351.895887,351.895887,351.895887,351.895887,21.609927,0.030127,-21.559493,-1.817845,-1.817845,-2.223434,0.005915,0.020948,362.528554,362.528554,547.207821,4,0.000000,true,
50.000000,0.000000,0.200000,0.616074,0.616074,0.616074,0.616074,21.608012,0.000000,-21.608012,-1.843295,-1.843295,-2.227009,0.000018,0.000018,367.648249,367.648249,549.479201,28,0.000000,true,
55.000000,4.000000,0.200000,427.387107,427.387107,427.387107,427.387107,22.115262,0.584240,-17.793925,-0.086010,-0.086010,-2.045721,0.087214,0.112171,22.111107,22.111107,458.872212,6,0.000000,true,
55.000000,3.950000,0.200000,425.701823,425.701823,425.701823,425.701823,22.098967,0.570089,-17.849749,-0.088328,-0.088328,-2.047456,0.085787,0.110665,22.561676,22.561676,459.149318,3,0.000000,true,
55.000000,3.900000,0.200000,423.961302,423.961302,423.961302,423.961302,22.082350,0.555868,-17.905383,-0.090756,-0.090756,-2.049119,0.084358,0.109116,23.033292,23.033292,459.415889,3,0.000000,true,
55.000000,3.850000,0.200000,422.161530,422.161530,422.161530,422.161530,22.065386,0.541637,-17.960805,-0.093300,-0.093300,-2.050712,0.082931,0.107526,23.527663,23.527663,459.672151,3,0.000000,true,
55.000000,3.800000,0.200000,420.298595,420.298595,420.298595,420.298595,22.048053,0.527468,-18.015988,-0.095973,-0.095973,-2.052235,0.081514,0.105899,24.046728,24.046728,459.918276,3,0.000000,true,
55.000000,3.750000,0.200000,418.368920,418.368920,418.368920,418.368920,22.030334,0.513448,-18.070898,-0.098784,-0.098784,-2.053689,0.080114,0.104239,24.592693,24.592693,460.154372,3,0.000000,true,
55.000000,3.700000,0.200000,416.369578,416.369578,416.369578,416.369578,22.012219,0.499681,-18.125499,-0.101748,-0.101748,-2.055073,0.078741,0.102553,25.168078,25.168078,460.380500,3,0.000000,true,
55.000000,3.650000,0.200000,414.298714,414.298714,414.298714,414.298714,21.993707,0.486284,-18.179749,-0.104878,-0.104878,-2.056387,0.077406,0.100852,25.775767,25.775767,460.596674,3,0.000000,true,
55.000000,3.600000,0.200000,412.156067,412.156067,412.156067,412.156067,21.974814,0.473390,-18.233602,-0.108193,-0.108193,-2.057630,0.076121,0.099146,26.419057,26.419057,460.802886,3,0.000000,true,
55.000000,3.550000,0.200000,409.943548,409.943548,409.943548,409.943548,21.955574,0.461141,-18.287011,-0.111711,-0.111711,-2.058800,0.074899,0.097452,27.101706,27.101706,460.999133,3,0.000000,true,
55.000000,3.500000,0.200000,407.665794,407.665794,407.665794,407.665794,21.936044,0.449681,-18.339927,-0.115455,-0.115455,-2.059898,0.073750,0.095785,27.827975,27.827975,461.185465,3,0.000000,true,
55.000000,3.450000,0.200000,405.330578,405.330578,405.330578,405.330578,21.916305,0.439145,-18.392305,-0.119449,-0.119449,-2.060923,0.072687,0.094164,28.602648,28.602648,461.362032,3,0.000000,true,
55.000000,3.400000,0.200000,402.948895,402.948895,402.948895,402.948895,21.896463,0.429647,-18.444106,-0.123721,-0.123721,-2.061875,0.071717,0.092609,29.431050,29.431050,461.529151,3,0.000000,true,
55.000000,3.350000,0.200000,400.534600,400.534600,400.534600,400.534600,21.876642,0.421265,-18.495305,-0.128301,-0.128301,-2.062756,0.070844,0.091139,30.319040,30.319040,461.687360,3,0.000000,true,
55.000000,3.300000,0.200000,398.103563,398.103563,398.103563,398.103563,21.856980,0.414030,-18.545889,-0.133222,-0.133222,-2.063569,0.070070,0.089767,31.273014,31.273014,461.837466,3,0.000000,true,
55.000000,3.250000,0.200000,395.672451,395.672451,395.672451,395.672451,21.837612,0.407920,-18.595864,-0.138521,-0.138521,-2.064319,0.069388,0.088505,32.299917,32.299917,461.980556,3,0.000000,true,
55.000000,3.200000,0.200000,393.257397,393.257397,393.257397,393.257397,21.818667,0.402865,-18.645249,-0.144235,-0.144235,-2.065011,0.068790,0.087359,33.407295,33.407295,462.117989,3,0.000000,true,
55.000000,3.150000,0.200000,390.872858,390.872858,390.872858,390.872858,21.800250,0.398754,-18.694080,-0.150407,-0.150407,-2.065654,0.068265,0.086327,34.603389,34.603389,462.251365,3,0.000000,true,
55.000000,3.100000,0.200000,388.530870,388.530870,388.530870,388.530870,21.782446,0.395449,-18.742398,-0.157085,-0.157085,-2.066254,0.067797,0.085407,35.897269,35.897269,462.382483,3,0.000000,true,
55.000000,3.050000,0.200000,386.240790,386.240790,386.240790,386.240790,21.765316,0.392795,-18.790253,-0.164320,-0.164320,-2.066820,0.067372,0.084588,37.299009,37.299009,462.513307,3,0.000000,true,
55.000000,3.000000,0.200000,384.009444,384.009444,384.009444,384.009444,21.748897,0.390638,-18.837695,-0.172170,-0.172170,-2.067361,0.066975,0.083861,38.819881,38.819881,462.645950,3,0.000000,true,
55.000000,2.950000,0.200000,381.841562,381.841562,381.841562,381.841562,21.733208,0.388830,-18.884772,-0.180701,-0.180701,-2.067884,0.066593,0.083212,40.472559,40.472559,462.782683,3,0.000000,true,
55.000000,2.900000,0.200000,379.740343,379.740343,379.740343,379.740343,21.718256,0.387235,-18.931529,-0.189986,-0.189986,-2.068398,0.066215,0.082630,42.271321,42.271321,462.925960,3,0.000000,true,
55.000000,2.850000,0.200000,377.708053,377.708053,377.708053,377.708053,21.704043,0.385735,-18.978009,-0.200108,-0.200108,-2.068911,0.065831,0.082102,44.232235,44.232235,463.078471,3,0.000000,true,
55.000000,2.800000,0.200000,375.746582,375.746582,375.746582,375.746582,21.690563,0.384226,-19.024249,-0.211159,-0.211159,-2.069432,0.065431,0.081616,46.373306,46.373306,463.243209,3,0.000000,true,
55.000000,2.750000,0.200000,373.857940,373.857940,373.857940,373.857940,21.677814,0.382621,-19.070281,-0.223243,-0.223243,-2.069971,0.065010,0.081163,48.714570,48.714570,463.423557,3,0.000000,true,
55.000000,2.700000,0.200000,372.044676,372.044676,372.044676,372.044676,21.665794,0.380846,-19.116135,-0.236473,-0.236473,-2.070536,0.064563,0.080732,51.278074,51.278074,463.623374,3,0.000000,true,
55.000000,2.650000,0.200000,370.310218,370.310218,370.310218,370.310218,21.654507,0.378842,-19.161838,-0.250972,-0.250972,-2.071138,0.064084,0.080315,54.087701,54.087701,463.847098,3,0.000000,true,
55.000000,2.600000,0.200000,368.659139,368.659139,368.659139,368.659139,21.643963,0.376560,-19.207412,-0.266870,-0.266870,-2.071788,0.063572,0.079905,57.168742,57.168742,464.099830,3,0.000000,true,
55.000000,2.550000,0.200000,367.097320,367.097320,367.097320,367.097320,21.634180,0.373962,-19.252878,-0.284300,-0.284300,-2.072500,0.063025,0.079496,60.547137,60.547137,464.387403,3,0.000000,true,
55.000000,2.500000,0.200000,365.631981,365.631981,365.631981,365.631981,21.625178,0.371018,-19.298257,-0.303393,-0.303393,-2.073288,0.062441,0.079082,64.248283,64.248283,464.716406,3,0.000000,true,
55.000000,2.450000,0.200000,364.271535,364.271535,364.271535,364.271535,21.616987,0.367704,-19.343567,-0.324266,-0.324266,-2.074166,0.061819,0.078658,68.295337,68.295337,465.094127,3,0.000000,true,
55.000000,2.400000,0.200000,363.025201,363.025201,363.025201,363.025201,21.609634,0.364004,-19.388826,-0.347015,-0.347015,-2.075151,0.061161,0.078220,72.707030,72.707030,465.528398,3,0.000000,true,
55.000000,2.350000,0.200000,361.902347,361.902347,361.902347,361.902347,21.603145,0.359907,-19.434052,-0.371699,-0.371699,-2.076259,0.060467,0.077764,77.495165,77.495165,466.027295,3,0.000000,true,
55.000000,2.300000,0.200000,360.911543,360.911543,360.911543,360.911543,21.597540,0.355407,-19.479261,-0.398328,-0.398328,-2.077506,0.059738,0.077287,82.662113,82.662113,466.598705,3,0.000000,true,
55.000000,2.250000,0.200000,360.059431,360.059431,360.059431,360.059431,21.592823,0.350500,-19.524471,-0.426853,-0.426853,-2.078906,0.058976,0.076785,88.198861,88.198861,467.249781,3,0.000000,true,
55.000000,2.200000,0.200000,359.349551,359.349551,359.349551,359.349551,21.588980,0.345188,-19.569700,-0.457162,-0.457162,-2.080471,0.058181,0.076253,94.084172,94.084172,467.986365,3,0.000000,true,
55.000000,2.150000,0.200000,358.781381,358.781381,358.781381,358.781381,21.585972,0.339474,-19.614962,-0.489084,-0.489084,-2.082207,0.057357,0.075688,100.285292,100.285292,468.812504,3,0.000000,true,
55.000000,2.100000,0.200000,358.349815,358.349815,358.349815,358.349815,21.583740,0.333369,-19.660273,-0.522399,-0.522399,-2.084119,0.056504,0.075086,106.760269,106.760269,469.730151,3,0.000000,true,
55.000000,2.050000,0.200000,358.045202,358.045202,358.045202,358.045202,21.582201,0.326890,-19.705644,-0.556860,-0.556860,-2.086204,0.055626,0.074443,113.461464,113.461464,470.739138,3,0.000000,true,
55.000000,2.000000,0.200000,357.853974,357.853974,357.853974,357.853974,21.581258,0.320061,-19.751082,-0.592210,-0.592210,-2.088458,0.054726,0.073754,120.339556,120.339556,471.837419,3,0.000000,true,
55.000000,1.950000,0.200000,357.759719,357.759719,357.759719,357.759719,21.580805,0.312924,-19.796589,-0.628204,-0.628204,-2.090872,0.053806,0.073018,127.347246,127.347246,473.021501,3,0.000000,true,
55.000000,1.900000,0.200000,357.744546,357.744546,357.744546,357.744546,21.580733,0.305533,-19.842160,-0.664621,-0.664621,-2.093436,0.052873,0.072232,134.442114,134.442114,474.286974,3,0.000000,true,
55.000000,1.850000,0.200000,357.790583,357.790583,357.790583,357.790583,21.580942,0.297966,-19.887783,-0.701276,-0.701276,-2.096139,0.051933,0.071397,141.588361,141.588361,475.629029,3,0.000000,true,
55.000000,1.800000,0.200000,357.881554,357.881554,357.881554,357.881554,21.581346,0.290324,-19.933434,-0.738021,-0.738021,-2.098970,0.050994,0.070519,148.757499,148.757499,477.042899,3,0.000000,true,
55.000000,1.750000,0.200000,358.004384,358.004384,358.004384,358.004384,21.581876,0.282733,-19.979085,-0.774745,-0.774745,-2.101918,0.050068,0.069603,155.928150,155.928150,478.524162,3,0.000000,true,
55.000000,1.700000,0.200000,358.150797,358.150797,358.150797,358.150797,21.582490,0.275345,-20.024695,-0.811370,-0.811370,-2.104975,0.049165,0.068663,163.085181,163.085181,480.068906,3,0.000000,true,
55.000000,1.650000,0.200000,358.318729,358.318729,358.318729,358.318729,21.583174,0.268322,-20.070223,-0.847844,-0.847844,-2.108130,0.048298,0.067714,170.218327,170.218327,481.673724,3,0.000000,true,
55.000000,1.600000,0.200000,358.513162,358.513162,358.513162,358.513162,21.583942,0.261830,-20.115625,-0.884128,-0.884128,-2.111377,0.047479,0.066778,177.320472,177.320472,483.335558,3,0.000000,true,
55.000000,1.550000,0.200000,358.745819,358.745819,358.745819,358.745819,21.584833,0.256004,-20.160866,-0.920193,-0.920193,-2.114707,0.046717,0.065875,184.385787,184.385787,485.051413,3,0.000000,true,
55.000000,1.500000,0.200000,359.033243,359.033243,359.033243,359.033243,21.585899,0.250931,-20.205930,-0.956008,-0.956008,-2.118112,0.046014,0.065027,191.408067,191.408067,486.818023,3,0.000000,true,
