T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,M_u_MeV,M_d_MeV,M_s_MeV,iterations,residual_norm,converged,message
60.000000,0.250000,0.000000,362.640684,362.640684,362.640684,362.640684,21.616839,0.115989,-21.361039,-1.716473,-1.716473,-2.209043,0.021065,0.047835,342.163979,342.163979,538.373822,3,0.000000,true,
60.000000,0.200000,0.000000,360.367422,360.367422,360.367422,360.367422,21.615605,0.099642,-21.409988,-1.742324,-1.742324,-2.212661,0.018331,0.044623,347.350549,347.350549,540.582675,3,0.000000,true,
60.000000,0.150000,0.000000,356.807706,356.807706,356.807706,356.807706,21.614106,0.081412,-21.459161,-1.767923,-1.767923,-2.216267,0.015279,0.040739,352.490424,352.490424,542.797707,4,0.000000,true,
60.000000,0.100000,0.000000,350.895602,350.895602,350.895602,350.895602,21.612342,0.060609,-21.508557,-1.793278,-1.793278,-2.219860,0.011773,0.035760,357.585489,357.585489,545.018843,4,0.000000,true,
60.000000,0.050000,0.000000,339.232743,339.232743,339.232743,339.232743,21.610311,0.035772,-21.558174,-1.818399,-1.818399,-2.223441,0.007488,0.028518,362.637538,362.637538,547.246026,4,0.000000,true,
60.000000,0.000000,0.000000,0.000072,0.000072,0.000072,0.000072,21.608012,0.000002,-21.608012,-1.843294,-1.843294,-2.227009,0.000097,0.000097,367.648216,367.648216,549.479185,24,0.000000,true,
65.000000,4.000000,0.000000,408.724756,408.724756,408.724756,408.724756,22.064702,0.808671,-17.821414,-0.080570,-0.080570,-2.038813,0.112534,0.141480,21.050224,21.050224,457.781553,5,0.000000,true,
65.000000,3.950000,0.000000,407.057016,407.057016,407.057016,407.057016,22.048576,0.793183,-17.876127,-0.082752,-0.082752,-2.040528,0.111064,0.139936,21.474079,21.474079,458.054758,3,0.000000,true,
65.000000,3.900000,0.000000,405.352825,405.352825,405.352825,405.352825,22.032306,0.777784,-17.930604,-0.085039,-0.085039,-2.042180,0.109598,0.138376,21.917993,21.917993,458.318652,3,0.000000,true,
65.000000,3.850000,0.000000,403.611223,403.611223,403.611223,403.611223,22.015890,0.762520,-17.984828,-0.087437,-0.087437,-2.043770,0.108139,0.136800,22.383570,22.383570,458.573422,3,0.000000,true,
65.000000,3.800000,0.000000,401.831537,401.831537,401.831537,401.831537,21.999331,0.747437,-18.038778,-0.089956,-0.089956,-2.045298,0.106691,0.135212,22.872595,22.872595,458.819237,3,0.000000,true,
65.000000,3.750000,0.000000,400.013463,400.013463,400.013463,400.013463,21.982637,0.732590,-18.092432,-0.092607,-0.092607,-2.046765,0.105259,0.133618,23.387064,23.387064,459.056253,3,0.000000,true,
65.000000,3.700000,0.000000,398.157158,398.157158,398.157158,398.157158,21.965817,0.718031,-18.145767,-0.095402,-0.095402,-2.048172,0.103847,0.132021,23.929203,23.929203,459.284625,3,0.000000,true,
65.000000,3.650000,0.000000,396.263328,396.263328,396.263328,396.263328,21.948888,0.703817,-18.198760,-0.098351,-0.098351,-2.049519,0.102460,0.130426,24.501500,24.501500,459.504515,3,0.000000,true,
65.000000,3.600000,0.000000,394.333316,394.333316,394.333316,394.333316,21.931869,0.690005,-18.251388,-0.101472,-0.101472,-2.050806,0.101101,0.128840,25.106733,25.106733,459.716104,3,0.000000,true,
65.000000,3.550000,0.000000,392.369169,392.369169,392.369169,392.369169,21.914789,0.676649,-18.303630,-0.104778,-0.104778,-2.052034,0.099777,0.127269,25.748003,25.748003,459.919605,3,0.000000,true,
65.000000,3.500000,0.000000,390.373678,390.373678,390.373678,390.373678,21.897679,0.663798,-18.355464,-0.108289,-0.108289,-2.053204,0.098490,0.125719,26.428767,26.428767,460.115280,3,0.000000,true,
65.000000,3.450000,0.000000,388.350379,388.350379,388.350379,388.350379,21.880576,0.651496,-18.406873,-0.112024,-0.112024,-2.054317,0.097244,0.124197,27.152876,27.152876,460.303456,3,0.000000,true,
65.000000,3.400000,0.000000,386.303506,386.303506,386.303506,386.303506,21.863523,0.639774,-18.457843,-0.116005,-0.116005,-2.055375,0.096041,0.122710,27.924616,27.924616,460.484543,3,0.000000,true,
65.000000,3.350000,0.000000,384.237899,384.237899,384.237899,384.237899,21.846565,0.628655,-18.508365,-0.120257,-0.120257,-2.056378,0.094883,0.121262,28.748758,28.748758,460.659043,3,0.000000,true,
65.000000,3.300000,0.000000,382.158860,382.158860,382.158860,382.158860,21.829750,0.618145,-18.558434,-0.124807,-0.124807,-2.057330,0.093769,0.119860,29.630610,29.630610,460.827572,3,0.000000,true,
65.000000,3.250000,0.000000,380.071985,380.071985,380.071985,380.071985,21.813125,0.608237,-18.608051,-0.129686,-0.129686,-2.058233,0.092699,0.118505,30.576086,30.576086,460.990864,3,0.000000,true,
65.000000,3.200000,0.000000,377.982971,377.982971,377.982971,377.982971,21.796737,0.598910,-18.657223,-0.134928,-0.134928,-2.059091,0.091671,0.117202,31.591789,31.591789,461.149784,3,0.000000,true,
65.000000,3.150000,0.000000,375.897447,375.897447,375.897447,375.897447,21.780630,0.590127,-18.705961,-0.140571,-0.140571,-2.059908,0.090680,0.115951,32.685109,32.685109,461.305333,3,0.000000,true,
65.000000,3.100000,0.000000,373.820819,373.820819,373.820819,373.820819,21.764844,0.581844,-18.754282,-0.146657,-0.146657,-2.060687,0.089724,0.114752,33.864346,33.864346,461.458655,3,0.000000,true,
65.000000,3.050000,0.000000,371.758176,371.758176,371.758176,371.758176,21.749416,0.574005,-18.802205,-0.153236,-0.153236,-2.061433,0.088796,0.113603,35.138851,35.138851,461.611052,3,0.000000,true,
65.000000,3.000000,0.000000,369.714245,369.714245,369.714245,369.714245,21.734375,0.566546,-18.849752,-0.160362,-0.160362,-2.062153,0.087892,0.112502,36.519195,36.519195,461.763994,3,0.000000,true,
65.000000,2.950000,0.000000,367.693414,367.693414,367.693414,367.693414,21.719751,0.559404,-18.896948,-0.168096,-0.168096,-2.062850,0.087006,0.111445,38.017366,38.017366,461.919143,3,0.000000,true,
65.000000,2.900000,0.000000,365.699805,365.699805,365.699805,365.699805,21.705566,0.552511,-18.943818,-0.176509,-0.176509,-2.063531,0.086133,0.110428,39.646983,39.646983,462.078389,3,0.000000,true,
65.000000,2.850000,0.000000,363.737414,363.737414,363.737414,363.737414,21.691842,0.545803,-18.990387,-0.185680,-0.185680,-2.064202,0.085266,0.109447,41.423537,41.423537,462.243888,3,0.000000,true,
65.000000,2.800000,0.000000,361.810285,361.810285,361.810285,361.810285,21.678598,0.539217,-19.036678,-0.195701,-0.195701,-2.064870,0.084402,0.108496,43.364641,43.364641,462.418129,3,0.000000,true,
65.000000,2.750000,0.000000,359.922731,359.922731,359.922731,359.922731,21.665857,0.532697,-19.082716,-0.206673,-0.206673,-2.065543,0.083535,0.107572,45.490277,45.490277,462.604002,3,0.000000,true,
65.000000,2.700000,0.000000,358.079591,358.079591,358.079591,358.079591,21.653639,0.526189,-19.128523,-0.218715,-0.218715,-2.066228,0.082663,0.106668,47.823010,47.823010,462.804896,3,0.000000,true,
65.000000,2.650000,0.000000,356.286505,356.286505,356.286505,356.286505,21.641971,0.519651,-19.174119,-0.231955,-0.231955,-2.066936,0.081781,0.105782,50.388126,50.388126,463.024804,3,0.000000,true,
65.000000,2.600000,0.000000,354.550215,354.550215,354.550215,354.550215,21.630883,0.513044,-19.219523,-0.246538,-0.246538,-2.067677,0.080887,0.104908,53.213616,53.213616,463.268444,3,0.000000,true,
65.000000,2.550000,0.000000,352.878855,352.878855,352.878855,352.878855,21.620413,0.506337,-19.264752,-0.262621,-0.262621,-2.068463,0.079980,0.104045,56.329915,56.329915,463.541391,3,0.000000,true,
65.000000,2.500000,0.000000,351.282206,351.282206,351.282206,351.282206,21.610606,0.499510,-19.309822,-0.280368,-0.280368,-2.069308,0.079058,0.103188,59.769231,59.769231,463.850187,3,0.000000,true,
65.000000,2.450000,0.000000,349.771850,349.771850,349.771850,349.771850,21.601512,0.492548,-19.354747,-0.299948,-0.299948,-2.070228,0.078122,0.102336,63.564323,63.564323,464.202421,3,0.000000,true,
65.000000,2.400000,0.000000,348.361153,348.361153,348.361153,348.361153,21.593189,0.485445,-19.399541,-0.321522,-0.321522,-2.071240,0.077173,0.101488,67.746532,67.746532,464.606716,3,0.000000,true,
65.000000,2.350000,0.000000,347.064946,347.064946,347.064946,347.064946,21.585700,0.478205,-19.444216,-0.345227,-0.345227,-2.072365,0.076212,0.100643,72.342983,72.342983,465.072589,3,0.000000,true,
65.000000,2.300000,0.000000,345.898821,345.898821,345.898821,345.898821,21.579103,0.470835,-19.488783,-0.371161,-0.371161,-2.073622,0.075241,0.099801,77.373056,77.373056,465.610107,3,0.000000,true,
65.000000,2.250000,0.000000,344.877978,344.877978,344.877978,344.877978,21.573452,0.463352,-19.533254,-0.399363,-0.399363,-2.075032,0.074264,0.098961,82.844510,82.844510,466.229314,3,0.000000,true,
65.000000,2.200000,0.000000,344.015681,344.015681,344.015681,344.015681,21.568784,0.455777,-19.577642,-0.429791,-0.429791,-2.076612,0.073283,0.098125,88.750078,88.750078,466.939456,3,0.000000,true,
65.000000,2.150000,0.000000,343.321585,343.321585,343.321585,343.321585,21.565110,0.448131,-19.621957,-0.462318,-0.462318,-2.078376,0.072302,0.097291,95.065537,95.065537,467.748101,3,0.000000,true,
65.000000,2.100000,0.000000,342.800314,342.800314,342.800314,342.800314,21.562413,0.440441,-19.666214,-0.496731,-0.496731,-2.080336,0.071323,0.096460,101.750173,101.750173,468.660350,3,0.000000,true,
65.000000,2.050000,0.000000,342.450725,342.450725,342.450725,342.450725,21.560647,0.432732,-19.710423,-0.532746,-0.532746,-2.082493,0.070349,0.095630,108.749932,108.749932,469.678354,3,0.000000,true,
65.000000,2.000000,0.000000,342.266097,342.266097,342.266097,342.266097,21.559736,0.425035,-19.754597,-0.570041,-0.570041,-2.084845,0.069381,0.094801,116.002631,116.002631,470.801254,3,0.000000,true,
65.000000,1.950000,0.000000,342.235218,342.235218,342.235218,342.235218,21.559586,0.417380,-19.798743,-0.608281,-0.608281,-2.087383,0.068423,0.093971,123.443941,123.443941,472.025553,3,0.000000,true,
65.000000,1.900000,0.000000,342.344042,342.344042,342.344042,342.344042,21.560094,0.409805,-19.842868,-0.647149,-0.647149,-2.090096,0.067475,0.093142,131.012719,131.012719,473.345773,3,0.000000,true,
65.000000,1.850000,0.000000,342.577501,342.577501,342.577501,342.577501,21.561158,0.402350,-19.886975,-0.686365,-0.686365,-2.092969,0.066539,0.092313,138.654749,138.654749,474.755212,3,0.000000,true,
65.000000,1.800000,0.000000,342.921092,342.921092,342.921092,342.921092,21.562682,0.395058,-19.931063,-0.725692,-0.725692,-2.095985,0.065618,0.091486,146.324590,146.324590,476.246619,3,0.000000,true,
65.000000,1.750000,0.000000,343.362011,343.362011,343.362011,343.362011,21.564585,0.387975,-19.975130,-0.764944,-0.764944,-2.099129,0.064713,0.090665,153.985826,153.985826,477.812696,3,0.000000,true,
65.000000,1.700000,0.000000,343.889742,343.889742,343.889742,343.889742,21.566799,0.381139,-20.019174,-0.803974,-0.803974,-2.102386,0.063825,0.089854,161.610224,161.610224,479.446406,3,0.000000,true,
65.000000,1.650000,0.000000,344.496130,344.496130,344.496130,344.496130,21.569269,0.374580,-20.063197,-0.842671,-0.842671,-2.105740,0.062955,0.089056,169.176355,169.176355,481.141119,3,0.000000,true,
65.000000,1.600000,0.000000,345.175016,345.175016,345.175016,345.175016,21.571951,0.368313,-20.107201,-0.880955,-0.880955,-2.109179,0.062101,0.088276,176.668100,176.668100,482.890638,3,0.000000,true,
65.000000,1.550000,0.000000,345.921572,345.921572,345.921572,345.921572,21.574811,0.362332,-20.151198,-0.918762,-0.918762,-2.112689,0.061260,0.087517,184.073314,184.073314,484.689176,3,0.000000,true,
65.000000,1.500000,0.000000,346.731505,346.731505,346.731505,346.731505,21.577815,0.356610,-20.195205,-0.956046,-0.956046,-2.116260,0.060429,0.086778,191.382803,191.382803,486.531314,3,0.000000,true,
65.000000,1.450000,0.000000,347.600290,347.600290,347.600290,347.600290,21.580931,0.351098,-20.239244,-0.992772,-0.992772,-2.119880,0.059600,0.086059,198.589623,198.589623,488.411984,3,0.000000,true,
65.000000,1.400000,0.000000,348.522576,348.522576,348.522576,348.522576,21.584128,0.345730,-20.283345,-1.028915,-1.028915,-2.123541,0.058768,0.085357,205.688661,205.688661,490.326471,3,0.000000,true,
65.000000,1.350000,0.000000,349.491843,349.491843,349.491843,349.491843,21.587369,0.340428,-20.327539,-1.064458,-1.064458,-2.127233,0.057923,0.084664,212.676408,212.676408,492.270446,3,0.000000,true,
65.000000,1.300000,0.000000,350.500299,350.500299,350.500299,350.500299,21.590619,0.335105,-20.371861,-1.099392,-1.099392,-2.130950,0.057056,0.083974,219.550828,219.550828,494.239994,3,0.000000,true,
65.000000,1.250000,0.000000,351.538994,351.538994,351.538994,351.538994,21.593841,0.329676,-20.416342,-1.133714,-1.133714,-2.134683,0.056160,0.083278,226.311261,226.311261,496.231650,3,0.000000,true,
65.000000,1.200000,0.000000,352.598041,352.598041,352.598041,352.598041,21.596996,0.324060,-20.461012,-1.167429,-1.167429,-2.138429,0.055227,0.082566,232.958299,232.958299,498.242408,3,0.000000,true,
65.000000,1.150000,0.000000,353.666895,353.666895,353.666895,353.666895,21.600051,0.318183,-20.505898,-1.200546,-1.200546,-2.142182,0.054248,0.081828,239.493647,239.493647,500.269725,3,0.000000,true,
65.000000,1.100000,0.000000,354.734611,354.734611,354.734611,354.734611,21.602973,0.311984,-20.551019,-1.233079,-1.233079,-2.145938,0.053218,0.081056,245.919956,245.919956,502.311500,3,0.000000,true,
65.000000,1.050000,0.000000,355.790061,355.790061,355.790061,355.790061,21.605733,0.305410,-20.596394,-1.265049,-1.265049,-2.149695,0.052131,0.080240,252.240644,252.240644,504.366040,3,0.000000,true,
65.000000,1.000000,0.000000,356.822080,356.822080,356.822080,356.822080,21.608307,0.298422,-20.642032,-1.296474,-1.296474,-2.153451,0.050982,0.079371,258.459718,258.459718,506.432019,3,0.000000,true,
65.000000,0.950000,0.000000,357.819549,357.819549,357.819549,357.819549,21.610673,0.290988,-20.687941,-1.327380,-1.327380,-2.157203,0.049768,0.078442,264.581604,264.581604,508.508436,3,0.000000,true,
65.000000,0.900000,0.000000,358.771393,358.771393,358.771393,358.771393,21.612815,0.283088,-20.734121,-1.357791,-1.357791,-2.160951,0.048485,0.077445,270.610986,270.610986,510.594559,3,0.000000,true,
65.000000,0.850000,0.000000,359.666510,359.666510,359.666510,359.666510,21.614721,0.274707,-20.780573,-1.387732,-1.387732,-2.164693,0.047129,0.076374,276.552659,276.552659,512.689875,3,0.000000,true,
65.000000,0.800000,0.000000,360.493592,360.493592,360.493592,360.493592,21.616381,0.265836,-20.827291,-1.417229,-1.417229,-2.168429,0.045699,0.075220,282.411396,282.411396,514.794038,3,0.000000,true,
65.000000,0.750000,0.000000,361.240816,361.240816,361.240816,361.240816,21.617791,0.256465,-20.874269,-1.446305,-1.446305,-2.172158,0.044190,0.073979,288.191818,288.191818,516.906815,3,0.000000,true,
65.000000,0.700000,0.000000,361.895369,361.895369,361.895369,361.895369,21.618946,0.246584,-20.921501,-1.474983,-1.474983,-2.175881,0.042600,0.072642,293.898290,293.898290,519.028037,3,0.000000,true,
65.000000,0.650000,0.000000,362.442726,362.442726,362.442726,362.442726,21.619846,0.236177,-20.968979,-1.503284,-1.503284,-2.179596,0.040925,0.071200,299.534827,299.534827,521.157550,3,0.000000,true,
65.000000,0.600000,0.000000,362.865624,362.865624,362.865624,362.865624,21.620490,0.225219,-21.016698,-1.531228,-1.531228,-2.183303,0.039158,0.069645,305.105036,305.105036,523.295182,3,0.000000,true,
65.000000,0.550000,0.000000,363.142602,363.142602,363.142602,363.142602,21.620879,0.213672,-21.064654,-1.558831,-1.558831,-2.187002,0.037293,0.067963,310.612090,310.612090,525.440712,3,0.000000,true,
65.000000,0.500000,0.000000,363.245927,363.245927,363.245927,363.245927,21.621013,0.201483,-21.112844,-1.586108,-1.586108,-2.190693,0.035320,0.066136,316.058740,316.058740,527.593870,3,0.000000,true,
65.000000,0.450000,0.000000,363.138604,363.138604,363.138604,363.138604,21.620892,0.188582,-21.161270,-1.613071,-1.613071,-2.194374,0.033229,0.064142,321.447374,321.447374,529.754337,3,0.000000,true,
65.000000,0.400000,0.000000,362.769831,362.769831,362.769831,362.769831,21.620513,0.174877,-21.209932,-1.639731,-1.639731,-2.198045,0.031004,0.061952,326.780097,326.780097,531.921765,3,0.000000,true,
65.000000,0.350000,0.000000,362.067655,362.067655,362.067655,362.067655,21.619877,0.160250,-21.258833,-1.666099,-1.666099,-2.201705,0.028627,0.059523,332.058825,332.058825,534.095812,3,0.000000,true,
65.000000,0.300000,0.000000,360.926162,360.926162,360.926162,360.926162,21.618979,0.144551,-21.307977,-1.692185,-1.692185,-2.205355,0.026070,0.056797,337.285377,337.285377,536.276158,3,0.000000,true,
65.000000,0.250000,0.000000,359.180976,359.180976,359.180976,359.180976,21.617819,0.127582,-21.357366,-1.717998,-1.717998,-2.208993,0.023299,0.053689,342.461539,342.461539,538.462539,3,0.000000,true,
65.000000,0.200000,0.000000,356.557047,356.557047,356.557047,356.557047,21.616394,0.109070,-21.407000,-1.743547,-1.743547,-2.212620,0.020263,0.050063,347.589097,347.589097,540.654743,3,0.000000,true,
65.000000,0.150000,0.000000,352.539607,352.539607,352.539607,352.539607,21.614702,0.088603,-21.456882,-1.768842,-1.768842,-2.216235,0.016880,0.045687,352.669830,352.669830,542.852616,4,0.000000,true,
65.000000,0.100000,0.000000,345.974324,345.974324,345.974324,345.974324,21.612742,0.065487,-21.507012,-1.793893,-1.793893,-2.219838,0.012999,0.040087,357.705484,357.705484,545.056039,4,0.000000,true,
65.000000,0.050000,0.000000,333.179638,333.179638,333.179638,333.179638,21.610512,0.038255,-21.557388,-1.818707,-1.818707,-2.223430,0.008264,0.031956,362.697728,362.697728,547.264913,4,0.000000,true,
65.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,21.608012,0.000006,-21.608010,-1.843294,-1.843294,-2.227009,0.000185,0.000185,367.648131,367.648131,549.479143,20,0.000000,true,
70.000000,4.000000,0.000000,405.406771,405.406771,405.406771,405.406771,22.054470,0.934565,-17.778316,-0.082430,-0.082430,-2.030360,0.125889,0.156493,21.396389,21.396389,456.472945,5,0.000000,true,
70.000000,3.950000,0.000000,403.758041,403.758041,403.758041,403.758041,22.038528,0.918209,-17.833326,-0.084680,-0.084680,-2.032333,0.124377,0.154935,21.833417,21.833417,456.786624,3,0.000000,true,
70.000000,3.900000,0.000000,402.080254,402.080254,402.080254,402.080254,22.022509,0.901977,-17.888090,-0.087039,-0.087039,-2.034235,0.122870,0.153366,22.291505,22.291505,457.089821,3,0.000000,true,
70.000000,3.850000,0.000000,400.373074,400.373074,400.373074,400.373074,22.006418,0.885898,-17.942593,-0.089516,-0.089516,-2.036068,0.121369,0.151789,22.772306,22.772306,457.382800,3,0.000000,true,
70.000000,3.800000,0.000000,398.636365,398.636365,398.636365,398.636365,21.990259,0.870004,-17.996822,-0.092119,-0.092119,-2.037832,0.119876,0.150206,23.277649,23.277649,457.665819,3,0.000000,true,
70.000000,3.750000,0.000000,396.870236,396.870236,396.870236,396.870236,21.974042,0.854329,-18.050760,-0.094860,-0.094860,-2.039530,0.118395,0.148621,23.809564,23.809564,457.939131,3,0.000000,true,
70.000000,3.700000,0.000000,395.075072,395.075072,395.075072,395.075072,21.957776,0.838907,-18.104391,-0.097750,-0.097750,-2.041161,0.116928,0.147035,24.370304,24.370304,458.202998,3,0.000000,true,
70.000000,3.650000,0.000000,393.251576,393.251576,393.251576,393.251576,21.941475,0.823772,-18.157701,-0.100802,-0.100802,-2.042727,0.115478,0.145454,24.962376,24.962376,458.457691,3,0.000000,true,
70.000000,3.600000,0.000000,391.400799,391.400799,391.400799,391.400799,21.925155,0.808956,-18.210674,-0.104031,-0.104031,-2.044230,0.114047,0.143879,25.588567,25.588567,458.703504,3,0.000000,true,
70.000000,3.550000,0.000000,389.524159,389.524159,389.524159,389.524159,21.908836,0.794492,-18.263295,-0.107451,-0.107451,-2.045671,0.112639,0.142316,26.251980,26.251980,458.940764,3,0.000000,true,
70.000000,3.500000,0.000000,387.623454,387.623454,387.623454,387.623454,21.892538,0.780405,-18.315553,-0.111082,-0.111082,-2.047050,0.111254,0.140767,26.956073,26.956073,459.169836,3,0.000000,true,
70.000000,3.450000,0.000000,385.700862,385.700862,385.700862,385.700862,21.876287,0.766721,-18.367436,-0.114944,-0.114944,-2.048370,0.109896,0.139236,27.704700,27.704700,459.391141,3,0.000000,true,
70.000000,3.400000,0.000000,383.758918,383.758918,383.758918,383.758918,21.860108,0.753455,-18.418935,-0.119058,-0.119058,-2.049633,0.108565,0.137727,28.502161,28.502161,459.605161,3,0.000000,true,
70.000000,3.350000,0.000000,381.800486,381.800486,381.800486,381.800486,21.844030,0.740620,-18.470044,-0.123449,-0.123449,-2.050840,0.107262,0.136243,29.353261,29.353261,459.812453,3,0.000000,true,
70.000000,3.300000,0.000000,379.828711,379.828711,379.828711,379.828711,21.828082,0.728220,-18.520760,-0.128145,-0.128145,-2.051995,0.105987,0.134786,30.263378,30.263378,460.013663,3,0.000000,true,
70.000000,3.250000,0.000000,377.846961,377.846961,377.846961,377.846961,21.812295,0.716252,-18.571082,-0.133177,-0.133177,-2.053099,0.104741,0.133360,31.238536,31.238536,460.209531,3,0.000000,true,
70.000000,3.200000,0.000000,375.858774,375.858774,375.858774,375.858774,21.796698,0.704705,-18.621013,-0.138580,-0.138580,-2.054156,0.103521,0.131964,32.285504,32.285504,460.400908,3,0.000000,true,
70.000000,3.150000,0.000000,373.867801,373.867801,373.867801,373.867801,21.781321,0.693562,-18.670559,-0.144394,-0.144394,-2.055169,0.102328,0.130602,33.411901,33.411901,460.588767,3,0.000000,true,
70.000000,3.100000,0.000000,371.877759,371.877759,371.877759,371.877759,21.766194,0.682797,-18.719728,-0.150662,-0.150662,-2.056143,0.101157,0.129272,34.626325,34.626325,460.774217,3,0.000000,true,
70.000000,3.050000,0.000000,369.892407,369.892407,369.892407,369.892407,21.751343,0.672382,-18.768532,-0.157436,-0.157436,-2.057082,0.100008,0.127975,35.938500,35.938500,460.958527,3,0.000000,true,
70.000000,3.000000,0.000000,367.915543,367.915543,367.915543,367.915543,21.736797,0.662280,-18.816983,-0.164771,-0.164771,-2.057989,0.098877,0.126709,37.359451,37.359451,461.143143,3,0.000000,true,
70.000000,2.950000,0.000000,365.951032,365.951032,365.951032,365.951032,21.722580,0.652455,-18.865097,-0.172733,-0.172733,-2.058871,0.097761,0.125474,38.901697,38.901697,461.329720,3,0.000000,true,
70.000000,2.900000,0.000000,364.002866,364.002866,364.002866,364.002866,21.708718,0.642867,-18.912889,-0.181394,-0.181394,-2.059733,0.096657,0.124267,40.579471,40.579471,461.520167,3,0.000000,true,
70.000000,2.850000,0.000000,362.075263,362.075263,362.075263,362.075263,21.695237,0.633476,-18.960375,-0.190839,-0.190839,-2.060581,0.095562,0.123085,42.408956,42.408956,461.716690,3,0.000000,true,
70.000000,2.800000,0.000000,360.172801,360.172801,360.172801,360.172801,21.682164,0.624244,-19.007571,-0.201162,-0.201162,-2.061421,0.094473,0.121928,44.408529,44.408529,461.921863,3,0.000000,true,
70.000000,2.750000,0.000000,358.300589,358.300589,358.300589,358.300589,21.669526,0.615133,-19.054495,-0.212470,-0.212470,-2.062262,0.093386,0.120792,46.598997,46.598997,462.138701,3,0.000000,true,
70.000000,2.700000,0.000000,356.464487,356.464487,356.464487,356.464487,21.657354,0.606111,-19.101162,-0.224884,-0.224884,-2.063112,0.092301,0.119675,49.003785,49.003785,462.370761,3,0.000000,true,
70.000000,2.650000,0.000000,354.671341,354.671341,354.671341,354.671341,21.645686,0.597148,-19.147587,-0.238538,-0.238538,-2.063980,0.091215,0.118575,51.649031,51.649031,462.622250,3,0.000000,true,
70.000000,2.600000,0.000000,352.929252,352.929252,352.929252,352.929252,21.634562,0.588221,-19.193785,-0.253581,-0.253581,-2.064878,0.090126,0.117491,54.563498,54.563498,462.898144,3,0.000000,true,
70.000000,2.550000,0.000000,351.247842,351.247842,351.247842,351.247842,21.624029,0.579312,-19.239767,-0.270172,-0.270172,-2.065818,0.089034,0.116420,57.778203,57.778203,463.204314,3,0.000000,true,
70.000000,2.500000,0.000000,349.638466,349.638466,349.638466,349.638466,21.614143,0.570411,-19.285547,-0.288477,-0.288477,-2.066815,0.087940,0.115362,61.325589,61.325589,463.547629,3,0.000000,true,
70.000000,2.450000,0.000000,348.114329,348.114329,348.114329,348.114329,21.604966,0.561513,-19.331135,-0.308663,-0.308663,-2.067886,0.086843,0.114317,65.238092,65.238092,463.936003,3,0.000000,true,
70.000000,2.400000,0.000000,346.690388,346.690388,346.690388,346.690388,21.596566,0.552623,-19.376540,-0.330885,-0.330885,-2.069048,0.085745,0.113286,69.545927,69.545927,464.378356,3,0.000000,true,
70.000000,2.350000,0.000000,345.382942,345.382942,345.382942,345.382942,21.589011,0.543751,-19.421773,-0.355269,-0.355269,-2.070322,0.084649,0.112269,74.274065,74.274065,464.884404,3,0.000000,true,
70.000000,2.300000,0.000000,344.208815,344.208815,344.208815,344.208815,21.582369,0.534914,-19.466843,-0.381897,-0.381897,-2.071727,0.083557,0.111268,79.438559,79.438559,465.464259,3,0.000000,true,
70.000000,2.250000,0.000000,343.184088,343.184088,343.184088,343.184088,21.576697,0.526130,-19.511759,-0.410782,-0.410782,-2.073283,0.082472,0.110284,85.042750,85.042750,466.127782,3,0.000000,true,
70.000000,2.200000,0.000000,342.322505,342.322505,342.322505,342.322505,21.572032,0.517423,-19.556534,-0.441858,-0.441858,-2.075008,0.081398,0.109320,91.074222,91.074222,466.883772,3,0.000000,true,
70.000000,2.150000,0.000000,341.633830,341.633830,341.633830,341.633830,21.568387,0.508812,-19.601180,-0.474969,-0.474969,-2.076914,0.080336,0.108374,97.503530,97.503530,467.739094,3,0.000000,true,
70.000000,2.100000,0.000000,341.122573,341.122573,341.122573,341.122573,21.565742,0.500317,-19.645712,-0.509879,-0.509879,-2.079010,0.079289,0.107448,104.285454,104.285454,468.697967,3,0.000000,true,
70.000000,2.050000,0.000000,340.787450,340.787450,340.787450,340.787450,21.564049,0.491954,-19.690146,-0.546290,-0.546290,-2.081297,0.078258,0.106541,111.362807,111.362807,469.761588,3,0.000000,true,
70.000000,2.000000,0.000000,340.621758,340.621758,340.621758,340.621758,21.563231,0.483735,-19.734498,-0.583870,-0.583870,-2.083771,0.077243,0.105651,118.671932,118.671932,470.928201,3,0.000000,true,
70.000000,1.950000,0.000000,340.614519,340.614519,340.614519,340.614519,21.563195,0.475671,-19.778785,-0.622286,-0.622286,-2.086423,0.076243,0.104777,126.148548,126.148548,472.193554,3,0.000000,true,
70.000000,1.900000,0.000000,340.752061,340.752061,340.752061,340.752061,21.563837,0.467773,-19.823021,-0.661227,-0.661227,-2.089239,0.075259,0.103916,133.732628,133.732628,473.551588,3,0.000000,true,
70.000000,1.850000,0.000000,341.019610,341.019610,341.019610,341.019610,21.565056,0.460050,-19.867220,-0.700420,-0.700420,-2.092204,0.074289,0.103069,141.371586,141.371586,474.995175,3,0.000000,true,
70.000000,1.800000,0.000000,341.402599,341.402599,341.402599,341.402599,21.566755,0.452511,-19.911393,-0.739639,-0.739639,-2.095302,0.073331,0.102234,149.021691,149.021691,476.516755,3,0.000000,true,
70.000000,1.750000,0.000000,341.887546,341.887546,341.887546,341.887546,21.568848,0.445162,-19.955552,-0.778704,-0.778704,-2.098518,0.072385,0.101411,156.648066,156.648066,478.108800,3,0.000000,true,
