T_MeV,mu_transition_MeV,rho_hadron,rho_quark,area_residual,converged
130.8,291.5486069301492,1.8125810520357584,2.0753912604021556,7.481607065451461e-5,true
130.9,291.37350977921216,1.8440676844517059,2.0413685853280543,9.797194737642415e-5,true
131.0,291.19863999540866,1.8952415503469748,1.990319117355086,1.674846393473876e-5,true
