T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark
130.8,291.5543171350052,291.54332492573474,1.8702080706176543,2.0205577427820973
130.9,291.3763706536955,291.37157934197046,1.8903293135431933,2.0039841849153017
131.0,291.199131049974,291.19847631055353,1.922864768683845,1.9762096774200593
