xi,method,calculation_sha,source_job,curve_file,curve_sha256,raw_curve_copy_in_repository
-0.5,independent_oracle,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-independent_oracle-xi--0.5,curve_points.csv,d3d59d4fbfdfab28ed709fc99113a94de2c7ad8d878904086eaf470b2e0d575f,False
0.0,independent_oracle,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-independent_oracle-xi-0.0,curve_points.csv,4169261fbf1e568d990e78938fd8991d3fa58508cdfe42b06d51beade108861c,False
0.5,independent_oracle,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-independent_oracle-xi-0.5,curve_points.csv,913367b1585ea433b6bc3dc9adececd9983df36f8a59c929e6fe73bb3c063549,False
-0.5,memoized_dense,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-memoized_dense-xi--0.5,curve_points.csv,2c0b0164a0909d0513c0437092e61e5dca1555f32d1af3e4205862b5e4048330,False
0.0,memoized_dense,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-memoized_dense-xi-0.0,curve_points.csv,05e1d1a7d21cb5af2a55acb97f704cf59a4c2b076b90777cc0692272b0530343,False
0.5,memoized_dense,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-memoized_dense-xi-0.5,curve_points.csv,79dc2f903a9cd40d99e54d59fbdf69e854b0bdcd95451d2fc32fa6e2a5932625,False
-0.5,production_cascade,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-production_cascade-xi--0.5,curve_points.csv,bd88e0ca2fe54910ffd6948e36c068e821d8f8c7c982eed93ad2697ad88b3762,False
0.0,production_cascade,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-production_cascade-xi-0.0,curve_points.csv,8a65396f29f7f0f6f15508814fcc924dbdc5c7cc45d4d84439377b220c291464,False
0.5,production_cascade,d1e386deb950169b6d5db9cc3dd0617845ee60e8,D:\Desktop\Julia_RelaxTime_issue130_artifacts\cep_cascade_production_shadow_20260729\cep-cascade-production-shadow-production_cascade-xi-0.5,curve_points.csv,45d9ecf7acf796641a94a2e8e5cddecb4814cd285295b2dbb5acc8abc7bd0feb,False
