xi,T_MeV,c2_unresolved_row_count,c2_reasons,c2_levels,reason_class
-0.125,59.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1125,7.0,1,ok,0,unresolved_unclassified
-0.1125,9.0,1,ok,0,unresolved_unclassified
-0.1125,11.0,1,ok,0,unresolved_unclassified
-0.1125,13.0,1,ok,0,unresolved_unclassified
-0.1125,15.0,1,ok,0,unresolved_unclassified
-0.1125,17.0,1,ok,0,unresolved_unclassified
-0.1125,41.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1125,43.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1125,134.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1,7.0,1,ok,0,unresolved_unclassified
-0.1,9.0,1,ok,0,unresolved_unclassified
-0.1,11.0,1,ok,0,unresolved_unclassified
-0.1,13.0,1,ok,0,unresolved_unclassified
-0.1,15.0,1,ok,0,unresolved_unclassified
-0.1,17.0,1,ok,0,unresolved_unclassified
-0.1,41.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1,43.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1,118.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.1,126.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.075,7.0,1,ok,0,unresolved_unclassified
-0.075,9.0,1,ok,0,unresolved_unclassified
-0.075,11.0,1,ok,0,unresolved_unclassified
-0.075,13.0,1,ok,0,unresolved_unclassified
-0.075,15.0,1,ok,0,unresolved_unclassified
-0.075,17.0,1,ok,0,unresolved_unclassified
-0.075,45.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.075,57.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.075,133.625,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
-0.05,7.0,1,ok,0,unresolved_unclassified
-0.05,9.0,1,ok,0,unresolved_unclassified
-0.05,11.0,1,ok,0,unresolved_unclassified
-0.05,13.0,1,ok,0,unresolved_unclassified
-0.05,15.0,1,ok,0,unresolved_unclassified
-0.05,47.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0375,7.0,1,ok,0,unresolved_unclassified
-0.0375,9.0,1,ok,0,unresolved_unclassified
-0.0375,11.0,1,ok,0,unresolved_unclassified
-0.0375,13.0,1,ok,0,unresolved_unclassified
-0.0375,15.0,1,ok,0,unresolved_unclassified
-0.0375,47.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0375,49.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0375,128.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0375,132.25,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.025,7.0,1,ok,0,unresolved_unclassified
-0.025,9.0,1,ok,0,unresolved_unclassified
-0.025,11.0,1,ok,0,unresolved_unclassified
-0.025,13.0,1,ok,0,unresolved_unclassified
-0.025,15.0,1,ok,0,unresolved_unclassified
-0.025,37.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.025,49.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.025,55.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0125,5.0,1,ok,0,unresolved_unclassified
-0.0125,7.0,1,ok,0,unresolved_unclassified
-0.0125,9.0,1,ok,0,unresolved_unclassified
-0.0125,11.0,1,ok,0,unresolved_unclassified
-0.0125,13.0,1,ok,0,unresolved_unclassified
-0.0125,51.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0125,116.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0125,124.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
-0.0125,128.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0,5.0,1,ok,0,unresolved_unclassified
0.0,7.0,1,ok,0,unresolved_unclassified
0.0,9.0,1,ok,0,unresolved_unclassified
0.0,11.0,1,ok,0,unresolved_unclassified
0.0,13.0,1,ok,0,unresolved_unclassified
0.0,51.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0125,5.0,1,ok,0,unresolved_unclassified
0.0125,7.0,1,ok,0,unresolved_unclassified
0.0125,9.0,1,ok,0,unresolved_unclassified
0.0125,11.0,1,ok,0,unresolved_unclassified
0.0125,13.0,1,ok,0,unresolved_unclassified
0.0125,35.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0125,53.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0125,130.5625,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.025,5.0,1,ok,0,unresolved_unclassified
0.025,7.0,1,ok,0,unresolved_unclassified
0.025,9.0,1,ok,0,unresolved_unclassified
0.025,11.0,1,ok,0,unresolved_unclassified
0.025,53.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.025,130.125,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.03125,5.0,1,ok,0,unresolved_unclassified
0.03125,7.0,1,ok,0,unresolved_unclassified
0.03125,9.0,1,ok,0,unresolved_unclassified
0.03125,11.0,1,ok,0,unresolved_unclassified
0.03125,55.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.03125,115.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0375,5.0,1,ok,0,unresolved_unclassified
0.0375,7.0,1,ok,0,unresolved_unclassified
0.0375,9.0,1,ok,0,unresolved_unclassified
0.0375,11.0,1,ok,0,unresolved_unclassified
0.0375,55.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0375,120.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.04375,5.0,1,ok,0,unresolved_unclassified
0.04375,7.0,1,ok,0,unresolved_unclassified
0.04375,9.0,1,ok,0,unresolved_unclassified
0.04375,11.0,1,ok,0,unresolved_unclassified
0.04375,33.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.04375,55.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.05,5.0,1,ok,0,unresolved_unclassified
0.05,7.0,1,ok,0,unresolved_unclassified
0.05,9.0,1,ok,0,unresolved_unclassified
0.05,11.0,1,ok,0,unresolved_unclassified
0.05,33.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.05,57.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.05,129.1875,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.0625,5.0,1,ok,0,unresolved_unclassified
0.0625,7.0,1,ok,0,unresolved_unclassified
0.0625,9.0,1,ok,0,unresolved_unclassified
0.0625,11.0,1,ok,0,unresolved_unclassified
0.0625,51.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0625,57.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0625,127.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0625,128.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.075,5.0,1,ok,0,unresolved_unclassified
0.075,7.0,1,ok,0,unresolved_unclassified
0.075,9.0,1,ok,0,unresolved_unclassified
0.075,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.075,59.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.075,119.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.075,128.25,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.0875,5.0,1,ok,0,unresolved_unclassified
0.0875,7.0,1,ok,0,unresolved_unclassified
0.0875,9.0,1,ok,0,unresolved_unclassified
0.0875,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.0875,61.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1,5.0,1,ok,0,unresolved_unclassified
0.1,7.0,1,ok,0,unresolved_unclassified
0.1,9.0,1,ok,0,unresolved_unclassified
0.1125,3.0,1,ok,0,unresolved_unclassified
0.1125,5.0,1,ok,0,unresolved_unclassified
0.1125,7.0,1,ok,0,unresolved_unclassified
0.1125,29.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1125,49.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1125,63.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1125,118.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1125,124.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.125,3.0,1,ok,0,unresolved_unclassified
0.125,5.0,1,ok,0,unresolved_unclassified
0.125,7.0,1,ok,0,unresolved_unclassified
0.125,65.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.125,126.25,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.13125,3.0,1,ok,0,unresolved_unclassified
0.13125,5.0,1,ok,0,unresolved_unclassified
0.13125,7.0,1,ok,0,unresolved_unclassified
0.1375,3.0,1,ok,0,unresolved_unclassified
0.1375,5.0,1,ok,0,unresolved_unclassified
0.1375,7.0,1,ok,0,unresolved_unclassified
0.1375,27.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1375,67.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1375,125.75,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.14375,3.0,1,ok,0,unresolved_unclassified
0.14375,5.0,1,ok,0,unresolved_unclassified
0.14375,7.0,1,ok,0,unresolved_unclassified
0.14375,27.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.14375,47.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.14375,67.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.14375,112.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.14375,124.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.14375,125.5,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.15,3.0,1,ok,0,unresolved_unclassified
0.15,5.0,1,ok,0,unresolved_unclassified
0.15,47.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.15,117.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1625,3.0,1,ok,0,unresolved_unclassified
0.1625,5.0,1,ok,0,unresolved_unclassified
0.1625,25.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.175,3.0,1,ok,0,unresolved_unclassified
0.175,5.0,1,ok,0,unresolved_unclassified
0.175,71.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.175,119.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.175,124.1875,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.1875,3.0,1,ok,0,unresolved_unclassified
0.1875,23.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1875,45.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.1875,73.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2,3.0,1,ok,0,unresolved_unclassified
0.2,21.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2,75.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.225,19.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.225,43.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.25,15.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.25,119.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2625,11.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2625,13.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2625,119.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.275,7.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.275,9.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.275,87.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.275,119.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,1.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,3.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,5.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,7.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,9.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,11.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,39.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.2875,89.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,15.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,17.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,19.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,21.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,23.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,25.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,27.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,91.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,118.375,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3,118.4375,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.30625,23.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,25.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,27.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,29.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,93.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,112.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.30625,118.125,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.3125,29.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,33.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,35.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,37.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,95.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,110.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3125,117.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,33.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,35.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,37.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,97.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,108.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.31875,117.5,1,classification_changed_or_unresolved:valid->unknown,1,classification_transition
0.325,37.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,39.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,41.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,99.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,101.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,103.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,105.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,106.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.325,117.1875,1,classification_changed_or_unresolved:valid->unknown,1,classification_transition
0.3375,45.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3375,47.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.35,51.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.35,101.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3625,55.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3625,57.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3625,110.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3625,115.1875,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.375,59.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.375,61.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.375,111.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.375,114.5,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.38125,63.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.38125,114.1875,1,classification_changed_or_unresolved:valid->unknown,1,classification_transition
0.3875,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3875,65.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3875,109.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.3875,113.8125,1,classification_changed_or_unresolved:valid->unknown,1,classification_transition
0.39375,31.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.39375,67.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.39375,111.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.39375,113.5,2,classification_changed_or_unresolved:valid->unknown|hybrid_stage_c_not_converged,1|4,mixed_reasons
0.4,69.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4,99.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4,108.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4,113.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4,113.1328125,1,classification_changed_or_unresolved:unknown->unknown,1,classification_transition
0.4125,29.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4125,73.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4125,75.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4125,103.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4125,106.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4125,108.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.425,79.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.425,103.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.425,111.625,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.425,111.6875,1,classification_changed_or_unresolved:valid->unknown,1,classification_transition
0.43125,27.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.43125,81.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.43125,83.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.43125,101.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.43125,111.3125,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.4375,85.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4375,87.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4375,99.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4375,102.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4375,110.9375,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.44375,25.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,89.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,91.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,93.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,95.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,110.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.44375,110.5625,1,classification_changed_or_unresolved:invalid->valid,1,classification_transition
0.45,25.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.45,97.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4625,23.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4625,108.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4625,108.5,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4625,109.4375,1,classification_changed_or_unresolved:unknown->unknown,1,classification_transition
0.475,21.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.4875,19.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.5,17.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.5,104.0,1,hybrid_stage_c_not_converged,4,hybrid_stage_c_unresolved
0.5,106.9375,1,classification_changed_or_unresolved:unknown->valid,1,classification_transition
0.5,107.0,2,classification_changed_or_unresolved:unknown->valid|hybrid_stage_c_not_converged,1|4,mixed_reasons
