# format: combined_meson_density_scan_v1
# script: scripts/relaxtime/run_combined_meson_density_scan.jl
# date: 2026-06-01
# bridge: path_strategy x density_regime
# path_strategy: tmu
# regimes: stable,strict_bw_stage1,phase_shift_current,phase_shift_gbu_reference
# muq_values_MeV: 0.000000,50.000000,100.000000,150.000000,200.000000,250.000000,300.000000
# real_axis_mode: pv_b0_eta0
# phase_display: fold_0_pi
# density_policy: strict_normal_domain
# noanom_policy: none
# gamma_zero_tol: 1.0e-6
path_strategy,path_point_index,T_MeV,muq_MeV,muB_MeV,xi,flavor_profile,meson_profile,pi_channel,k_channel,charge_resolved,mu_pi_MeV,mu_K_MeV,d_pi,d_K,regime,phase_scheme,strict_bw_stage,real_axis_mode,eta,density_policy,noanom_policy,phase_convention,phase_display,qmax,q_nodes,omega_min,omega_max,omega_nodes,gamma_zero_tol,Phi,Phibar,m_u,m_d,m_s,m_pi_MeV,m_K_MeV,gamma_pi_MeV,gamma_K_MeV,n_pi,n_K,kpi_ratio,unsafe_bose_count,min_E_minus_mu,bose_x_min,noanom_removed_component_count,status,message
tmu,15,130.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.015607,0.027581,1.859072,1.859072,2.782204,134.955321,497.630280,NaN,NaN,0.075943,0.018354,0.241674,,,,,ok,
tmu,15,130.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.015607,0.027581,1.859072,1.859072,2.782204,134.955321,497.630280,0.000000,0.000000,0.075943,0.018353,0.241672,,,,,ok,
tmu,15,130.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.015607,0.027581,1.859072,1.859072,2.782204,134.955321,497.630280,NaN,NaN,2.098856,2.778319,1.323730,0,0.050000,0.000000,0,ok,
tmu,15,130.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.015607,0.027581,1.859072,1.859072,2.782204,134.955321,497.630280,NaN,NaN,0.204252,0.141016,0.690401,0,0.050000,0.000000,0,ok,
tmu,16,140.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.027355,0.042724,1.853756,1.853756,2.778928,134.940879,497.564941,NaN,NaN,0.098077,0.027821,0.283665,,,,,ok,
tmu,16,140.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.027355,0.042724,1.853756,1.853756,2.778928,134.940879,497.564941,0.000000,0.000000,0.098076,0.027820,0.283660,,,,,ok,
tmu,16,140.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.027355,0.042724,1.853756,1.853756,2.778928,134.940879,497.564941,NaN,NaN,2.321212,3.062019,1.319146,0,0.050000,0.000000,0,ok,
tmu,16,140.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.027355,0.042724,1.853756,1.853756,2.778928,134.940879,497.564941,NaN,NaN,0.246203,0.169776,0.689577,0,0.050000,0.000000,0,ok,
tmu,17,150.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.048734,0.066689,1.841876,1.841876,2.771464,134.908000,497.401075,NaN,NaN,0.124078,0.040355,0.325241,,,,,ok,
tmu,17,150.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.048734,0.066689,1.841876,1.841876,2.771464,134.908000,497.401075,0.000000,0.000000,0.124075,0.040353,0.325228,,,,,ok,
tmu,17,150.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.048734,0.066689,1.841876,1.841876,2.771464,134.908000,497.401075,NaN,NaN,2.545365,3.347616,1.315181,0,0.050000,0.000000,0,ok,
tmu,17,150.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.048734,0.066689,1.841876,1.841876,2.771464,134.908000,497.401075,NaN,NaN,0.291147,0.200958,0.690227,0,0.050000,0.000000,0,ok,
tmu,18,160.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.094227,0.111894,1.811938,1.811938,2.752439,134.828054,496.962474,NaN,NaN,0.154255,0.056490,0.366213,,,,,ok,
tmu,18,160.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.094227,0.111894,1.811938,1.811938,2.752439,134.828054,496.962474,0.000000,0.000000,0.154247,0.056483,0.366182,,,,,ok,
tmu,18,160.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.094227,0.111894,1.811938,1.811938,2.752439,134.828054,496.962474,NaN,NaN,2.762069,3.625177,1.312486,0,0.050000,0.000000,0,ok,
tmu,18,160.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.094227,0.111894,1.811938,1.811938,2.752439,134.828054,496.962474,NaN,NaN,0.336244,0.232687,0.692018,0,0.050000,0.000000,0,ok,
tmu,19,170.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.254336,0.263500,1.684898,1.684898,2.672753,134.615440,495.317344,NaN,NaN,0.188947,0.077032,0.407691,,,,,ok,
tmu,19,170.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.254336,0.263500,1.684898,1.684898,2.672753,134.615440,495.317344,0.000000,0.000000,0.188928,0.077013,0.407629,,,,,ok,
tmu,19,170.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.254336,0.263500,1.684898,1.684898,2.672753,134.615440,495.317344,NaN,NaN,2.909044,3.829571,1.316436,0,0.050000,0.000000,0,ok,
tmu,19,170.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.254336,0.263500,1.684898,1.684898,2.672753,134.615440,495.317344,NaN,NaN,0.361778,0.252423,0.697729,0,0.050000,0.000000,0,ok,
tmu,20,180.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.444467,0.448337,1.420269,1.420269,2.515542,134.965656,493.473668,NaN,NaN,0.228118,0.102342,0.448634,,,,,ok,
tmu,20,180.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.444467,0.448337,1.420269,1.420269,2.515542,134.965656,493.473668,0.000000,0.000000,0.228074,0.102295,0.448518,,,,,ok,
tmu,20,180.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.444467,0.448337,1.420269,1.420269,2.515542,134.965656,493.473668,NaN,NaN,2.948530,3.919996,1.329475,0,0.050000,0.000000,0,ok,
tmu,20,180.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.444467,0.448337,1.420269,1.420269,2.515542,134.965656,493.473668,NaN,NaN,0.357176,0.253275,0.709105,0,0.050000,0.000000,0,ok,
tmu,21,190.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.542386,0.544837,1.093009,1.093009,2.341820,137.828507,494.747782,NaN,NaN,0.270885,0.131498,0.485440,,,,,ok,
tmu,21,190.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.542386,0.544837,1.093009,1.093009,2.341820,137.828507,494.747782,0.000000,0.000000,0.270791,0.131399,0.485241,,,,,ok,
tmu,21,190.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.542386,0.544837,1.093009,1.093009,2.341820,137.828507,494.747782,NaN,NaN,2.931699,3.950631,1.347557,0,0.050000,0.000000,0,ok,
tmu,21,190.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.542386,0.544837,1.093009,1.093009,2.341820,137.828507,494.747782,NaN,NaN,0.331024,0.242978,0.734019,0,0.050000,0.000000,0,ok,
tmu,22,200.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.609052,0.610765,0.640139,0.640139,2.147129,153.402383,502.372770,NaN,NaN,0.310776,0.162596,0.523194,,,,,ok,
tmu,22,200.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.609052,0.610765,0.640139,0.640139,2.147129,153.402383,502.372770,0.000000,0.000000,0.310591,0.162398,0.522867,,,,,ok,
tmu,22,200.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.609052,0.610765,0.640139,0.640139,2.147129,153.402383,502.372770,NaN,NaN,2.836581,3.897104,1.373874,0,0.050000,0.000000,0,ok,
tmu,22,200.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.609052,0.610765,0.640139,0.640139,2.147129,153.402383,502.372770,NaN,NaN,0.284696,0.221412,0.777714,0,0.050000,0.000000,0,ok,
tmu,23,210.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.654003,0.655301,0.310076,0.310076,2.010892,191.257333,514.397651,NaN,NaN,0.338803,0.195743,0.577748,,,,,ok,
tmu,23,210.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.654003,0.655301,0.310076,0.310076,2.010892,191.257333,514.397651,46.380639,82.413446,0.067576,0.035352,0.523146,,,,,ok,
tmu,23,210.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.654003,0.655301,0.310076,0.310076,2.010892,191.257333,514.397651,NaN,NaN,2.778850,3.878503,1.395722,0,0.050000,0.000000,0,ok,
tmu,23,210.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.654003,0.655301,0.310076,0.310076,2.010892,191.257333,514.397651,NaN,NaN,0.234518,0.193234,0.823962,0,0.050000,0.000000,0,ok,
tmu,24,220.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.688160,0.689192,0.183773,0.183773,1.906121,251.474184,536.572280,NaN,NaN,0.350483,0.226548,0.646387,,,,,ok,
tmu,24,220.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.688160,0.689192,0.183773,0.183773,1.906121,251.474184,536.572280,98.596419,135.759936,0.060638,0.036302,0.598664,,,,,ok,
tmu,24,220.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.688160,0.689192,0.183773,0.183773,1.906121,251.474184,536.572280,NaN,NaN,2.768437,3.917052,1.414897,0,0.050000,0.000000,0,ok,
tmu,24,220.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.688160,0.689192,0.183773,0.183773,1.906121,251.474184,536.572280,NaN,NaN,0.199288,0.182054,0.913520,0,0.050000,0.000000,0,ok,
tmu,25,230.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.716808,0.717644,0.128272,0.128272,1.798453,305.961133,548.953108,NaN,NaN,0.365360,0.267419,0.731932,,,,,ok,
tmu,25,230.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.716808,0.717644,0.128272,0.128272,1.798453,305.961133,548.953108,148.693785,177.616850,0.057122,0.039822,0.697141,,,,,ok,
tmu,25,230.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.716808,0.717644,0.128272,0.128272,1.798453,305.961133,548.953108,NaN,NaN,2.760301,3.918007,1.419413,0,0.050000,0.000000,0,ok,
tmu,25,230.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.716808,0.717644,0.128272,0.128272,1.798453,305.961133,548.953108,NaN,NaN,0.171770,0.172335,1.003291,0,0.050000,0.000000,0,ok,
tmu,26,240.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.741480,0.742165,0.098045,0.098045,1.684155,356.054626,558.691375,NaN,NaN,0.383586,0.315093,0.821439,,,,,ok,
tmu,26,240.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.741480,0.742165,0.098045,0.098045,1.684155,356.054626,558.691375,201.414476,220.688871,0.054983,0.043989,0.800041,,,,,ok,
tmu,26,240.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.741480,0.742165,0.098045,0.098045,1.684155,356.054626,558.691375,NaN,NaN,2.744394,3.867568,1.409261,0,0.050000,0.000000,0,ok,
tmu,26,240.000000,50.000000,150.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.741480,0.742165,0.098045,0.098045,1.684155,356.054626,558.691375,NaN,NaN,0.148348,0.161353,1.087665,0,0.050000,0.000000,0,ok,
tmu,27,120.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.007929,0.026248,1.860811,1.860811,2.783306,134.951362,497.652222,NaN,NaN,0.057378,0.011465,0.199812,,,,,ok,
tmu,27,120.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.007929,0.026248,1.860811,1.860811,2.783306,134.951362,497.652222,0.000000,0.000000,0.057378,0.011465,0.199811,,,,,ok,
tmu,27,120.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.007929,0.026248,1.860811,1.860811,2.783306,134.951362,497.652222,NaN,NaN,1.881030,2.499494,1.328790,0,0.050000,0.000000,0,ok,
tmu,27,120.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.007929,0.026248,1.860811,1.860811,2.783306,134.951362,497.652222,NaN,NaN,0.166113,0.115122,0.693035,0,0.050000,0.000000,0,ok,
tmu,28,130.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.015288,0.039906,1.857444,1.857444,2.781322,134.939408,497.620416,NaN,NaN,0.075948,0.018355,0.241673,,,,,ok,
tmu,28,130.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.015288,0.039906,1.857444,1.857444,2.781322,134.939408,497.620416,0.000000,0.000000,0.075947,0.018354,0.241672,,,,,ok,
tmu,28,130.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.015288,0.039906,1.857444,1.857444,2.781322,134.939408,497.620416,NaN,NaN,2.098063,2.777585,1.323880,0,0.050000,0.000000,0,ok,
tmu,28,130.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.015288,0.039906,1.857444,1.857444,2.781322,134.939408,497.620416,NaN,NaN,0.204026,0.140893,0.690564,0,0.050000,0.000000,0,ok,
tmu,29,140.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.029076,0.059702,1.849838,1.849838,2.776712,134.917899,497.535194,NaN,NaN,0.098084,0.027825,0.283687,,,,,ok,
tmu,29,140.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.029076,0.059702,1.849838,1.849838,2.776712,134.917899,497.535194,0.000000,0.000000,0.098083,0.027824,0.283681,,,,,ok,
tmu,29,140.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.029076,0.059702,1.849838,1.849838,2.776712,134.917899,497.535194,NaN,NaN,2.319050,3.059942,1.319481,0,0.050000,0.000000,0,ok,
tmu,29,140.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.029076,0.059702,1.849838,1.849838,2.776712,134.917899,497.535194,NaN,NaN,0.245556,0.169410,0.689905,0,0.050000,0.000000,0,ok,
tmu,30,150.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.056356,0.090501,1.832160,1.832160,2.765761,134.873180,497.310585,NaN,NaN,0.124090,0.040372,0.325344,,,,,ok,
tmu,30,150.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.056356,0.090501,1.832160,1.832160,2.765761,134.873180,497.310585,0.000000,0.000000,0.124088,0.040369,0.325330,,,,,ok,
tmu,30,150.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.056356,0.090501,1.832160,1.832160,2.765761,134.873180,497.310585,NaN,NaN,2.539473,3.341663,1.315888,0,0.050000,0.000000,0,ok,
tmu,30,150.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.056356,0.090501,1.832160,1.832160,2.765761,134.873180,497.310585,NaN,NaN,0.289383,0.199863,0.690654,0,0.050000,0.000000,0,ok,
tmu,31,160.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.121195,0.151473,1.783386,1.783386,2.735217,134.766466,496.662754,NaN,NaN,0.154279,0.056561,0.366616,,,,,ok,
tmu,31,160.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.121195,0.151473,1.783386,1.783386,2.735217,134.766466,496.662754,0.000000,0.000000,0.154272,0.056554,0.366585,,,,,ok,
tmu,31,160.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.121195,0.151473,1.783386,1.783386,2.735217,134.766466,496.662754,NaN,NaN,2.742679,3.605377,1.314546,0,0.050000,0.000000,0,ok,
tmu,31,160.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.121195,0.151473,1.783386,1.783386,2.735217,134.766466,496.662754,NaN,NaN,0.330254,0.228948,0.693248,0,0.050000,0.000000,0,ok,
tmu,32,170.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,stable,,,,,not_applicable,none,,,,256,,,,,0.320560,0.333731,1.587180,1.587180,2.615530,134.668863,494.685953,NaN,NaN,0.188923,0.077221,0.408745,,,,,ok,
tmu,32,170.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,strict_bw_stage1,,strict_bw_stage1_reduced,,,not_applicable,none,,,12.000000,48,,10.000000,48,0.000001,0.320560,0.333731,1.587180,1.587180,2.615530,134.668863,494.685953,0.000000,0.000000,0.188904,0.077202,0.408682,,,,,ok,
tmu,32,170.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_current,phase_shift_current,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.320560,0.333731,1.587180,1.587180,2.615530,134.668863,494.685953,NaN,NaN,2.838841,3.759054,1.324151,0,0.050000,0.000000,0,ok,
tmu,32,170.000000,100.000000,300.000000,0.000000,default,default,pi,K,false,0.000000,0.000000,3,4,phase_shift_gbu_reference,phase_shift_gbu_reference,,pv_b0_eta0,0.000000,strict_normal_domain,none,arg_inverse_propagator,fold_0_pi,12.000000,48,0.050000,10.000000,48,,0.320560,0.333731,1.587180,1.587180,2.615530,134.668863,494.685953,NaN,NaN,0.340064,0.239786,0.705119,0,0.050000,0.000000,0,ok,
