sqrt_s_NN_GeV,channel,route,bound_density_inv_fm3,unitary_density_inv_fm3,landau_density_inv_fm3,total_density_inv_fm3,bound_fraction,unitary_fraction,landau_fraction,q_nodes,qmax_inv_fm,passed,production_authorized
39.0,pi_minus,direct_finite_q,0.006436389517708823,-0.0016667683931306176,2.2740429444801925e-7,0.004769848528872653,1.3493907571169883,-0.34943843248719597,4.7675370207566304e-5,24,8.0,true,false
39.0,pi_minus,q0_lambda_reference,0.05749642451464308,-0.0012545976533896344,-1.1713300862315409e-22,0.056241826861253445,1.0223071995240247,-0.022307199524024733,-2.0826672097995145e-21,24,8.0,true,false
39.0,pi_plus,direct_finite_q,0.006113605614471463,-0.001583500654818888,2.4111363875798896e-7,0.004530346073291332,1.3494787187482742,-0.3495319406511614,5.322190288717126e-5,24,8.0,true,false
39.0,pi_plus,q0_lambda_reference,0.05433691911324583,-0.0011929013783481455,5.392349070975397e-22,0.05314401773489768,1.022446578734389,-0.02244657873438899,1.0146671818970217e-20,24,8.0,true,false
62.4,K_minus,direct_finite_q,0.002331912848788982,-0.0008630001115207442,7.220806323925824e-8,0.0014689849453314772,1.58743141391608,-0.5874805689897712,4.91550736913539e-5,24,8.0,true,false
62.4,K_minus,q0_lambda_reference,0.014703500971172536,-0.0005615420818929563,5.441682117401052e-10,0.014141959433447792,1.0397074776212847,-0.039707516100267376,3.847898265448762e-8,24,8.0,true,false
62.4,K_plus,direct_finite_q,0.002930347722368712,-0.001088541416974476,5.161601443625405e-8,0.0018418579214086724,1.5909738141623602,-0.5910018380472843,2.8023884924184368e-5,24,8.0,true,false
62.4,K_plus,q0_lambda_reference,0.01849164547547607,-0.0007061260352145684,1.9868186358619703e-10,0.017785519638943363,1.0397022887645389,-0.039702299935528866,1.117099008741702e-8,24,8.0,true,false
62.4,pi_minus,direct_finite_q,0.006596324448061321,-0.0017396187297436777,2.8658072309808593e-7,0.004856992299040742,1.358108895779822,-0.3581678995223552,5.90037425331487e-5,24,8.0,true,false
62.4,pi_minus,q0_lambda_reference,0.05813212560929686,-0.0013147471624997493,-2.3703609574560163e-25,0.056817378446797115,1.0231398772425035,-0.0231398772425035,-4.171894272939017e-24,24,8.0,true,false
62.4,pi_plus,direct_finite_q,0.006376754269912779,-0.0016818801900703852,2.977092825319627e-7,0.004695171789124926,1.358151427958989,-0.3582148354967539,6.340753776497048e-5,24,8.0,true,false
62.4,pi_plus,q0_lambda_reference,0.05600927971896429,-0.0012718324455015164,5.1036563685433535e-25,0.054737447273462775,1.0232351435599027,-0.023235143559902777,9.323884511906447e-24,24,8.0,true,false
130.0,K_minus,direct_finite_q,0.002526382958460386,-0.0009428936388493624,7.725531480789448e-8,0.0015835665749258313,1.5953752740573681,-0.5954240597011364,4.878564376841109e-5,24,8.0,true,false
130.0,K_minus,q0_lambda_reference,0.015839214031567246,-0.0006147310937374557,5.006899240859906e-10,0.015224483438519714,1.0403777635891536,-0.04037779647630701,3.288715351873199e-8,24,8.0,true,false
130.0,K_plus,direct_finite_q,0.002829669403661473,-0.0010581445284234788,6.543153604557324e-8,0.00177159030677404,1.597248185904862,-0.5972851196901707,3.6933785308816775e-5,24,8.0,true,false
130.0,K_plus,q0_lambda_reference,0.017747332167599997,-0.0006887837829620497,3.0415624248880615e-10,0.017058548688794188,1.0403776130884026,-0.040377630918538444,1.7830135965119195e-8,24,8.0,true,false
130.0,pi_minus,direct_finite_q,0.006660874806206682,-0.0017746559101383095,3.278626192165844e-7,0.00488654675868759,1.3631046903141955,-0.36317178526599014,6.709495179467811e-5,24,8.0,true,false
130.0,pi_minus,q0_lambda_reference,0.05823352336211835,-0.0013437167271594418,0.0,0.05688980663495891,1.023619639556548,-0.02361963955654799,0.0,24,8.0,true,false
130.0,pi_plus,direct_finite_q,0.006549227955844354,-0.0017449787788184525,3.341229624486246e-7,0.0048045832999883496,1.3631209091244676,-0.3631904516719866,6.954254751903976e-5,24,8.0,true,false
130.0,pi_plus,q0_lambda_reference,0.057161607780145895,-0.0013216326665031503,0.0,0.05583997511364275,1.0236682173266272,-0.02366821732662719,0.0,24,8.0,true,false
200.0,K_minus,direct_finite_q,0.002586764622194487,-0.0009671072785467274,7.725294144175313e-8,0.0016197345965892013,1.5970299255456015,-0.5970776203602979,4.769481469645122e-5,24,8.0,true,false
200.0,K_minus,q0_lambda_reference,0.016200808152939634,-0.000630647933058108,4.74589432543852e-10,0.015570160694470958,1.0405035934338573,-0.040503623914559486,3.048070227768305e-8,24,8.0,true,false
200.0,K_plus,direct_finite_q,0.002786732946022405,-0.0010432140981743636,6.927221367710703e-8,0.0017435881200617185,1.5982747954968641,-0.59831452518582,3.972968895581542e-5,24,8.0,true,false
200.0,K_plus,q0_lambda_reference,0.017457452650572042,-0.0006795706724968451,3.421570731932813e-10,0.016777882320232272,1.0405039394942164,-0.04050395988755732,2.039334086761818e-8,24,8.0,true,false
200.0,pi_minus,direct_finite_q,0.006664040981529546,-0.0017788939627381864,3.367377833999493e-7,0.00488548375657476,1.3640493579701805,-0.3641182841605391,6.892619035868785e-5,24,8.0,true,false
200.0,pi_minus,q0_lambda_reference,0.058166271556279285,-0.0013473715845700013,0.0,0.05681889997170928,1.0237134401623558,-0.023713440162355687,0.0,24,8.0,true,false
200.0,pi_plus,direct_finite_q,0.006590382191750168,-0.0017592749078664028,3.409475147680268e-7,0.0048314482313985335,1.3640593619363868,-0.364129930324671,7.056838828413455e-5,24,8.0,true,false
200.0,pi_plus,q0_lambda_reference,0.05746000417867818,-0.0013327694354903588,0.0,0.05612723474318782,1.023745503258596,-0.023745503258596173,0.0,24,8.0,true,false
