run_id,label,status,conclusion,artifact_name,artifact_size,head_sha,url,mode,scan_rows,diagnostic_rows,failed_rows,scan_sha256,diagnostics_sha256,failed_points_sha256
29398990593,modeB_T120_muB0 / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T120_muB0,108537,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398990593,mode_b_fixed_T_sparse_muB,101,4242,0,45a1b892ccaf80db195cf4363c5d37e250962975d1e91c6be0c748e41c72c351,b341f51a558eaaa1cc4ecf93053aa9b7acdf899fdcfa12db68b97d45684884bd,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398990688,modeB_T120_muB450_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T120_muB450_xi_neg,72076,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398990688,mode_b_fixed_T_sparse_muB,51,2142,0,55806211b0e98c869d2bf6971918d33bcfc9168bcef61ce142089911fafbdc87,e3d679cf1cea117f9c6588a472e22d97baedf4c47519eff372c1cf26cab5d7e8,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398991616,modeB_T120_muB450_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T120_muB450_xi_pos,73765,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398991616,mode_b_fixed_T_sparse_muB,51,2142,0,7c9996f35971cc8ef00fe1df35c25d502bf45cb02727ae05c70503872d4b579c,e265d67a4c50eb41f4fbd5a5e3229377db164091f1094acc37eaac8e061bcedf,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398997416,modeB_T120_muB900_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T120_muB900_xi_neg,70015,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398997416,mode_b_fixed_T_sparse_muB,51,2142,0,73d6047fc3072dd52a0911db59d7a2054fee19b6c07bf985ee892c80e57cde6d,ad390d11651e3f5de7cf77847c6243dea6c91f08251f7bf32a0ffb5f4e7a0d8e,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29399027156,modeB_T120_muB900_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T120_muB900_xi_pos,72913,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29399027156,mode_b_fixed_T_sparse_muB,51,2142,0,2cb8622f978cd7f58bf38bb25d543e38ee922fa6cb8be697848fc8cf2901389b,80c9fafbeac30fb787622f955152b7154bc3aebeebe8680f5c181f49efe04b29,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398990586,modeB_T160_muB0 / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T160_muB0,105784,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398990586,mode_b_fixed_T_sparse_muB,101,4242,0,8c000227663ef280367f93328423e25e6006e49a882a84614e61eb7d2c788e40,e32c80c5a5ea2e39ddd47e2a85da0f2c6a4b7d82b8667daa96f50ebe9e994f21,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29399030206,modeB_T160_muB450_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T160_muB450_xi_neg,70573,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29399030206,mode_b_fixed_T_sparse_muB,51,2142,0,a2302e257d4bdf16bb9b17456367aace9c50c51951c62265184fd57618cbaf76,dfdf1498e8c7bcf86a8aa3c9cf206f7e88721f0fc4395f4a8bbafc8ee2bdb7c3,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29398997376,modeB_T160_muB450_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T160_muB450_xi_pos,71186,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29398997376,mode_b_fixed_T_sparse_muB,51,2142,0,1047022c8e842cb5e15fec946954266e2131af6ae1269482c2018346e71098c9,bd44e9d02d1f0b26cc493501ad937686b05355cdc55f8e99ed94ef461dc17f9b,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29399033033,modeB_T160_muB900_xi_neg / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T160_muB900_xi_neg,68095,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29399033033,mode_b_fixed_T_sparse_muB,51,2142,0,225af2fd8ded70ce5bd79cf25b25a9dfc303912e7896ca99b5a646db98ea34aa,0da2e0e2f3d29493020750cbeaeed7fb0fc0143be482422bc436368b35295530,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
29399004218,modeB_T160_muB900_xi_pos / fixed-T-sparse-muB,completed,success,relaxtime-phase-guided-transport-results-p128_xi001_onshellkernel_localdispatch_20260715-match_thermo-validated_anchored-modeB_T160_muB900_xi_pos,68426,05be2c05186f8e12baf3097b68f8619e53d19711,https://github.com/w5851/Julia_RelaxTime/actions/runs/29399004218,mode_b_fixed_T_sparse_muB,51,2142,0,3bebf9909fe2a509df4fc808f3baf023a6a36c114b46b61105b9c3aca5468dda,8fe2d4463ddb31dd8122b352561d9c265f9bcb9d714301396a26cab0da7ce775,25b7d84f4fcef45cc8666411fd14cb293005de9e69f95eec86586ac8aae96f2e
